timestamp,lt,rt
12.82946777,0.349019647,0.654901981
12.86449907,0.349019647,0.654901981
12.89963877,0.333333373,0.654901981
12.93445537,0.333333373,0.662745118
12.96933707,0.325490236,0.654901981
13.00433787,0.333333373,0.654901981
13.03828577,0.317647099,0.654901981
13.07478657,0.317647099,0.654901981
13.10918277,0.333333373,0.654901981
13.14279097,0.333333373,0.654901981
13.17825107,0.333333373,0.654901981
13.21302637,0.333333373,0.662745118
13.24755787,0.325490236,0.654901981
13.28198417,0.317647099,0.654901981
13.31720317,0.301960826,0.654901981
13.35223867,0.301960826,0.662745118
13.38703427,0.349019647,0.654901981
13.42203187,0.349019647,0.654901981
13.45620697,0.333333373,0.647058845
13.49103427,0.333333373,0.631372571
13.52592557,0.349019647,0.607843161
13.56159247,0.349019647,0.552941203
13.59603737,0.356862783,0.521568656
13.63111547,0.356862783,0.53725493
13.66601057,0.372549057,0.513725519
13.70060357,0.380392194,0.513725519
13.73487457,0.396078467,0.505882382
13.77069077,0.396078467,0.513725519
13.80516427,0.411764741,0.490196109
13.83921567,0.419607878,0.466666698
13.87397447,0.427451015,0.458823562
13.90794247,0.443137288,0.443137288
13.94268947,0.482352972,0.396078467
13.97781157,0.529411793,0.356862783
14.01262237,0.53725493,0.356862783
14.04734667,0.568627477,0.36470592
14.08170277,0.607843161,0.36470592
14.11723977,0.631372571,0.333333373
14.15105987,0.639215708,0.356862783
14.18650267,0.654901981,0.372549057
14.22159217,0.686274529,0.349019647
14.25628927,0.717647076,0.317647099
14.29085047,0.733333349,0.349019647
14.32574327,0.741176486,0.333333373
14.36017697,0.749019623,0.317647099
14.39435977,0.749019623,0.301960826
14.42953447,0.741176486,0.317647099
14.46387187,0.741176486,0.349019647
14.49856907,0.741176486,0.333333373
14.53331457,0.749019623,0.325490236
14.56803867,0.741176486,0.349019647
14.60344627,0.749019623,0.325490236
14.63810757,0.749019623,0.317647099
14.67318927,0.749019623,0.286274552
14.70812077,0.749019623,0.294117689
14.74295587,0.749019623,0.301960826
14.77678087,0.741176486,0.317647099
14.81174647,0.741176486,0.325490236
14.84676677,0.749019623,0.317647099
14.88211967,0.749019623,0.317647099
14.91611817,0.749019623,0.333333373
14.95079477,0.749019623,0.301960826
14.98599667,0.741176486,0.301960826
15.02129107,0.741176486,0.317647099
15.05516847,0.741176486,0.325490236
15.09058097,0.749019623,0.317647099
15.12473647,0.749019623,0.301960826
15.15907477,0.741176486,0.333333373
15.19388187,0.749019623,0.333333373
15.22915027,0.749019623,0.301960826
15.26389687,0.749019623,0.294117689
15.29898547,0.741176486,0.325490236
15.33418877,0.741176486,0.325490236
15.36890507,0.741176486,0.333333373
15.40379927,0.749019623,0.333333373
15.43874977,0.741176486,0.349019647
15.47373227,0.741176486,0.333333373
15.50859997,0.749019623,0.301960826
15.54388237,0.741176486,0.301960826
15.57808237,0.733333349,0.325490236
15.61380677,0.741176486,0.333333373
15.64812987,0.749019623,0.333333373
15.68265417,0.741176486,0.349019647
15.71753837,0.741176486,0.356862783
15.75261187,0.741176486,0.333333373
15.78749597,0.749019623,0.317647099
15.82204157,0.749019623,0.317647099
15.85690947,0.741176486,0.333333373
15.89171507,0.741176486,0.325490236
15.92605887,0.741176486,0.325490236
15.96118997,0.741176486,0.301960826
15.99557857,0.741176486,0.262745142
16.03043937,0.741176486,0.168627501
16.06514747,0.749019623,0.090196133
16.10007777,0.749019623,0.074509859
16.13550077,0.741176486,0.090196133
16.16983367,0.741176486,0.074509859
16.20483407,0.749019623,0.035294175
16.24052727,0.741176486,-0.027450979
16.27417897,0.741176486,-0.09803921
16.30863327,0.741176486,-0.137254894
16.34308717,0.749019623,-0.215686262
16.37821547,0.749019623,-0.215686262
16.41301927,0.741176486,-0.192156851
16.44731467,0.741176486,-0.215686262
16.48202227,0.741176486,-0.215686262
16.51698867,0.725490212,-0.192156851
16.55144527,0.733333349,-0.176470578
16.58668377,0.733333349,-0.152941167
16.62075497,0.741176486,-0.254901946
16.65597537,0.741176486,-0.254901946
16.68989397,0.733333349,-0.239215672
16.72474467,0.725490212,-0.301960766
16.75982067,0.725490212,-0.466666639
16.79468877,0.717647076,-0.529411793
16.82978817,0.717647076,-0.435294092
16.86407767,0.717647076,-0.403921545
16.89872287,0.725490212,-0.529411793
16.93317667,0.725490212,-0.56078434
16.96824787,0.725490212,-0.325490177
17.00307967,0.725490212,-0.403921545
17.03834827,0.717647076,-0.498039186
17.07335007,0.717647076,-0.466666639
17.10756517,0.717647076,-0.466666639
17.14254927,0.717647076,-0.403921545
17.17754197,0.725490212,-0.498039186
17.21209547,0.725490212,-0.529411793
17.24631137,0.725490212,-0.349019587
17.28120587,0.725490212,-0.435294092
17.31624937,0.725490212,-0.498039186
17.35125027,0.725490212,-0.435294092
17.38590007,0.717647076,-0.403921545
17.42079547,0.725490212,-0.380392134
17.45576157,0.725490212,-0.325490177
17.49028687,0.725490212,-0.349019587
17.52552277,0.725490212,-0.254901946
17.56027477,0.725490212,-0.254901946
17.59511387,0.725490212,-0.301960766
17.63001397,0.725490212,-0.349019587
17.66524217,0.717647076,-0.349019587
17.69979077,0.717647076,-0.325490177
17.73452507,0.725490212,-0.301960766
17.76997937,0.725490212,-0.254901946
17.80452567,0.725490212,-0.192156851
17.83857917,0.725490212,-0.254901946
17.87390257,0.733333349,-0.301960766
17.90748017,0.725490212,-0.254901946
17.94288057,0.717647076,-0.301960766
17.97734817,0.717647076,-0.278431356
18.01156777,0.717647076,-0.215686262
18.04638717,0.725490212,-0.215686262
18.08115477,0.725490212,-0.215686262
18.11611647,0.725490212,-0.278431356
18.15134567,0.725490212,-0.301960766
18.18576627,0.725490212,-0.254901946
18.22009317,0.725490212,-0.239215672
18.25535777,0.725490212,-0.239215672
18.28986877,0.725490212,-0.239215672
18.32445537,0.717647076,-0.278431356
18.35931147,0.725490212,-0.278431356
18.39467787,0.725490212,-0.239215672
18.42941247,0.725490212,-0.254901946
18.46430507,0.725490212,-0.254901946
18.49832277,0.725490212,-0.254901946
18.53350047,0.725490212,-0.254901946
18.56854167,0.725490212,-0.239215672
18.60352647,0.725490212,-0.239215672
18.63863567,0.725490212,-0.239215672
18.67335207,0.725490212,-0.254901946
18.70768247,0.725490212,-0.254901946
18.74229587,0.725490212,-0.239215672
18.77710127,0.725490212,-0.239215672
18.81193527,0.725490212,-0.254901946
18.84700697,0.725490212,-0.254901946
18.88155727,0.725490212,-0.239215672
18.91661357,0.725490212,-0.239215672
18.95190157,0.725490212,-0.239215672
18.98704117,0.725490212,-0.239215672
19.02223317,0.725490212,-0.239215672
19.05727297,0.725490212,-0.239215672
19.09068217,0.725490212,-0.239215672
19.12601967,0.725490212,-0.239215672
19.16067597,0.725490212,-0.239215672
19.19460927,0.725490212,-0.239215672
19.22990067,0.725490212,-0.239215672
19.26446497,0.725490212,-0.239215672
19.29919077,0.725490212,-0.239215672
19.33391497,0.725490212,-0.239215672
19.36817787,0.725490212,-0.239215672
19.40358437,0.725490212,-0.239215672
19.43785697,0.725490212,-0.239215672
19.47244057,0.725490212,-0.239215672
19.50655277,0.725490212,-0.239215672
19.54141047,0.725490212,-0.239215672
19.57640177,0.725490212,-0.239215672
19.61094837,0.725490212,-0.239215672
19.64578007,0.725490212,-0.239215672
19.68043817,0.725490212,-0.239215672
19.71532447,0.717647076,-0.192156851
19.75023367,0.654901981,0.168627501
19.78515237,0.482352972,0.749019623
19.82054147,0.050980449,0.992156863
19.85477867,-0.239215672,1
19.88898307,-0.278431356,1
19.92431187,-0.278431356,1
19.95892007,-0.278431356,1
19.99376877,-0.278431356,1
20.02851657,-0.278431356,1
20.06364637,-0.278431356,1
20.09838517,-0.278431356,1
20.13444087,-0.278431356,1
20.16773007,-0.278431356,1
20.20285917,-0.278431356,1
20.23750227,-0.278431356,1
20.27178437,-0.278431356,1
20.30636447,-0.278431356,1
20.34112227,-0.278431356,1
20.37689357,-0.278431356,1
20.41133377,-0.278431356,1
20.44631997,-0.278431356,1
20.48154537,-0.349019587,1
20.51566237,-0.349019587,1
20.55072837,-0.349019587,1
20.58567167,-0.349019587,1
20.62030637,-0.278431356,1
20.65517897,-0.278431356,1
20.68956517,-0.278431356,1
20.72442117,-0.325490177,1
20.75959197,-0.349019587,1
20.79449327,-0.403921545,1
20.82951757,-0.403921545,1
20.86440997,-0.325490177,1
20.89939077,-0.278431356,1
20.93335717,-0.254901946,1
20.96847947,-0.254901946,1
21.00304917,-0.325490177,1
21.03833817,-0.403921545,1
21.07327197,-0.403921545,1
21.10819787,-0.325490177,1
21.14296627,-0.325490177,1
21.17816757,-0.325490177,1
21.21283217,-0.254901946,1
21.24823567,-0.254901946,1
21.28274977,-0.239215672,1
21.31732527,-0.380392134,1
21.35217707,-0.466666639,1
21.38726637,-0.466666639,1
21.42218987,-0.403921545,1
21.45603167,-0.325490177,1
21.49145847,-0.349019587,1
21.52586727,-0.466666639,1
21.56044637,-0.435294092,1
21.59472457,-0.435294092,1
21.62883447,-0.380392134,1
21.66390617,-0.403921545,1
21.69883747,-0.403921545,1
21.73351447,-0.325490177,1
21.76869157,-0.403921545,1
21.80328647,-0.466666639,1
21.83829207,-0.498039186,1
21.87295897,-0.435294092,1
21.90752717,-0.435294092,1
21.94280107,-0.529411793,1
21.97668347,-0.529411793,1
22.01138757,-0.325490177,1
22.04679717,-0.349019587,1
22.08164207,-0.466666639,1
22.11666877,-0.435294092,1
22.15165157,-0.498039186,1
22.18581257,-0.600000024,1
22.22073097,-0.639215708,1
22.25678157,-0.639215708,1
22.29143277,-0.435294092,1
22.32561287,-0.403921545,1
22.36001437,-0.380392134,1
22.39420947,-0.498039186,1
22.42917897,-0.56078434,1
22.46417717,-0.56078434,1
22.49868287,-0.639215708,1
22.53366677,-0.639215708,1
22.56943867,-0.435294092,1
22.60345527,-0.403921545,1
22.63801917,-0.435294092,1
22.67312057,-0.466666639,1
22.70804387,-0.403921545,1
22.74306897,-0.380392134,1
22.77782647,-0.435294092,1
22.81210777,-0.529411793,1
22.84713167,-0.435294092,1
22.88129347,-0.403921545,1
22.91551937,-0.466666639,1
22.95023157,-0.380392134,1
22.98568217,-0.349019587,1
23.02075847,-0.529411793,1
23.05542187,-0.466666639,1
23.08960227,-0.403921545,1
23.12438677,-0.600000024,1
23.15935267,-0.600000024,1
23.19425767,-0.403921545,1
23.22946447,-0.380392134,1
23.26361997,-0.349019587,1
23.29916347,-0.529411793,1
23.33345207,-0.498039186,1
23.36827877,-0.349019587,1
23.40353947,-0.56078434,1
23.43763937,-0.686274529,1
23.47256537,-0.466666639,1
23.50770227,-0.349019587,1
23.54154977,-0.403921545,1
23.57680127,-0.529411793,0.929411769
23.61186887,0.254902005,0.270588279
23.64680747,0.843137264,-0.435294092
23.68150087,1,-0.56078434
23.71646877,1,-0.529411793
23.75155437,1,-0.403921545
23.78636567,1,-0.529411793
23.82168367,1,-0.639215708
23.85666077,1,-0.435294092
23.89116237,1,-0.435294092
23.92633877,1,-0.639215708
23.96148357,1,-0.56078434
23.99649217,1,-0.435294092
24.03189867,1,-0.403921545
24.06658547,1,-0.403921545
24.10095287,1,-0.56078434
24.13579507,1,-0.301960766
24.17051477,1,-0.349019587
24.20556807,1,-0.56078434
24.24030357,1,-0.435294092
24.27465267,1,-0.325490177
24.30889467,1,-0.403921545
24.34408427,1,-0.435294092
24.37893427,1,-0.435294092
24.41399267,1,-0.301960766
24.44895627,1,-0.349019587
24.48321157,1,-0.639215708
24.51820637,1,-0.529411793
24.55297527,1,-0.349019587
24.58723957,1,-0.498039186
24.62229957,1,-0.403921545
24.65680367,1,-0.403921545
24.69163747,1,-0.403921545
24.72654487,1,-0.529411793
24.76205947,1,-0.796078444
24.79636477,1,-0.56078434
24.83117467,1,-0.380392134
24.86570357,1,-0.435294092
24.90095097,1,-0.403921545
24.93459267,1,-0.403921545
24.96956307,1,-0.498039186
25.00410557,1,-0.498039186
25.03930387,1,-0.796078444
25.07401327,1,-0.639215708
25.10853797,1,-0.435294092
25.14325017,1,-0.498039186
25.17826937,1,-0.498039186
25.21300697,1,-0.435294092
25.24780397,1,-0.435294092
25.28358147,1,-0.380392134
25.31776487,1,-0.686274529
25.35486417,1,-0.56078434
25.38800397,1,-0.380392134
25.42270007,1,-0.380392134
25.45734057,1,-0.529411793
25.49224797,1,-0.435294092
25.52722477,1,-0.435294092
25.56206017,1,-0.435294092
25.59698307,1,-0.639215708
25.63205717,1,-0.466666639
25.66694187,1,-0.254901946
25.70214247,1,-0.403921545
25.73780767,1,-0.529411793
25.77250617,1,-0.435294092
25.84127757,1,-0.380392134
26.64127757,1,-0.349019587
26.69235817,1,-0.349019587
27.67643967,1,-0.239215672
27.70391027,1,-0.239215672
27.73692617,1,-0.239215672
27.77091527,1,-0.215686262
27.80537977,1,-0.239215672
27.83893707,1,-0.215686262
27.87359637,1,-0.215686262
27.90858497,1,-0.215686262
27.94338537,1,-0.239215672
