LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1742899278.939083,221872.000,34059,2,PR,1,100,163704
1742899278.979084,221912.000,34076,3,PR,1,100,163755
1742899279.019084,221952.000,34076,3,PR,1,100,163831
1742899279.059085,221992.000,34076,3,PR,1,100,163873
1742899279.099085,222032.000,34090,3,PR,1,100,163918
1742899279.139085,222072.000,34090,3,PR,1,100,163833
1742899279.179086,222112.000,34090,3,PR,1,100,163451
1742899279.219086,222152.000,34107,2,PR,1,100,163136
1742899279.259087,222192.000,34107,2,PR,1,100,163087
1742899279.299087,222232.000,34124,3,PR,1,100,163093
1742899279.339087,222272.000,34124,3,PR,1,100,163178
1742899279.379088,222312.000,34124,3,PR,1,100,163252
1742899279.419088,222352.000,34141,2,PR,1,100,163291
1742899279.459089,222392.000,34141,2,PR,1,100,163307
1742899279.499089,222432.000,34158,3,PR,1,100,163349
1742899279.539090,222472.000,34158,3,PR,1,100,163397
1742899279.579090,222512.000,34158,3,PR,1,100,163463
1742899279.619091,222552.000,34175,2,PR,1,100,163539
1742899279.659091,222592.000,34175,2,PR,1,100,163583
1742899279.699091,222632.000,34191,3,PR,1,100,163666
1742899279.739092,222672.000,34191,3,PR,1,100,163723
1742899279.779092,222712.000,34191,3,PR,1,100,163695
1742899279.819093,222752.000,34208,2,PR,1,100,163343
1742899279.859093,222792.000,34208,2,PR,1,100,162982
1742899279.899094,222832.000,34225,3,PR,1,100,162847
1742899279.939094,222872.000,34225,3,PR,1,100,162853
1742899279.979094,222912.000,34225,3,PR,1,100,162907
1742899280.019095,222952.000,34240,2,PR,1,100,162980
1742899280.059095,222992.000,34240,2,PR,1,100,163040
1742899280.099096,223032.000,34256,3,PR,1,100,163046
1742899280.139096,223072.000,34256,3,PR,1,100,163089
1742899280.179096,223112.000,34256,3,PR,1,100,163152
1742899280.219097,223152.000,34276,2,PR,1,100,163215
1742899280.259097,223192.000,34276,2,PR,1,100,163285
1742899280.299098,223232.000,34292,3,PR,1,100,163366
1742899280.339098,223272.000,34292,3,PR,1,100,163436
1742899280.379099,223312.000,34292,3,PR,1,100,163505
1742899280.419099,223352.000,34307,2,PR,1,100,163563
1742899280.459100,223392.000,34307,2,PR,1,100,163462
1742899280.499100,223432.000,34323,3,PR,1,100,163115
1742899280.539100,223472.000,34323,3,PR,1,100,162834
1742899280.579101,223512.000,34323,3,PR,1,100,162738
1742899280.619101,223552.000,34341,3,PR,1,100,162754
1742899280.659102,223592.000,34341,3,PR,1,100,162825
1742899280.699102,223632.000,34341,3,PR,1,100,162906
1742899280.739103,223672.000,34365,5,PR,1,100,162947
1742899280.779103,223712.000,34365,5,PR,1,100,162952
1742899280.819103,223752.000,34365,5,PR,1,100,163010
1742899280.859104,223792.000,34365,5,PR,1,100,163091
1742899280.899104,223832.000,34365,5,PR,1,100,163165
1742899280.939105,223872.000,34382,2,PR,1,100,163245
1742899280.979105,223912.000,34382,2,PR,1,100,163313
1742899281.019105,223952.000,34399,3,PR,1,100,163376
1742899281.059106,223992.000,34399,3,PR,1,100,163456
1742899281.099106,224032.000,34399,3,PR,1,100,163511
1742899281.139107,224072.000,34415,2,PR,1,100,163575
1742899281.179107,224112.000,34415,2,PR,1,100,163453
1742899281.219108,224152.000,34431,3,PR,1,100,163151
1742899281.259108,224192.000,34431,3,PR,1,100,163003
1742899281.299109,224232.000,34431,3,PR,1,100,162992
1742899281.339109,224272.000,34447,2,PR,1,100,163038
1742899281.379109,224312.000,34447,2,PR,1,100,163103
1742899281.419110,224352.000,34466,3,PR,1,100,163173
1742899281.459110,224392.000,34466,3,PR,1,100,163199
1742899281.499111,224432.000,34466,3,PR,1,100,163252
1742899281.539111,224472.000,34482,2,PR,1,100,163306
1742899281.579112,224512.000,34482,2,PR,1,100,163371
1742899281.619112,224552.000,34499,3,PR,1,100,163439
1742899281.659112,224592.000,34499,3,PR,1,100,163500
1742899281.699113,224632.000,34499,3,PR,1,100,163577
1742899281.738780,224671.667,34514,3,PR,1,100,163641
1742899281.778447,224711.333,34514,3,PR,1,100,163696
1742899281.818114,224751.000,34514,3,PR,1,100,163770
1742899281.858614,224791.500,34531,2,PR,1,100,163806
1742899281.899115,224832.000,34531,2,PR,1,100,163670
1742899281.938782,224871.667,34548,3,PR,1,100,163469
1742899281.978449,224911.333,34548,3,PR,1,100,163415
1742899282.018116,224951.000,34548,3,PR,1,100,163462
1742899282.058117,224991.000,34565,2,PR,1,100,163511
1742899282.098117,225031.000,34565,2,PR,1,100,163548
1742899282.138451,225071.333,34581,3,PR,1,100,163587
1742899282.178785,225111.667,34581,3,PR,1,100,163600
1742899282.219118,225152.000,34581,3,PR,1,100,163632
1742899282.258619,225191.500,34599,2,PR,1,100,163677
1742899282.298119,225231.000,34599,2,PR,1,100,163748
1742899282.338120,225271.000,34615,3,PR,1,100,163800
1742899282.378120,225311.000,34615,3,PR,1,100,163849
1742899282.418120,225351.000,34615,3,PR,1,100,163908
1742899282.458121,225391.000,34632,2,PR,1,100,163958
1742899282.498121,225431.000,34632,2,PR,1,100,164010
1742899282.538455,225471.333,34647,3,PR,1,100,164052
1742899282.578789,225511.667,34647,3,PR,1,100,163933
1742899282.619123,225552.000,34647,3,PR,1,100,163728
1742899282.658623,225591.500,34664,2,PR,1,100,163667
1742899282.698123,225631.000,34664,2,PR,1,100,163689
1742899282.738457,225671.333,34680,3,PR,1,100,163707
1742899282.778791,225711.667,34680,3,PR,1,100,163763
1742899282.819125,225752.000,34680,3,PR,1,100,163796
1742899282.858625,225791.500,34699,2,PR,1,100,163804
1742899282.898126,225831.000,34699,2,PR,1,100,163838
1742899282.938126,225871.000,34714,3,PR,1,100,163882
1742899282.978127,225911.000,34714,3,PR,1,100,163920
1742899283.018127,225951.000,34714,3,PR,1,100,163964
1742899283.058127,225991.000,34731,2,PR,1,100,164024
1742899283.098128,226031.000,34731,2,PR,1,100,164070
1742899283.138128,226071.000,34747,3,PR,1,100,164106
1742899283.178128,226111.000,34747,3,PR,1,100,164141
1742899283.218129,226151.000,34747,3,PR,1,100,164185
1742899283.258129,226191.000,34765,3,PR,1,100,164185
1742899283.298130,226231.000,34765,3,PR,1,100,163981
1742899283.338130,226271.000,34765,3,PR,1,100,163819
1742899283.378131,226311.000,34781,2,PR,1,100,163806
1742899283.418131,226351.000,34781,2,PR,1,100,163784
1742899283.458132,226391.000,34798,3,PR,1,100,163855
1742899283.498132,226431.000,34798,3,PR,1,100,163882
1742899283.538132,226471.000,34798,3,PR,1,100,163910
1742899283.578133,226511.000,34817,2,PR,1,100,163898
1742899283.618133,226551.000,34817,2,PR,1,100,163955
1742899283.658134,226591.000,34834,3,PR,1,100,163984
1742899283.698134,226631.000,34834,3,PR,1,100,164032
1742899283.738135,226671.000,34834,3,PR,1,100,164085
1742899283.778135,226711.000,34849,2,PR,1,100,164116
1742899283.818135,226751.000,34849,2,PR,1,100,164154
1742899283.858136,226791.000,34866,3,PR,1,100,164189
1742899283.898136,226831.000,34866,3,PR,1,100,164228
1742899283.938137,226871.000,34866,3,PR,1,100,164239
1742899283.978137,226911.000,34882,2,PR,1,100,164308
1742899284.018137,226951.000,34882,2,PR,1,100,164230
1742899284.058138,226991.000,34899,3,PR,1,100,163989
1742899284.098138,227031.000,34899,3,PR,1,100,163875
1742899284.138139,227071.000,34899,3,PR,1,100,163882
1742899284.178139,227111.000,34915,3,PR,1,100,163919
1742899284.218140,227151.000,34915,3,PR,1,100,163950
1742899284.258140,227191.000,34915,3,PR,1,100,163999
1742899284.298141,227231.000,34931,2,PR,1,100,164001
1742899284.338141,227271.000,34931,2,PR,1,100,164008
1742899284.378141,227311.000,34949,3,PR,1,100,164019
1742899284.418142,227351.000,34949,3,PR,1,100,164080
1742899284.458142,227391.000,34949,3,PR,1,100,164123
1742899284.498143,227431.000,34966,2,PR,1,100,164160
1742899284.538143,227471.000,34966,2,PR,1,100,164212
1742899284.578144,227511.000,34983,3,PR,1,100,164243
1742899284.618144,227551.000,34983,3,PR,1,100,164278
1742899284.658144,227591.000,34983,3,PR,1,100,164320
1742899284.698145,227631.000,34998,2,PR,1,100,164360
1742899284.738145,227671.000,34998,2,PR,1,100,164379
1742899284.778146,227711.000,35014,3,PR,1,100,164284
1742899284.818146,227751.000,35014,3,PR,1,100,164047
1742899284.858146,227791.000,35014,3,PR,1,100,163990
1742899284.898147,227831.000,35032,2,PR,1,100,164024
1742899284.938147,227871.000,35032,2,PR,1,100,164073
1742899284.978148,227911.000,35048,3,PR,1,100,164120
1742899285.018148,227951.000,35048,3,PR,1,100,164136
1742899285.058149,227991.000,35048,3,PR,1,100,164142
1742899285.098149,228031.000,35065,2,PR,1,100,164144
1742899285.138149,228071.000,35065,2,PR,1,100,164164
1742899285.178150,228111.000,35081,3,PR,1,100,164204
1742899285.218150,228151.000,35081,3,PR,1,100,164245
1742899285.258151,228191.000,35081,3,PR,1,100,164273
1742899285.298151,228231.000,35099,3,PR,1,100,164333
1742899285.338152,228271.000,35099,3,PR,1,100,164358
1742899285.378152,228311.000,35099,3,PR,1,100,164381
1742899285.418153,228351.000,35115,2,PR,1,100,164411
1742899285.458153,228391.000,35115,2,PR,1,100,164438
1742899285.498153,228431.000,35131,3,PR,1,100,164281
1742899285.538154,228471.000,35131,3,PR,1,100,164052
1742899285.578154,228511.000,35131,3,PR,1,100,163964
1742899285.618155,228551.000,35147,2,PR,1,100,163992
1742899285.658155,228591.000,35147,2,PR,1,100,164007
1742899285.698155,228631.000,35164,3,PR,1,100,164050
1742899285.738156,228671.000,35164,3,PR,1,100,164064
1742899285.778156,228711.000,35164,3,PR,1,100,164086
1742899285.818157,228751.000,35180,2,PR,1,100,164065
1742899285.858157,228791.000,35180,2,PR,1,100,164097
1742899285.898158,228831.000,35203,4,PR,1,100,164150
1742899285.938158,228871.000,35203,4,PR,1,100,164180
1742899285.978158,228911.000,35203,4,PR,1,100,164229
1742899286.018159,228951.000,35203,4,PR,1,100,164263
1742899286.058159,228991.000,35219,2,PR,1,100,164299
1742899286.098160,229031.000,35219,2,PR,1,100,164326
1742899286.138160,229071.000,35234,3,PR,1,100,164363
1742899286.178161,229111.000,35234,3,PR,1,100,164354
1742899286.218161,229151.000,35234,3,PR,1,100,164122
1742899286.258162,229191.000,35251,2,PR,1,100,163930
1742899286.298162,229231.000,35251,2,PR,1,100,163896
1742899286.338162,229271.000,35268,3,PR,1,100,163894
1742899286.378163,229311.000,35268,3,PR,1,100,163937
1742899286.418163,229351.000,35268,3,PR,1,100,163967
1742899286.458163,229391.000,35284,3,PR,1,100,163985
1742899286.498164,229431.000,35284,3,PR,1,100,163999
1742899286.538164,229471.000,35284,3,PR,1,100,163992
1742899286.578165,229511.000,35302,2,PR,1,100,164029
1742899286.618165,229551.000,35302,2,PR,1,100,164087
1742899286.658166,229591.000,35318,3,PR,1,100,164117
1742899286.698166,229631.000,35318,3,PR,1,100,164182
1742899286.738167,229671.000,35318,3,PR,1,100,164225
1742899286.778167,229711.000,35335,2,PR,1,100,164270
1742899286.818167,229751.000,35335,2,PR,1,100,164333
1742899286.858168,229791.000,35351,3,PR,1,100,164363
1742899286.898168,229831.000,35351,3,PR,1,100,164332
1742899286.938169,229871.000,35351,3,PR,1,100,164096
1742899286.978169,229911.000,35368,2,PR,1,100,163891
1742899287.018170,229951.000,35368,2,PR,1,100,163844
1742899287.058170,229991.000,35383,3,PR,1,100,163870
1742899287.098171,230031.000,35383,3,PR,1,100,163892
1742899287.138171,230071.000,35383,3,PR,1,100,163941
1742899287.178171,230111.000,35400,2,PR,1,100,163962
1742899287.218172,230151.000,35400,2,PR,1,100,163965
1742899287.258172,230191.000,35419,3,PR,1,100,163990
1742899287.298172,230231.000,35419,3,PR,1,100,164021
1742899287.338173,230271.000,35419,3,PR,1,100,164085
1742899287.378173,230311.000,35436,2,PR,1,100,164141
1742899287.418174,230351.000,35436,2,PR,1,100,164185
1742899287.458174,230391.000,35450,3,PR,1,100,164234
1742899287.498175,230431.000,35450,3,PR,1,100,164288
1742899287.538175,230471.000,35450,3,PR,1,100,164324
1742899287.578176,230511.000,35468,2,PR,1,100,164362
1742899287.618176,230551.000,35468,2,PR,1,100,164367
1742899287.658176,230591.000,35484,3,PR,1,100,164138
1742899287.698177,230631.000,35484,3,PR,1,100,163894
1742899287.738177,230671.000,35484,3,PR,1,100,163852
1742899287.778178,230711.000,35501,2,PR,1,100,163893
1742899287.818178,230751.000,35501,2,PR,1,100,163927
1742899287.858179,230791.000,35516,3,PR,1,100,163972
1742899287.898179,230831.000,35516,3,PR,1,100,163994
1742899287.938179,230871.000,35516,3,PR,1,100,163999
1742899287.978180,230911.000,35535,3,PR,1,100,164009
1742899288.018180,230951.000,35535,3,PR,1,100,164052
1742899288.058181,230991.000,35535,3,PR,1,100,164088
1742899288.098181,231031.000,35551,2,PR,1,100,164123
1742899288.138181,231071.000,35551,2,PR,1,100,164191
1742899288.178182,231111.000,35568,3,PR,1,100,164244
1742899288.218182,231151.000,35568,3,PR,1,100,164281
1742899288.258183,231191.000,35568,3,PR,1,100,164321
1742899288.298183,231231.000,35585,2,PR,1,100,164375
1742899288.338184,231271.000,35585,2,PR,1,100,164256
1742899288.378184,231311.000,35602,3,PR,1,100,163968
1742899288.418185,231351.000,35602,3,PR,1,100,163847
1742899288.458185,231391.000,35602,3,PR,1,100,163839
1742899288.498185,231431.000,35618,2,PR,1,100,163849
1742899288.538186,231471.000,35618,2,PR,1,100,163901
1742899288.578186,231511.000,35636,3,PR,1,100,163953
1742899288.618187,231551.000,35636,3,PR,1,100,163954
1742899288.658187,231591.000,35636,3,PR,1,100,163967
1742899288.698188,231631.000,35652,2,PR,1,100,163983
1742899288.738188,231671.000,35652,2,PR,1,100,164034
1742899288.778188,231711.000,35669,3,PR,1,100,164089
1742899288.818189,231751.000,35669,3,PR,1,100,164129
1742899288.858189,231791.000,35669,3,PR,1,100,164180
1742899288.898190,231831.000,35686,2,PR,1,100,164236
1742899288.938190,231871.000,35686,2,PR,1,100,164275
1742899288.978190,231911.000,35703,3,PR,1,100,164321
1742899289.018191,231951.000,35703,3,PR,1,100,164245
1742899289.058191,231991.000,35703,3,PR,1,100,163970
1742899289.098192,232031.000,35717,2,PR,1,100,163762
1742899289.138192,232071.000,35717,2,PR,1,100,163717
1742899289.178193,232111.000,35734,3,PR,1,100,163743
1742899289.218193,232151.000,35734,3,PR,1,100,163774
1742899289.258193,232191.000,35734,3,PR,1,100,163820
1742899289.298194,232231.000,35751,3,PR,1,100,163829
1742899289.338194,232271.000,35751,3,PR,1,100,163860
1742899289.378195,232311.000,35751,3,PR,1,100,163888
1742899289.418195,232351.000,35770,2,PR,1,100,163920
1742899289.458196,232391.000,35770,2,PR,1,100,163979
1742899289.498196,232431.000,35785,3,PR,1,100,164052
1742899289.538197,232471.000,35785,3,PR,1,100,164112
1742899289.578197,232511.000,35785,3,PR,1,100,164169
1742899289.618197,232551.000,35802,2,PR,1,100,164207
1742899289.658198,232591.000,35802,2,PR,1,100,164270
1742899289.698198,232631.000,35818,3,PR,1,100,164304
1742899289.738199,232671.000,35818,3,PR,1,100,164127
1742899289.778199,232711.000,35818,3,PR,1,100,163816
1742899289.818199,232751.000,35835,2,PR,1,100,163691
1742899289.858200,232791.000,35835,2,PR,1,100,163666
1742899289.898200,232831.000,35852,3,PR,1,100,163707
1742899289.938201,232871.000,35852,3,PR,1,100,163752
1742899289.978201,232911.000,35852,3,PR,1,100,163779
1742899290.018202,232951.000,35867,2,PR,1,100,163784
1742899290.058202,232991.000,35867,2,PR,1,100,163829
1742899290.098202,233031.000,35885,3,PR,1,100,163855
1742899290.138203,233071.000,35885,3,PR,1,100,163940
1742899290.178203,233111.000,35885,3,PR,1,100,163963
1742899290.218204,233151.000,35903,3,PR,1,100,164052
1742899290.258204,233191.000,35903,3,PR,1,100,164108
1742899290.298205,233231.000,35903,3,PR,1,100,164153
1742899290.338205,233271.000,35919,2,PR,1,100,164181
1742899290.378206,233311.000,35919,2,PR,1,100,164270
1742899290.418206,233351.000,35934,3,PR,1,100,164296
1742899290.458206,233391.000,35934,3,PR,1,100,164136
1742899290.498207,233431.000,35934,3,PR,1,100,163825
1742899290.538207,233471.000,35950,2,PR,1,100,163680
1742899290.578207,233511.000,35950,2,PR,1,100,163720
1742899290.618208,233551.000,35968,3,PR,1,100,163703
1742899290.658208,233591.000,35968,3,PR,1,100,163779
1742899290.698209,233631.000,35968,3,PR,1,100,163815
1742899290.738209,233671.000,35984,2,PR,1,100,163846
1742899290.778210,233711.000,35984,2,PR,1,100,163868
1742899290.818210,233751.000,36001,3,PR,1,100,163908
1742899290.858211,233791.000,36001,3,PR,1,100,163969
1742899290.898211,233831.000,36001,3,PR,1,100,164028
1742899290.938211,233871.000,36018,2,PR,1,100,164089
1742899290.978212,233911.000,36018,2,PR,1,100,164146
1742899291.017962,233950.750,36038,4,PR,1,100,164199
1742899291.057713,233990.500,36038,4,PR,1,100,164239
1742899291.097463,234030.250,36038,4,PR,1,100,164292
1742899291.137213,234070.000,36038,4,PR,1,100,164333
1742899291.177714,234110.500,36054,2,PR,1,100,164192
1742899291.218215,234151.000,36054,2,PR,1,100,163914
1742899291.258215,234191.000,36072,3,PR,1,100,163771
1742899291.298215,234231.000,36072,3,PR,1,100,163804
1742899291.338216,234271.000,36072,3,PR,1,100,163840
1742899291.378216,234311.000,36087,2,PR,1,100,163899
1742899291.418216,234351.000,36087,2,PR,1,100,163937
1742899291.457884,234390.667,36105,3,PR,1,100,163931
1742899291.497551,234430.333,36105,3,PR,1,100,163960
1742899291.537218,234470.000,36105,3,PR,1,100,164001
1742899291.577718,234510.500,36122,2,PR,1,100,164063
1742899291.618219,234551.000,36122,2,PR,1,100,164112
1742899291.658219,234591.000,36139,3,PR,1,100,164193
1742899291.698220,234631.000,36139,3,PR,1,100,164237
1742899291.738220,234671.000,36139,3,PR,1,100,164297
1742899291.777720,234710.500,36155,2,PR,1,100,164341
1742899291.817221,234750.000,36155,2,PR,1,100,164379
1742899291.857221,234790.000,36171,3,PR,1,100,164225
1742899291.897222,234830.000,36171,3,PR,1,100,163929
1742899291.937222,234870.000,36171,3,PR,1,100,163745
1742899291.977222,234910.000,36187,2,PR,1,100,163718
1742899292.017223,234950.000,36187,2,PR,1,100,163746
1742899292.057223,234990.000,36204,3,PR,1,100,163789
1742899292.097224,235030.000,36204,3,PR,1,100,163835
1742899292.137224,235070.000,36204,3,PR,1,100,163848
1742899292.177558,235110.333,36222,3,PR,1,100,163868
1742899292.217892,235150.667,36222,3,PR,1,100,163903
1742899292.258225,235191.000,36222,3,PR,1,100,163958
1742899292.297726,235230.500,36238,2,PR,1,100,164032
1742899292.337226,235270.000,36238,2,PR,1,100,164101
1742899292.377227,235310.000,36254,3,PR,1,100,164162
1742899292.417227,235350.000,36254,3,PR,1,100,164215
1742899292.457228,235390.000,36254,3,PR,1,100,164253
1742899292.497228,235430.000,36271,2,PR,1,100,164325
1742899292.537229,235470.000,36271,2,PR,1,100,164278
1742899292.577562,235510.333,36288,3,PR,1,100,163957
1742899292.617896,235550.667,36288,3,PR,1,100,163728
1742899292.658230,235591.000,36288,3,PR,1,100,163641
1742899292.697730,235630.500,36303,2,PR,1,100,163669
1742899292.737231,235670.000,36303,2,PR,1,100,163705
1742899292.777565,235710.333,36319,3,PR,1,100,163764
1742899292.817898,235750.667,36319,3,PR,1,100,163803
1742899292.858232,235791.000,36319,3,PR,1,100,163813
1742899292.897732,235830.500,36339,2,PR,1,100,163853
1742899292.937233,235870.000,36339,2,PR,1,100,163915
1742899292.977233,235910.000,36355,3,PR,1,100,163966
1742899293.017234,235950.000,36355,3,PR,1,100,164028
1742899293.057234,235990.000,36355,3,PR,1,100,164105
1742899293.097234,236030.000,36370,2,PR,1,100,164144
1742899293.137235,236070.000,36370,2,PR,1,100,164205
1742899293.177569,236110.333,36386,3,PR,1,100,164263
1742899293.217902,236150.667,36386,3,PR,1,100,164328
1742899293.258236,236191.000,36386,3,PR,1,100,164267
1742899293.297737,236230.500,36406,2,PR,1,100,163957
1742899293.337237,236270.000,36406,2,PR,1,100,163729
1742899293.377238,236310.000,36422,3,PR,1,100,163677
1742899293.417238,236350.000,36422,3,PR,1,100,163718
1742899293.457238,236390.000,36422,3,PR,1,100,163775
1742899293.497239,236430.000,36438,3,PR,1,100,163834
1742899293.537239,236470.000,36438,3,PR,1,100,163860
1742899293.577240,236510.000,36438,3,PR,1,100,163882
1742899293.617240,236550.000,36456,2,PR,1,100,163916
1742899293.657240,236590.000,36456,2,PR,1,100,163971
1742899293.697241,236630.000,36473,3,PR,1,100,164041
1742899293.737241,236670.000,36473,3,PR,1,100,164094
1742899293.777242,236710.000,36473,3,PR,1,100,164170
1742899293.817242,236750.000,36489,2,PR,1,100,164201
1742899293.857243,236790.000,36489,2,PR,1,100,164257
1742899293.897243,236830.000,36506,3,PR,1,100,164331
1742899293.937243,236870.000,36506,3,PR,1,100,164386
1742899293.977244,236910.000,36506,3,PR,1,100,164350
1742899294.017244,236950.000,36521,2,PR,1,100,164083
1742899294.057245,236990.000,36521,2,PR,1,100,163819
1742899294.097245,237030.000,36538,3,PR,1,100,163746
1742899294.137246,237070.000,36538,3,PR,1,100,163817
1742899294.177246,237110.000,36538,3,PR,1,100,163887
1742899294.217247,237150.000,36555,2,PR,1,100,163947
