LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1742899329.321622,272254.000,42243,2,PR,1,100,163366
1742899329.361289,272293.667,42259,3,PR,1,100,163368
1742899329.400956,272333.333,42259,3,PR,1,100,163467
1742899329.440623,272373.000,42259,3,PR,1,100,163282
1742899329.480623,272413.000,42274,2,PR,1,100,163222
1742899329.520624,272453.000,42274,2,PR,1,100,163304
1742899329.560624,272493.000,42293,3,PR,1,100,163433
1742899329.600625,272533.000,42293,3,PR,1,100,163571
1742899329.640625,272573.000,42293,3,PR,1,100,163660
1742899329.680625,272613.000,42310,2,PR,1,100,163850
1742899329.720626,272653.000,42310,2,PR,1,100,164029
1742899329.760626,272693.000,42326,3,PR,1,100,163850
1742899329.800627,272733.000,42326,3,PR,1,100,163638
1742899329.840627,272773.000,42326,3,PR,1,100,163688
1742899329.880628,272813.000,42342,3,PR,1,100,163688
1742899329.920628,272853.000,42342,3,PR,1,100,163633
1742899329.960628,272893.000,42342,3,PR,1,100,163653
1742899330.000629,272933.000,42358,2,PR,1,100,163675
1742899330.040629,272973.000,42358,2,PR,1,100,163687
1742899330.080630,273013.000,42377,3,PR,1,100,163699
1742899330.120630,273053.000,42377,3,PR,1,100,163744
1742899330.160630,273093.000,42377,3,PR,1,100,163789
1742899330.200631,273133.000,42393,2,PR,1,100,163871
1742899330.240631,273173.000,42393,2,PR,1,100,163945
1742899330.280632,273213.000,42409,3,PR,1,100,164036
1742899330.320632,273253.000,42409,3,PR,1,100,164115
1742899330.360633,273293.000,42409,3,PR,1,100,164231
1742899330.400633,273333.000,42425,2,PR,1,100,164134
1742899330.440634,273373.000,42425,2,PR,1,100,163812
1742899330.480634,273413.000,42442,3,PR,1,100,163567
1742899330.520634,273453.000,42442,3,PR,1,100,163494
1742899330.560635,273493.000,42442,3,PR,1,100,163516
1742899330.600635,273533.000,42459,2,PR,1,100,163523
1742899330.640636,273573.000,42459,2,PR,1,100,163582
1742899330.680636,273613.000,42476,3,PR,1,100,163595
1742899330.720637,273653.000,42476,3,PR,1,100,163638
1742899330.760637,273693.000,42476,3,PR,1,100,163727
1742899330.800637,273733.000,42494,2,PR,1,100,163814
1742899330.840638,273773.000,42494,2,PR,1,100,163947
1742899330.880638,273813.000,42512,3,PR,1,100,164019
1742899330.920639,273853.000,42512,3,PR,1,100,164111
1742899330.960639,273893.000,42512,3,PR,1,100,164162
1742899331.000639,273933.000,42528,2,PR,1,100,164155
1742899331.040640,273973.000,42528,2,PR,1,100,164138
1742899331.080640,274013.000,42544,3,PR,1,100,163899
1742899331.120641,274053.000,42544,3,PR,1,100,163605
1742899331.160641,274093.000,42544,3,PR,1,100,163565
1742899331.200642,274133.000,42560,3,PR,1,100,163609
1742899331.240642,274173.000,42560,3,PR,1,100,163515
1742899331.280643,274213.000,42560,3,PR,1,100,163490
1742899331.320643,274253.000,42577,2,PR,1,100,163576
1742899331.360643,274293.000,42577,2,PR,1,100,163749
1742899331.400644,274333.000,42595,3,PR,1,100,163841
1742899331.440644,274373.000,42595,3,PR,1,100,163949
1742899331.480645,274413.000,42595,3,PR,1,100,164021
1742899331.520645,274453.000,42612,2,PR,1,100,164143
1742899331.560646,274493.000,42612,2,PR,1,100,164276
1742899331.600646,274533.000,42627,3,PR,1,100,164401
1742899331.640646,274573.000,42627,3,PR,1,100,164526
1742899331.680647,274613.000,42627,3,PR,1,100,164614
1742899331.720647,274653.000,42644,2,PR,1,100,164663
1742899331.760648,274693.000,42644,2,PR,1,100,164549
1742899331.800648,274733.000,42660,3,PR,1,100,164263
1742899331.840648,274773.000,42660,3,PR,1,100,164257
1742899331.880649,274813.000,42660,3,PR,1,100,164318
1742899331.920649,274853.000,42685,4,PR,1,100,164390
1742899331.960650,274893.000,42685,4,PR,1,100,164462
1742899332.000650,274933.000,42685,4,PR,1,100,164528
1742899332.040651,274973.000,42685,4,PR,1,100,164575
1742899332.080651,275013.000,42701,2,PR,1,100,164603
1742899332.120651,275053.000,42701,2,PR,1,100,164663
1742899332.160652,275093.000,42718,3,PR,1,100,164710
1742899332.200652,275133.000,42718,3,PR,1,100,164778
1742899332.240653,275173.000,42718,3,PR,1,100,164838
1742899332.280653,275213.000,42733,3,PR,1,100,164902
1742899332.320654,275253.000,42733,3,PR,1,100,164943
1742899332.360654,275293.000,42733,3,PR,1,100,165011
1742899332.400655,275333.000,42750,2,PR,1,100,165072
1742899332.440655,275373.000,42750,2,PR,1,100,165010
1742899332.480655,275413.000,42766,3,PR,1,100,164818
1742899332.520656,275453.000,42766,3,PR,1,100,164828
1742899332.560656,275493.000,42766,3,PR,1,100,164899
1742899332.600657,275533.000,42784,2,PR,1,100,164960
1742899332.640657,275573.000,42784,2,PR,1,100,165019
1742899332.680657,275613.000,42800,3,PR,1,100,165080
1742899332.720658,275653.000,42800,3,PR,1,100,165118
1742899332.760658,275693.000,42800,3,PR,1,100,165130
1742899332.800659,275733.000,42817,2,PR,1,100,165162
1742899332.840659,275773.000,42817,2,PR,1,100,165200
1742899332.880660,275813.000,42834,3,PR,1,100,165265
1742899332.920660,275853.000,42834,3,PR,1,100,165298
1742899332.960660,275893.000,42834,3,PR,1,100,165352
1742899333.000661,275933.000,42851,2,PR,1,100,165426
1742899333.040661,275973.000,42851,2,PR,1,100,165459
1742899333.080662,276013.000,42865,3,PR,1,100,165525
1742899333.120662,276053.000,42865,3,PR,1,100,165504
1742899333.160663,276093.000,42865,3,PR,1,100,165333
1742899333.200663,276133.000,42882,2,PR,1,100,165309
1742899333.240664,276173.000,42882,2,PR,1,100,165361
1742899333.280664,276213.000,42903,3,PR,1,100,165436
1742899333.320664,276253.000,42903,3,PR,1,100,165502
1742899333.360665,276293.000,42903,3,PR,1,100,165535
1742899333.400665,276333.000,42920,2,PR,1,100,165582
1742899333.440665,276373.000,42920,2,PR,1,100,165611
1742899333.480666,276413.000,42935,3,PR,1,100,165665
1742899333.520666,276453.000,42935,3,PR,1,100,165685
1742899333.560667,276493.000,42935,3,PR,1,100,165706
1742899333.600667,276533.000,42952,2,PR,1,100,165775
1742899333.640668,276573.000,42952,2,PR,1,100,165828
1742899333.680668,276613.000,42968,3,PR,1,100,165827
1742899333.720669,276653.000,42968,3,PR,1,100,165893
1742899333.760669,276693.000,42968,3,PR,1,100,165901
1742899333.800669,276733.000,42985,3,PR,1,100,165839
1742899333.840670,276773.000,42985,3,PR,1,100,165827
1742899333.880670,276813.000,42985,3,PR,1,100,165682
1742899333.920671,276853.000,43002,2,PR,1,100,165643
1742899333.960671,276893.000,43002,2,PR,1,100,165599
1742899334.000672,276933.000,43017,3,PR,1,100,165676
1742899334.040672,276973.000,43017,3,PR,1,100,165815
1742899334.080673,277013.000,43017,3,PR,1,100,165948
1742899334.120673,277053.000,43035,2,PR,1,100,166006
1742899334.160673,277093.000,43035,2,PR,1,100,165947
1742899334.200674,277133.000,43053,3,PR,1,100,165925
1742899334.240674,277173.000,43053,3,PR,1,100,165953
1742899334.280674,277213.000,43053,3,PR,1,100,165976
1742899334.320675,277253.000,43069,2,PR,1,100,165913
1742899334.360675,277293.000,43069,2,PR,1,100,165868
1742899334.400676,277333.000,43084,3,PR,1,100,165945
1742899334.440676,277373.000,43084,3,PR,1,100,165980
1742899334.480677,277413.000,43084,3,PR,1,100,166004
1742899334.520677,277453.000,43100,2,PR,1,100,165837
1742899334.560678,277493.000,43100,2,PR,1,100,165697
1742899334.600678,277533.000,43118,3,PR,1,100,165699
1742899334.640678,277573.000,43118,3,PR,1,100,165771
1742899334.680679,277613.000,43118,3,PR,1,100,165832
1742899334.720679,277653.000,43134,2,PR,1,100,165815
1742899334.760680,277693.000,43134,2,PR,1,100,165807
1742899334.800680,277733.000,43153,3,PR,1,100,165846
1742899334.840681,277773.000,43153,3,PR,1,100,165921
1742899334.880681,277813.000,43153,3,PR,1,100,165970
1742899334.920681,277853.000,43170,3,PR,1,100,166111
1742899334.960682,277893.000,43170,3,PR,1,100,166124
1742899335.000682,277933.000,43170,3,PR,1,100,166088
1742899335.040683,277973.000,43187,2,PR,1,100,166091
1742899335.080683,278013.000,43187,2,PR,1,100,166089
1742899335.120683,278053.000,43203,3,PR,1,100,166116
1742899335.160684,278093.000,43203,3,PR,1,100,166069
1742899335.200684,278133.000,43203,3,PR,1,100,165904
1742899335.240685,278173.000,43219,2,PR,1,100,165871
1742899335.280685,278213.000,43219,2,PR,1,100,165883
1742899335.320686,278253.000,43235,3,PR,1,100,165942
1742899335.360686,278293.000,43235,3,PR,1,100,165980
1742899335.400687,278333.000,43235,3,PR,1,100,165978
1742899335.436020,278368.333,43254,3,PR,1,100,165983
1742899335.471354,278403.667,43254,3,PR,1,100,165985
1742899335.506688,278439.000,43254,3,PR,1,100,165953
1742899335.547188,278479.500,43270,2,PR,1,100,165945
1742899335.587688,278520.000,43270,2,PR,1,100,165971
1742899335.627689,278560.000,43289,3,PR,1,100,166006
1742899335.667689,278600.000,43289,3,PR,1,100,166024
1742899335.707690,278640.000,43289,3,PR,1,100,166059
1742899335.747190,278679.500,43304,2,PR,1,100,166079
1742899335.786691,278719.000,43304,2,PR,1,100,166056
1742899335.826691,278759.000,43321,3,PR,1,100,165883
1742899335.866691,278799.000,43321,3,PR,1,100,165765
1742899335.906692,278839.000,43321,3,PR,1,100,165826
1742899335.946692,278879.000,43339,2,PR,1,100,165896
1742899335.986693,278919.000,43339,2,PR,1,100,165948
1742899336.026693,278959.000,43358,3,PR,1,100,165981
1742899336.066694,278999.000,43358,3,PR,1,100,165960
1742899336.106694,279039.000,43358,3,PR,1,100,165969
1742899336.146694,279079.000,43372,2,PR,1,100,165939
1742899336.186695,279119.000,43372,2,PR,1,100,165959
1742899336.226695,279159.000,43392,3,PR,1,100,165892
1742899336.266696,279199.000,43392,3,PR,1,100,165888
1742899336.306696,279239.000,43392,3,PR,1,100,165884
1742899336.346697,279279.000,43410,2,PR,1,100,165911
1742899336.386697,279319.000,43410,2,PR,1,100,165939
1742899336.426697,279359.000,43427,3,PR,1,100,165885
1742899336.466698,279399.000,43427,3,PR,1,100,165698
1742899336.506698,279439.000,43427,3,PR,1,100,165571
1742899336.546699,279479.000,43442,2,PR,1,100,165581
1742899336.586699,279519.000,43442,2,PR,1,100,165616
1742899336.626700,279559.000,43459,3,PR,1,100,165631
1742899336.666700,279599.000,43459,3,PR,1,100,165647
1742899336.706700,279639.000,43459,3,PR,1,100,165640
1742899336.746701,279679.000,43477,3,PR,1,100,165621
1742899336.786701,279719.000,43477,3,PR,1,100,165630
1742899336.826702,279759.000,43477,3,PR,1,100,165643
1742899336.866702,279799.000,43494,2,PR,1,100,165636
1742899336.906703,279839.000,43494,2,PR,1,100,165626
1742899336.946703,279879.000,43509,3,PR,1,100,165650
1742899336.986703,279919.000,43509,3,PR,1,100,165655
1742899337.026704,279959.000,43509,3,PR,1,100,165663
1742899337.066704,279999.000,43533,3,PR,1,100,165598
1742899337.106705,280039.000,43533,3,PR,1,100,165407
1742899337.146705,280079.000,43533,3,PR,1,100,165304
1742899337.186706,280119.000,43549,3,PR,1,100,165300
1742899337.226706,280159.000,43549,3,PR,1,100,165330
1742899337.266706,280199.000,43549,3,PR,1,100,165359
1742899337.306707,280239.000,43569,2,PR,1,100,165342
1742899337.346707,280279.000,43569,2,PR,1,100,165325
1742899337.386708,280319.000,43585,3,PR,1,100,165309
1742899337.426708,280359.000,43585,3,PR,1,100,165287
1742899337.466709,280399.000,43585,3,PR,1,100,165289
1742899337.506709,280439.000,43602,2,PR,1,100,165270
1742899337.546709,280479.000,43602,2,PR,1,100,165247
1742899337.586710,280519.000,43621,3,PR,1,100,165263
1742899337.626710,280559.000,43621,3,PR,1,100,165280
1742899337.666711,280599.000,43621,3,PR,1,100,165292
1742899337.706711,280639.000,43638,2,PR,1,100,165224
1742899337.746711,280679.000,43638,2,PR,1,100,165017
1742899337.786712,280719.000,43654,3,PR,1,100,164883
1742899337.826712,280759.000,43654,3,PR,1,100,164895
1742899337.866713,280799.000,43654,3,PR,1,100,164904
1742899337.906713,280839.000,43672,3,PR,1,100,164900
1742899337.946714,280879.000,43672,3,PR,1,100,164911
1742899337.986714,280919.000,43672,3,PR,1,100,164869
1742899338.026715,280959.000,43686,2,PR,1,100,164842
1742899338.066715,280999.000,43686,2,PR,1,100,164801
1742899338.106715,281039.000,43703,3,PR,1,100,164794
1742899338.146716,281079.000,43703,3,PR,1,100,164789
1742899338.186716,281119.000,43703,3,PR,1,100,164790
1742899338.226717,281159.000,43722,2,PR,1,100,164789
1742899338.266717,281199.000,43722,2,PR,1,100,164797
1742899338.306718,281239.000,43741,3,PR,1,100,164807
1742899338.346718,281279.000,43741,3,PR,1,100,164707
1742899338.386718,281319.000,43741,3,PR,1,100,164462
1742899338.426719,281359.000,43755,2,PR,1,100,164301
1742899338.466719,281399.000,43755,2,PR,1,100,164270
1742899338.506720,281439.000,43772,3,PR,1,100,164258
1742899338.546720,281479.000,43772,3,PR,1,100,164268
1742899338.586720,281519.000,43772,3,PR,1,100,164263
1742899338.626721,281559.000,43789,2,PR,1,100,164260
1742899338.666721,281599.000,43789,2,PR,1,100,164234
1742899338.706722,281639.000,43806,3,PR,1,100,164228
1742899338.746722,281679.000,43806,3,PR,1,100,164236
1742899338.786723,281719.000,43806,3,PR,1,100,164243
1742899338.826723,281759.000,43820,2,PR,1,100,164269
1742899338.866724,281799.000,43820,2,PR,1,100,164280
1742899338.906724,281839.000,43840,3,PR,1,100,164284
1742899338.946724,281879.000,43840,3,PR,1,100,164307
1742899338.986725,281919.000,43840,3,PR,1,100,164318
1742899339.026725,281959.000,43856,3,PR,1,100,164182
1742899339.066726,281999.000,43856,3,PR,1,100,163953
1742899339.106726,282039.000,43856,3,PR,1,100,163854
1742899339.146727,282079.000,43873,2,PR,1,100,163827
1742899339.186727,282119.000,43873,2,PR,1,100,163841
1742899339.226727,282159.000,43889,3,PR,1,100,163866
1742899339.266728,282199.000,43889,3,PR,1,100,163888
1742899339.306728,282239.000,43889,3,PR,1,100,163864
1742899339.346729,282279.000,43905,2,PR,1,100,163860
1742899339.386729,282319.000,43905,2,PR,1,100,163856
1742899339.426729,282359.000,43923,3,PR,1,100,163881
1742899339.466730,282399.000,43923,3,PR,1,100,163914
1742899339.506730,282439.000,43923,3,PR,1,100,163931
1742899339.546731,282479.000,43943,2,PR,1,100,163963
1742899339.586731,282519.000,43943,2,PR,1,100,163996
1742899339.626732,282559.000,43959,3,PR,1,100,164021
1742899339.666732,282599.000,43959,3,PR,1,100,164035
1742899339.706733,282639.000,43959,3,PR,1,100,164007
1742899339.746733,282679.000,43974,2,PR,1,100,163788
1742899339.786733,282719.000,43974,2,PR,1,100,163654
1742899339.826734,282759.000,43990,3,PR,1,100,163635
1742899339.866734,282799.000,43990,3,PR,1,100,163658
1742899339.906735,282839.000,43990,3,PR,1,100,163671
1742899339.946735,282879.000,44008,2,PR,1,100,163709
1742899339.986736,282919.000,44008,2,PR,1,100,163735
1742899340.026736,282959.000,44026,3,PR,1,100,163745
1742899340.066736,282999.000,44026,3,PR,1,100,163752
1742899340.106737,283039.000,44026,3,PR,1,100,163751
1742899340.146737,283079.000,44041,2,PR,1,100,163814
1742899340.186738,283119.000,44041,2,PR,1,100,163818
1742899340.226738,283159.000,44058,3,PR,1,100,163851
1742899340.266738,283199.000,44058,3,PR,1,100,163901
1742899340.306739,283239.000,44058,3,PR,1,100,163942
1742899340.346739,283279.000,44075,3,PR,1,100,163973
1742899340.386740,283319.000,44075,3,PR,1,100,163984
1742899340.426740,283359.000,44075,3,PR,1,100,163947
1742899340.466741,283399.000,44091,2,PR,1,100,163706
1742899340.506741,283439.000,44091,2,PR,1,100,163600
1742899340.546741,283479.000,44107,3,PR,1,100,163582
1742899340.586742,283519.000,44107,3,PR,1,100,163597
1742899340.626742,283559.000,44107,3,PR,1,100,163634
1742899340.666743,283599.000,44123,2,PR,1,100,163654
1742899340.706743,283639.000,44123,2,PR,1,100,163670
1742899340.746744,283679.000,44140,3,PR,1,100,163656
1742899340.786744,283719.000,44140,3,PR,1,100,163660
1742899340.826745,283759.000,44140,3,PR,1,100,163685
1742899340.866745,283799.000,44158,2,PR,1,100,163707
1742899340.906745,283839.000,44158,2,PR,1,100,163717
1742899340.946746,283879.000,44174,3,PR,1,100,163746
1742899340.986746,283919.000,44174,3,PR,1,100,163782
1742899341.026747,283959.000,44174,3,PR,1,100,163799
1742899341.066747,283999.000,44190,2,PR,1,100,163840
1742899341.106747,284039.000,44190,2,PR,1,100,163866
1742899341.146748,284079.000,44207,3,PR,1,100,163744
1742899341.186748,284119.000,44207,3,PR,1,100,163530
1742899341.226749,284159.000,44207,3,PR,1,100,163454
1742899341.266749,284199.000,44224,2,PR,1,100,163476
1742899341.306750,284239.000,44224,2,PR,1,100,163522
1742899341.346750,284279.000,44240,3,PR,1,100,163579
1742899341.386750,284319.000,44240,3,PR,1,100,163618
1742899341.426751,284359.000,44240,3,PR,1,100,163634
1742899341.466751,284399.000,44257,2,PR,1,100,163641
1742899341.506752,284439.000,44257,2,PR,1,100,163662
1742899341.546752,284479.000,44275,3,PR,1,100,163697
1742899341.586753,284519.000,44275,3,PR,1,100,163747
1742899341.626753,284559.000,44275,3,PR,1,100,163812
1742899341.666754,284599.000,44291,2,PR,1,100,163841
1742899341.706754,284639.000,44291,2,PR,1,100,163861
1742899341.746754,284679.000,44307,3,PR,1,100,163856
1742899341.786755,284719.000,44307,3,PR,1,100,163877
1742899341.826755,284759.000,44307,3,PR,1,100,163847
1742899341.866755,284799.000,44323,3,PR,1,100,163618
1742899341.906756,284839.000,44323,3,PR,1,100,163461
1742899341.946756,284879.000,44323,3,PR,1,100,163411
1742899341.986757,284919.000,44340,2,PR,1,100,163414
1742899342.026757,284959.000,44340,2,PR,1,100,163422
1742899342.066758,284999.000,44356,3,PR,1,100,163469
1742899342.106758,285039.000,44356,3,PR,1,100,163477
1742899342.146759,285079.000,44356,3,PR,1,100,163495
1742899342.186759,285119.000,44381,3,PR,1,100,163512
1742899342.226759,285159.000,44381,3,PR,1,100,163531
1742899342.266760,285199.000,44381,3,PR,1,100,163576
1742899342.306760,285239.000,44397,3,PR,1,100,163630
1742899342.346761,285279.000,44397,3,PR,1,100,163683
1742899342.386761,285319.000,44397,3,PR,1,100,163718
1742899342.426762,285359.000,44412,2,PR,1,100,163746
1742899342.466762,285399.000,44412,2,PR,1,100,163817
1742899342.506763,285439.000,44428,3,PR,1,100,163865
1742899342.546763,285479.000,44428,3,PR,1,100,163744
1742899342.586763,285519.000,44428,3,PR,1,100,163476
1742899342.626764,285559.000,44446,2,PR,1,100,163354
1742899342.666764,285599.000,44446,2,PR,1,100,163319
1742899342.706764,285639.000,44462,3,PR,1,100,163340
1742899342.746765,285679.000,44462,3,PR,1,100,163396
1742899342.786765,285719.000,44462,3,PR,1,100,163426
1742899342.826766,285759.000,44477,3,PR,1,100,163437
1742899342.866766,285799.000,44477,3,PR,1,100,163454
1742899342.906767,285839.000,44477,3,PR,1,100,163501
1742899342.946767,285879.000,44496,2,PR,1,100,163526
1742899342.986768,285919.000,44496,2,PR,1,100,163583
1742899343.026768,285959.000,44513,3,PR,1,100,163622
1742899343.066768,285999.000,44513,3,PR,1,100,163672
1742899343.106769,286039.000,44513,3,PR,1,100,163748
1742899343.146769,286079.000,44529,2,PR,1,100,163765
1742899343.186770,286119.000,44529,2,PR,1,100,163826
1742899343.226770,286159.000,44547,3,PR,1,100,163864
1742899343.266771,286199.000,44547,3,PR,1,100,163740
1742899343.306771,286239.000,44547,3,PR,1,100,163514
1742899343.346771,286279.000,44563,2,PR,1,100,163376
1742899343.386772,286319.000,44563,2,PR,1,100,163349
1742899343.426772,286359.000,44580,3,PR,1,100,163378
1742899343.466773,286399.000,44580,3,PR,1,100,163407
1742899343.506773,286439.000,44580,3,PR,1,100,163459
1742899343.546773,286479.000,44597,2,PR,1,100,163480
1742899343.586774,286519.000,44597,2,PR,1,100,163510
1742899343.626774,286559.000,44616,3,PR,1,100,163543
1742899343.666775,286599.000,44616,3,PR,1,100,163575
1742899343.706775,286639.000,44616,3,PR,1,100,163629
1742899343.746776,286679.000,44630,2,PR,1,100,163680
1742899343.786776,286719.000,44630,2,PR,1,100,163733
1742899343.826777,286759.000,44647,3,PR,1,100,163773
1742899343.866777,286799.000,44647,3,PR,1,100,163820
1742899343.906777,286839.000,44647,3,PR,1,100,163871
1742899343.946778,286879.000,44664,2,PR,1,100,163918
1742899343.986778,286919.000,44664,2,PR,1,100,163847
1742899344.026779,286959.000,44681,3,PR,1,100,163613
1742899344.066779,286999.000,44681,3,PR,1,100,163474
1742899344.106780,287039.000,44681,3,PR,1,100,163430
1742899344.146780,287079.000,44695,2,PR,1,100,163466
1742899344.186780,287119.000,44695,2,PR,1,100,163511
1742899344.226781,287159.000,44713,3,PR,1,100,163556
1742899344.266781,287199.000,44713,3,PR,1,100,163580
1742899344.306782,287239.000,44713,3,PR,1,100,163600
1742899344.346782,287279.000,44731,3,PR,1,100,163613
1742899344.386782,287319.000,44731,3,PR,1,100,163660
1742899344.426783,287359.000,44731,3,PR,1,100,163695
1742899344.466283,287398.500,44748,2,PR,1,100,163750
1742899344.505784,287438.000,44748,2,PR,1,100,163793
1742899344.546118,287478.333,44763,3,PR,1,100,163826
1742899344.586451,287518.667,44763,3,PR,1,100,163884
1742899344.626785,287559.000,44763,3,PR,1,100,163914
1742899344.666286,287598.500,44780,2,PR,1,100,163862
1742899344.705786,287638.000,44780,2,PR,1,100,163628
1742899344.746120,287678.333,44796,3,PR,1,100,163429
1742899344.786453,287718.667,44796,3,PR,1,100,163386
1742899344.826787,287759.000,44796,3,PR,1,100,163427
1742899344.866288,287798.500,44813,2,PR,1,100,163459
1742899344.905788,287838.000,44813,2,PR,1,100,163502
1742899344.945788,287878.000,44828,3,PR,1,100,163540
1742899344.985789,287918.000,44828,3,PR,1,100,163536
1742899345.025789,287958.000,44828,3,PR,1,100,163587
1742899345.065790,287998.000,44847,2,PR,1,100,163630
1742899345.105790,288038.000,44847,2,PR,1,100,163683
1742899345.145791,288078.000,44863,3,PR,1,100,163730
1742899345.185791,288118.000,44863,3,PR,1,100,163784
1742899345.225791,288158.000,44863,3,PR,1,100,163835
1742899345.265792,288198.000,44881,2,PR,1,100,163890
1742899345.305792,288238.000,44881,2,PR,1,100,163930
1742899345.345793,288278.000,44896,3,PR,1,100,163814
1742899345.385793,288318.000,44896,3,PR,1,100,163555
1742899345.425794,288358.000,44896,3,PR,1,100,163349
1742899345.465794,288398.000,44912,2,PR,1,100,163309
1742899345.505795,288438.000,44912,2,PR,1,100,163334
1742899345.545795,288478.000,44929,3,PR,1,100,163372
1742899345.585795,288518.000,44929,3,PR,1,100,163436
1742899345.625796,288558.000,44929,3,PR,1,100,163472
1742899345.665796,288598.000,44948,3,PR,1,100,163494
1742899345.705796,288638.000,44948,3,PR,1,100,163517
1742899345.745797,288678.000,44948,3,PR,1,100,163582
1742899345.785797,288718.000,44964,2,PR,1,100,163619
1742899345.825798,288758.000,44964,2,PR,1,100,163682
1742899345.865798,288798.000,44980,3,PR,1,100,163748
1742899345.905799,288838.000,44980,3,PR,1,100,163792
1742899345.945799,288878.000,44980,3,PR,1,100,163841
1742899345.985800,288918.000,44996,2,PR,1,100,163880
1742899346.025800,288958.000,44996,2,PR,1,100,163801
1742899346.065800,288998.000,45013,3,PR,1,100,163504
1742899346.105801,289038.000,45013,3,PR,1,100,163295
1742899346.145801,289078.000,45013,3,PR,1,100,163219
1742899346.185802,289118.000,45029,2,PR,1,100,163221
1742899346.225802,289158.000,45029,2,PR,1,100,163237
1742899346.265803,289198.000,45045,3,PR,1,100,163323
1742899346.305803,289238.000,45045,3,PR,1,100,163390
1742899346.345803,289278.000,45045,3,PR,1,100,163398
1742899346.385804,289318.000,45061,2,PR,1,100,163419
1742899346.425804,289358.000,45061,2,PR,1,100,163463
1742899346.465805,289398.000,45080,3,PR,1,100,163509
1742899346.505805,289438.000,45080,3,PR,1,100,163578
1742899346.545805,289478.000,45080,3,PR,1,100,163637
1742899346.585806,289518.000,45097,2,PR,1,100,163708
1742899346.625806,289558.000,45097,2,PR,1,100,163751
1742899346.665807,289598.000,45112,3,PR,1,100,163825
1742899346.705807,289638.000,45112,3,PR,1,100,163868
1742899346.745808,289678.000,45112,3,PR,1,100,163702
1742899346.785808,289718.000,45128,2,PR,1,100,163378
1742899346.825809,289758.000,45128,2,PR,1,100,163183
1742899346.865809,289798.000,45146,3,PR,1,100,163099
1742899346.905809,289838.000,45146,3,PR,1,100,163074
1742899346.945810,289878.000,45146,3,PR,1,100,163127
1742899346.985810,289918.000,45162,3,PR,1,100,163154
1742899347.025811,289958.000,45162,3,PR,1,100,163204
1742899347.065811,289998.000,45162,3,PR,1,100,163223
1742899347.105812,290038.000,45179,2,PR,1,100,163262
1742899347.145812,290078.000,45179,2,PR,1,100,163318
1742899347.185812,290118.000,45197,3,PR,1,100,163383
1742899347.225813,290158.000,45197,3,PR,1,100,163445
1742899347.265813,290198.000,45197,3,PR,1,100,163490
1742899347.305814,290238.000,45220,3,PR,1,100,163541
1742899347.345814,290278.000,45220,3,PR,1,100,163587
1742899347.385814,290318.000,45220,3,PR,1,100,163678
1742899347.425815,290358.000,45236,3,PR,1,100,163735
1742899347.465815,290398.000,45236,3,PR,1,100,163642
1742899347.505816,290438.000,45236,3,PR,1,100,163357
1742899347.545816,290478.000,45253,2,PR,1,100,163168
1742899347.585817,290518.000,45253,2,PR,1,100,163121
1742899347.625817,290558.000,45269,3,PR,1,100,163153
1742899347.665817,290598.000,45269,3,PR,1,100,163207
1742899347.705818,290638.000,45269,3,PR,1,100,163253
1742899347.745818,290678.000,45285,2,PR,1,100,163239
1742899347.785819,290718.000,45285,2,PR,1,100,163143
1742899347.825819,290758.000,45301,3,PR,1,100,163098
1742899347.865820,290798.000,45301,3,PR,1,100,163129
1742899347.905820,290838.000,45301,3,PR,1,100,163256
1742899347.945821,290878.000,45321,2,PR,1,100,163369
1742899347.985821,290918.000,45321,2,PR,1,100,163482
1742899348.025821,290958.000,45339,4,PR,1,100,163606
1742899348.065822,290998.000,45339,4,PR,1,100,163763
1742899348.105822,291038.000,45339,4,PR,1,100,163886
1742899348.145823,291078.000,45339,4,PR,1,100,163809
1742899348.185823,291118.000,45356,2,PR,1,100,163480
1742899348.225823,291158.000,45356,2,PR,1,100,163193
1742899348.265824,291198.000,45373,3,PR,1,100,163103
1742899348.305824,291238.000,45373,3,PR,1,100,163098
1742899348.345825,291278.000,45373,3,PR,1,100,163128
1742899348.385825,291318.000,45390,2,PR,1,100,163199
1742899348.425826,291358.000,45390,2,PR,1,100,163271
1742899348.465826,291398.000,45408,3,PR,1,100,163304
1742899348.505826,291438.000,45408,3,PR,1,100,163326
1742899348.545827,291478.000,45408,3,PR,1,100,163400
1742899348.585827,291518.000,45426,2,PR,1,100,163468
1742899348.625828,291558.000,45426,2,PR,1,100,163544
1742899348.665828,291598.000,45440,3,PR,1,100,163627
1742899348.705829,291638.000,45440,3,PR,1,100,163681
1742899348.745829,291678.000,45440,3,PR,1,100,163735
1742899348.785830,291718.000,45457,3,PR,1,100,163791
1742899348.825830,291758.000,45457,3,PR,1,100,163730
1742899348.865830,291798.000,45457,3,PR,1,100,163381
1742899348.905831,291838.000,45474,2,PR,1,100,163100
1742899348.945831,291878.000,45474,2,PR,1,100,163010
1742899348.985832,291918.000,45491,3,PR,1,100,163023
1742899349.025832,291958.000,45491,3,PR,1,100,163075
1742899349.065832,291998.000,45491,3,PR,1,100,163142
1742899349.105833,292038.000,45506,2,PR,1,100,163214
1742899349.145833,292078.000,45506,2,PR,1,100,163244
