LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1742899338.020715,280953.000,43691,1,TH,1,100,31.018
1742899338.153716,281086.000,43708,1,TH,1,100,31.018
1742899338.286717,281219.000,43727,1,TH,1,100,31.060
1742899338.420719,281353.000,43760,1,TH,1,100,31.060
1742899338.553720,281486.000,43777,1,TH,1,100,30.969
1742899338.686722,281619.000,43794,1,TH,1,100,30.969
1742899338.819723,281752.000,43825,1,TH,1,100,31.104
1742899338.953724,281886.000,43845,1,TH,1,100,31.112
1742899339.086726,282019.000,43861,1,TH,1,100,31.090
1742899339.219727,282152.000,43893,1,TH,1,100,31.090
1742899339.353729,282286.000,43910,1,TH,1,100,30.996
1742899339.486730,282419.000,43928,1,TH,1,100,30.996
1742899339.619732,282552.000,43948,1,TH,1,100,31.048
1742899339.753733,282686.000,43979,1,TH,1,100,31.048
1742899339.886734,282819.000,43995,1,TH,1,100,31.087
1742899340.019736,282952.000,44013,1,TH,1,100,31.094
1742899340.153737,283086.000,44046,1,TH,1,100,31.040
1742899340.286739,283219.000,44063,1,TH,1,100,31.040
1742899340.419740,283352.000,44080,1,TH,1,100,31.070
1742899340.553741,283486.000,44112,1,TH,1,100,31.070
1742899340.686743,283619.000,44128,1,TH,1,100,31.042
1742899340.819744,283752.000,44145,1,TH,1,100,31.049
1742899340.953746,283886.000,44179,1,TH,1,100,31.117
1742899341.086747,284019.000,44195,1,TH,1,100,31.117
1742899341.219749,284152.000,44212,1,TH,1,100,31.114
1742899341.353750,284286.000,44244,1,TH,1,100,31.114
1742899341.486752,284419.000,44262,1,TH,1,100,31.072
1742899341.619753,284552.000,44280,1,TH,1,100,31.072
1742899341.753754,284686.000,44311,1,TH,1,100,31.152
1742899341.886756,284819.000,44328,1,TH,1,100,31.152
1742899342.019757,284952.000,44345,1,TH,1,100,31.110
1742899342.152759,285085.000,44361,1,TH,1,100,31.118
1742899342.286760,285219.000,44386,1,TH,1,100,31.097
1742899342.419761,285352.000,44417,1,TH,1,100,31.097
1742899342.552763,285485.000,44433,1,TH,1,100,31.050
1742899342.686764,285619.000,44451,1,TH,1,100,31.050
1742899342.819766,285752.000,44482,1,TH,1,100,31.092
1742899342.952767,285885.000,44501,1,TH,1,100,31.092
1742899343.086769,286019.000,44518,1,TH,1,100,31.135
1742899343.219770,286152.000,44534,1,TH,1,100,31.143
1742899343.352772,286285.000,44568,1,TH,1,100,31.137
1742899343.486773,286419.000,44585,1,TH,1,100,31.137
1742899343.619774,286552.000,44602,1,TH,1,100,31.059
1742899343.752776,286685.000,44635,1,TH,1,100,31.059
1742899343.886777,286819.000,44652,1,TH,1,100,31.145
1742899344.019778,286952.000,44669,1,TH,1,100,31.145
1742899344.152780,287085.000,44700,1,TH,1,100,31.148
1742899344.286781,287219.000,44718,1,TH,1,100,31.148
1742899344.419783,287352.000,44736,1,TH,1,100,31.176
1742899344.552784,287485.000,44768,1,TH,1,100,31.183
1742899344.686786,287619.000,44785,1,TH,1,100,31.141
1742899344.819787,287752.000,44801,1,TH,1,100,31.141
1742899344.952789,287885.000,44833,1,TH,1,100,31.201
1742899345.085790,288018.000,44852,1,TH,1,100,31.201
1742899345.219791,288152.000,44868,1,TH,1,100,31.152
1742899345.352793,288285.000,44900,1,TH,1,100,31.152
1742899345.485794,288418.000,44917,1,TH,1,100,31.107
1742899345.619796,288552.000,44934,1,TH,1,100,31.114
1742899345.752797,288685.000,44953,1,TH,1,100,31.156
1742899345.886799,288819.000,44985,1,TH,1,100,31.156
1742899346.019800,288952.000,45001,1,TH,1,100,31.140
1742899346.152801,289085.000,45018,1,TH,1,100,31.140
1742899346.285803,289218.000,45050,1,TH,1,100,31.210
1742899346.419804,289352.000,45066,1,TH,1,100,31.210
1742899346.552806,289485.000,45085,1,TH,1,100,31.122
1742899346.686807,289619.000,45117,1,TH,1,100,31.122
1742899346.819808,289752.000,45133,1,TH,1,100,31.134
1742899346.952810,289885.000,45151,1,TH,1,100,31.141
1742899347.085811,290018.000,45184,1,TH,1,100,31.152
1742899347.219813,290152.000,45202,1,TH,1,100,31.152
1742899347.352814,290285.000,45225,1,TH,1,100,31.173
1742899347.485816,290418.000,45241,1,TH,1,100,31.173
1742899347.619817,290552.000,45273,1,TH,1,100,31.157
1742899347.752818,290685.000,45290,1,TH,1,100,31.157
1742899347.885820,290818.000,45306,1,TH,1,100,31.173
1742899348.019821,290952.000,45326,1,TH,1,100,31.173
1742899348.152823,291085.000,45344,1,TH,1,100,31.164
1742899348.285824,291218.000,45378,1,TH,1,100,31.164
1742899348.419826,291352.000,45395,1,TH,1,100,31.149
1742899348.552827,291485.000,45413,1,TH,1,100,31.156
1742899348.685828,291618.000,45445,1,TH,1,100,31.182
1742899348.819830,291752.000,45462,1,TH,1,100,31.182
1742899348.952831,291885.000,45479,1,TH,1,100,31.210
1742899349.085833,292018.000,45510,1,TH,1,100,31.210
1742899349.219834,292152.000,45529,1,TH,1,100,31.205
1742899349.352836,292285.000,45546,1,TH,1,100,31.205
1742899349.485837,292418.000,45563,1,TH,1,100,31.179
1742899349.618838,292551.000,45595,1,TH,1,100,31.186
1742899349.752840,292685.000,45611,1,TH,1,100,31.224
1742899349.885841,292818.000,45628,1,TH,1,100,31.224
1742899350.018843,292951.000,45662,1,TH,1,100,31.178
1742899350.152844,293085.000,45678,1,TH,1,100,31.178
1742899350.285846,293218.000,45696,1,TH,1,100,31.219
1742899350.419847,293352.000,45727,1,TH,1,100,31.219
1742899350.552848,293485.000,45743,1,TH,1,100,31.214
1742899350.685850,293618.000,45763,1,TH,1,100,31.214
1742899350.818851,293751.000,45794,1,TH,1,100,31.200
1742899350.952853,293885.000,45811,1,TH,1,100,31.208
1742899351.085854,294018.000,45828,1,TH,1,100,31.239
1742899351.218855,294151.000,45844,1,TH,1,100,31.239
1742899351.352857,294285.000,45878,1,TH,1,100,31.215
1742899351.485858,294418.000,45895,1,TH,1,100,31.215
1742899351.618860,294551.000,45912,1,TH,1,100,31.208
1742899351.752861,294685.000,45943,1,TH,1,100,31.208
1742899351.885863,294818.000,45960,1,TH,1,100,31.260
1742899352.018864,294951.000,45977,1,TH,1,100,31.267
1742899352.151865,295084.000,46010,1,TH,1,100,31.215
1742899352.285867,295218.000,46028,1,TH,1,100,31.215
1742899352.418868,295351.000,46049,1,TH,1,100,31.212
1742899352.551870,295484.000,46068,1,TH,1,100,31.212
1742899352.685871,295618.000,46087,1,TH,1,100,31.279
1742899352.818873,295751.000,46105,1,TH,1,100,31.279
1742899352.951874,295884.000,46137,1,TH,1,100,31.236
1742899353.085876,296018.000,46154,1,TH,1,100,31.236
1742899353.218877,296151.000,46170,1,TH,1,100,31.323
1742899353.351878,296284.000,46206,1,TH,1,100,31.330
1742899353.485880,296418.000,46223,1,TH,1,100,31.302
1742899353.618881,296551.000,46240,1,TH,1,100,31.302
1742899353.751883,296684.000,46273,1,TH,1,100,31.351
1742899353.885884,296818.000,46291,1,TH,1,100,31.351
1742899354.018885,296951.000,46307,1,TH,1,100,31.265
1742899354.151887,297084.000,46326,1,TH,1,100,31.265
1742899354.285888,297218.000,46358,1,TH,1,100,31.288
1742899354.418890,297351.000,46374,1,TH,1,100,31.288
1742899354.551891,297484.000,46391,1,TH,1,100,31.197
1742899354.685893,297618.000,46423,1,TH,1,100,31.204
1742899354.818894,297751.000,46441,1,TH,1,100,31.147
1742899354.951895,297884.000,46459,1,TH,1,100,31.147
1742899355.085897,298018.000,46490,1,TH,1,100,31.298
1742899355.218898,298151.000,46506,1,TH,1,100,31.298
1742899355.351900,298284.000,46524,1,TH,1,100,31.342
1742899355.485901,298418.000,46557,1,TH,1,100,31.342
1742899355.618902,298551.000,46574,1,TH,1,100,31.253
1742899355.751904,298684.000,46591,1,TH,1,100,31.253
1742899355.885905,298818.000,46623,1,TH,1,100,31.300
1742899356.018907,298951.000,46639,1,TH,1,100,31.307
1742899356.151908,299084.000,46656,1,TH,1,100,31.273
1742899356.284910,299217.000,46675,1,TH,1,100,31.273
1742899356.418911,299351.000,46706,1,TH,1,100,31.304
1742899356.551913,299484.000,46723,1,TH,1,100,31.304
1742899356.684914,299617.000,46740,1,TH,1,100,31.311
1742899356.818915,299751.000,46771,1,TH,1,100,31.311
1742899356.951917,299884.000,46791,1,TH,1,100,31.273
1742899357.084918,300017.000,46807,1,TH,1,100,31.280
1742899357.218920,300151.000,46839,1,TH,1,100,31.388
1742899357.351921,300284.000,46856,1,TH,1,100,31.388
1742899357.484922,300417.000,46872,1,TH,1,100,31.319
1742899357.618924,300551.000,46897,1,TH,1,100,31.319
1742899357.751925,300684.000,46915,1,TH,1,100,31.324
1742899357.884927,300817.000,46947,1,TH,1,100,31.324
1742899358.018928,300951.000,46964,1,TH,1,100,31.256
1742899358.151930,301084.000,46980,1,TH,1,100,31.264
1742899358.284931,301217.000,47016,1,TH,1,100,31.260
1742899358.417933,301350.000,47033,1,TH,1,100,31.260
1742899358.551934,301484.000,47049,1,TH,1,100,31.300
1742899358.684935,301617.000,47081,1,TH,1,100,31.300
1742899358.817937,301750.000,47098,1,TH,1,100,31.315
1742899358.951938,301884.000,47115,1,TH,1,100,31.315
1742899359.084939,302017.000,47148,1,TH,1,100,31.304
1742899359.217941,302150.000,47165,1,TH,1,100,31.311
1742899359.351942,302284.000,47184,1,TH,1,100,31.363
1742899359.484944,302417.000,47215,1,TH,1,100,31.363
1742899359.617945,302550.000,47233,1,TH,1,100,31.311
1742899359.751947,302684.000,47251,1,TH,1,100,31.311
1742899359.884948,302817.000,47268,1,TH,1,100,31.270
1742899360.017950,302950.000,47300,1,TH,1,100,31.270
1742899360.151951,303084.000,47316,1,TH,1,100,31.293
1742899360.284952,303217.000,47334,1,TH,1,100,31.293
1742899360.417954,303350.000,47367,1,TH,1,100,31.324
1742899360.551955,303484.000,47383,1,TH,1,100,31.331
1742899360.684957,303617.000,47401,1,TH,1,100,31.307
1742899360.817958,303750.000,47432,1,TH,1,100,31.307
1742899360.951959,303884.000,47449,1,TH,1,100,31.329
1742899361.084961,304017.000,47468,1,TH,1,100,31.329
1742899361.217962,304150.000,47500,1,TH,1,100,31.318
1742899361.351964,304284.000,47516,1,TH,1,100,31.318
1742899361.484965,304417.000,47533,1,TH,1,100,31.264
1742899361.617967,304550.000,47565,1,TH,1,100,31.264
1742899361.751968,304684.000,47583,1,TH,1,100,31.359
1742899361.884969,304817.000,47600,1,TH,1,100,31.366
1742899362.017971,304950.000,47632,1,TH,1,100,31.348
1742899362.150972,305083.000,47648,1,TH,1,100,31.348
1742899362.284974,305217.000,47666,1,TH,1,100,31.379
1742899362.417975,305350.000,47682,1,TH,1,100,31.379
1742899362.551977,305484.000,47716,1,TH,1,100,31.402
1742899362.684978,305617.000,47738,1,TH,1,100,31.402
1742899362.817979,305750.000,47754,1,TH,1,100,31.342
1742899362.950981,305883.000,47772,1,TH,1,100,31.350
1742899363.084982,306017.000,47805,1,TH,1,100,31.289
1742899363.217984,306150.000,47821,1,TH,1,100,31.289
1742899363.350985,306283.000,47841,1,TH,1,100,31.419
1742899363.484987,306417.000,47872,1,TH,1,100,31.419
1742899363.617988,306550.000,47891,1,TH,1,100,31.298
1742899363.750989,306683.000,47908,1,TH,1,100,31.298
1742899363.884991,306817.000,47940,1,TH,1,100,31.383
1742899364.017992,306950.000,47956,1,TH,1,100,31.383
1742899364.150994,307083.000,47973,1,TH,1,100,31.432
1742899364.284995,307217.000,47990,1,TH,1,100,31.439
1742899364.417996,307350.000,48023,1,TH,1,100,31.405
1742899364.550998,307483.000,48040,1,TH,1,100,31.405
1742899364.684999,307617.000,48057,1,TH,1,100,31.335
1742899364.818001,307750.000,48088,1,TH,1,100,31.335
1742899364.951002,307883.000,48108,1,TH,1,100,31.405
1742899365.084004,308016.000,48124,1,TH,1,100,31.405
1742899365.218005,308150.000,48156,1,TH,1,100,31.311
1742899365.351007,308283.000,48173,1,TH,1,100,31.318
1742899365.484008,308416.000,48189,1,TH,1,100,31.448
1742899365.618009,308550.000,48223,1,TH,1,100,31.448
1742899365.751011,308683.000,48240,1,TH,1,100,31.396
1742899365.885012,308817.000,48256,1,TH,1,100,31.396
1742899366.018014,308950.000,48288,1,TH,1,100,31.388
1742899366.151015,309083.000,48305,1,TH,1,100,31.388
1742899366.284016,309216.000,48324,1,TH,1,100,31.383
1742899366.418018,309350.000,48341,1,TH,1,100,31.383
1742899366.551019,309483.000,48373,1,TH,1,100,31.409
1742899366.684021,309616.000,48389,1,TH,1,100,31.416
1742899366.818022,309750.000,48406,1,TH,1,100,31.437
1742899366.951024,309883.000,48440,1,TH,1,100,31.437
1742899367.084025,310016.000,48456,1,TH,1,100,31.470
1742899367.218026,310150.000,48473,1,TH,1,100,31.470
1742899367.351028,310283.000,48505,1,TH,1,100,31.451
1742899367.484029,310416.000,48521,1,TH,1,100,31.451
1742899367.618031,310550.000,48539,1,TH,1,100,31.479
1742899367.751032,310683.000,48577,2,TH,1,100,31.487
1742899367.884033,310816.000,48577,2,TH,1,100,31.456
1742899368.018035,310950.000,48609,1,TH,1,100,31.456
1742899368.151037,311083.000,48625,1,TH,1,100,31.422
1742899368.284038,311216.000,48643,1,TH,1,100,31.422
1742899368.418039,311350.000,48678,1,TH,1,100,31.463
1742899368.551041,311483.000,48694,1,TH,1,100,31.463
1742899368.684042,311616.000,48712,1,TH,1,100,31.414
1742899368.818043,311750.000,48743,1,TH,1,100,31.414
1742899368.951045,311883.000,48760,1,TH,1,100,31.463
1742899369.084046,312016.000,48779,1,TH,1,100,31.470
1742899369.218048,312150.000,48811,1,TH,1,100,31.517
1742899369.351049,312283.000,48827,1,TH,1,100,31.517
1742899369.484051,312416.000,48844,1,TH,1,100,31.408
1742899369.617052,312549.000,48876,1,TH,1,100,31.408
1742899369.751054,312683.000,48894,1,TH,1,100,31.465
1742899369.884055,312816.000,48911,1,TH,1,100,31.472
1742899370.017056,312949.000,48943,1,TH,1,100,31.467
1742899370.151058,313083.000,48959,1,TH,1,100,31.467
1742899370.284059,313216.000,48977,1,TH,1,100,31.438
1742899370.417061,313349.000,48993,1,TH,1,100,31.438
1742899370.551062,313483.000,49027,1,TH,1,100,31.500
1742899370.684063,313616.000,49044,1,TH,1,100,31.500
1742899370.817065,313749.000,49060,1,TH,1,100,31.538
1742899370.951066,313883.000,49092,1,TH,1,100,31.538
1742899371.084068,314016.000,49109,1,TH,1,100,31.455
1742899371.217069,314149.000,49127,1,TH,1,100,31.455
1742899371.351071,314283.000,49159,1,TH,1,100,31.445
1742899371.484072,314416.000,49176,1,TH,1,100,31.452
1742899371.617074,314549.000,49193,1,TH,1,100,31.444
1742899371.751075,314683.000,49224,1,TH,1,100,31.444
1742899371.884076,314816.000,49243,1,TH,1,100,31.473
1742899372.017078,314949.000,49260,1,TH,1,100,31.473
1742899372.150079,315082.000,49291,1,TH,1,100,31.553
1742899372.284081,315216.000,49309,1,TH,1,100,31.553
1742899372.417082,315349.000,49325,1,TH,1,100,31.483
1742899372.550083,315482.000,49342,1,TH,1,100,31.491
1742899372.684085,315616.000,49376,1,TH,1,100,31.477
1742899372.817086,315749.000,49392,1,TH,1,100,31.477
1742899372.950088,315882.000,49415,1,TH,1,100,31.507
1742899373.084089,316016.000,49431,1,TH,1,100,31.507
1742899373.217091,316149.000,49465,1,TH,1,100,31.526
1742899373.350092,316282.000,49484,1,TH,1,100,31.533
1742899373.484093,316416.000,49500,1,TH,1,100,31.525
1742899373.617095,316549.000,49532,1,TH,1,100,31.525
1742899373.750096,316682.000,49549,1,TH,1,100,31.483
1742899373.884098,316816.000,49565,1,TH,1,100,31.483
1742899374.017099,316949.000,49599,1,TH,1,100,31.566
1742899374.150100,317082.000,49616,1,TH,1,100,31.566
1742899374.284102,317216.000,49633,1,TH,1,100,31.460
1742899374.417103,317349.000,49664,1,TH,1,100,31.467
1742899374.550105,317482.000,49681,1,TH,1,100,31.548
1742899374.684106,317616.000,49698,1,TH,1,100,31.548
1742899374.817108,317749.000,49717,1,TH,1,100,31.493
1742899374.950109,317882.000,49749,1,TH,1,100,31.493
1742899375.084110,318016.000,49765,1,TH,1,100,31.565
1742899375.217112,318149.000,49782,1,TH,1,100,31.565
1742899375.350113,318282.000,49816,1,TH,1,100,31.576
1742899375.484115,318416.000,49832,1,TH,1,100,31.576
1742899375.617116,318549.000,49853,1,TH,1,100,31.477
1742899375.750118,318682.000,49884,1,TH,1,100,31.484
1742899375.883119,318815.000,49900,1,TH,1,100,31.564
1742899376.017120,318949.000,49918,1,TH,1,100,31.564
1742899376.150122,319082.000,49951,1,TH,1,100,31.585
1742899376.283123,319215.000,49969,1,TH,1,100,31.585
1742899376.417125,319349.000,49988,1,TH,1,100,31.538
1742899376.550126,319482.000,50020,1,TH,1,100,31.538
1742899376.683128,319615.000,50038,1,TH,1,100,31.590
1742899376.817129,319749.000,50055,1,TH,1,100,31.597
1742899376.950130,319882.000,50072,1,TH,1,100,31.613
1742899377.083132,320015.000,50103,1,TH,1,100,31.613
1742899377.217133,320149.000,50120,1,TH,1,100,31.594
1742899377.350135,320282.000,50137,1,TH,1,100,31.594
1742899377.483136,320415.000,50170,1,TH,1,100,31.584
1742899377.617137,320549.000,50188,1,TH,1,100,31.584
1742899377.750139,320682.000,50204,1,TH,1,100,31.498
1742899377.883140,320815.000,50236,1,TH,1,100,31.498
1742899378.017142,320949.000,50258,1,TH,1,100,31.586
1742899378.150143,321082.000,50276,1,TH,1,100,31.593
1742899378.283145,321215.000,50294,1,TH,1,100,31.663
1742899378.417146,321349.000,50327,1,TH,1,100,31.663
1742899378.550148,321482.000,50343,1,TH,1,100,31.642
1742899378.683149,321615.000,50361,1,TH,1,100,31.642
1742899378.816150,321748.000,50394,1,TH,1,100,31.531
1742899378.950152,321882.000,50411,1,TH,1,100,31.531
1742899379.083153,322015.000,50428,1,TH,1,100,31.580
1742899379.216155,322148.000,50444,1,TH,1,100,31.587
1742899379.350156,322282.000,50476,1,TH,1,100,31.496
1742899379.483157,322415.000,50493,1,TH,1,100,31.496
1742899379.616159,322548.000,50512,1,TH,1,100,31.620
1742899379.750160,322682.000,50543,1,TH,1,100,31.620
1742899379.883162,322815.000,50562,1,TH,1,100,31.600
1742899380.016163,322948.000,50579,1,TH,1,100,31.600
1742899380.150165,323082.000,50610,1,TH,1,100,31.657
1742899380.283166,323215.000,50628,1,TH,1,100,31.656
1742899380.417167,323349.000,50646,1,TH,1,100,31.605
1742899380.550169,323482.000,50678,1,TH,1,100,31.605
1742899380.683170,323615.000,50695,1,TH,1,100,31.610
1742899380.816172,323748.000,50711,1,TH,1,100,31.617
1742899380.950173,323882.000,50745,1,TH,1,100,31.567
1742899381.083174,324015.000,50762,1,TH,1,100,31.567
1742899381.216176,324148.000,50778,1,TH,1,100,31.653
1742899381.350178,324282.000,50810,1,TH,1,100,31.653
1742899381.483179,324415.000,50827,1,TH,1,100,31.578
1742899381.616180,324548.000,50844,1,TH,1,100,31.585
1742899381.750182,324682.000,50861,1,TH,1,100,31.637
1742899381.883183,324815.000,50895,1,TH,1,100,31.637
1742899382.016185,324948.000,50911,1,TH,1,100,31.618
1742899382.149186,325081.000,50928,1,TH,1,100,31.618
1742899382.283187,325215.000,50960,1,TH,1,100,31.556
1742899382.416189,325348.000,50978,1,TH,1,100,31.556
1742899382.549190,325481.000,50995,1,TH,1,100,31.587
1742899382.683192,325615.000,51012,1,TH,1,100,31.587
1742899382.816193,325748.000,51043,1,TH,1,100,31.662
1742899382.949194,325881.000,51061,1,TH,1,100,31.669
1742899383.083196,326015.000,51077,1,TH,1,100,31.700
1742899383.216197,326148.000,51101,1,TH,1,100,31.700
1742899383.349199,326281.000,51135,1,TH,1,100,31.610
1742899383.483200,326415.000,51151,1,TH,1,100,31.610
1742899383.616202,326548.000,51169,1,TH,1,100,31.612
1742899383.749203,326681.000,51200,1,TH,1,100,31.612
1742899383.883204,326815.000,51218,1,TH,1,100,31.650
1742899384.016206,326948.000,51236,1,TH,1,100,31.658
1742899384.149207,327081.000,51252,1,TH,1,100,31.678
1742899384.283209,327215.000,51284,1,TH,1,100,31.678
1742899384.416210,327348.000,51301,1,TH,1,100,31.680
1742899384.549212,327481.000,51317,1,TH,1,100,31.680
1742899384.683213,327615.000,51351,1,TH,1,100,31.629
1742899384.816214,327748.000,51368,1,TH,1,100,31.629
1742899384.949216,327881.000,51385,1,TH,1,100,31.618
1742899385.083217,328015.000,51416,1,TH,1,100,31.618
1742899385.216219,328148.000,51433,1,TH,1,100,31.649
1742899385.349220,328281.000,51450,1,TH,1,100,31.657
1742899385.483222,328415.000,51483,1,TH,1,100,31.667
1742899385.616223,328548.000,51501,1,TH,1,100,31.667
1742899385.749224,328681.000,51517,1,TH,1,100,31.716
1742899385.882226,328814.000,51549,1,TH,1,100,31.716
1742899386.016227,328948.000,51568,1,TH,1,100,31.700
1742899386.149229,329081.000,51584,1,TH,1,100,31.700
1742899386.282230,329214.000,51602,1,TH,1,100,31.617
1742899386.416232,329348.000,51633,1,TH,1,100,31.624
1742899386.549233,329481.000,51649,1,TH,1,100,31.746
1742899386.682234,329614.000,51667,1,TH,1,100,31.746
1742899386.816236,329748.000,51700,1,TH,1,100,31.627
1742899386.949237,329881.000,51717,1,TH,1,100,31.627
1742899387.082239,330014.000,51734,1,TH,1,100,31.730
1742899387.216240,330148.000,51766,1,TH,1,100,31.730
1742899387.349241,330281.000,51782,1,TH,1,100,31.691
1742899387.482243,330414.000,51801,1,TH,1,100,31.691
1742899387.616244,330548.000,51833,1,TH,1,100,31.727
1742899387.749246,330681.000,51849,1,TH,1,100,31.727
1742899387.882247,330814.000,51866,1,TH,1,100,31.660
1742899388.016249,330948.000,51898,1,TH,1,100,31.667
1742899388.149250,331081.000,51916,1,TH,1,100,31.708
1742899388.282251,331214.000,51939,1,TH,1,100,31.708
1742899388.416253,331348.000,51957,1,TH,1,100,31.667
1742899388.549254,331481.000,51974,1,TH,1,100,31.667
1742899388.682256,331614.000,52006,1,TH,1,100,31.723
1742899388.815257,331747.000,52022,1,TH,1,100,31.723
1742899388.949259,331881.000,52042,1,TH,1,100,31.698
1742899389.082260,332014.000,52073,1,TH,1,100,31.705
1742899389.215261,332147.000,52089,1,TH,1,100,31.707
1742899389.349263,332281.000,52107,1,TH,1,100,31.707
1742899389.482264,332414.000,52138,1,TH,1,100,31.681
1742899389.615266,332547.000,52157,1,TH,1,100,31.681
1742899389.749267,332681.000,52174,1,TH,1,100,31.785
1742899389.882269,332814.000,52206,1,TH,1,100,31.785
1742899390.015270,332947.000,52222,1,TH,1,100,31.787
1742899390.149271,333081.000,52239,1,TH,1,100,31.787
1742899390.282273,333214.000,52256,1,TH,1,100,31.670
1742899390.415274,333347.000,52289,1,TH,1,100,31.677
1742899390.549276,333481.000,52306,1,TH,1,100,31.703
1742899390.682277,333614.000,52323,1,TH,1,100,31.703
1742899390.815279,333747.000,52354,1,TH,1,100,31.869
1742899390.949280,333881.000,52372,1,TH,1,100,31.869
1742899391.082281,334014.000,52388,1,TH,1,100,31.705
1742899391.215283,334147.000,52422,1,TH,1,100,31.705
1742899391.349284,334281.000,52439,1,TH,1,100,31.827
1742899391.482286,334414.000,52455,1,TH,1,100,31.827
1742899391.615287,334547.000,52487,1,TH,1,100,31.745
1742899391.749289,334681.000,52504,1,TH,1,100,31.752
1742899391.882290,334814.000,52522,1,TH,1,100,31.744
1742899392.015291,334947.000,52554,1,TH,1,100,31.744
1742899392.149293,335081.000,52571,1,TH,1,100,31.666
1742899392.282294,335214.000,52588,1,TH,1,100,31.666
1742899392.415296,335347.000,52619,1,TH,1,100,31.725
1742899392.548297,335480.000,52636,1,TH,1,100,31.732
1742899392.682298,335614.000,52655,1,TH,1,100,31.800
1742899392.815300,335747.000,52672,1,TH,1,100,31.800
1742899392.948301,335880.000,52704,1,TH,1,100,31.815
1742899393.082303,336014.000,52720,1,TH,1,100,31.815
1742899393.215304,336147.000,52737,1,TH,1,100,31.732
1742899393.348306,336280.000,52778,1,TH,1,100,31.732
1742899393.482307,336414.000,52794,1,TH,1,100,31.796
1742899393.615309,336547.000,52812,1,TH,1,100,31.796
1742899393.748310,336680.000,52828,1,TH,1,100,31.740
1742899393.882311,336814.000,52860,1,TH,1,100,31.747
1742899394.015313,336947.000,52877,1,TH,1,100,31.812
1742899394.148314,337080.000,52893,1,TH,1,100,31.812
1742899394.282315,337214.000,52927,1,TH,1,100,31.788
1742899394.415317,337347.000,52944,1,TH,1,100,31.788
1742899394.548318,337480.000,52960,1,TH,1,100,31.759
1742899394.682320,337614.000,52978,1,TH,1,100,31.759
1742899394.815321,337747.000,53009,1,TH,1,100,31.770
1742899394.948323,337880.000,53028,1,TH,1,100,31.777
1742899395.082324,338014.000,53045,1,TH,1,100,31.798
1742899395.215326,338147.000,53077,1,TH,1,100,31.798
1742899395.348327,338280.000,53093,1,TH,1,100,31.794
1742899395.481328,338413.000,53110,1,TH,1,100,31.794
1742899395.615330,338547.000,53144,1,TH,1,100,31.769
1742899395.748331,338680.000,53160,1,TH,1,100,31.769
1742899395.882333,338814.000,53177,1,TH,1,100,31.774
1742899396.015334,338947.000,53209,1,TH,1,100,31.781
1742899396.148335,339080.000,53225,1,TH,1,100,31.801
1742899396.282337,339214.000,53243,1,TH,1,100,31.801
1742899396.415338,339347.000,53276,1,TH,1,100,31.776
1742899396.548340,339480.000,53292,1,TH,1,100,31.776
1742899396.681341,339613.000,53310,1,TH,1,100,31.821
1742899396.815343,339747.000,53326,1,TH,1,100,31.821
1742899396.948344,339880.000,53358,1,TH,1,100,31.790
1742899397.081346,340013.000,53377,1,TH,1,100,31.790
1742899397.215347,340147.000,53393,1,TH,1,100,31.837
1742899397.348348,340280.000,53425,1,TH,1,100,31.844
1742899397.481350,340413.000,53442,1,TH,1,100,31.801
1742899397.615351,340547.000,53459,1,TH,1,100,31.801
1742899397.748353,340680.000,53492,1,TH,1,100,31.834
1742899397.881354,340813.000,53509,1,TH,1,100,31.834
1742899398.015355,340947.000,53526,1,TH,1,100,31.863
1742899398.148357,341080.000,53557,1,TH,1,100,31.863
1742899398.281358,341213.000,53575,1,TH,1,100,31.841
1742899398.414360,341346.000,53593,1,TH,1,100,31.848
1742899398.548361,341480.000,53615,1,TH,1,100,31.900
1742899398.681363,341613.000,53632,1,TH,1,100,31.900
1742899398.814364,341746.000,53663,1,TH,1,100,31.887
1742899398.948365,341880.000,53681,1,TH,1,100,31.887
1742899399.081367,342013.000,53697,1,TH,1,100,31.866
1742899399.215368,342147.000,53731,1,TH,1,100,31.866
1742899399.348370,342280.000,53748,1,TH,1,100,31.842
1742899399.481371,342413.000,53764,1,TH,1,100,31.849
1742899399.614372,342546.000,53796,1,TH,1,100,31.847
1742899399.748374,342680.000,53813,1,TH,1,100,31.847
1742899399.881375,342813.000,53829,1,TH,1,100,31.837
1742899400.014377,342946.000,53863,1,TH,1,100,31.837
1742899400.148378,343080.000,53881,1,TH,1,100,31.821
1742899400.281380,343213.000,53898,1,TH,1,100,31.821
1742899400.414381,343346.000,53931,1,TH,1,100,31.896
1742899400.548383,343480.000,53948,1,TH,1,100,31.896
1742899400.681384,343613.000,53967,1,TH,1,100,31.867
1742899400.814385,343746.000,53984,1,TH,1,100,31.874
1742899400.948387,343880.000,54017,1,TH,1,100,31.934
1742899401.081388,344013.000,54033,1,TH,1,100,31.934
1742899401.214390,344146.000,54052,1,TH,1,100,31.903
1742899401.348391,344280.000,54086,1,TH,1,100,31.903
1742899401.481392,344413.000,54102,1,TH,1,100,31.851
1742899401.614394,344546.000,54120,1,TH,1,100,31.851
1742899401.748395,344680.000,54151,1,TH,1,100,31.854
1742899401.881397,344813.000,54167,1,TH,1,100,31.861
