LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1742899284.958148,227891.000,35037,1,TH,1,100,30.267
1742899285.092149,228025.000,35070,1,TH,1,100,30.275
1742899285.225150,228158.000,35086,1,TH,1,100,30.345
1742899285.358152,228291.000,35104,1,TH,1,100,30.345
1742899285.491153,228424.000,35135,1,TH,1,100,30.300
1742899285.625155,228558.000,35152,1,TH,1,100,30.300
1742899285.758156,228691.000,35169,1,TH,1,100,30.292
1742899285.892158,228825.000,35185,1,TH,1,100,30.292
1742899286.025159,228958.000,35208,1,TH,1,100,30.422
1742899286.158160,229091.000,35239,1,TH,1,100,30.430
1742899286.291162,229224.000,35256,1,TH,1,100,30.403
1742899286.425163,229358.000,35273,1,TH,1,100,30.403
1742899286.558165,229491.000,35307,1,TH,1,100,30.288
1742899286.691166,229624.000,35323,1,TH,1,100,30.295
1742899286.825167,229758.000,35340,1,TH,1,100,30.470
1742899286.958169,229891.000,35372,1,TH,1,100,30.470
1742899287.091170,230024.000,35388,1,TH,1,100,30.350
1742899287.225172,230158.000,35405,1,TH,1,100,30.350
1742899287.358173,230291.000,35424,1,TH,1,100,30.334
1742899287.491175,230424.000,35455,1,TH,1,100,30.334
1742899287.625176,230558.000,35473,1,TH,1,100,30.381
1742899287.758178,230691.000,35489,1,TH,1,100,30.388
1742899287.891179,230824.000,35521,1,TH,1,100,30.427
1742899288.025180,230958.000,35540,1,TH,1,100,30.427
1742899288.158182,231091.000,35556,1,TH,1,100,30.352
1742899288.291183,231224.000,35590,1,TH,1,100,30.352
1742899288.425185,231358.000,35607,1,TH,1,100,30.406
1742899288.558186,231491.000,35623,1,TH,1,100,30.413
1742899288.691187,231624.000,35657,1,TH,1,100,30.368
1742899288.824189,231757.000,35674,1,TH,1,100,30.368
1742899288.958190,231891.000,35691,1,TH,1,100,30.397
1742899289.091192,232024.000,35722,1,TH,1,100,30.397
1742899289.224193,232157.000,35739,1,TH,1,100,30.386
1742899289.358195,232291.000,35756,1,TH,1,100,30.393
1742899289.491196,232424.000,35789,1,TH,1,100,30.435
1742899289.624197,232557.000,35807,1,TH,1,100,30.435
1742899289.758199,232691.000,35823,1,TH,1,100,30.482
1742899289.891200,232824.000,35840,1,TH,1,100,30.482
1742899290.024202,232957.000,35872,1,TH,1,100,30.427
1742899290.158203,233091.000,35890,1,TH,1,100,30.427
1742899290.291204,233224.000,35908,1,TH,1,100,30.505
1742899290.424206,233357.000,35939,1,TH,1,100,30.505
1742899290.558208,233491.000,35955,1,TH,1,100,30.424
1742899290.691209,233624.000,35973,1,TH,1,100,30.431
1742899290.824210,233757.000,36006,1,TH,1,100,30.389
1742899290.958212,233891.000,36023,1,TH,1,100,30.389
1742899291.091213,234024.000,36043,1,TH,1,100,30.426
1742899291.224215,234157.000,36059,1,TH,1,100,30.426
1742899291.358216,234291.000,36091,1,TH,1,100,30.480
1742899291.491217,234424.000,36110,1,TH,1,100,30.487
1742899291.624219,234557.000,36127,1,TH,1,100,30.403
1742899291.757220,234690.000,36144,1,TH,1,100,30.403
1742899291.891222,234824.000,36176,1,TH,1,100,30.466
1742899292.024223,234957.000,36192,1,TH,1,100,30.466
1742899292.157224,235090.000,36209,1,TH,1,100,30.442
1742899292.291226,235224.000,36243,1,TH,1,100,30.449
1742899292.424227,235357.000,36259,1,TH,1,100,30.500
1742899292.557229,235490.000,36276,1,TH,1,100,30.500
1742899292.691230,235624.000,36308,1,TH,1,100,30.381
1742899292.824232,235757.000,36324,1,TH,1,100,30.381
1742899292.958233,235891.000,36344,1,TH,1,100,30.430
1742899293.091234,236024.000,36375,1,TH,1,100,30.430
1742899293.224236,236157.000,36391,1,TH,1,100,30.610
1742899293.358237,236291.000,36411,1,TH,1,100,30.618
1742899293.491239,236424.000,36442,1,TH,1,100,30.518
1742899293.624240,236557.000,36461,1,TH,1,100,30.518
1742899293.757241,236690.000,36478,1,TH,1,100,30.508
1742899293.891243,236824.000,36510,1,TH,1,100,30.508
1742899294.024244,236957.000,36526,1,TH,1,100,30.455
1742899294.157246,237090.000,36543,1,TH,1,100,30.455
1742899294.291247,237224.000,36560,1,TH,1,100,30.466
1742899294.424249,237357.000,36593,1,TH,1,100,30.473
1742899294.557250,237490.000,36610,1,TH,1,100,30.648
1742899294.691252,237624.000,36627,1,TH,1,100,30.648
1742899294.824253,237757.000,36658,1,TH,1,100,30.480
1742899294.957254,237890.000,36676,1,TH,1,100,30.480
1742899295.090256,238023.000,36694,1,TH,1,100,30.433
1742899295.224257,238157.000,36726,1,TH,1,100,30.433
1742899295.357259,238290.000,36743,1,TH,1,100,30.446
1742899295.491260,238424.000,36759,1,TH,1,100,30.453
1742899295.624262,238557.000,36791,1,TH,1,100,30.479
1742899295.757263,238690.000,36810,1,TH,1,100,30.479
1742899295.890264,238823.000,36826,1,TH,1,100,30.486
1742899296.024266,238957.000,36858,1,TH,1,100,30.486
1742899296.157267,239090.000,36880,1,TH,1,100,30.539
1742899296.290269,239223.000,36897,1,TH,1,100,30.546
1742899296.424270,239357.000,36916,1,TH,1,100,30.520
1742899296.557271,239490.000,36932,1,TH,1,100,30.520
1742899296.690273,239623.000,36964,1,TH,1,100,30.457
1742899296.824274,239757.000,36981,1,TH,1,100,30.457
1742899296.957276,239890.000,36998,1,TH,1,100,30.556
1742899297.090277,240023.000,37031,1,TH,1,100,30.556
1742899297.224279,240157.000,37048,1,TH,1,100,30.600
1742899297.357280,240290.000,37065,1,TH,1,100,30.608
1742899297.490281,240423.000,37082,1,TH,1,100,30.587
1742899297.624283,240557.000,37114,1,TH,1,100,30.587
1742899297.757284,240690.000,37130,1,TH,1,100,30.484
1742899297.890286,240823.000,37147,1,TH,1,100,30.491
1742899298.024287,240957.000,37181,1,TH,1,100,30.465
1742899298.157289,241090.000,37197,1,TH,1,100,30.465
1742899298.290290,241223.000,37215,1,TH,1,100,30.580
1742899298.424291,241357.000,37248,1,TH,1,100,30.580
1742899298.557293,241490.000,37266,1,TH,1,100,30.598
1742899298.690294,241623.000,37284,1,TH,1,100,30.598
1742899298.824296,241757.000,37315,1,TH,1,100,30.582
1742899298.957297,241890.000,37332,1,TH,1,100,30.582
1742899299.090299,242023.000,37349,1,TH,1,100,30.530
1742899299.223300,242156.000,37383,1,TH,1,100,30.537
1742899299.357301,242290.000,37399,1,TH,1,100,30.508
1742899299.490303,242423.000,37416,1,TH,1,100,30.508
1742899299.623304,242556.000,37448,1,TH,1,100,30.547
1742899299.757306,242690.000,37466,1,TH,1,100,30.547
1742899299.890307,242823.000,37483,1,TH,1,100,30.555
1742899300.023309,242956.000,37500,1,TH,1,100,30.555
1742899300.157310,243090.000,37531,1,TH,1,100,30.620
1742899300.290311,243223.000,37549,1,TH,1,100,30.627
1742899300.423313,243356.000,37565,1,TH,1,100,30.559
1742899300.557314,243490.000,37599,1,TH,1,100,30.559
1742899300.690316,243623.000,37616,1,TH,1,100,30.551
1742899300.823317,243756.000,37632,1,TH,1,100,30.551
1742899300.957319,243890.000,37664,1,TH,1,100,30.611
1742899301.090320,244023.000,37683,1,TH,1,100,30.611
1742899301.223321,244156.000,37699,1,TH,1,100,30.596
1742899301.356323,244289.000,37722,1,TH,1,100,30.603
1742899301.490324,244423.000,37740,1,TH,1,100,30.576
1742899301.623326,244556.000,37772,1,TH,1,100,30.576
1742899301.757327,244690.000,37789,1,TH,1,100,30.579
1742899301.890328,244823.000,37807,1,TH,1,100,30.579
1742899302.023330,244956.000,37839,1,TH,1,100,30.563
1742899302.156331,245089.000,37856,1,TH,1,100,30.563
1742899302.290333,245223.000,37873,1,TH,1,100,30.628
1742899302.423334,245356.000,37906,1,TH,1,100,30.628
1742899302.556336,245489.000,37923,1,TH,1,100,30.507
1742899302.690337,245623.000,37940,1,TH,1,100,30.507
1742899302.823339,245756.000,37971,1,TH,1,100,30.656
1742899302.956340,245889.000,37991,1,TH,1,100,30.656
1742899303.090341,246023.000,38007,1,TH,1,100,30.614
1742899303.223343,246156.000,38039,1,TH,1,100,30.621
1742899303.356344,246289.000,38058,1,TH,1,100,30.619
1742899303.490345,246423.000,38074,1,TH,1,100,30.619
1742899303.623347,246556.000,38094,1,TH,1,100,30.677
1742899303.756348,246689.000,38127,1,TH,1,100,30.677
1742899303.890350,246823.000,38143,1,TH,1,100,30.553
1742899304.023351,246956.000,38161,1,TH,1,100,30.553
1742899304.156353,247089.000,38192,1,TH,1,100,30.595
1742899304.290354,247223.000,38211,1,TH,1,100,30.602
1742899304.423356,247356.000,38228,1,TH,1,100,30.613
1742899304.556357,247489.000,38260,1,TH,1,100,30.613
1742899304.690358,247623.000,38276,1,TH,1,100,30.690
1742899304.823360,247756.000,38295,1,TH,1,100,30.690
1742899304.956361,247889.000,38327,1,TH,1,100,30.753
1742899305.090363,248023.000,38343,1,TH,1,100,30.753
1742899305.223364,248156.000,38360,1,TH,1,100,30.697
1742899305.356365,248289.000,38392,1,TH,1,100,30.697
1742899305.489367,248422.000,38408,1,TH,1,100,30.636
1742899305.623368,248556.000,38428,1,TH,1,100,30.643
1742899305.756370,248689.000,38459,1,TH,1,100,30.633
1742899305.890371,248823.000,38476,1,TH,1,100,30.633
1742899306.023373,248956.000,38493,1,TH,1,100,30.656
1742899306.156374,249089.000,38513,1,TH,1,100,30.656
1742899306.290375,249223.000,38545,1,TH,1,100,30.699
1742899306.423377,249356.000,38567,1,TH,1,100,30.699
1742899306.556378,249489.000,38583,1,TH,1,100,30.626
1742899306.690380,249623.000,38601,1,TH,1,100,30.626
1742899306.823381,249756.000,38634,1,TH,1,100,30.689
1742899306.956383,249889.000,38651,1,TH,1,100,30.689
1742899307.089384,250022.000,38668,1,TH,1,100,30.616
1742899307.223385,250156.000,38700,1,TH,1,100,30.616
1742899307.356387,250289.000,38718,1,TH,1,100,30.595
1742899307.489388,250422.000,38735,1,TH,1,100,30.602
1742899307.623390,250556.000,38767,1,TH,1,100,30.696
1742899307.756391,250689.000,38783,1,TH,1,100,30.696
1742899307.889393,250822.000,38800,1,TH,1,100,30.681
1742899308.023394,250956.000,38817,1,TH,1,100,30.681
1742899308.156395,251089.000,38850,1,TH,1,100,30.711
1742899308.289397,251222.000,38868,1,TH,1,100,30.718
1742899308.423398,251356.000,38886,1,TH,1,100,30.711
1742899308.556400,251489.000,38918,1,TH,1,100,30.711
1742899308.689401,251622.000,38937,1,TH,1,100,30.643
1742899308.822402,251755.000,38953,1,TH,1,100,30.643
1742899308.956404,251889.000,38985,1,TH,1,100,30.744
1742899309.089405,252022.000,39002,1,TH,1,100,30.744
1742899309.222407,252155.000,39018,1,TH,1,100,30.645
1742899309.356408,252289.000,39052,1,TH,1,100,30.645
1742899309.489410,252422.000,39069,1,TH,1,100,30.702
1742899309.622411,252555.000,39086,1,TH,1,100,30.702
1742899309.756413,252689.000,39117,1,TH,1,100,30.666
1742899309.889414,252822.000,39134,1,TH,1,100,30.666
1742899310.022415,252955.000,39153,1,TH,1,100,30.708
1742899310.156417,253089.000,39184,1,TH,1,100,30.715
1742899310.289418,253222.000,39202,1,TH,1,100,30.625
1742899310.422420,253355.000,39218,1,TH,1,100,30.625
1742899310.556421,253489.000,39235,1,TH,1,100,30.651
1742899310.689422,253622.000,39269,1,TH,1,100,30.651
1742899310.822424,253755.000,39285,1,TH,1,100,30.677
1742899310.956425,253889.000,39303,1,TH,1,100,30.677
1742899311.089427,254022.000,39334,1,TH,1,100,30.755
1742899311.222428,254155.000,39352,1,TH,1,100,30.755
1742899311.356430,254289.000,39370,1,TH,1,100,30.630
1742899311.489431,254422.000,39404,1,TH,1,100,30.637
1742899311.622432,254555.000,39421,1,TH,1,100,30.697
1742899311.756434,254689.000,39438,1,TH,1,100,30.697
1742899311.889435,254822.000,39456,1,TH,1,100,30.721
1742899312.022437,254955.000,39488,1,TH,1,100,30.721
1742899312.156438,255089.000,39505,1,TH,1,100,30.686
1742899312.289440,255222.000,39522,1,TH,1,100,30.686
1742899312.422441,255355.000,39539,1,TH,1,100,30.649
1742899312.555442,255488.000,39571,1,TH,1,100,30.656
1742899312.689444,255622.000,39591,1,TH,1,100,30.690
1742899312.822445,255755.000,39608,1,TH,1,100,30.690
1742899312.955447,255888.000,39625,1,TH,1,100,30.690
1742899313.089448,256022.000,39642,1,TH,1,100,30.690
1742899313.222450,256155.000,39676,1,TH,1,100,30.685
1742899313.355451,256288.000,39694,1,TH,1,100,30.685
1742899313.489452,256422.000,39711,1,TH,1,100,30.703
1742899313.622454,256555.000,39743,1,TH,1,100,30.710
1742899313.755455,256688.000,39761,1,TH,1,100,30.811
1742899313.889457,256822.000,39780,1,TH,1,100,30.811
1742899314.022458,256955.000,39797,1,TH,1,100,30.663
1742899314.155459,257088.000,39828,1,TH,1,100,30.663
1742899314.289461,257222.000,39846,1,TH,1,100,30.762
1742899314.422462,257355.000,39862,1,TH,1,100,30.762
1742899314.555464,257488.000,39896,1,TH,1,100,30.788
1742899314.689465,257622.000,39913,1,TH,1,100,30.788
1742899314.822467,257755.000,39929,1,TH,1,100,30.717
1742899314.955468,257888.000,39961,1,TH,1,100,30.717
1742899315.089469,258022.000,39980,1,TH,1,100,30.597
1742899315.222471,258155.000,39996,1,TH,1,100,30.597
1742899315.355472,258288.000,40014,1,TH,1,100,30.747
1742899315.489474,258422.000,40047,1,TH,1,100,30.754
1742899315.622475,258555.000,40064,1,TH,1,100,30.740
1742899315.755477,258688.000,40081,1,TH,1,100,30.740
1742899315.888478,258821.000,40115,1,TH,1,100,30.735
1742899316.022480,258955.000,40131,1,TH,1,100,30.735
1742899316.155481,259088.000,40148,1,TH,1,100,30.701
1742899316.288482,259221.000,40180,1,TH,1,100,30.701
1742899316.422484,259355.000,40196,1,TH,1,100,30.748
1742899316.555485,259488.000,40215,1,TH,1,100,30.748
1742899316.688487,259621.000,40240,1,TH,1,100,30.808
1742899316.822488,259755.000,40256,1,TH,1,100,30.808
1742899316.955489,259888.000,40288,1,TH,1,100,30.765
1742899317.088491,260021.000,40307,1,TH,1,100,30.773
1742899317.222492,260155.000,40323,1,TH,1,100,30.827
1742899317.355494,260288.000,40341,1,TH,1,100,30.827
1742899317.488495,260421.000,40372,1,TH,1,100,30.844
1742899317.622497,260555.000,40389,1,TH,1,100,30.844
1742899317.755498,260688.000,40408,1,TH,1,100,30.778
1742899317.888499,260821.000,40442,1,TH,1,100,30.778
1742899318.022501,260955.000,40458,1,TH,1,100,30.754
1742899318.155502,261088.000,40475,1,TH,1,100,30.761
1742899318.288504,261221.000,40511,1,TH,1,100,30.748
1742899318.422505,261355.000,40527,1,TH,1,100,30.748
1742899318.555506,261488.000,40544,1,TH,1,100,30.707
1742899318.688508,261621.000,40576,1,TH,1,100,30.707
1742899318.821509,261754.000,40592,1,TH,1,100,30.829
1742899318.955511,261888.000,40610,1,TH,1,100,30.829
1742899319.088512,262021.000,40628,1,TH,1,100,30.826
1742899319.221514,262154.000,40660,1,TH,1,100,30.826
1742899319.355515,262288.000,40677,1,TH,1,100,30.789
1742899319.488517,262421.000,40693,1,TH,1,100,30.796
1742899319.621518,262554.000,40727,1,TH,1,100,30.826
1742899319.755519,262688.000,40744,1,TH,1,100,30.826
1742899319.888521,262821.000,40760,1,TH,1,100,30.812
1742899320.021522,262954.000,40792,1,TH,1,100,30.812
1742899320.155524,263088.000,40809,1,TH,1,100,30.828
1742899320.288525,263221.000,40828,1,TH,1,100,30.828
1742899320.421526,263354.000,40845,1,TH,1,100,30.718
1742899320.555528,263488.000,40877,1,TH,1,100,30.718
1742899320.688529,263621.000,40893,1,TH,1,100,30.807
1742899320.821531,263754.000,40910,1,TH,1,100,30.814
1742899320.955532,263888.000,40944,1,TH,1,100,30.808
1742899321.088534,264021.000,40960,1,TH,1,100,30.808
1742899321.221535,264154.000,40977,1,TH,1,100,30.902
1742899321.355536,264288.000,41009,1,TH,1,100,30.902
1742899321.488538,264421.000,41025,1,TH,1,100,30.795
1742899321.621539,264554.000,41043,1,TH,1,100,30.795
1742899321.754541,264687.000,41067,1,TH,1,100,30.797
1742899321.888542,264821.000,41083,1,TH,1,100,30.805
1742899322.021544,264954.000,41101,1,TH,1,100,30.846
1742899322.155545,265088.000,41132,1,TH,1,100,30.846
1742899322.288546,265221.000,41149,1,TH,1,100,30.864
1742899322.421548,265354.000,41168,1,TH,1,100,30.864
1742899322.554549,265487.000,41200,1,TH,1,100,30.848
1742899322.688551,265621.000,41216,1,TH,1,100,30.848
1742899322.821552,265754.000,41233,1,TH,1,100,30.846
1742899322.954554,265887.000,41250,1,TH,1,100,30.846
1742899323.088555,266021.000,41283,1,TH,1,100,30.796
1742899323.221556,266154.000,41300,1,TH,1,100,30.803
1742899323.354558,266287.000,41319,1,TH,1,100,30.847
1742899323.488559,266421.000,41350,1,TH,1,100,30.847
1742899323.621561,266554.000,41368,1,TH,1,100,30.860
1742899323.754562,266687.000,41386,1,TH,1,100,30.860
1742899323.888563,266821.000,41403,1,TH,1,100,30.779
1742899324.021565,266954.000,41437,1,TH,1,100,30.787
1742899324.154566,267087.000,41453,1,TH,1,100,30.907
1742899324.288568,267221.000,41471,1,TH,1,100,30.907
1742899324.421569,267354.000,41504,1,TH,1,100,30.841
1742899324.554571,267487.000,41520,1,TH,1,100,30.841
1742899324.688572,267621.000,41538,1,TH,1,100,30.898
1742899324.821573,267754.000,41569,1,TH,1,100,30.898
1742899324.954575,267887.000,41586,1,TH,1,100,30.859
1742899325.088576,268021.000,41605,1,TH,1,100,30.866
1742899325.221578,268154.000,41621,1,TH,1,100,30.895
1742899325.354579,268287.000,41653,1,TH,1,100,30.895
1742899325.488581,268421.000,41670,1,TH,1,100,30.808
1742899325.621582,268554.000,41687,1,TH,1,100,30.808
1742899325.754583,268687.000,41720,1,TH,1,100,30.876
1742899325.887585,268820.000,41738,1,TH,1,100,30.876
1742899326.021586,268954.000,41754,1,TH,1,100,30.873
1742899326.154588,269087.000,41771,1,TH,1,100,30.873
1742899326.287589,269220.000,41803,1,TH,1,100,30.863
1742899326.421591,269354.000,41821,1,TH,1,100,30.870
1742899326.554592,269487.000,41838,1,TH,1,100,30.885
1742899326.687593,269620.000,41870,1,TH,1,100,30.885
1742899326.821595,269754.000,41889,1,TH,1,100,30.958
1742899326.954596,269887.000,41907,1,TH,1,100,30.958
1742899327.087598,270020.000,41925,1,TH,1,100,30.809
1742899327.221599,270154.000,41942,1,TH,1,100,30.809
1742899327.354600,270287.000,41974,1,TH,1,100,30.898
1742899327.487602,270420.000,41990,1,TH,1,100,30.905
1742899327.621603,270554.000,42008,1,TH,1,100,30.866
1742899327.754605,270687.000,42026,1,TH,1,100,30.866
1742899327.887606,270820.000,42058,1,TH,1,100,30.866
1742899328.021608,270954.000,42075,1,TH,1,100,30.866
1742899328.154609,271087.000,42091,1,TH,1,100,30.892
1742899328.287611,271220.000,42111,2,TH,1,100,30.892
1742899328.420612,271353.000,42111,2,TH,1,100,30.881
1742899328.554613,271487.000,42130,1,TH,1,100,30.888
1742899328.687615,271620.000,42147,1,TH,1,100,30.932
1742899328.820616,271753.000,42163,1,TH,1,100,30.932
1742899328.954618,271887.000,42197,1,TH,1,100,30.927
1742899329.087619,272020.000,42214,1,TH,1,100,30.927
1742899329.220620,272153.000,42230,1,TH,1,100,30.937
1742899329.354622,272287.000,42248,1,TH,1,100,30.937
1742899329.487623,272420.000,42279,1,TH,1,100,30.939
1742899329.620625,272553.000,42298,1,TH,1,100,30.947
1742899329.754626,272687.000,42315,1,TH,1,100,30.827
1742899329.887628,272820.000,42347,1,TH,1,100,30.827
1742899330.020629,272953.000,42363,1,TH,1,100,30.936
1742899330.154630,273087.000,42382,1,TH,1,100,30.936
1742899330.287632,273220.000,42414,1,TH,1,100,30.936
1742899330.420633,273353.000,42430,1,TH,1,100,30.936
1742899330.554635,273487.000,42447,1,TH,1,100,30.944
1742899330.687636,273620.000,42481,1,TH,1,100,30.951
1742899330.820637,273753.000,42499,1,TH,1,100,30.909
1742899330.954639,273887.000,42517,1,TH,1,100,30.909
1742899331.087641,274020.000,42548,1,TH,1,100,30.963
1742899331.220642,274153.000,42565,1,TH,1,100,30.963
1742899331.354643,274287.000,42582,1,TH,1,100,30.968
1742899331.487645,274420.000,42600,1,TH,1,100,30.976
1742899331.620646,274553.000,42632,1,TH,1,100,30.963
1742899331.754647,274687.000,42649,1,TH,1,100,30.963
1742899331.887649,274820.000,42665,1,TH,1,100,30.926
1742899332.020650,274953.000,42690,1,TH,1,100,30.926
1742899332.154652,275087.000,42706,1,TH,1,100,30.868
1742899332.287653,275220.000,42738,1,TH,1,100,30.868
1742899332.420655,275353.000,42755,1,TH,1,100,30.910
1742899332.553656,275486.000,42771,1,TH,1,100,30.910
1742899332.687658,275620.000,42805,1,TH,1,100,30.988
1742899332.820659,275753.000,42822,1,TH,1,100,30.988
1742899332.953660,275886.000,42839,1,TH,1,100,30.973
1742899333.087662,276020.000,42870,1,TH,1,100,30.980
1742899333.220663,276153.000,42887,1,TH,1,100,30.907
1742899333.353665,276286.000,42908,1,TH,1,100,30.907
1742899333.487666,276420.000,42939,1,TH,1,100,31.044
1742899333.620667,276553.000,42957,1,TH,1,100,31.044
1742899333.753669,276686.000,42973,1,TH,1,100,30.997
1742899333.887670,276820.000,42990,1,TH,1,100,31.005
1742899334.020672,276953.000,43022,1,TH,1,100,30.953
1742899334.153673,277086.000,43040,1,TH,1,100,30.953
1742899334.287675,277220.000,43058,1,TH,1,100,31.038
1742899334.420676,277353.000,43089,1,TH,1,100,31.038
1742899334.553678,277486.000,43105,1,TH,1,100,30.988
1742899334.687679,277620.000,43123,1,TH,1,100,30.988
1742899334.820680,277753.000,43158,1,TH,1,100,30.962
1742899334.953682,277886.000,43175,1,TH,1,100,30.962
1742899335.087683,278020.000,43192,1,TH,1,100,30.998
1742899335.220685,278153.000,43224,1,TH,1,100,30.998
1742899335.353686,278286.000,43240,1,TH,1,100,31.042
1742899335.486687,278419.000,43259,1,TH,1,100,31.049
1742899335.620689,278553.000,43293,1,TH,1,100,30.976
1742899335.753690,278686.000,43309,1,TH,1,100,30.976
1742899335.886692,278819.000,43326,1,TH,1,100,31.049
1742899336.020693,278953.000,43344,1,TH,1,100,31.049
1742899336.153695,279086.000,43377,1,TH,1,100,30.966
1742899336.286696,279219.000,43397,1,TH,1,100,30.973
1742899336.420697,279353.000,43415,1,TH,1,100,31.046
1742899336.553699,279486.000,43447,1,TH,1,100,31.039
1742899336.686700,279619.000,43464,1,TH,1,100,31.083
1742899336.820702,279753.000,43482,1,TH,1,100,31.090
1742899336.953703,279886.000,43514,1,TH,1,100,31.035
1742899337.086704,280019.000,43538,1,TH,1,100,31.035
1742899337.220706,280153.000,43554,1,TH,1,100,31.038
1742899337.353707,280286.000,43574,1,TH,1,100,31.038
1742899337.486709,280419.000,43590,1,TH,1,100,31.097
1742899337.620710,280553.000,43626,1,TH,1,100,31.097
1742899337.753712,280686.000,43643,1,TH,1,100,30.983
1742899337.886713,280819.000,43659,1,TH,1,100,30.990
