LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1742899428.003676,370935.000,58428,1,SF,1,100,2.1146
1742899428.270679,371202.000,58478,1,SF,1,100,2.0902
1742899428.603682,371535.000,58530,1,SF,1,100,2.0660
1742899428.937686,371869.000,58581,1,SF,1,100,2.0421
1742899429.270689,372202.000,58635,1,SF,1,100,2.0185
1742899429.670694,372602.000,58702,1,SF,1,100,1.9951
1742899429.937696,372869.000,58754,1,SF,1,100,1.9720
1742899430.270700,373202.000,58803,1,SF,1,100,1.9492
1742899430.603704,373535.000,58853,1,SF,1,100,1.9267
1742899431.003708,373935.000,58918,1,SF,1,100,1.9044
1742899431.270711,374202.000,58971,1,SF,1,100,1.8823
1742899431.603714,374535.000,59019,1,SF,1,100,1.8606
1742899432.003719,374935.000,59086,1,SF,1,100,1.8390
1742899432.270721,375202.000,59135,1,SF,1,100,1.8178
1742899432.603725,375535.000,59186,1,SF,1,100,1.7967
1742899432.936728,375868.000,59236,1,SF,1,100,1.7760
1742899433.336733,376268.000,59305,1,SF,1,100,1.7554
1742899433.603736,376535.000,59355,1,SF,1,100,3.8174
1742899433.936739,376868.000,59408,1,SF,1,100,5.8555
1742899434.403744,377335.000,59481,1,SF,1,100,5.7877
1742899434.603746,377535.000,59513,1,SF,1,100,5.7208
1742899435.003751,377935.000,59582,1,SF,1,100,7.7368
1742899435.269753,378201.000,59632,1,SF,1,100,7.6473
1742899435.603757,378535.000,59683,1,SF,1,100,7.5589
1742899436.003761,378935.000,59750,1,SF,1,100,9.5537
1742899436.336765,379268.000,59800,1,SF,1,100,9.4432
1742899436.603768,379535.000,59851,1,SF,1,100,9.3339
1742899436.936771,379868.000,59903,1,SF,1,100,11.3082
1742899437.336776,380268.000,59968,1,SF,1,100,11.1774
1742899437.603778,380535.000,60019,1,SF,1,100,11.0481
1742899437.936782,380868.000,60067,1,SF,1,100,10.9203
1742899438.336786,381268.000,60137,1,SF,1,100,10.7940
1742899438.603789,381535.000,60191,1,SF,1,100,12.7513
1742899438.936793,381868.000,60239,1,SF,1,100,12.6038
1742899439.269796,382201.000,60290,1,SF,1,100,12.4580
1742899439.602800,382534.000,60345,1,SF,1,100,12.3139
1742899440.002804,382934.000,60412,1,SF,1,100,12.1715
1742899440.269807,383201.000,60461,1,SF,1,100,12.0307
1742899440.602810,383534.000,60512,1,SF,1,100,11.8915
1742899440.936814,383868.000,60562,1,SF,1,100,11.7539
1742899441.336818,384268.000,60629,1,SF,1,100,11.6180
1742899441.602821,384534.000,60677,1,SF,1,100,11.4836
1742899441.935825,384867.000,60730,1,SF,1,100,13.4330
1742899442.335829,385267.000,60797,1,SF,1,100,13.2776
1742899442.602832,385534.000,60847,1,SF,1,100,13.1240
1742899442.935835,385867.000,60898,1,SF,1,100,12.9722
1742899443.269839,386201.000,60946,1,SF,1,100,12.8221
1742899443.669843,386601.000,61015,1,SF,1,100,12.6738
1742899443.935846,386867.000,61066,1,SF,1,100,12.5272
1742899444.269850,387201.000,61116,1,SF,1,100,12.3823
1742899444.602853,387534.000,61170,1,SF,1,100,12.2390
1742899444.935857,387867.000,61224,1,SF,1,100,14.1797
1742899445.335861,388267.000,61291,1,SF,1,100,16.0979
1742899445.602864,388534.000,61342,1,SF,1,100,15.9117
1742899445.935868,388867.000,61390,1,SF,1,100,15.7276
1742899446.335872,389267.000,61457,1,SF,1,100,15.5457
1742899446.602875,389534.000,61508,1,SF,1,100,15.3658
1742899446.935878,389867.000,61558,1,SF,1,100,15.1881
1742899447.268882,390200.000,61609,1,SF,1,100,17.0946
1742899447.668886,390600.000,61676,1,SF,1,100,16.8969
1742899447.935889,390867.000,61726,1,SF,1,100,16.7014
1742899448.268892,391200.000,61779,1,SF,1,100,18.5905
1742899448.601896,391533.000,61829,1,SF,1,100,18.3754
1742899449.001900,391933.000,61896,1,SF,1,100,18.1629
1742899449.268903,392200.000,61947,1,SF,1,100,17.9527
1742899449.601907,392533.000,61997,1,SF,1,100,17.7451
1742899449.935910,392867.000,62055,1,SF,1,100,17.5398
1742899450.268914,393200.000,62103,1,SF,1,100,17.3369
1742899450.668918,393600.000,62170,1,SF,1,100,17.1363
1742899450.935921,393867.000,62219,1,SF,1,100,16.9381
1742899451.268924,394200.000,62267,1,SF,1,100,16.7422
1742899451.601928,394533.000,62320,1,SF,1,100,16.5485
1742899452.001932,394933.000,62387,1,SF,1,100,16.3570
1742899452.268935,395200.000,62435,1,SF,1,100,16.1678
1742899452.601939,395533.000,62487,1,SF,1,100,15.9808
1742899452.934942,395866.000,62536,1,SF,1,100,15.7959
1742899453.334946,396266.000,62605,1,SF,1,100,15.6132
1742899453.601949,396533.000,62654,1,SF,1,100,15.4326
1742899453.934953,396866.000,62704,1,SF,1,100,15.2541
1742899454.334957,397266.000,62769,1,SF,1,100,15.0776
1742899454.601960,397533.000,62824,1,SF,1,100,16.9854
1742899454.934963,397866.000,62862,1,SF,1,100,16.7889
1742899455.267967,398199.000,62913,1,SF,1,100,16.5947
1742899455.667971,398599.000,62978,1,SF,1,100,16.4028
1742899455.934974,398866.000,63030,1,SF,1,100,16.2130
1742899456.267978,399199.000,63079,1,SF,1,100,16.0255
1742899456.667982,399599.000,63146,1,SF,1,100,15.8401
1742899457.001986,399933.000,63194,1,SF,1,100,15.6568
1742899457.267988,400199.000,63247,1,SF,1,100,15.4757
1742899457.601992,400533.000,63295,1,SF,1,100,15.2967
1742899458.001996,400933.000,63364,1,SF,1,100,17.2020
1742899458.267999,401199.000,63415,1,SF,1,100,17.0030
1742899458.601003,401532.000,63466,1,SF,1,100,16.8063
1742899458.935006,401866.000,63516,1,SF,1,100,16.6119
1742899459.335011,402266.000,63583,1,SF,1,100,16.4197
1742899459.601013,402532.000,63633,1,SF,1,100,16.2298
1742899459.935017,402866.000,63689,1,SF,1,100,18.1243
1742899460.268021,403199.000,63740,1,SF,1,100,17.9146
1742899460.601024,403532.000,63791,1,SF,1,100,19.7896
1742899461.001028,403932.000,63858,1,SF,1,100,19.5607
1742899461.268031,404199.000,63908,1,SF,1,100,19.3344
1742899461.601035,404532.000,63959,1,SF,1,100,19.1108
1742899462.001039,404932.000,64024,1,SF,1,100,18.8897
1742899462.268042,405199.000,64074,1,SF,1,100,18.6712
1742899462.601045,405532.000,64124,1,SF,1,100,18.4552
1742899462.934049,405865.000,64175,1,SF,1,100,18.2417
1742899463.334053,406265.000,64243,1,SF,1,100,18.0307
1742899463.601056,406532.000,64296,1,SF,1,100,17.8221
1742899463.934060,406865.000,64345,1,SF,1,100,17.6159
1742899464.334064,407265.000,64412,1,SF,1,100,17.4121
1742899464.668067,407599.000,64464,1,SF,1,100,19.2930
1742899464.934070,407865.000,64514,1,SF,1,100,19.0698
1742899465.267074,408198.000,64570,1,SF,1,100,18.8492
1742899465.601078,408532.000,64620,1,SF,1,100,18.6311
1742899466.001082,408932.000,64685,1,SF,1,100,18.4156
1742899466.267085,409198.000,64736,1,SF,1,100,18.2026
1742899466.601088,409532.000,64785,1,SF,1,100,17.9920
1742899466.934092,409865.000,64837,1,SF,1,100,17.7839
1742899467.334096,410265.000,64902,1,SF,1,100,17.5782
1742899467.601099,410532.000,64952,1,SF,1,100,17.3748
1742899467.934103,410865.000,65001,1,SF,1,100,17.1738
1742899468.334107,411265.000,65073,1,SF,1,100,19.0574
1742899468.601110,411532.000,65122,1,SF,1,100,18.8369
1742899468.934113,411865.000,65173,1,SF,1,100,18.6190
1742899469.267117,412198.000,65221,1,SF,1,100,18.4037
1742899469.667121,412598.000,65288,1,SF,1,100,18.1908
1742899469.934124,412865.000,65339,1,SF,1,100,17.9803
1742899470.267127,413198.000,65394,1,SF,1,100,17.7723
1742899470.600131,413531.000,65447,1,SF,1,100,19.6490
1742899470.934134,413865.000,65497,1,SF,1,100,19.4217
1742899471.334139,414265.000,28,1,SF,1,100,21.2793
1742899471.600142,414531.000,79,1,SF,1,100,21.0331
1742899471.933145,414864.000,127,1,SF,1,100,20.7898
1742899472.333149,415264.000,195,1,SF,1,100,20.5493
1742899472.667153,415598.000,245,1,SF,1,100,20.3116
1742899472.933156,415864.000,295,1,SF,1,100,20.0766
1742899473.267159,416198.000,344,1,SF,1,100,19.8444
1742899473.667164,416598.000,413,1,SF,1,100,19.6148
1742899473.933167,416864.000,463,1,SF,1,100,19.3879
1742899474.267170,417198.000,514,1,SF,1,100,19.1636
1742899474.667174,417598.000,579,1,SF,1,100,18.9419
1742899475.000178,417931.000,629,1,SF,1,100,18.7228
1742899475.333182,418264.000,685,1,SF,1,100,18.5062
1742899475.600184,418531.000,735,1,SF,1,100,18.2921
1742899475.933188,418864.000,784,1,SF,1,100,18.0805
1742899476.333192,419264.000,852,1,SF,1,100,17.8714
1742899476.600195,419531.000,901,1,SF,1,100,17.6646
1742899476.933199,419864.000,954,1,SF,1,100,19.5426
1742899477.266202,420197.000,1002,1,SF,1,100,19.3165
1742899477.666206,420597.000,1069,1,SF,1,100,19.0930
1742899477.933209,420864.000,1120,1,SF,1,100,18.8722
1742899478.266213,421197.000,1170,1,SF,1,100,18.6538
1742899478.666217,421597.000,1237,1,SF,1,100,18.4381
1742899478.933220,421864.000,1288,1,SF,1,100,18.2248
1742899479.266223,422197.000,1338,1,SF,1,100,18.0139
1742899479.599227,422530.000,1389,1,SF,1,100,17.8055
1742899479.999231,422930.000,1454,1,SF,1,100,17.5996
1742899480.266234,423197.000,1504,1,SF,1,100,17.3960
1742899480.666239,423597.000,1560,1,SF,1,100,17.1947
1742899480.933241,423864.000,1610,1,SF,1,100,16.9958
1742899481.266245,424197.000,1659,1,SF,1,100,16.7992
1742899481.666249,424597.000,1728,1,SF,1,100,18.6871
1742899481.933252,424864.000,1778,1,SF,1,100,18.4710
1742899482.266256,425197.000,1831,1,SF,1,100,20.3395
1742899482.599259,425530.000,1879,1,SF,1,100,20.1043
1742899482.999264,425930.000,1946,1,SF,1,100,19.8717
1742899483.266266,426197.000,1999,1,SF,1,100,19.6418
1742899483.599270,426530.000,2051,1,SF,1,100,21.4968
1742899483.999274,426930.000,2118,1,SF,1,100,21.2482
1742899484.266277,427197.000,2167,1,SF,1,100,21.0024
1742899484.599281,427530.000,2218,1,SF,1,100,20.7594
1742899484.999285,427930.000,2283,1,SF,1,100,20.5193
1742899485.332288,428263.000,2335,1,SF,1,100,20.2819
1742899485.599291,428530.000,2388,1,SF,1,100,20.0473
1742899485.932295,428863.000,2439,1,SF,1,100,19.8154
1742899486.332299,429263.000,2506,1,SF,1,100,19.5861
1742899486.665303,429596.000,2556,1,SF,1,100,19.3596
1742899486.999306,429930.000,2607,1,SF,1,100,19.1356
1742899487.265309,430196.000,2657,1,SF,1,100,18.9143
1742899487.599313,430530.000,2706,1,SF,1,100,18.6954
1742899487.999317,430930.000,2773,1,SF,1,100,18.4792
1742899488.265320,431196.000,2823,1,SF,1,100,18.2654
1742899488.599323,431530.000,2874,1,SF,1,100,18.0541
1742899488.998327,431929.000,2942,1,SF,1,100,17.8453
1742899489.332331,432263.000,2991,1,SF,1,100,17.6388
1742899489.598334,432529.000,3042,1,SF,1,100,17.4348
1742899489.932338,432863.000,3090,1,SF,1,100,17.2331
1742899490.332342,433263.000,3157,1,SF,1,100,17.0337
1742899490.598345,433529.000,3213,1,SF,1,100,16.8367
1742899490.932348,433863.000,3263,1,SF,1,100,16.6419
1742899491.265352,434196.000,3312,1,SF,1,100,16.4494
1742899491.665356,434596.000,3379,1,SF,1,100,16.2591
1742899491.932359,434863.000,3429,1,SF,1,100,16.0710
1742899492.265363,435196.000,3480,1,SF,1,100,15.8851
1742899492.665367,435596.000,3545,1,SF,1,100,15.7014
1742899492.931370,435862.000,3595,1,SF,1,100,15.5197
1742899493.265373,436196.000,3645,1,SF,1,100,15.3402
1742899493.665377,436596.000,3715,1,SF,1,100,15.1627
1742899493.998381,436929.000,3763,1,SF,1,100,14.9873
1742899494.265384,437196.000,3814,1,SF,1,100,14.8140
1742899494.598387,437529.000,3862,1,SF,1,100,14.6426
1742899494.998392,437929.000,3929,1,SF,1,100,14.4732
1742899495.264395,438195.000,3980,1,SF,1,100,14.3058
1742899495.598398,438529.000,4028,1,SF,1,100,14.1403
1742899495.998402,438929.000,4100,1,SF,1,100,13.9767
1742899496.331406,439262.000,4151,1,SF,1,100,13.8150
1742899496.598409,439529.000,4201,1,SF,1,100,13.6552
1742899496.931412,439862.000,4250,1,SF,1,100,13.4972
1742899497.331417,440262.000,4317,1,SF,1,100,13.3411
1742899497.598419,440529.000,4365,1,SF,1,100,13.1868
1742899497.931423,440862.000,4418,1,SF,1,100,13.0342
1742899498.264426,441195.000,4466,1,SF,1,100,12.8835
1742899498.664431,441595.000,4535,1,SF,1,100,12.7344
1742899498.997434,441928.000,4584,1,SF,1,100,12.5871
1742899499.264437,442195.000,4636,1,SF,1,100,12.4415
1742899499.597441,442528.000,4685,1,SF,1,100,12.2976
1742899499.997445,442928.000,4752,1,SF,1,100,12.1553
1742899500.264448,443195.000,4800,1,SF,1,100,12.0147
1742899500.597451,443528.000,4851,1,SF,1,100,11.8757
1742899500.931455,443862.000,4906,1,SF,1,100,11.7383
