LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1742899324.680572,267613.000,41531,1,SF,1,100,13.9425
1742899324.946575,267879.000,41579,1,SF,1,100,13.7812
1742899325.279578,268212.000,41632,1,SF,1,100,13.6218
1742899325.613582,268546.000,41680,1,SF,1,100,13.4642
1742899325.946585,268879.000,41731,1,SF,1,100,13.3084
1742899326.346590,269279.000,41796,1,SF,1,100,13.1545
1742899326.613593,269546.000,41848,1,SF,1,100,13.0023
1742899327.013597,269946.000,41900,1,SF,1,100,12.8519
1742899327.279600,270212.000,41952,1,SF,1,100,12.7032
1742899327.613603,270546.000,42001,1,SF,1,100,12.5563
1742899327.946607,270879.000,42051,1,SF,1,100,12.4110
1742899328.412612,271345.000,42104,1,SF,1,100,12.2675
1742899328.612614,271545.000,42123,1,SF,1,100,12.1255
1742899329.012618,271945.000,42191,1,SF,1,100,11.9853
1742899329.346622,272279.000,42241,1,SF,1,100,11.8466
1742899329.612625,272545.000,42291,1,SF,1,100,11.7096
1742899329.946628,272879.000,42340,1,SF,1,100,11.5741
1742899330.346632,273279.000,42407,1,SF,1,100,11.4402
1742899330.612635,273545.000,42457,1,SF,1,100,11.3079
1742899330.946639,273879.000,42510,1,SF,1,100,13.2593
1742899331.279642,274212.000,42558,1,SF,1,100,13.1060
1742899331.679647,274612.000,42625,1,SF,1,100,12.9543
1742899332.012650,274945.000,42683,1,SF,1,100,12.8045
1742899332.345654,275278.000,42731,1,SF,1,100,12.6564
1742899332.612657,275545.000,42782,1,SF,1,100,12.5100
1742899332.945660,275878.000,42832,1,SF,1,100,12.3652
1742899333.345665,276278.000,42901,1,SF,1,100,12.2222
1742899333.612667,276545.000,42950,1,SF,1,100,12.0808
1742899333.945671,276878.000,43000,1,SF,1,100,11.9411
1742899334.279675,277212.000,43051,1,SF,1,100,11.8029
1742899334.679679,277612.000,43116,1,SF,1,100,11.6664
1742899334.945682,277878.000,43168,1,SF,1,100,13.6137
1742899335.279685,278212.000,43217,1,SF,1,100,13.4562
1742899335.679689,278612.000,43287,1,SF,1,100,15.3828
1742899336.012693,278945.000,43337,1,SF,1,100,15.2048
1742899336.279696,279212.000,43390,1,SF,1,100,17.1112
1742899336.612700,279545.000,43440,1,SF,1,100,16.9133
1742899337.012704,279945.000,43507,1,SF,1,100,16.7176
1742899337.345707,280278.000,43565,1,SF,1,100,16.5242
1742899337.678711,280611.000,43617,1,SF,1,100,18.4153
1742899337.945714,280878.000,43670,1,SF,1,100,20.2845
1742899338.278717,281211.000,43720,1,SF,1,100,20.0499
1742899338.678721,281611.000,43787,1,SF,1,100,19.8179
1742899338.945724,281878.000,43838,1,SF,1,100,19.5887
1742899339.278728,282211.000,43887,1,SF,1,100,19.3621
1742899339.611732,282544.000,43941,1,SF,1,100,21.2204
1742899340.011736,282944.000,44006,1,SF,1,100,20.9749
1742899340.278738,283211.000,44056,1,SF,1,100,20.7322
1742899340.611742,283544.000,44105,1,SF,1,100,20.4924
1742899341.011746,283944.000,44172,1,SF,1,100,20.2553
1742899341.278749,284211.000,44222,1,SF,1,100,20.0210
1742899341.611753,284544.000,44273,1,SF,1,100,19.7894
1742899341.944757,284877.000,44321,1,SF,1,100,19.5605
1742899342.278760,285211.000,44379,1,SF,1,100,19.3342
1742899342.678764,285611.000,44444,1,SF,1,100,19.1106
1742899342.944767,285877.000,44494,1,SF,1,100,18.8895
1742899343.278771,286211.000,44545,1,SF,1,100,18.6710
1742899343.611774,286544.000,44595,1,SF,1,100,18.4550
1742899344.011779,286944.000,44662,1,SF,1,100,18.2415
1742899344.278781,287211.000,44711,1,SF,1,100,18.0305
1742899344.611785,287544.000,44761,1,SF,1,100,17.8219
1742899345.011789,287944.000,44826,1,SF,1,100,17.6157
1742899345.278792,288211.000,44879,1,SF,1,100,17.4120
1742899345.611796,288544.000,44927,1,SF,1,100,17.2105
1742899345.944799,288877.000,44978,1,SF,1,100,17.0114
1742899346.344803,289277.000,45043,1,SF,1,100,16.8147
1742899346.611806,289544.000,45095,1,SF,1,100,16.6201
1742899346.944810,289877.000,45144,1,SF,1,100,16.4279
1742899347.344814,290277.000,45218,1,SF,1,100,18.3201
1742899347.677818,290610.000,45267,1,SF,1,100,18.1082
1742899348.011821,290944.000,45319,1,SF,1,100,17.8987
1742899348.344825,291277.000,45371,1,SF,1,100,19.7739
1742899348.610828,291543.000,45424,1,SF,1,100,19.5451
1742899348.944831,291877.000,45472,1,SF,1,100,19.3190
1742899349.344836,292277.000,45539,1,SF,1,100,19.0956
1742899349.677839,292610.000,45588,1,SF,1,100,18.8747
1742899349.944842,292877.000,45640,1,SF,1,100,18.6563
1742899350.277845,293210.000,45689,1,SF,1,100,18.4405
1742899350.677850,293610.000,45756,1,SF,1,100,18.2272
1742899350.944853,293877.000,45804,1,SF,1,100,18.0163
1742899351.277856,294210.000,45855,1,SF,1,100,17.8079
1742899351.610860,294543.000,45905,1,SF,1,100,17.6019
1742899352.010864,294943.000,45970,1,SF,1,100,17.3983
1742899352.277867,295210.000,46021,1,SF,1,100,17.1970
1742899352.610870,295543.000,46061,1,SF,1,100,19.0803
1742899353.010875,295943.000,46130,1,SF,1,100,18.8596
1742899353.277878,296210.000,46181,1,SF,1,100,18.6414
1742899353.610881,296543.000,46233,1,SF,1,100,18.4258
1742899353.943885,296876.000,46284,1,SF,1,100,20.2949
1742899354.343889,297276.000,46351,1,SF,1,100,20.0601
1742899354.610892,297543.000,46401,1,SF,1,100,19.8281
1742899354.943895,297876.000,46452,1,SF,1,100,19.5987
1742899355.343899,298276.000,46517,1,SF,1,100,19.3720
1742899355.610902,298543.000,46567,1,SF,1,100,19.1479
1742899355.943906,298876.000,46617,1,SF,1,100,18.9264
1742899356.276910,299209.000,46668,1,SF,1,100,18.7074
1742899356.676914,299609.000,46733,1,SF,1,100,18.4910
1742899356.943917,299876.000,46784,1,SF,1,100,18.2771
1742899357.276920,300209.000,46832,1,SF,1,100,18.0657
1742899357.610924,300543.000,46890,1,SF,1,100,17.8567
1742899357.943927,300876.000,46940,1,SF,1,100,17.6501
1742899358.343932,301276.000,47009,1,SF,1,100,17.4460
1742899358.609935,301542.000,47060,1,SF,1,100,17.2441
1742899358.943938,301876.000,47108,1,SF,1,100,17.0447
1742899359.343942,302276.000,47175,1,SF,1,100,16.8475
1742899359.609945,302542.000,47226,1,SF,1,100,18.7348
1742899359.943949,302876.000,47278,1,SF,1,100,18.5181
1742899360.276952,303209.000,47327,1,SF,1,100,18.3039
1742899360.676957,303609.000,47394,1,SF,1,100,18.0922
1742899360.943959,303876.000,47442,1,SF,1,100,17.8829
1742899361.276963,304209.000,47493,1,SF,1,100,17.6760
1742899361.676967,304609.000,47558,1,SF,1,100,17.4715
1742899361.943970,304876.000,47610,1,SF,1,100,17.2694
1742899362.276974,305209.000,47659,1,SF,1,100,17.0696
1742899362.609977,305542.000,47709,1,SF,1,100,16.8722
1742899362.942981,305875.000,47765,1,SF,1,100,16.6770
1742899363.342985,306275.000,47834,1,SF,1,100,16.4841
1742899363.609988,306542.000,47884,1,SF,1,100,16.2934
1742899363.942991,306875.000,47934,1,SF,1,100,16.1049
1742899364.276995,307209.000,47983,1,SF,1,100,15.9186
1742899364.676999,307609.000,48050,1,SF,1,100,15.7344
1742899364.943002,307875.000,48101,1,SF,1,100,15.5524
1742899365.276006,308208.000,48149,1,SF,1,100,15.3725
1742899365.676010,308608.000,48216,1,SF,1,100,15.1947
1742899365.943013,308875.000,48267,1,SF,1,100,15.0189
1742899366.276016,309208.000,48317,1,SF,1,100,14.8452
1742899366.610020,309542.000,48366,1,SF,1,100,14.6734
1742899367.010024,309942.000,48433,1,SF,1,100,14.5037
1742899367.276027,310208.000,48483,1,SF,1,100,14.3359
1742899367.610031,310542.000,48532,1,SF,1,100,14.1701
1742899367.943034,310875.000,48587,1,SF,1,100,14.0062
1742899368.276038,311208.000,48636,1,SF,1,100,13.8441
1742899368.676042,311608.000,48705,1,SF,1,100,13.6840
1742899368.943045,311875.000,48753,1,SF,1,100,13.5257
1742899369.276048,312208.000,48804,1,SF,1,100,13.3692
1742899369.676053,312608.000,48870,1,SF,1,100,13.2146
1742899369.943056,312875.000,48921,1,SF,1,100,13.0617
1742899370.276059,313208.000,48970,1,SF,1,100,12.9106
1742899370.609063,313541.000,49020,1,SF,1,100,12.7613
1742899371.009067,313941.000,49085,1,SF,1,100,12.6136
1742899371.276070,314208.000,49138,1,SF,1,100,12.4677
1742899371.609073,314541.000,49186,1,SF,1,100,12.3235
1742899372.009078,314941.000,49253,1,SF,1,100,12.1809
1742899372.276080,315208.000,49302,1,SF,1,100,12.0400
1742899372.609084,315541.000,49354,1,SF,1,100,11.9007
1742899372.942088,315874.000,49408,1,SF,1,100,11.7631
1742899373.276091,316208.000,49458,1,SF,1,100,11.6270
1742899373.676095,316608.000,49525,1,SF,1,100,11.4925
1742899373.942098,316874.000,49576,1,SF,1,100,11.3595
1742899374.276102,317208.000,49626,1,SF,1,100,11.2281
1742899374.676106,317608.000,49691,1,SF,1,100,11.0983
1742899375.009110,317941.000,49742,1,SF,1,100,10.9699
1742899375.276113,318208.000,49792,1,SF,1,100,10.8430
1742899375.609116,318541.000,49846,1,SF,1,100,10.7175
1742899376.009120,318941.000,49911,1,SF,1,100,10.5936
1742899376.275123,319207.000,49962,1,SF,1,100,10.4710
1742899376.609127,319541.000,50014,1,SF,1,100,10.3499
1742899376.942130,319874.000,50065,1,SF,1,100,10.2301
1742899377.342134,320274.000,50130,1,SF,1,100,10.1118
1742899377.609138,320541.000,50181,1,SF,1,100,9.9948
1742899377.942141,320874.000,50229,1,SF,1,100,9.8792
1742899378.275145,321207.000,50287,1,SF,1,100,9.7649
1742899378.675149,321607.000,50354,1,SF,1,100,9.6520
1742899378.942152,321874.000,50404,1,SF,1,100,9.5403
1742899379.275155,322207.000,50455,1,SF,1,100,9.4299
1742899379.608159,322540.000,50505,1,SF,1,100,9.3209
1742899380.008163,322940.000,50572,1,SF,1,100,11.2953
1742899380.275166,323207.000,50621,1,SF,1,100,11.1646
1742899380.608170,323540.000,50671,1,SF,1,100,11.0355
1742899381.008174,323940.000,50738,1,SF,1,100,10.9078
1742899381.275177,324207.000,50789,1,SF,1,100,10.7816
1742899381.608180,324540.000,50837,1,SF,1,100,10.6569
1742899381.941184,324873.000,50888,1,SF,1,100,10.5336
1742899382.341188,325273.000,50953,1,SF,1,100,10.4118
1742899382.675192,325607.000,51005,1,SF,1,100,10.2913
1742899382.941194,325873.000,51054,1,SF,1,100,10.1723
1742899383.275198,326207.000,51111,1,SF,1,100,10.0546
1742899383.608202,326540.000,51162,1,SF,1,100,9.9383
1742899384.008206,326940.000,51229,1,SF,1,100,9.8233
1742899384.341209,327273.000,51277,1,SF,1,100,9.7097
1742899384.608212,327540.000,51330,1,SF,1,100,9.5974
1742899384.941216,327873.000,51378,1,SF,1,100,9.4863
1742899385.341220,328273.000,51443,1,SF,1,100,9.3766
1742899385.608223,328540.000,51494,1,SF,1,100,9.2681
1742899385.941226,328873.000,51543,1,SF,1,100,9.1609
1742899386.274230,329206.000,51595,1,SF,1,100,9.0549
1742899386.674234,329606.000,51660,1,SF,1,100,8.9502
1742899386.941237,329873.000,51710,1,SF,1,100,8.8467
1742899387.274241,330206.000,51759,1,SF,1,100,8.7443
1742899387.674245,330606.000,51826,1,SF,1,100,8.6432
1742899387.941248,330873.000,51876,1,SF,1,100,8.5432
1742899388.341252,331273.000,51932,1,SF,1,100,8.4444
1742899388.607255,331539.000,51984,1,SF,1,100,8.3467
1742899388.941258,331873.000,52035,1,SF,1,100,8.2501
1742899389.341263,332273.000,52100,1,SF,1,100,8.1547
1742899389.607266,332539.000,52150,1,SF,1,100,8.0603
1742899389.941269,332873.000,52199,1,SF,1,100,7.9671
1742899390.274273,333206.000,52249,1,SF,1,100,7.8749
1742899390.674277,333606.000,52316,1,SF,1,100,7.7838
1742899390.941280,333873.000,52365,1,SF,1,100,7.6938
1742899391.274283,334206.000,52415,1,SF,1,100,7.6048
1742899391.674288,334606.000,52480,1,SF,1,100,7.5168
1742899391.940290,334872.000,52533,1,SF,1,100,7.4299
1742899392.274294,335206.000,52581,1,SF,1,100,7.3439
1742899392.674298,335606.000,52648,1,SF,1,100,7.2590
1742899393.007302,335939.000,52697,1,SF,1,100,7.1750
1742899393.274305,336206.000,52747,1,SF,1,100,7.0920
1742899393.607308,336539.000,52805,1,SF,1,100,7.0099
1742899393.940312,336872.000,52854,1,SF,1,100,6.9289
1742899394.340316,337272.000,52921,1,SF,1,100,6.8487
1742899394.674320,337606.000,52971,1,SF,1,100,6.7695
1742899394.940323,337872.000,53021,1,SF,1,100,6.6912
1742899395.274326,338206.000,53070,1,SF,1,100,6.6138
1742899395.674330,338606.000,53137,1,SF,1,100,6.5373
1742899395.940333,338872.000,53187,1,SF,1,100,6.4616
1742899396.273337,339205.000,53236,1,SF,1,100,6.3869
1742899396.673341,339605.000,53303,1,SF,1,100,6.3130
1742899397.007345,339939.000,53351,1,SF,1,100,6.2400
1742899397.273348,340205.000,53404,1,SF,1,100,6.1678
1742899397.607351,340539.000,53452,1,SF,1,100,6.0964
1742899398.007355,340939.000,53519,1,SF,1,100,6.0259
1742899398.273358,341205.000,53568,1,SF,1,100,5.9562
1742899398.673362,341605.000,53625,1,SF,1,100,5.8873
1742899398.940365,341872.000,53674,1,SF,1,100,5.8192
1742899399.273369,342205.000,53724,1,SF,1,100,5.7519
1742899399.673373,342605.000,53789,1,SF,1,100,5.6853
1742899399.940376,342872.000,53842,1,SF,1,100,5.6196
1742899400.273380,343205.000,53891,1,SF,1,100,5.5546
1742899400.673384,343605.000,53960,1,SF,1,100,5.4903
1742899401.006387,343938.000,54010,1,SF,1,100,5.4268
1742899401.273390,344205.000,54064,1,SF,1,100,5.3640
1742899401.606394,344538.000,54113,1,SF,1,100,5.3020
1742899402.006398,344938.000,54180,1,SF,1,100,5.2406
1742899402.273401,345205.000,54228,1,SF,1,100,5.1800
1742899402.606405,345538.000,54278,1,SF,1,100,5.1201
1742899402.939408,345871.000,54329,1,SF,1,100,5.0609
1742899403.339412,346271.000,54396,1,SF,1,100,5.0023
1742899403.673416,346605.000,54454,1,SF,1,100,4.9444
1742899403.939419,346871.000,54504,1,SF,1,100,4.8872
1742899404.273422,347205.000,54555,1,SF,1,100,4.8307
1742899404.606426,347538.000,54603,1,SF,1,100,4.7748
1742899405.006430,347938.000,54670,1,SF,1,100,4.7196
1742899405.272433,348204.000,54721,1,SF,1,100,4.6650
1742899405.606436,348538.000,54771,1,SF,1,100,4.6110
1742899406.006441,348938.000,54836,1,SF,1,100,4.5577
1742899406.272444,349204.000,54887,1,SF,1,100,4.5050
1742899406.606447,349538.000,54936,1,SF,1,100,4.4529
1742899406.939451,349871.000,54988,1,SF,1,100,4.4013
1742899407.339455,350271.000,55053,1,SF,1,100,4.3504
1742899407.606458,350538.000,55103,1,SF,1,100,4.3001
1742899407.939461,350871.000,55152,1,SF,1,100,4.2504
1742899408.339466,351271.000,55221,1,SF,1,100,4.2012
1742899408.606469,351538.000,55271,1,SF,1,100,4.1526
1742899409.005473,351937.000,55324,1,SF,1,100,4.1046
1742899409.272476,352204.000,55376,1,SF,1,100,4.0571
1742899409.605479,352537.000,55425,1,SF,1,100,4.0101
1742899410.005484,352937.000,55492,1,SF,1,100,3.9638
1742899410.272486,353204.000,55540,1,SF,1,100,3.9179
1742899410.605490,353537.000,55592,1,SF,1,100,3.8726
1742899410.939494,353871.000,55641,1,SF,1,100,3.8278
1742899411.338498,354270.000,55708,1,SF,1,100,3.7835
1742899411.605501,354537.000,55757,1,SF,1,100,3.7397
1742899411.938504,354870.000,55807,1,SF,1,100,3.6965
1742899412.338508,355270.000,55872,1,SF,1,100,3.6537
1742899412.605511,355537.000,55925,1,SF,1,100,3.6114
1742899412.938515,355870.000,55973,1,SF,1,100,3.5697
1742899413.272518,356204.000,56022,1,SF,1,100,3.5284
1742899413.672523,356604.000,56091,1,SF,1,100,3.4876
1742899414.005526,356937.000,56148,1,SF,1,100,3.4472
1742899414.272529,357204.000,56197,1,SF,1,100,3.4073
1742899414.605533,357537.000,56247,1,SF,1,100,3.3679
1742899414.938536,357870.000,56298,1,SF,1,100,3.3290
1742899415.338541,358270.000,56363,1,SF,1,100,3.2904
1742899415.605543,358537.000,56413,1,SF,1,100,3.2524
1742899415.938547,358870.000,56462,1,SF,1,100,3.2148
1742899416.338551,359270.000,56530,1,SF,1,100,3.1776
1742899416.671555,359603.000,56579,1,SF,1,100,3.1408
1742899416.938558,359870.000,56630,1,SF,1,100,3.1045
1742899417.271561,360203.000,56678,1,SF,1,100,3.0686
1742899417.605565,360537.000,56731,1,SF,1,100,3.0331
1742899418.004569,360936.000,56796,1,SF,1,100,2.9980
1742899418.271572,361203.000,56846,1,SF,1,100,2.9633
1742899418.604575,361536.000,56899,1,SF,1,100,2.9290
1742899419.004580,361936.000,56955,1,SF,1,100,2.8951
1742899419.338583,362270.000,57005,1,SF,1,100,2.8616
1742899419.604586,362536.000,57056,1,SF,1,100,2.8285
1742899419.938590,362870.000,57104,1,SF,1,100,2.7958
1742899420.338594,363270.000,57169,1,SF,1,100,2.7635
1742899420.604597,363536.000,57222,1,SF,1,100,2.7315
1742899420.938600,363870.000,57270,1,SF,1,100,2.6999
1742899421.337605,364269.000,57337,1,SF,1,100,2.6687
1742899421.671608,364603.000,57386,1,SF,1,100,2.6378
1742899421.937611,364869.000,57438,1,SF,1,100,2.6073
1742899422.271615,365203.000,57487,1,SF,1,100,2.5771
1742899422.671619,365603.000,57554,1,SF,1,100,2.5473
1742899422.937622,365869.000,57602,1,SF,1,100,2.5179
1742899423.271625,366203.000,57654,1,SF,1,100,2.4887
1742899423.604629,366536.000,57705,1,SF,1,100,2.4599
1742899424.004633,366936.000,57772,1,SF,1,100,2.4315
1742899424.337637,367269.000,57830,1,SF,1,100,2.4034
1742899424.604640,367536.000,57881,1,SF,1,100,2.3755
1742899424.937643,367869.000,57930,1,SF,1,100,2.3481
1742899425.270647,368202.000,57980,1,SF,1,100,2.3209
1742899425.670651,368602.000,58045,1,SF,1,100,2.2941
1742899425.937654,368869.000,58098,1,SF,1,100,2.2675
1742899426.270657,369202.000,58146,1,SF,1,100,2.2413
1742899426.670662,369602.000,58213,1,SF,1,100,2.2154
1742899427.004665,369936.000,58262,1,SF,1,100,2.1897
1742899427.270668,370202.000,58312,1,SF,1,100,2.1644
1742899427.604671,370536.000,58363,1,SF,1,100,2.1394
