LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1742899332.955160,275887.500,42849,4,EM,1,100,RB
1742899333.005411,275937.750,42849,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899333.055661,275988.000,42849,4,EM,1,100,PS
1742899333.105912,276038.250,42880,4,EM,1,100,RS
1742899333.156163,276088.500,42880,4,EM,1,100,RB
1742899333.206413,276138.750,42880,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899333.256664,276189.000,42880,4,EM,1,100,PS
1742899333.306914,276239.250,42918,4,EM,1,100,RS
1742899333.357165,276289.500,42918,4,EM,1,100,RB
1742899333.407415,276339.750,42918,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899333.457666,276390.000,42918,4,EM,1,100,PS
1742899333.507916,276440.250,42949,4,EM,1,100,RS
1742899333.558167,276490.500,42949,4,EM,1,100,RB
1742899333.608417,276540.750,42949,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899333.658668,276591.000,42949,4,EM,1,100,PS
1742899333.708918,276641.250,42983,4,EM,1,100,RS
1742899333.759169,276691.500,42983,4,EM,1,100,RB
1742899333.809419,276741.750,42983,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899333.859670,276792.000,42983,4,EM,1,100,PS
1742899333.909920,276842.250,43015,4,EM,1,100,RS
1742899333.960171,276892.500,43015,4,EM,1,100,RB
1742899334.010422,276942.750,43015,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899334.060672,276993.000,43015,4,EM,1,100,PS
1742899334.110923,277043.250,43050,4,EM,1,100,RS
1742899334.161173,277093.500,43050,4,EM,1,100,RB
1742899334.211424,277143.750,43050,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899334.261674,277194.000,43050,4,EM,1,100,PS
1742899334.311925,277244.250,43082,4,EM,1,100,RS
1742899334.362175,277294.500,43082,4,EM,1,100,RB
1742899334.412426,277344.750,43082,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899334.462677,277395.000,43082,4,EM,1,100,PS
1742899334.512927,277445.250,43115,4,EM,1,100,RS
1742899334.563178,277495.500,43115,4,EM,1,100,RB
1742899334.613428,277545.750,43115,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899334.663679,277596.000,43115,4,EM,1,100,PS
1742899334.714679,277647.000,43147,4,EM,1,100,RS
1742899334.765680,277698.000,43147,4,EM,1,100,RB
1742899334.816680,277749.000,43147,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899334.867681,277800.000,43147,4,EM,1,100,PS
1742899334.917931,277850.250,43185,4,EM,1,100,RS
1742899334.968182,277900.500,43185,4,EM,1,100,RB
1742899335.018432,277950.750,43185,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899335.068683,278001.000,43185,4,EM,1,100,PS
1742899335.118933,278051.250,43216,4,EM,1,100,RS
1742899335.169184,278101.500,43216,4,EM,1,100,RB
1742899335.219434,278151.750,43216,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899335.269685,278202.000,43216,4,EM,1,100,PS
1742899335.319936,278252.250,43250,4,EM,1,100,RS
1742899335.370186,278302.500,43250,4,EM,1,100,RB
1742899335.420437,278352.750,43250,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899335.470687,278403.000,43250,4,EM,1,100,PS
1742899335.520938,278453.250,43284,4,EM,1,100,RS
1742899335.571188,278503.500,43284,4,EM,1,100,RB
1742899335.621439,278553.750,43284,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899335.671689,278604.000,43284,4,EM,1,100,PS
1742899335.721940,278654.250,43319,4,EM,1,100,RS
1742899335.772191,278704.500,43319,4,EM,1,100,RB
1742899335.822441,278754.750,43319,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899335.872692,278805.000,43319,4,EM,1,100,PS
1742899335.922942,278855.250,43354,4,EM,1,100,RS
1742899335.973193,278905.500,43354,4,EM,1,100,RB
1742899336.023443,278955.750,43354,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899336.073694,279006.000,43354,4,EM,1,100,PS
1742899336.124444,279056.750,43387,4,EM,1,100,RS
1742899336.175195,279107.500,43387,4,EM,1,100,RB
1742899336.225945,279158.250,43387,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899336.276696,279209.000,43387,4,EM,1,100,PS
1742899336.326946,279259.250,43425,4,EM,1,100,RS
1742899336.377197,279309.500,43425,4,EM,1,100,RB
1742899336.427448,279359.750,43425,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899336.477698,279410.000,43425,4,EM,1,100,PS
1742899336.528698,279461.000,43457,4,EM,1,100,RS
1742899336.579699,279512.000,43457,4,EM,1,100,RB
1742899336.630700,279563.000,43457,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899336.681700,279614.000,43457,4,EM,1,100,PS
1742899336.731701,279664.000,43492,4,EM,1,100,RS
1742899336.781701,279714.000,43492,4,EM,1,100,RB
1742899336.831702,279764.000,43492,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899336.881702,279814.000,43492,4,EM,1,100,PS
1742899336.953953,279886.250,43531,4,EM,1,100,RS
1742899337.026204,279958.500,43531,4,EM,1,100,RB
1742899337.098455,280030.750,43531,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899337.170705,280103.000,43531,4,EM,1,100,PS
1742899337.221456,280153.750,43564,4,EM,1,100,RS
1742899337.272207,280204.500,43564,4,EM,1,100,RB
1742899337.322957,280255.250,43564,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899337.373708,280306.000,43564,4,EM,1,100,PS
1742899337.423958,280356.250,43600,4,EM,1,100,RS
1742899337.474209,280406.500,43600,4,EM,1,100,RB
1742899337.524459,280456.750,43600,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899337.574710,280507.000,43600,4,EM,1,100,PS
1742899337.624960,280557.250,43636,4,EM,1,100,RS
1742899337.675211,280607.500,43636,4,EM,1,100,RB
1742899337.725461,280657.750,43636,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899337.775712,280708.000,43636,4,EM,1,100,PS
1742899337.825962,280758.250,43669,4,EM,1,100,RS
1742899337.876213,280808.500,43669,4,EM,1,100,RB
1742899337.926463,280858.750,43669,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899337.976714,280909.000,43669,4,EM,1,100,PS
1742899338.026965,280959.250,43701,4,EM,1,100,RS
1742899338.077215,281009.500,43701,4,EM,1,100,RB
1742899338.127466,281059.750,43701,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899338.177716,281110.000,43701,4,EM,1,100,PS
1742899338.227967,281160.250,43739,4,EM,1,100,RS
1742899338.278217,281210.500,43739,4,EM,1,100,RB
1742899338.328468,281260.750,43739,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899338.378718,281311.000,43739,4,EM,1,100,PS
1742899338.428969,281361.250,43770,4,EM,1,100,RS
1742899338.479219,281411.500,43770,4,EM,1,100,RB
1742899338.529470,281461.750,43770,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899338.579720,281512.000,43770,4,EM,1,100,PS
1742899338.629971,281562.250,43804,4,EM,1,100,RS
1742899338.680222,281612.500,43804,4,EM,1,100,RB
1742899338.730472,281662.750,43804,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899338.780723,281713.000,43804,4,EM,1,100,PS
1742899338.830973,281763.250,43835,4,EM,1,100,RS
1742899338.881224,281813.500,43835,4,EM,1,100,RB
1742899338.931474,281863.750,43835,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899338.981725,281914.000,43835,4,EM,1,100,PS
1742899339.031975,281964.250,43871,4,EM,1,100,RS
1742899339.082226,282014.500,43871,4,EM,1,100,RB
1742899339.132476,282064.750,43871,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899339.182727,282115.000,43871,4,EM,1,100,PS
1742899339.232977,282165.250,43903,4,EM,1,100,RS
1742899339.283228,282215.500,43903,4,EM,1,100,RB
1742899339.333478,282265.750,43903,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899339.383729,282316.000,43903,4,EM,1,100,PS
1742899339.434730,282367.000,43938,4,EM,1,100,RS
1742899339.485730,282418.000,43938,4,EM,1,100,RB
1742899339.536731,282469.000,43938,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899339.587731,282520.000,43938,4,EM,1,100,PS
1742899339.637982,282570.250,43972,4,EM,1,100,RS
1742899339.688232,282620.500,43972,4,EM,1,100,RB
1742899339.738483,282670.750,43972,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899339.788733,282721.000,43972,4,EM,1,100,PS
1742899339.838984,282771.250,44005,4,EM,1,100,RS
1742899339.889235,282821.500,44005,4,EM,1,100,RB
1742899339.939485,282871.750,44005,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899339.989736,282922.000,44005,4,EM,1,100,PS
1742899340.039986,282972.250,44039,4,EM,1,100,RS
1742899340.090237,283022.500,44039,4,EM,1,100,RB
1742899340.140487,283072.750,44039,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899340.190738,283123.000,44039,4,EM,1,100,PS
1742899340.240988,283173.250,44073,4,EM,1,100,RS
1742899340.291239,283223.500,44073,4,EM,1,100,RB
1742899340.341489,283273.750,44073,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899340.391740,283324.000,44073,4,EM,1,100,PS
1742899340.441990,283374.250,44104,4,EM,1,100,RS
1742899340.492241,283424.500,44104,4,EM,1,100,RB
1742899340.542491,283474.750,44104,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899340.592742,283525.000,44104,4,EM,1,100,PS
1742899340.642992,283575.250,44138,4,EM,1,100,RS
1742899340.693243,283625.500,44138,4,EM,1,100,RB
1742899340.743494,283675.750,44138,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899340.793744,283726.000,44138,4,EM,1,100,PS
1742899340.843995,283776.250,44171,4,EM,1,100,RS
1742899340.894245,283826.500,44171,4,EM,1,100,RB
1742899340.944496,283876.750,44171,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899340.994746,283927.000,44171,4,EM,1,100,PS
1742899341.044997,283977.250,44205,4,EM,1,100,RS
1742899341.095247,284027.500,44205,4,EM,1,100,RB
1742899341.145498,284077.750,44205,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899341.195748,284128.000,44205,4,EM,1,100,PS
1742899341.245999,284178.250,44238,4,EM,1,100,RS
1742899341.296249,284228.500,44238,4,EM,1,100,RB
1742899341.346500,284278.750,44238,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899341.396750,284329.000,44238,4,EM,1,100,PS
1742899341.447501,284379.750,44272,4,EM,1,100,RS
1742899341.498252,284430.500,44272,4,EM,1,100,RB
1742899341.549002,284481.250,44272,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899341.599753,284532.000,44272,4,EM,1,100,PS
1742899341.650003,284582.250,44305,4,EM,1,100,RS
1742899341.700254,284632.500,44305,4,EM,1,100,RB
1742899341.750504,284682.750,44305,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899341.800755,284733.000,44305,4,EM,1,100,PS
1742899341.851005,284783.250,44338,4,EM,1,100,RS
1742899341.901256,284833.500,44338,4,EM,1,100,RB
1742899341.951506,284883.750,44338,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899342.001757,284934.000,44338,4,EM,1,100,PS
1742899342.075008,285007.250,44376,4,EM,1,100,RS
1742899342.148259,285080.500,44376,4,EM,1,100,RB
1742899342.221509,285153.750,44376,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899342.294760,285227.000,44376,4,EM,1,100,PS
1742899342.344761,285277.000,44410,4,EM,1,100,RS
1742899342.394761,285327.000,44410,4,EM,1,100,RB
1742899342.444762,285377.000,44410,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899342.494762,285427.000,44410,4,EM,1,100,PS
1742899342.545013,285477.250,44443,4,EM,1,100,RS
1742899342.595263,285527.500,44443,4,EM,1,100,RB
1742899342.645514,285577.750,44443,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899342.695765,285628.000,44443,4,EM,1,100,PS
1742899342.746015,285678.250,44475,4,EM,1,100,RS
1742899342.796266,285728.500,44475,4,EM,1,100,RB
1742899342.846516,285778.750,44475,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899342.896767,285829.000,44475,4,EM,1,100,PS
1742899342.947017,285879.250,44511,4,EM,1,100,RS
1742899342.997268,285929.500,44511,4,EM,1,100,RB
1742899343.047518,285979.750,44511,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899343.097769,286030.000,44511,4,EM,1,100,PS
1742899343.148019,286080.250,44544,4,EM,1,100,RS
1742899343.198270,286130.500,44544,4,EM,1,100,RB
1742899343.248520,286180.750,44544,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899343.298771,286231.000,44544,4,EM,1,100,PS
1742899343.349021,286281.250,44578,4,EM,1,100,RS
1742899343.399272,286331.500,44578,4,EM,1,100,RB
1742899343.449522,286381.750,44578,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899343.499773,286432.000,44578,4,EM,1,100,PS
1742899343.550024,286482.250,44612,4,EM,1,100,RS
1742899343.600274,286532.500,44612,4,EM,1,100,RB
1742899343.650525,286582.750,44612,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899343.700775,286633.000,44612,4,EM,1,100,PS
1742899343.751026,286683.250,44645,4,EM,1,100,RS
1742899343.801276,286733.500,44645,4,EM,1,100,RB
1742899343.851527,286783.750,44645,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899343.901777,286834.000,44645,4,EM,1,100,PS
1742899343.952028,286884.250,44679,4,EM,1,100,RS
1742899344.002278,286934.500,44679,4,EM,1,100,RB
1742899344.052529,286984.750,44679,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899344.102779,287035.000,44679,4,EM,1,100,PS
1742899344.153780,287086.000,44710,4,EM,1,100,RS
1742899344.204781,287137.000,44710,4,EM,1,100,RB
1742899344.255781,287188.000,44710,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899344.306782,287239.000,44710,4,EM,1,100,PS
1742899344.357032,287289.250,44746,4,EM,1,100,RS
1742899344.407283,287339.500,44746,4,EM,1,100,RB
1742899344.457533,287389.750,44746,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899344.507784,287440.000,44746,4,EM,1,100,PS
1742899344.557784,287490.000,44778,4,EM,1,100,RS
1742899344.607785,287540.000,44778,4,EM,1,100,RB
1742899344.657785,287590.000,44778,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899344.707786,287640.000,44778,4,EM,1,100,PS
1742899344.758036,287690.250,44811,4,EM,1,100,RS
1742899344.808287,287740.500,44811,4,EM,1,100,RB
1742899344.858537,287790.750,44811,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899344.908788,287841.000,44811,4,EM,1,100,PS
1742899344.959038,287891.250,44843,4,EM,1,100,RS
1742899345.009289,287941.500,44843,4,EM,1,100,RB
1742899345.059540,287991.750,44843,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899345.109790,288042.000,44843,4,EM,1,100,PS
1742899345.160041,288092.250,44878,4,EM,1,100,RS
1742899345.210291,288142.500,44878,4,EM,1,100,RB
1742899345.260542,288192.750,44878,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899345.310792,288243.000,44878,4,EM,1,100,PS
1742899345.361043,288293.250,44910,4,EM,1,100,RS
1742899345.411294,288343.500,44910,4,EM,1,100,RB
1742899345.461544,288393.750,44910,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899345.511795,288444.000,44910,4,EM,1,100,PS
1742899345.562045,288494.250,44944,4,EM,1,100,RS
1742899345.612296,288544.500,44944,4,EM,1,100,RB
1742899345.662546,288594.750,44944,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899345.712797,288645.000,44944,4,EM,1,100,PS
1742899345.763047,288695.250,44977,4,EM,1,100,RS
1742899345.813298,288745.500,44977,4,EM,1,100,RB
1742899345.863548,288795.750,44977,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899345.913799,288846.000,44977,4,EM,1,100,PS
1742899345.964049,288896.250,45011,4,EM,1,100,RS
1742899346.014300,288946.500,45011,4,EM,1,100,RB
1742899346.064550,288996.750,45011,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899346.114801,289047.000,45011,4,EM,1,100,PS
1742899346.165051,289097.250,45042,4,EM,1,100,RS
1742899346.215302,289147.500,45042,4,EM,1,100,RB
1742899346.265553,289197.750,45042,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899346.315803,289248.000,45042,4,EM,1,100,PS
1742899346.366054,289298.250,45076,4,EM,1,100,RS
1742899346.416304,289348.500,45076,4,EM,1,100,RB
1742899346.466555,289398.750,45076,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899346.516805,289449.000,45076,4,EM,1,100,PS
1742899346.567806,289500.000,45110,4,EM,1,100,RS
1742899346.618806,289551.000,45110,4,EM,1,100,RB
1742899346.669807,289602.000,45110,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899346.720807,289653.000,45110,4,EM,1,100,PS
1742899346.770808,289703.000,45143,4,EM,1,100,RS
1742899346.820808,289753.000,45143,4,EM,1,100,RB
1742899346.870809,289803.000,45143,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899346.920810,289853.000,45143,4,EM,1,100,PS
1742899346.971060,289903.250,45175,4,EM,1,100,RS
1742899347.021311,289953.500,45175,4,EM,1,100,RB
1742899347.071561,290003.750,45175,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899347.121812,290054.000,45175,4,EM,1,100,PS
1742899347.192062,290124.250,45217,4,EM,1,100,RS
1742899347.262313,290194.500,45217,4,EM,1,100,RB
1742899347.332564,290264.750,45217,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899347.402815,290335.000,45217,4,EM,1,100,PS
1742899347.453315,290385.500,45251,4,EM,1,100,RS
1742899347.503816,290436.000,45251,4,EM,1,100,RB
1742899347.554316,290486.500,45251,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899347.604817,290537.000,45251,4,EM,1,100,PS
1742899347.655067,290587.250,45283,4,EM,1,100,RS
1742899347.705318,290637.500,45283,4,EM,1,100,RB
1742899347.755569,290687.750,45283,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899347.805819,290738.000,45283,4,EM,1,100,PS
1742899347.856070,290788.250,45316,4,EM,1,100,RS
1742899347.906320,290838.500,45316,4,EM,1,100,RB
1742899347.956571,290888.750,45316,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899348.006821,290939.000,45316,4,EM,1,100,PS
1742899348.057072,290989.250,45354,4,EM,1,100,RS
1742899348.107322,291039.500,45354,4,EM,1,100,RB
1742899348.157573,291089.750,45354,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899348.207823,291140.000,45354,4,EM,1,100,PS
1742899348.258074,291190.250,45388,4,EM,1,100,RS
1742899348.308324,291240.500,45388,4,EM,1,100,RB
1742899348.358575,291290.750,45388,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899348.408825,291341.000,45388,4,EM,1,100,PS
1742899348.459826,291392.000,45423,4,EM,1,100,RS
1742899348.510827,291443.000,45423,4,EM,1,100,RB
1742899348.561827,291494.000,45423,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899348.612828,291545.000,45423,4,EM,1,100,PS
1742899348.662828,291595.000,45455,4,EM,1,100,RS
1742899348.712829,291645.000,45455,4,EM,1,100,RB
1742899348.762829,291695.000,45455,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899348.812830,291745.000,45455,4,EM,1,100,PS
1742899348.863080,291795.250,45489,4,EM,1,100,RS
1742899348.913331,291845.500,45489,4,EM,1,100,RB
1742899348.963581,291895.750,45489,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899349.013832,291946.000,45489,4,EM,1,100,PS
1742899349.064082,291996.250,45520,4,EM,1,100,RS
1742899349.114333,292046.500,45520,4,EM,1,100,RB
1742899349.164583,292096.750,45520,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899349.214834,292147.000,45520,4,EM,1,100,PS
1742899349.265085,292197.250,45556,4,EM,1,100,RS
1742899349.315335,292247.500,45556,4,EM,1,100,RB
1742899349.365586,292297.750,45556,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899349.415836,292348.000,45556,4,EM,1,100,PS
1742899349.467337,292399.500,45587,4,EM,1,100,RS
1742899349.518837,292451.000,45587,4,EM,1,100,RB
1742899349.570338,292502.500,45587,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899349.621838,292554.000,45587,4,EM,1,100,PS
1742899349.672089,292604.250,45621,4,EM,1,100,RS
1742899349.722339,292654.500,45621,4,EM,1,100,RB
1742899349.772590,292704.750,45621,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899349.822841,292755.000,45621,4,EM,1,100,PS
1742899349.874341,292806.500,45655,4,EM,1,100,RS
1742899349.925842,292858.000,45655,4,EM,1,100,RB
1742899349.977342,292909.500,45655,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899350.028843,292961.000,45655,4,EM,1,100,PS
1742899350.079093,293011.250,45688,4,EM,1,100,RS
1742899350.129344,293061.500,45688,4,EM,1,100,RB
1742899350.179594,293111.750,45688,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899350.229845,293162.000,45688,4,EM,1,100,PS
1742899350.281345,293213.500,45720,4,EM,1,100,RS
1742899350.332846,293265.000,45720,4,EM,1,100,RB
1742899350.384346,293316.500,45720,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899350.435847,293368.000,45720,4,EM,1,100,PS
1742899350.486848,293419.000,45753,4,EM,1,100,RS
1742899350.537848,293470.000,45753,4,EM,1,100,RB
1742899350.588849,293521.000,45753,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899350.639849,293572.000,45753,4,EM,1,100,PS
1742899350.690600,293622.750,45788,4,EM,1,100,RS
1742899350.741350,293673.500,45788,4,EM,1,100,RB
1742899350.792101,293724.250,45788,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899350.842851,293775.000,45788,4,EM,1,100,PS
1742899350.893102,293825.250,45821,4,EM,1,100,RS
1742899350.943352,293875.500,45821,4,EM,1,100,RB
1742899350.993603,293925.750,45821,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899351.043854,293976.000,45821,4,EM,1,100,PS
1742899351.095354,294027.500,45854,4,EM,1,100,RS
1742899351.146855,294079.000,45854,4,EM,1,100,RB
1742899351.198355,294130.500,45854,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899351.249856,294182.000,45854,4,EM,1,100,PS
1742899351.300606,294232.750,45888,4,EM,1,100,RS
1742899351.351357,294283.500,45888,4,EM,1,100,RB
1742899351.402107,294334.250,45888,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899351.452858,294385.000,45888,4,EM,1,100,PS
1742899351.503109,294435.250,45922,4,EM,1,100,RS
1742899351.553359,294485.500,45922,4,EM,1,100,RB
1742899351.603610,294535.750,45922,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899351.653860,294586.000,45922,4,EM,1,100,PS
1742899351.704361,294636.500,45953,4,EM,1,100,RS
1742899351.754861,294687.000,45953,4,EM,1,100,RB
1742899351.805362,294737.500,45953,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899351.855862,294788.000,45953,4,EM,1,100,PS
1742899351.905863,294838.000,45987,4,EM,1,100,RS
1742899351.955863,294888.000,45987,4,EM,1,100,RB
1742899352.005864,294938.000,45987,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899352.055864,294988.000,45987,4,EM,1,100,PS
1742899352.106615,295038.750,46020,4,EM,1,100,RS
1742899352.157366,295089.500,46020,4,EM,1,100,RB
1742899352.208116,295140.250,46020,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899352.258867,295191.000,46020,4,EM,1,100,PS
1742899352.325117,295257.250,46042,4,EM,1,100,RS
1742899352.391368,295323.500,46042,4,EM,1,100,RB
1742899352.457619,295389.750,46042,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899352.523870,295456.000,46042,4,EM,1,100,PS
1742899352.574120,295506.250,46078,4,EM,1,100,RS
1742899352.624371,295556.500,46078,4,EM,1,100,RB
1742899352.674621,295606.750,46078,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899352.724872,295657.000,46078,4,EM,1,100,PS
1742899352.775122,295707.250,46115,4,EM,1,100,RS
1742899352.825373,295757.500,46115,4,EM,1,100,RB
1742899352.875623,295807.750,46115,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899352.925874,295858.000,46115,4,EM,1,100,PS
1742899352.976124,295908.250,46147,4,EM,1,100,RS
1742899353.026375,295958.500,46147,4,EM,1,100,RB
1742899353.076625,296008.750,46147,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899353.126876,296059.000,46147,4,EM,1,100,PS
1742899353.177126,296109.250,46180,4,EM,1,100,RS
1742899353.227377,296159.500,46180,4,EM,1,100,RB
1742899353.277627,296209.750,46180,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899353.327878,296260.000,46180,4,EM,1,100,PS
1742899353.378129,296310.250,46216,4,EM,1,100,RS
1742899353.428379,296360.500,46216,4,EM,1,100,RB
1742899353.478630,296410.750,46216,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899353.528880,296461.000,46216,4,EM,1,100,PS
1742899353.579631,296511.750,46250,4,EM,1,100,RS
1742899353.630381,296562.500,46250,4,EM,1,100,RB
1742899353.681132,296613.250,46250,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899353.731882,296664.000,46250,4,EM,1,100,PS
1742899353.782133,296714.250,46283,4,EM,1,100,RS
1742899353.832383,296764.500,46283,4,EM,1,100,RB
1742899353.882634,296814.750,46283,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899353.932884,296865.000,46283,4,EM,1,100,PS
1742899353.983135,296915.250,46317,4,EM,1,100,RS
1742899354.033386,296965.500,46317,4,EM,1,100,RB
1742899354.083636,297015.750,46317,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899354.133887,297066.000,46317,4,EM,1,100,PS
1742899354.184137,297116.250,46350,4,EM,1,100,RS
1742899354.234388,297166.500,46350,4,EM,1,100,RB
1742899354.284638,297216.750,46350,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899354.334889,297267.000,46350,4,EM,1,100,PS
1742899354.385139,297317.250,46384,4,EM,1,100,RS
1742899354.435390,297367.500,46384,4,EM,1,100,RB
1742899354.485640,297417.750,46384,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899354.535891,297468.000,46384,4,EM,1,100,PS
1742899354.586141,297518.250,46416,4,EM,1,100,RS
1742899354.636392,297568.500,46416,4,EM,1,100,RB
1742899354.686643,297618.750,46416,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899354.736893,297669.000,46416,4,EM,1,100,PS
1742899354.787144,297719.250,46451,4,EM,1,100,RS
1742899354.837394,297769.500,46451,4,EM,1,100,RB
1742899354.887645,297819.750,46451,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899354.937895,297870.000,46451,4,EM,1,100,PS
1742899354.988146,297920.250,46483,4,EM,1,100,RS
1742899355.038396,297970.500,46483,4,EM,1,100,RB
1742899355.088647,298020.750,46483,4,EM,1,100,2025-03-25_18-41-14-083733.csv
1742899355.138897,298071.000,46483,4,EM,1,100,PS
