LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1742899329.573624,272506.000,42305,3,MX,1,100,-37
1742899329.613625,272546.000,42305,3,MX,1,100,-37
1742899329.653625,272586.000,42305,3,MX,1,100,-36
1742899329.693625,272626.000,42322,2,MX,1,100,-35
1742899329.733626,272666.000,42322,2,MX,1,100,-36
1742899329.769293,272701.667,42336,3,MX,1,100,-36
1742899329.804960,272737.333,42336,3,MX,1,100,-38
1742899329.840627,272773.000,42336,3,MX,1,100,-39
1742899329.880628,272813.000,42354,3,MX,1,100,-39
1742899329.920628,272853.000,42354,3,MX,1,100,-41
1742899329.960628,272893.000,42354,3,MX,1,100,-41
1742899330.000629,272933.000,42370,2,MX,1,100,-43
1742899330.040629,272973.000,42370,2,MX,1,100,-43
1742899330.080630,273013.000,42389,3,MX,1,100,-44
1742899330.120630,273053.000,42389,3,MX,1,100,-44
1742899330.160630,273093.000,42389,3,MX,1,100,-44
1742899330.200631,273133.000,42403,2,MX,1,100,-46
1742899330.240631,273173.000,42403,2,MX,1,100,-47
1742899330.280632,273213.000,42421,3,MX,1,100,-47
1742899330.320632,273253.000,42421,3,MX,1,100,-48
1742899330.360633,273293.000,42421,3,MX,1,100,-49
1742899330.400633,273333.000,42437,2,MX,1,100,-49
1742899330.440634,273373.000,42437,2,MX,1,100,-48
1742899330.480634,273413.000,42454,3,MX,1,100,-48
1742899330.520634,273453.000,42454,3,MX,1,100,-49
1742899330.560635,273493.000,42454,3,MX,1,100,-49
1742899330.600635,273533.000,42469,2,MX,1,100,-50
1742899330.640636,273573.000,42469,2,MX,1,100,-50
1742899330.680636,273613.000,42488,3,MX,1,100,-51
1742899330.720637,273653.000,42488,3,MX,1,100,-50
1742899330.760637,273693.000,42488,3,MX,1,100,-50
1742899330.800637,273733.000,42506,2,MX,1,100,-48
1742899330.840638,273773.000,42506,2,MX,1,100,-48
1742899330.875972,273808.333,42524,3,MX,1,100,-47
1742899330.911305,273843.667,42524,3,MX,1,100,-47
1742899330.946639,273879.000,42524,3,MX,1,100,-45
1742899330.986639,273919.000,42539,3,MX,1,100,-42
1742899331.026640,273959.000,42539,3,MX,1,100,-41
1742899331.066640,273999.000,42539,3,MX,1,100,-40
1742899331.106641,274039.000,42555,2,MX,1,100,-41
1742899331.146641,274079.000,42555,2,MX,1,100,-42
1742899331.186641,274119.000,42572,3,MX,1,100,-43
1742899331.226642,274159.000,42572,3,MX,1,100,-46
1742899331.266642,274199.000,42572,3,MX,1,100,-46
1742899331.306643,274239.000,42589,2,MX,1,100,-45
1742899331.346643,274279.000,42589,2,MX,1,100,-44
1742899331.386644,274319.000,42607,3,MX,1,100,-43
1742899331.426644,274359.000,42607,3,MX,1,100,-44
1742899331.466645,274399.000,42607,3,MX,1,100,-43
1742899331.506645,274439.000,42622,2,MX,1,100,-42
1742899331.546645,274479.000,42622,2,MX,1,100,-40
1742899331.586646,274519.000,42639,3,MX,1,100,-40
1742899331.626646,274559.000,42639,3,MX,1,100,-39
1742899331.666646,274599.000,42639,3,MX,1,100,-38
1742899331.706647,274639.000,42656,3,MX,1,100,-39
1742899331.746647,274679.000,42656,3,MX,1,100,-39
1742899331.786648,274719.000,42656,3,MX,1,100,-39
1742899331.826648,274759.000,42672,2,MX,1,100,-39
1742899331.866649,274799.000,42672,2,MX,1,100,-39
1742899331.906649,274839.000,42697,4,MX,1,100,-38
1742899331.946650,274879.000,42697,4,MX,1,100,-39
1742899331.986650,274919.000,42697,4,MX,1,100,-39
1742899332.026650,274959.000,42697,4,MX,1,100,-39
1742899332.062317,274994.667,42713,3,MX,1,100,-39
1742899332.097985,275030.333,42713,3,MX,1,100,-39
1742899332.133651,275066.000,42713,3,MX,1,100,-39
1742899332.173652,275106.000,42728,3,MX,1,100,-39
1742899332.213652,275146.000,42728,3,MX,1,100,-38
1742899332.253653,275186.000,42728,3,MX,1,100,-39
1742899332.293653,275226.000,42745,2,MX,1,100,-40
1742899332.333654,275266.000,42745,2,MX,1,100,-39
1742899332.373654,275306.000,42762,3,MX,1,100,-40
1742899332.413655,275346.000,42762,3,MX,1,100,-39
1742899332.453655,275386.000,42762,3,MX,1,100,-39
1742899332.493655,275426.000,42778,2,MX,1,100,-39
1742899332.533656,275466.000,42778,2,MX,1,100,-39
1742899332.573656,275506.000,42794,3,MX,1,100,-38
1742899332.613657,275546.000,42794,3,MX,1,100,-38
1742899332.653657,275586.000,42794,3,MX,1,100,-38
1742899332.693658,275626.000,42812,2,MX,1,100,-38
1742899332.733658,275666.000,42812,2,MX,1,100,-39
1742899332.773659,275706.000,42829,3,MX,1,100,-38
1742899332.813659,275746.000,42829,3,MX,1,100,-39
1742899332.853659,275786.000,42829,3,MX,1,100,-39
1742899332.893660,275826.000,42846,2,MX,1,100,-39
1742899332.933660,275866.000,42846,2,MX,1,100,-38
1742899332.973660,275906.000,42861,3,MX,1,100,-38
1742899333.013661,275946.000,42861,3,MX,1,100,-38
1742899333.053661,275986.000,42861,3,MX,1,100,-38
1742899333.089329,276021.667,42877,3,MX,1,100,-37
1742899333.124995,276057.333,42877,3,MX,1,100,-38
1742899333.160663,276093.000,42877,3,MX,1,100,-38
1742899333.200663,276133.000,42894,2,MX,1,100,-38
1742899333.240664,276173.000,42894,2,MX,1,100,-38
1742899333.280664,276213.000,42915,3,MX,1,100,-38
1742899333.320664,276253.000,42915,3,MX,1,100,-39
1742899333.360665,276293.000,42915,3,MX,1,100,-37
1742899333.400665,276333.000,42931,2,MX,1,100,-37
1742899333.440665,276373.000,42931,2,MX,1,100,-36
1742899333.480666,276413.000,42946,3,MX,1,100,-37
1742899333.520666,276453.000,42946,3,MX,1,100,-36
1742899333.560667,276493.000,42946,3,MX,1,100,-36
1742899333.600667,276533.000,42964,3,MX,1,100,-36
1742899333.640668,276573.000,42964,3,MX,1,100,-37
1742899333.680668,276613.000,42964,3,MX,1,100,-36
1742899333.720669,276653.000,42980,2,MX,1,100,-36
1742899333.760669,276693.000,42980,2,MX,1,100,-36
1742899333.800669,276733.000,42997,3,MX,1,100,-36
1742899333.840670,276773.000,42997,3,MX,1,100,-38
1742899333.880670,276813.000,42997,3,MX,1,100,-42
1742899333.920671,276853.000,43012,2,MX,1,100,-44
1742899333.960671,276893.000,43012,2,MX,1,100,-44
1742899334.000672,276933.000,43029,3,MX,1,100,-44
1742899334.040672,276973.000,43029,3,MX,1,100,-44
1742899334.080673,277013.000,43029,3,MX,1,100,-43
1742899334.120673,277053.000,43047,2,MX,1,100,-47
1742899334.160673,277093.000,43047,2,MX,1,100,-46
1742899334.200674,277133.000,43065,3,MX,1,100,-46
1742899334.240674,277173.000,43065,3,MX,1,100,-46
1742899334.280674,277213.000,43065,3,MX,1,100,-48
1742899334.316008,277248.333,43079,3,MX,1,100,-49
1742899334.351342,277283.667,43079,3,MX,1,100,-54
1742899334.386676,277319.000,43079,3,MX,1,100,-57
1742899334.426676,277359.000,43096,2,MX,1,100,-59
1742899334.466676,277399.000,43096,2,MX,1,100,-60
1742899334.506677,277439.000,43112,3,MX,1,100,-60
1742899334.546677,277479.000,43112,3,MX,1,100,-63
1742899334.586678,277519.000,43112,3,MX,1,100,-66
1742899334.626678,277559.000,43130,2,MX,1,100,-69
1742899334.666679,277599.000,43130,2,MX,1,100,-68
1742899334.706679,277639.000,43144,3,MX,1,100,-68
1742899334.746680,277679.000,43144,3,MX,1,100,-69
1742899334.786680,277719.000,43144,3,MX,1,100,-69
1742899334.826680,277759.000,43165,2,MX,1,100,-65
1742899334.866681,277799.000,43165,2,MX,1,100,-58
1742899334.906681,277839.000,43182,3,MX,1,100,-56
1742899334.946682,277879.000,43182,3,MX,1,100,-55
1742899334.986682,277919.000,43182,3,MX,1,100,-57
1742899335.026682,277959.000,43199,2,MX,1,100,-58
1742899335.066683,277999.000,43199,2,MX,1,100,-58
1742899335.106683,278039.000,43213,3,MX,1,100,-59
1742899335.146684,278079.000,43213,3,MX,1,100,-61
1742899335.186684,278119.000,43213,3,MX,1,100,-61
1742899335.226685,278159.000,43231,3,MX,1,100,-61
1742899335.266685,278199.000,43231,3,MX,1,100,-59
1742899335.306685,278239.000,43231,3,MX,1,100,-60
1742899335.346686,278279.000,43247,2,MX,1,100,-61
1742899335.386686,278319.000,43247,2,MX,1,100,-61
1742899335.422020,278354.333,43266,3,MX,1,100,-60
1742899335.457354,278389.667,43266,3,MX,1,100,-59
1742899335.492687,278425.000,43266,3,MX,1,100,-59
1742899335.532688,278465.000,43281,2,MX,1,100,-59
1742899335.572688,278505.000,43281,2,MX,1,100,-60
1742899335.613022,278545.333,43300,3,MX,1,100,-60
1742899335.653356,278585.667,43300,3,MX,1,100,-61
1742899335.693690,278626.000,43300,3,MX,1,100,-60
1742899335.733690,278666.000,43316,3,MX,1,100,-60
1742899335.773690,278706.000,43316,3,MX,1,100,-61
1742899335.813691,278746.000,43316,3,MX,1,100,-62
1742899335.853691,278786.000,43333,2,MX,1,100,-62
1742899335.893692,278826.000,43333,2,MX,1,100,-63
1742899335.933359,278865.667,43351,3,MX,1,100,-65
1742899335.973026,278905.333,43351,3,MX,1,100,-63
1742899336.012693,278945.000,43351,3,MX,1,100,-63
1742899336.052693,278985.000,43368,2,MX,1,100,-63
1742899336.092694,279025.000,43368,2,MX,1,100,-64
1742899336.132694,279065.000,43384,3,MX,1,100,-63
1742899336.172695,279105.000,43384,3,MX,1,100,-63
1742899336.212695,279145.000,43384,3,MX,1,100,-63
1742899336.252696,279185.000,43404,2,MX,1,100,-62
1742899336.292696,279225.000,43404,2,MX,1,100,-62
1742899336.332696,279265.000,43422,3,MX,1,100,-63
1742899336.372697,279305.000,43422,3,MX,1,100,-63
1742899336.412697,279345.000,43422,3,MX,1,100,-62
1742899336.452698,279385.000,43437,2,MX,1,100,-62
1742899336.492698,279425.000,43437,2,MX,1,100,-63
1742899336.528365,279460.667,43454,3,MX,1,100,-63
1742899336.564032,279496.333,43454,3,MX,1,100,-63
1742899336.599699,279532.000,43454,3,MX,1,100,-63
1742899336.639700,279572.000,43471,3,MX,1,100,-63
1742899336.679700,279612.000,43471,3,MX,1,100,-63
1742899336.719701,279652.000,43471,3,MX,1,100,-63
1742899336.759701,279692.000,43489,2,MX,1,100,-62
1742899336.799701,279732.000,43489,2,MX,1,100,-63
1742899336.839702,279772.000,43504,3,MX,1,100,-61
1742899336.879702,279812.000,43504,3,MX,1,100,-62
1742899336.919703,279852.000,43504,3,MX,1,100,-63
1742899336.959703,279892.000,43521,2,MX,1,100,-62
1742899336.999704,279932.000,43521,2,MX,1,100,-62
1742899337.039704,279972.000,43545,4,MX,1,100,-62
1742899337.079705,280012.000,43545,4,MX,1,100,-62
1742899337.119705,280052.000,43545,4,MX,1,100,-61
1742899337.159705,280092.000,43545,4,MX,1,100,-61
1742899337.199706,280132.000,43561,2,MX,1,100,-61
1742899337.239706,280172.000,43561,2,MX,1,100,-61
1742899337.279706,280212.000,43581,3,MX,1,100,-61
1742899337.319707,280252.000,43581,3,MX,1,100,-62
1742899337.359707,280292.000,43581,3,MX,1,100,-61
1742899337.399708,280332.000,43597,3,MX,1,100,-61
1742899337.439708,280372.000,43597,3,MX,1,100,-61
1742899337.479709,280412.000,43597,3,MX,1,100,-60
1742899337.519709,280452.000,43612,2,MX,1,100,-59
1742899337.559710,280492.000,43612,2,MX,1,100,-59
1742899337.595376,280527.667,43633,3,MX,1,100,-58
1742899337.631044,280563.333,43633,3,MX,1,100,-56
1742899337.666711,280599.000,43633,3,MX,1,100,-55
1742899337.706711,280639.000,43650,3,MX,1,100,-57
1742899337.746711,280679.000,43650,3,MX,1,100,-58
1742899337.786712,280719.000,43650,3,MX,1,100,-58
1742899337.826712,280759.000,43666,2,MX,1,100,-57
1742899337.866713,280799.000,43666,2,MX,1,100,-58
1742899337.906713,280839.000,43682,3,MX,1,100,-59
1742899337.946714,280879.000,43682,3,MX,1,100,-59
1742899337.986714,280919.000,43682,3,MX,1,100,-59
1742899338.026715,280959.000,43698,2,MX,1,100,-61
1742899338.066715,280999.000,43698,2,MX,1,100,-60
1742899338.106715,281039.000,43715,3,MX,1,100,-60
1742899338.146716,281079.000,43715,3,MX,1,100,-60
1742899338.186716,281119.000,43715,3,MX,1,100,-60
1742899338.226717,281159.000,43734,2,MX,1,100,-61
1742899338.266717,281199.000,43734,2,MX,1,100,-60
1742899338.306718,281239.000,43751,3,MX,1,100,-60
1742899338.346718,281279.000,43751,3,MX,1,100,-60
1742899338.386718,281319.000,43751,3,MX,1,100,-60
1742899338.426719,281359.000,43767,2,MX,1,100,-60
1742899338.466719,281399.000,43767,2,MX,1,100,-60
1742899338.506720,281439.000,43784,3,MX,1,100,-60
1742899338.546720,281479.000,43784,3,MX,1,100,-61
1742899338.586720,281519.000,43784,3,MX,1,100,-61
1742899338.626721,281559.000,43801,2,MX,1,100,-60
1742899338.666721,281599.000,43801,2,MX,1,100,-61
1742899338.706722,281639.000,43816,3,MX,1,100,-61
1742899338.746722,281679.000,43816,3,MX,1,100,-60
1742899338.786723,281719.000,43816,3,MX,1,100,-61
1742899338.822056,281754.333,43832,3,MX,1,100,-62
1742899338.857390,281789.667,43832,3,MX,1,100,-59
1742899338.892724,281825.000,43832,3,MX,1,100,-61
1742899338.932724,281865.000,43852,2,MX,1,100,-60
1742899338.972725,281905.000,43852,2,MX,1,100,-60
1742899339.012725,281945.000,43868,3,MX,1,100,-61
1742899339.052726,281985.000,43868,3,MX,1,100,-62
1742899339.092726,282025.000,43868,3,MX,1,100,-62
1742899339.132726,282065.000,43884,2,MX,1,100,-61
1742899339.172727,282105.000,43884,2,MX,1,100,-61
1742899339.212727,282145.000,43900,3,MX,1,100,-62
1742899339.252728,282185.000,43900,3,MX,1,100,-61
1742899339.292728,282225.000,43900,3,MX,1,100,-61
1742899339.332728,282265.000,43917,3,MX,1,100,-62
1742899339.372729,282305.000,43917,3,MX,1,100,-61
1742899339.412729,282345.000,43917,3,MX,1,100,-61
1742899339.452730,282385.000,43935,2,MX,1,100,-62
1742899339.492730,282425.000,43935,2,MX,1,100,-61
1742899339.532731,282465.000,43955,3,MX,1,100,-61
1742899339.572731,282505.000,43955,3,MX,1,100,-62
1742899339.612731,282545.000,43955,3,MX,1,100,-61
1742899339.652732,282585.000,43969,2,MX,1,100,-61
1742899339.692732,282625.000,43969,2,MX,1,100,-62
1742899339.732733,282665.000,43986,3,MX,1,100,-60
1742899339.772733,282705.000,43986,3,MX,1,100,-61
1742899339.812734,282745.000,43986,3,MX,1,100,-61
1742899339.848401,282780.667,44002,3,MX,1,100,-61
1742899339.884068,282816.333,44002,3,MX,1,100,-60
1742899339.919735,282852.000,44002,3,MX,1,100,-61
1742899339.959735,282892.000,44020,2,MX,1,100,-61
1742899339.999736,282932.000,44020,2,MX,1,100,-61
1742899340.039736,282972.000,44036,3,MX,1,100,-61
1742899340.079736,283012.000,44036,3,MX,1,100,-62
1742899340.119737,283052.000,44036,3,MX,1,100,-62
1742899340.159737,283092.000,44053,2,MX,1,100,-63
1742899340.199738,283132.000,44053,2,MX,1,100,-62
1742899340.239738,283172.000,44070,3,MX,1,100,-61
1742899340.279739,283212.000,44070,3,MX,1,100,-63
1742899340.319739,283252.000,44070,3,MX,1,100,-62
1742899340.359740,283292.000,44087,2,MX,1,100,-62
1742899340.399740,283332.000,44087,2,MX,1,100,-62
1742899340.439740,283372.000,44101,3,MX,1,100,-63
1742899340.479741,283412.000,44101,3,MX,1,100,-62
1742899340.519741,283452.000,44101,3,MX,1,100,-62
1742899340.559741,283492.000,44119,2,MX,1,100,-62
1742899340.599742,283532.000,44119,2,MX,1,100,-62
1742899340.639742,283572.000,44135,3,MX,1,100,-62
1742899340.679743,283612.000,44135,3,MX,1,100,-63
1742899340.719743,283652.000,44135,3,MX,1,100,-62
1742899340.759744,283692.000,44152,2,MX,1,100,-62
1742899340.799744,283732.000,44152,2,MX,1,100,-63
1742899340.839745,283772.000,44168,3,MX,1,100,-63
1742899340.879745,283812.000,44168,3,MX,1,100,-62
1742899340.919745,283852.000,44168,3,MX,1,100,-62
1742899340.955412,283887.667,44186,3,MX,1,100,-62
1742899340.991080,283923.333,44186,3,MX,1,100,-63
1742899341.026747,283959.000,44186,3,MX,1,100,-63
1742899341.066747,283999.000,44202,2,MX,1,100,-63
1742899341.106747,284039.000,44202,2,MX,1,100,-62
1742899341.146748,284079.000,44219,3,MX,1,100,-63
1742899341.186748,284119.000,44219,3,MX,1,100,-63
1742899341.226749,284159.000,44219,3,MX,1,100,-62
1742899341.266749,284199.000,44235,2,MX,1,100,-63
1742899341.306750,284239.000,44235,2,MX,1,100,-63
1742899341.346750,284279.000,44251,3,MX,1,100,-63
1742899341.386750,284319.000,44251,3,MX,1,100,-63
1742899341.426751,284359.000,44251,3,MX,1,100,-62
1742899341.466751,284399.000,44269,2,MX,1,100,-62
1742899341.506752,284439.000,44269,2,MX,1,100,-63
1742899341.546752,284479.000,44287,3,MX,1,100,-62
1742899341.586753,284519.000,44287,3,MX,1,100,-62
1742899341.626753,284559.000,44287,3,MX,1,100,-63
1742899341.666754,284599.000,44302,2,MX,1,100,-62
1742899341.706754,284639.000,44302,2,MX,1,100,-63
1742899341.746754,284679.000,44318,3,MX,1,100,-63
1742899341.786755,284719.000,44318,3,MX,1,100,-62
1742899341.826755,284759.000,44318,3,MX,1,100,-63
1742899341.866755,284799.000,44335,3,MX,1,100,-62
1742899341.906756,284839.000,44335,3,MX,1,100,-62
1742899341.946756,284879.000,44335,3,MX,1,100,-62
1742899341.986757,284919.000,44352,2,MX,1,100,-63
1742899342.026757,284959.000,44352,2,MX,1,100,-62
1742899342.066758,284999.000,44368,3,MX,1,100,-63
1742899342.106758,285039.000,44368,3,MX,1,100,-62
1742899342.146759,285079.000,44368,3,MX,1,100,-62
1742899342.183259,285115.500,44393,4,MX,1,100,-63
1742899342.219759,285152.000,44393,4,MX,1,100,-62
1742899342.256260,285188.500,44393,4,MX,1,100,-63
1742899342.292760,285225.000,44393,4,MX,1,100,-63
1742899342.332761,285265.000,44407,2,MX,1,100,-63
1742899342.372761,285305.000,44407,2,MX,1,100,-63
1742899342.412761,285345.000,44424,3,MX,1,100,-62
1742899342.452762,285385.000,44424,3,MX,1,100,-63
1742899342.492762,285425.000,44424,3,MX,1,100,-62
1742899342.532763,285465.000,44440,2,MX,1,100,-63
1742899342.572763,285505.000,44440,2,MX,1,100,-62
1742899342.612764,285545.000,44458,3,MX,1,100,-62
1742899342.652764,285585.000,44458,3,MX,1,100,-62
1742899342.692764,285625.000,44458,3,MX,1,100,-62
1742899342.732765,285665.000,44472,2,MX,1,100,-63
1742899342.772765,285705.000,44472,2,MX,1,100,-63
1742899342.812766,285745.000,44489,3,MX,1,100,-62
1742899342.852766,285785.000,44489,3,MX,1,100,-62
1742899342.892766,285825.000,44489,3,MX,1,100,-62
1742899342.932767,285865.000,44508,2,MX,1,100,-63
1742899342.972767,285905.000,44508,2,MX,1,100,-63
1742899343.012768,285945.000,44525,3,MX,1,100,-63
1742899343.052768,285985.000,44525,3,MX,1,100,-63
1742899343.092769,286025.000,44525,3,MX,1,100,-63
1742899343.132769,286065.000,44541,3,MX,1,100,-63
1742899343.172770,286105.000,44541,3,MX,1,100,-63
1742899343.212770,286145.000,44541,3,MX,1,100,-62
1742899343.252770,286185.000,44557,2,MX,1,100,-63
1742899343.292771,286225.000,44557,2,MX,1,100,-64
1742899343.328104,286260.333,44575,3,MX,1,100,-64
1742899343.363438,286295.667,44575,3,MX,1,100,-63
1742899343.398772,286331.000,44575,3,MX,1,100,-63
1742899343.438772,286371.000,44592,2,MX,1,100,-63
1742899343.478773,286411.000,44592,2,MX,1,100,-63
1742899343.518773,286451.000,44609,3,MX,1,100,-62
1742899343.558774,286491.000,44609,3,MX,1,100,-63
1742899343.598774,286531.000,44609,3,MX,1,100,-62
1742899343.638774,286571.000,44626,2,MX,1,100,-63
1742899343.678775,286611.000,44626,2,MX,1,100,-63
1742899343.718775,286651.000,44642,3,MX,1,100,-63
1742899343.758776,286691.000,44642,3,MX,1,100,-63
1742899343.798776,286731.000,44642,3,MX,1,100,-62
1742899343.838777,286771.000,44659,3,MX,1,100,-62
1742899343.878777,286811.000,44659,3,MX,1,100,-63
1742899343.918777,286851.000,44659,3,MX,1,100,-63
1742899343.958778,286891.000,44676,2,MX,1,100,-63
1742899343.998778,286931.000,44676,2,MX,1,100,-62
1742899344.038779,286971.000,44691,3,MX,1,100,-63
1742899344.078779,287011.000,44691,3,MX,1,100,-64
1742899344.118780,287051.000,44691,3,MX,1,100,-62
1742899344.158780,287091.000,44707,2,MX,1,100,-63
1742899344.198781,287131.000,44707,2,MX,1,100,-63
1742899344.238781,287171.000,44725,3,MX,1,100,-63
1742899344.278781,287211.000,44725,3,MX,1,100,-62
1742899344.318782,287251.000,44725,3,MX,1,100,-63
1742899344.354782,287287.000,44743,3,MX,1,100,-63
1742899344.390783,287323.000,44743,3,MX,1,100,-62
1742899344.426783,287359.000,44743,3,MX,1,100,-63
1742899344.466283,287398.500,44758,2,MX,1,100,-62
1742899344.505784,287438.000,44758,2,MX,1,100,-63
1742899344.546118,287478.333,44775,3,MX,1,100,-64
1742899344.586451,287518.667,44775,3,MX,1,100,-63
1742899344.626785,287559.000,44775,3,MX,1,100,-63
1742899344.666286,287598.500,44792,2,MX,1,100,-63
1742899344.705786,287638.000,44792,2,MX,1,100,-63
1742899344.746120,287678.333,44808,3,MX,1,100,-63
1742899344.786453,287718.667,44808,3,MX,1,100,-64
1742899344.826787,287759.000,44808,3,MX,1,100,-62
1742899344.866288,287798.500,44823,2,MX,1,100,-63
1742899344.905788,287838.000,44823,2,MX,1,100,-62
1742899344.945788,287878.000,44840,3,MX,1,100,-63
1742899344.985789,287918.000,44840,3,MX,1,100,-63
1742899345.025789,287958.000,44840,3,MX,1,100,-64
1742899345.065790,287998.000,44859,2,MX,1,100,-62
1742899345.105790,288038.000,44859,2,MX,1,100,-62
1742899345.145791,288078.000,44875,3,MX,1,100,-62
1742899345.185791,288118.000,44875,3,MX,1,100,-63
1742899345.225791,288158.000,44875,3,MX,1,100,-63
1742899345.265792,288198.000,44892,2,MX,1,100,-62
1742899345.305792,288238.000,44892,2,MX,1,100,-63
1742899345.345793,288278.000,44907,3,MX,1,100,-64
1742899345.385793,288318.000,44907,3,MX,1,100,-63
1742899345.425794,288358.000,44907,3,MX,1,100,-63
1742899345.461127,288393.333,44924,3,MX,1,100,-63
1742899345.496461,288428.667,44924,3,MX,1,100,-63
1742899345.531795,288464.000,44924,3,MX,1,100,-64
1742899345.571795,288504.000,44941,2,MX,1,100,-63
1742899345.611796,288544.000,44941,2,MX,1,100,-63
1742899345.652129,288584.333,44960,3,MX,1,100,-63
1742899345.692463,288624.667,44960,3,MX,1,100,-64
1742899345.732797,288665.000,44960,3,MX,1,100,-62
1742899345.772797,288705.000,44974,2,MX,1,100,-64
1742899345.812798,288745.000,44974,2,MX,1,100,-64
1742899345.852465,288784.667,44992,3,MX,1,100,-63
1742899345.892132,288824.333,44992,3,MX,1,100,-63
1742899345.931799,288864.000,44992,3,MX,1,100,-62
1742899345.972133,288904.333,45008,3,MX,1,100,-62
1742899346.012466,288944.667,45008,3,MX,1,100,-63
1742899346.052800,288985.000,45008,3,MX,1,100,-63
1742899346.092301,289024.500,45025,2,MX,1,100,-64
1742899346.131801,289064.000,45025,2,MX,1,100,-62
1742899346.171802,289104.000,45039,3,MX,1,100,-62
1742899346.211802,289144.000,45039,3,MX,1,100,-63
1742899346.251802,289184.000,45039,3,MX,1,100,-63
1742899346.291803,289224.000,45057,2,MX,1,100,-63
1742899346.331803,289264.000,45057,2,MX,1,100,-62
1742899346.371804,289304.000,45073,3,MX,1,100,-62
1742899346.411804,289344.000,45073,3,MX,1,100,-60
1742899346.451805,289384.000,45073,3,MX,1,100,-61
1742899346.491805,289424.000,45092,2,MX,1,100,-61
1742899346.531806,289464.000,45092,2,MX,1,100,-60
1742899346.571806,289504.000,45107,3,MX,1,100,-59
1742899346.611806,289544.000,45107,3,MX,1,100,-60
1742899346.651807,289584.000,45107,3,MX,1,100,-59
1742899346.687474,289619.667,45124,3,MX,1,100,-59
1742899346.723141,289655.333,45124,3,MX,1,100,-60
1742899346.758808,289691.000,45124,3,MX,1,100,-59
1742899346.798808,289731.000,45140,2,MX,1,100,-59
1742899346.838809,289771.000,45140,2,MX,1,100,-61
1742899346.878809,289811.000,45158,3,MX,1,100,-61
1742899346.918810,289851.000,45158,3,MX,1,100,-59
1742899346.958810,289891.000,45158,3,MX,1,100,-61
1742899346.998810,289931.000,45172,2,MX,1,100,-59
1742899347.038811,289971.000,45172,2,MX,1,100,-59
1742899347.078811,290011.000,45191,3,MX,1,100,-60
1742899347.118812,290051.000,45191,3,MX,1,100,-59
1742899347.158812,290091.000,45191,3,MX,1,100,-60
1742899347.198812,290131.000,45209,2,MX,1,100,-60
1742899347.238813,290171.000,45209,2,MX,1,100,-61
1742899347.278813,290211.000,45232,4,MX,1,100,-61
1742899347.318814,290251.000,45232,4,MX,1,100,-61
1742899347.358814,290291.000,45232,4,MX,1,100,-62
1742899347.398815,290331.000,45232,4,MX,1,100,-61
1742899347.438815,290371.000,45248,2,MX,1,100,-61
1742899347.478816,290411.000,45248,2,MX,1,100,-59
1742899347.518816,290451.000,45264,3,MX,1,100,-60
1742899347.558816,290491.000,45264,3,MX,1,100,-60
1742899347.598817,290531.000,45264,3,MX,1,100,-59
1742899347.638817,290571.000,45280,2,MX,1,100,-59
1742899347.678818,290611.000,45280,2,MX,1,100,-58
1742899347.714485,290646.667,45297,3,MX,1,100,-57
1742899347.750152,290682.333,45297,3,MX,1,100,-55
1742899347.785819,290718.000,45297,3,MX,1,100,-55
1742899347.825819,290758.000,45313,3,MX,1,100,-54
1742899347.865820,290798.000,45313,3,MX,1,100,-53
1742899347.905820,290838.000,45313,3,MX,1,100,-53
1742899347.945821,290878.000,45333,2,MX,1,100,-54
1742899347.985821,290918.000,45333,2,MX,1,100,-54
1742899348.025821,290958.000,45351,4,MX,1,100,-54
1742899348.065822,290998.000,45351,4,MX,1,100,-55
1742899348.105822,291038.000,45351,4,MX,1,100,-55
1742899348.145823,291078.000,45351,4,MX,1,100,-55
1742899348.185823,291118.000,45366,2,MX,1,100,-54
1742899348.225823,291158.000,45366,2,MX,1,100,-56
1742899348.265824,291198.000,45385,3,MX,1,100,-55
1742899348.305824,291238.000,45385,3,MX,1,100,-57
1742899348.345825,291278.000,45385,3,MX,1,100,-57
1742899348.385825,291318.000,45402,2,MX,1,100,-57
1742899348.425826,291358.000,45402,2,MX,1,100,-57
1742899348.465826,291398.000,45420,3,MX,1,100,-56
1742899348.505826,291438.000,45420,3,MX,1,100,-57
1742899348.545827,291478.000,45420,3,MX,1,100,-56
1742899348.585827,291518.000,45436,2,MX,1,100,-56
1742899348.625828,291558.000,45436,2,MX,1,100,-56
1742899348.665828,291598.000,45452,3,MX,1,100,-57
1742899348.705829,291638.000,45452,3,MX,1,100,-56
1742899348.745829,291678.000,45452,3,MX,1,100,-56
1742899348.785830,291718.000,45469,3,MX,1,100,-57
1742899348.825830,291758.000,45469,3,MX,1,100,-57
1742899348.865830,291798.000,45469,3,MX,1,100,-56
1742899348.901164,291833.333,45486,3,MX,1,100,-57
1742899348.936498,291868.667,45486,3,MX,1,100,-56
1742899348.971832,291904.000,45486,3,MX,1,100,-57
1742899349.011832,291944.000,45502,2,MX,1,100,-57
1742899349.051832,291984.000,45502,2,MX,1,100,-56
1742899349.091833,292024.000,45517,3,MX,1,100,-57
1742899349.131833,292064.000,45517,3,MX,1,100,-56
1742899349.171834,292104.000,45517,3,MX,1,100,-56
