LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1742899334.840681,277773.000,43152,3,PI,1,100,177353
1742899334.880681,277813.000,43152,3,PI,1,100,177359
1742899334.920681,277853.000,43169,3,PI,1,100,177758
1742899334.960682,277893.000,43169,3,PI,1,100,177837
1742899335.000682,277933.000,43169,3,PI,1,100,177801
1742899335.040683,277973.000,43186,2,PI,1,100,177823
1742899335.080683,278013.000,43186,2,PI,1,100,177835
1742899335.120683,278053.000,43202,3,PI,1,100,177903
1742899335.160684,278093.000,43202,3,PI,1,100,177780
1742899335.200684,278133.000,43202,3,PI,1,100,177359
1742899335.240685,278173.000,43218,2,PI,1,100,177242
1742899335.280685,278213.000,43218,2,PI,1,100,177329
1742899335.320686,278253.000,43234,3,PI,1,100,177474
1742899335.360686,278293.000,43234,3,PI,1,100,177576
1742899335.400687,278333.000,43234,3,PI,1,100,177589
1742899335.436020,278368.333,43253,3,PI,1,100,177587
1742899335.471354,278403.667,43253,3,PI,1,100,177609
1742899335.506688,278439.000,43253,3,PI,1,100,177572
1742899335.547188,278479.500,43269,2,PI,1,100,177592
1742899335.587688,278520.000,43269,2,PI,1,100,177685
1742899335.627689,278560.000,43288,3,PI,1,100,177749
1742899335.667689,278600.000,43288,3,PI,1,100,177839
1742899335.707690,278640.000,43288,3,PI,1,100,177922
1742899335.747190,278679.500,43303,2,PI,1,100,177984
1742899335.786691,278719.000,43303,2,PI,1,100,177934
1742899335.826691,278759.000,43320,3,PI,1,100,177475
1742899335.866691,278799.000,43320,3,PI,1,100,177227
1742899335.906692,278839.000,43320,3,PI,1,100,177346
1742899335.946692,278879.000,43338,2,PI,1,100,177571
1742899335.986693,278919.000,43338,2,PI,1,100,177665
1742899336.026693,278959.000,43357,3,PI,1,100,177799
1742899336.066694,278999.000,43357,3,PI,1,100,177815
1742899336.106694,279039.000,43357,3,PI,1,100,177773
1742899336.146694,279079.000,43371,2,PI,1,100,177748
1742899336.186695,279119.000,43371,2,PI,1,100,177748
1742899336.226695,279159.000,43391,3,PI,1,100,177749
1742899336.266696,279199.000,43391,3,PI,1,100,177722
1742899336.306696,279239.000,43391,3,PI,1,100,177749
1742899336.346697,279279.000,43409,2,PI,1,100,177798
1742899336.386697,279319.000,43409,2,PI,1,100,177863
1742899336.426697,279359.000,43426,3,PI,1,100,177781
1742899336.466698,279399.000,43426,3,PI,1,100,177298
1742899336.506698,279439.000,43426,3,PI,1,100,177004
1742899336.546699,279479.000,43441,2,PI,1,100,177014
1742899336.586699,279519.000,43441,2,PI,1,100,177132
1742899336.626700,279559.000,43458,3,PI,1,100,177237
1742899336.666700,279599.000,43458,3,PI,1,100,177300
1742899336.706700,279639.000,43458,3,PI,1,100,177342
1742899336.746701,279679.000,43476,3,PI,1,100,177304
1742899336.786701,279719.000,43476,3,PI,1,100,177333
1742899336.826702,279759.000,43476,3,PI,1,100,177418
1742899336.866702,279799.000,43493,2,PI,1,100,177414
1742899336.906703,279839.000,43493,2,PI,1,100,177467
1742899336.946703,279879.000,43508,3,PI,1,100,177525
1742899336.986703,279919.000,43508,3,PI,1,100,177573
1742899337.026704,279959.000,43508,3,PI,1,100,177606
1742899337.066704,279999.000,43532,3,PI,1,100,177459
1742899337.106705,280039.000,43532,3,PI,1,100,176943
1742899337.146705,280079.000,43532,3,PI,1,100,176744
1742899337.186706,280119.000,43548,3,PI,1,100,176800
1742899337.226706,280159.000,43548,3,PI,1,100,176906
1742899337.266706,280199.000,43548,3,PI,1,100,176994
1742899337.306707,280239.000,43568,2,PI,1,100,177030
1742899337.346707,280279.000,43568,2,PI,1,100,177015
1742899337.386708,280319.000,43584,3,PI,1,100,177002
1742899337.426708,280359.000,43584,3,PI,1,100,176982
1742899337.466709,280399.000,43584,3,PI,1,100,176996
1742899337.506709,280439.000,43601,2,PI,1,100,177029
1742899337.546709,280479.000,43601,2,PI,1,100,177035
1742899337.586710,280519.000,43620,3,PI,1,100,177068
1742899337.626710,280559.000,43620,3,PI,1,100,177150
1742899337.666711,280599.000,43620,3,PI,1,100,177216
1742899337.706711,280639.000,43637,2,PI,1,100,177018
1742899337.746711,280679.000,43637,2,PI,1,100,176483
1742899337.786712,280719.000,43653,3,PI,1,100,176229
1742899337.826712,280759.000,43653,3,PI,1,100,176261
1742899337.866713,280799.000,43653,3,PI,1,100,176355
1742899337.906713,280839.000,43671,3,PI,1,100,176403
1742899337.946714,280879.000,43671,3,PI,1,100,176454
1742899337.986714,280919.000,43671,3,PI,1,100,176432
1742899338.026715,280959.000,43685,2,PI,1,100,176385
1742899338.066715,280999.000,43685,2,PI,1,100,176338
1742899338.106715,281039.000,43702,3,PI,1,100,176369
1742899338.146716,281079.000,43702,3,PI,1,100,176409
1742899338.186716,281119.000,43702,3,PI,1,100,176447
1742899338.226717,281159.000,43721,2,PI,1,100,176487
1742899338.266717,281199.000,43721,2,PI,1,100,176546
1742899338.306718,281239.000,43740,3,PI,1,100,176575
1742899338.346718,281279.000,43740,3,PI,1,100,176368
1742899338.386718,281319.000,43740,3,PI,1,100,175712
1742899338.426719,281359.000,43754,2,PI,1,100,175393
1742899338.466719,281399.000,43754,2,PI,1,100,175336
1742899338.506720,281439.000,43771,3,PI,1,100,175362
1742899338.546720,281479.000,43771,3,PI,1,100,175418
1742899338.586720,281519.000,43771,3,PI,1,100,175430
1742899338.626721,281559.000,43788,2,PI,1,100,175439
1742899338.666721,281599.000,43788,2,PI,1,100,175396
1742899338.706722,281639.000,43805,3,PI,1,100,175408
1742899338.746722,281679.000,43805,3,PI,1,100,175421
1742899338.786723,281719.000,43805,3,PI,1,100,175471
1742899338.826723,281759.000,43819,2,PI,1,100,175520
1742899338.866724,281799.000,43819,2,PI,1,100,175582
1742899338.906724,281839.000,43839,3,PI,1,100,175642
1742899338.946724,281879.000,43839,3,PI,1,100,175690
1742899338.986725,281919.000,43839,3,PI,1,100,175737
1742899339.026725,281959.000,43855,3,PI,1,100,175359
1742899339.066726,281999.000,43855,3,PI,1,100,174761
1742899339.106726,282039.000,43855,3,PI,1,100,174556
1742899339.146727,282079.000,43872,2,PI,1,100,174524
1742899339.186727,282119.000,43872,2,PI,1,100,174602
1742899339.226727,282159.000,43888,3,PI,1,100,174646
1742899339.266728,282199.000,43888,3,PI,1,100,174681
1742899339.306728,282239.000,43888,3,PI,1,100,174668
1742899339.346729,282279.000,43904,2,PI,1,100,174652
1742899339.386729,282319.000,43904,2,PI,1,100,174663
1742899339.426729,282359.000,43922,3,PI,1,100,174705
1742899339.466730,282399.000,43922,3,PI,1,100,174790
1742899339.506730,282439.000,43922,3,PI,1,100,174853
1742899339.546731,282479.000,43942,2,PI,1,100,174930
1742899339.586731,282519.000,43942,2,PI,1,100,174978
1742899339.626732,282559.000,43958,3,PI,1,100,175035
1742899339.666732,282599.000,43958,3,PI,1,100,175112
1742899339.706733,282639.000,43958,3,PI,1,100,174978
1742899339.746733,282679.000,43973,2,PI,1,100,174420
1742899339.786733,282719.000,43973,2,PI,1,100,174056
1742899339.826734,282759.000,43989,3,PI,1,100,174011
1742899339.866734,282799.000,43989,3,PI,1,100,174088
1742899339.906735,282839.000,43989,3,PI,1,100,174168
1742899339.946735,282879.000,44007,2,PI,1,100,174225
1742899339.986736,282919.000,44007,2,PI,1,100,174315
1742899340.026736,282959.000,44025,3,PI,1,100,174322
1742899340.066736,282999.000,44025,3,PI,1,100,174316
1742899340.106737,283039.000,44025,3,PI,1,100,174388
1742899340.146737,283079.000,44040,2,PI,1,100,174454
1742899340.186738,283119.000,44040,2,PI,1,100,174525
1742899340.226738,283159.000,44057,3,PI,1,100,174618
1742899340.266738,283199.000,44057,3,PI,1,100,174674
1742899340.306739,283239.000,44057,3,PI,1,100,174765
1742899340.346739,283279.000,44074,3,PI,1,100,174832
1742899340.386740,283319.000,44074,3,PI,1,100,174896
1742899340.426740,283359.000,44074,3,PI,1,100,174758
1742899340.466741,283399.000,44090,2,PI,1,100,174183
1742899340.506741,283439.000,44090,2,PI,1,100,173872
1742899340.546741,283479.000,44106,3,PI,1,100,173865
1742899340.586742,283519.000,44106,3,PI,1,100,173943
1742899340.626742,283559.000,44106,3,PI,1,100,174009
1742899340.666743,283599.000,44122,2,PI,1,100,174075
1742899340.706743,283639.000,44122,2,PI,1,100,174115
1742899340.746744,283679.000,44139,3,PI,1,100,174088
1742899340.786744,283719.000,44139,3,PI,1,100,174118
1742899340.826745,283759.000,44139,3,PI,1,100,174155
1742899340.866745,283799.000,44157,2,PI,1,100,174221
1742899340.906745,283839.000,44157,2,PI,1,100,174287
1742899340.946746,283879.000,44173,3,PI,1,100,174345
1742899340.986746,283919.000,44173,3,PI,1,100,174409
1742899341.026747,283959.000,44173,3,PI,1,100,174503
1742899341.066747,283999.000,44189,2,PI,1,100,174563
1742899341.106747,284039.000,44189,2,PI,1,100,174625
1742899341.146748,284079.000,44206,3,PI,1,100,174316
1742899341.186748,284119.000,44206,3,PI,1,100,173770
1742899341.226749,284159.000,44206,3,PI,1,100,173599
1742899341.266749,284199.000,44223,2,PI,1,100,173678
1742899341.306750,284239.000,44223,2,PI,1,100,173816
1742899341.346750,284279.000,44239,3,PI,1,100,173955
1742899341.386750,284319.000,44239,3,PI,1,100,174050
1742899341.426751,284359.000,44239,3,PI,1,100,174066
1742899341.466751,284399.000,44256,2,PI,1,100,174059
1742899341.506752,284439.000,44256,2,PI,1,100,174111
1742899341.546752,284479.000,44274,3,PI,1,100,174191
1742899341.586753,284519.000,44274,3,PI,1,100,174293
1742899341.626753,284559.000,44274,3,PI,1,100,174374
1742899341.666754,284599.000,44290,2,PI,1,100,174474
1742899341.706754,284639.000,44290,2,PI,1,100,174536
1742899341.746754,284679.000,44306,3,PI,1,100,174557
1742899341.786755,284719.000,44306,3,PI,1,100,174618
1742899341.826755,284759.000,44306,3,PI,1,100,174498
1742899341.866755,284799.000,44322,3,PI,1,100,173919
1742899341.906756,284839.000,44322,3,PI,1,100,173515
1742899341.946756,284879.000,44322,3,PI,1,100,173438
1742899341.986757,284919.000,44339,2,PI,1,100,173484
1742899342.026757,284959.000,44339,2,PI,1,100,173561
1742899342.066758,284999.000,44355,3,PI,1,100,173607
1742899342.106758,285039.000,44355,3,PI,1,100,173694
1742899342.146759,285079.000,44355,3,PI,1,100,173702
1742899342.186759,285119.000,44380,3,PI,1,100,173746
1742899342.226759,285159.000,44380,3,PI,1,100,173822
1742899342.266760,285199.000,44380,3,PI,1,100,173916
1742899342.306760,285239.000,44396,3,PI,1,100,174033
1742899342.346761,285279.000,44396,3,PI,1,100,174126
1742899342.386761,285319.000,44396,3,PI,1,100,174229
1742899342.426762,285359.000,44411,2,PI,1,100,174324
1742899342.466762,285399.000,44411,2,PI,1,100,174407
1742899342.506763,285439.000,44427,3,PI,1,100,174494
1742899342.546763,285479.000,44427,3,PI,1,100,174177
1742899342.586763,285519.000,44427,3,PI,1,100,173547
1742899342.626764,285559.000,44445,2,PI,1,100,173248
1742899342.666764,285599.000,44445,2,PI,1,100,173188
1742899342.706764,285639.000,44461,3,PI,1,100,173258
1742899342.746765,285679.000,44461,3,PI,1,100,173345
1742899342.786765,285719.000,44461,3,PI,1,100,173425
1742899342.826766,285759.000,44476,3,PI,1,100,173468
1742899342.866766,285799.000,44476,3,PI,1,100,173485
1742899342.906767,285839.000,44476,3,PI,1,100,173586
1742899342.946767,285879.000,44495,2,PI,1,100,173661
1742899342.986768,285919.000,44495,2,PI,1,100,173772
1742899343.026768,285959.000,44512,3,PI,1,100,173886
1742899343.066768,285999.000,44512,3,PI,1,100,174018
1742899343.106769,286039.000,44512,3,PI,1,100,174122
1742899343.146769,286079.000,44528,2,PI,1,100,174232
1742899343.186770,286119.000,44528,2,PI,1,100,174335
1742899343.226770,286159.000,44546,3,PI,1,100,174406
1742899343.266771,286199.000,44546,3,PI,1,100,174097
1742899343.306771,286239.000,44546,3,PI,1,100,173487
1742899343.346771,286279.000,44562,2,PI,1,100,173170
1742899343.386772,286319.000,44562,2,PI,1,100,173133
1742899343.426772,286359.000,44579,3,PI,1,100,173200
1742899343.466773,286399.000,44579,3,PI,1,100,173293
1742899343.506773,286439.000,44579,3,PI,1,100,173385
1742899343.546773,286479.000,44596,2,PI,1,100,173414
1742899343.586774,286519.000,44596,2,PI,1,100,173440
1742899343.626774,286559.000,44615,3,PI,1,100,173531
1742899343.666775,286599.000,44615,3,PI,1,100,173625
1742899343.706775,286639.000,44615,3,PI,1,100,173728
1742899343.746776,286679.000,44629,2,PI,1,100,173852
1742899343.786776,286719.000,44629,2,PI,1,100,173956
1742899343.826777,286759.000,44646,3,PI,1,100,174079
1742899343.866777,286799.000,44646,3,PI,1,100,174181
1742899343.906777,286839.000,44646,3,PI,1,100,174280
1742899343.946778,286879.000,44663,2,PI,1,100,174393
1742899343.986778,286919.000,44663,2,PI,1,100,174206
1742899344.026779,286959.000,44680,3,PI,1,100,173598
1742899344.066779,286999.000,44680,3,PI,1,100,173214
1742899344.106780,287039.000,44680,3,PI,1,100,173183
1742899344.146780,287079.000,44694,2,PI,1,100,173257
1742899344.186780,287119.000,44694,2,PI,1,100,173371
1742899344.226447,287158.667,44712,3,PI,1,100,173488
1742899344.266114,287198.333,44712,3,PI,1,100,173511
1742899344.305782,287238.000,44712,3,PI,1,100,173547
1742899344.346115,287278.333,44730,3,PI,1,100,173599
1742899344.386449,287318.667,44730,3,PI,1,100,173677
1742899344.426783,287359.000,44730,3,PI,1,100,173808
1742899344.466283,287398.500,44747,2,PI,1,100,173888
1742899344.505784,287438.000,44747,2,PI,1,100,174009
1742899344.546118,287478.333,44762,3,PI,1,100,174102
1742899344.586451,287518.667,44762,3,PI,1,100,174214
1742899344.626785,287559.000,44762,3,PI,1,100,174296
1742899344.666286,287598.500,44779,2,PI,1,100,174181
1742899344.705786,287638.000,44779,2,PI,1,100,173548
1742899344.746120,287678.333,44795,3,PI,1,100,173078
1742899344.786453,287718.667,44795,3,PI,1,100,173005
1742899344.826787,287759.000,44795,3,PI,1,100,173031
1742899344.866288,287798.500,44812,2,PI,1,100,173150
1742899344.905788,287838.000,44812,2,PI,1,100,173252
1742899344.945788,287878.000,44827,3,PI,1,100,173285
1742899344.985789,287918.000,44827,3,PI,1,100,173320
1742899345.025789,287958.000,44827,3,PI,1,100,173386
1742899345.065790,287998.000,44846,2,PI,1,100,173492
1742899345.105790,288038.000,44846,2,PI,1,100,173586
1742899345.145791,288078.000,44862,3,PI,1,100,173713
1742899345.185791,288118.000,44862,3,PI,1,100,173831
1742899345.225791,288158.000,44862,3,PI,1,100,173957
1742899345.265792,288198.000,44880,2,PI,1,100,174070
1742899345.305792,288238.000,44880,2,PI,1,100,174163
1742899345.345793,288278.000,44895,3,PI,1,100,173909
1742899345.385793,288318.000,44895,3,PI,1,100,173170
1742899345.425794,288358.000,44895,3,PI,1,100,172736
1742899345.465794,288398.000,44911,2,PI,1,100,172652
1742899345.505795,288438.000,44911,2,PI,1,100,172688
1742899345.545795,288478.000,44928,3,PI,1,100,172768
1742899345.585795,288518.000,44928,3,PI,1,100,172909
1742899345.625796,288558.000,44928,3,PI,1,100,172967
1742899345.665796,288598.000,44947,3,PI,1,100,173020
1742899345.705796,288638.000,44947,3,PI,1,100,173100
1742899345.745797,288678.000,44947,3,PI,1,100,173221
1742899345.785797,288718.000,44963,2,PI,1,100,173352
1742899345.825798,288758.000,44963,2,PI,1,100,173497
1742899345.865798,288798.000,44979,3,PI,1,100,173631
1742899345.905799,288838.000,44979,3,PI,1,100,173750
1742899345.945799,288878.000,44979,3,PI,1,100,173872
1742899345.985800,288918.000,44995,2,PI,1,100,173982
1742899346.025800,288958.000,44995,2,PI,1,100,173744
1742899346.065800,288998.000,45012,3,PI,1,100,172963
1742899346.105801,289038.000,45012,3,PI,1,100,172443
1742899346.145801,289078.000,45012,3,PI,1,100,172289
1742899346.185802,289118.000,45028,2,PI,1,100,172288
1742899346.225802,289158.000,45028,2,PI,1,100,172352
1742899346.265803,289198.000,45044,3,PI,1,100,172486
1742899346.305803,289238.000,45044,3,PI,1,100,172614
1742899346.345803,289278.000,45044,3,PI,1,100,172585
1742899346.385804,289318.000,45060,2,PI,1,100,172662
1742899346.425804,289358.000,45060,2,PI,1,100,172731
1742899346.465805,289398.000,45079,3,PI,1,100,172867
1742899346.505805,289438.000,45079,3,PI,1,100,173001
1742899346.545805,289478.000,45079,3,PI,1,100,173161
1742899346.585806,289518.000,45096,2,PI,1,100,173289
1742899346.625806,289558.000,45096,2,PI,1,100,173418
1742899346.665807,289598.000,45111,3,PI,1,100,173580
1742899346.705807,289638.000,45111,3,PI,1,100,173639
1742899346.745808,289678.000,45111,3,PI,1,100,173207
1742899346.785808,289718.000,45127,2,PI,1,100,172362
1742899346.825809,289758.000,45127,2,PI,1,100,171866
1742899346.865809,289798.000,45145,3,PI,1,100,171700
1742899346.905809,289838.000,45145,3,PI,1,100,171660
1742899346.945810,289878.000,45145,3,PI,1,100,171739
1742899346.985810,289918.000,45161,3,PI,1,100,171846
1742899347.025811,289958.000,45161,3,PI,1,100,171919
1742899347.065811,289998.000,45161,3,PI,1,100,171959
1742899347.105812,290038.000,45178,2,PI,1,100,172066
1742899347.145812,290078.000,45178,2,PI,1,100,172186
1742899347.185812,290118.000,45196,3,PI,1,100,172330
1742899347.225813,290158.000,45196,3,PI,1,100,172502
1742899347.265813,290198.000,45196,3,PI,1,100,172612
1742899347.305814,290238.000,45219,3,PI,1,100,172761
1742899347.345814,290278.000,45219,3,PI,1,100,172907
1742899347.385814,290318.000,45219,3,PI,1,100,173054
1742899347.425815,290358.000,45235,3,PI,1,100,173189
1742899347.465815,290398.000,45235,3,PI,1,100,172954
1742899347.505816,290438.000,45235,3,PI,1,100,172170
1742899347.545816,290478.000,45252,2,PI,1,100,171651
1742899347.585817,290518.000,45252,2,PI,1,100,171538
1742899347.625817,290558.000,45268,3,PI,1,100,171582
1742899347.665817,290598.000,45268,3,PI,1,100,171716
1742899347.705818,290638.000,45268,3,PI,1,100,171830
1742899347.745818,290678.000,45284,2,PI,1,100,171832
1742899347.785819,290718.000,45284,2,PI,1,100,171755
1742899347.825819,290758.000,45300,3,PI,1,100,171778
1742899347.865820,290798.000,45300,3,PI,1,100,171937
1742899347.905820,290838.000,45300,3,PI,1,100,172217
1742899347.945821,290878.000,45320,2,PI,1,100,172457
1742899347.985821,290918.000,45320,2,PI,1,100,172672
1742899348.025821,290958.000,45338,4,PI,1,100,172928
1742899348.065822,290998.000,45338,4,PI,1,100,173185
1742899348.105822,291038.000,45338,4,PI,1,100,173359
1742899348.145823,291078.000,45338,4,PI,1,100,173130
1742899348.185823,291118.000,45355,2,PI,1,100,172319
1742899348.225823,291158.000,45355,2,PI,1,100,171613
1742899348.265824,291198.000,45372,3,PI,1,100,171381
1742899348.305824,291238.000,45372,3,PI,1,100,171340
1742899348.345825,291278.000,45372,3,PI,1,100,171431
1742899348.385825,291318.000,45389,2,PI,1,100,171607
1742899348.425826,291358.000,45389,2,PI,1,100,171719
1742899348.465826,291398.000,45407,3,PI,1,100,171758
1742899348.505826,291438.000,45407,3,PI,1,100,171864
1742899348.545827,291478.000,45407,3,PI,1,100,171988
1742899348.585827,291518.000,45425,2,PI,1,100,172162
1742899348.625828,291558.000,45425,2,PI,1,100,172327
1742899348.665828,291598.000,45439,3,PI,1,100,172518
1742899348.705829,291638.000,45439,3,PI,1,100,172681
1742899348.745829,291678.000,45439,3,PI,1,100,172829
1742899348.785830,291718.000,45456,3,PI,1,100,172960
1742899348.825830,291758.000,45456,3,PI,1,100,172765
1742899348.865830,291798.000,45456,3,PI,1,100,171905
1742899348.905831,291838.000,45473,2,PI,1,100,171244
1742899348.945831,291878.000,45473,2,PI,1,100,171042
1742899348.985832,291918.000,45490,3,PI,1,100,171031
1742899349.025832,291958.000,45490,3,PI,1,100,171151
1742899349.065832,291998.000,45490,3,PI,1,100,171319
1742899349.105833,292038.000,45505,2,PI,1,100,171448
1742899349.145833,292078.000,45505,2,PI,1,100,171539
1742899349.185834,292118.000,45523,3,PI,1,100,171641
1742899349.225834,292158.000,45523,3,PI,1,100,171773
1742899349.265835,292198.000,45523,3,PI,1,100,171934
1742899349.305835,292238.000,45540,2,PI,1,100,172147
1742899349.345835,292278.000,45540,2,PI,1,100,172324
1742899349.385836,292318.000,45557,3,PI,1,100,172487
1742899349.425836,292358.000,45557,3,PI,1,100,172671
1742899349.465837,292398.000,45557,3,PI,1,100,172833
1742899349.505837,292438.000,45573,2,PI,1,100,172975
1742899349.545838,292478.000,45573,2,PI,1,100,172554
1742899349.585838,292518.000,45589,3,PI,1,100,171615
1742899349.625839,292558.000,45589,3,PI,1,100,171072
1742899349.665839,292598.000,45589,3,PI,1,100,170919
1742899349.705839,292638.000,45605,2,PI,1,100,170977
1742899349.745840,292678.000,45605,2,PI,1,100,171086
1742899349.785840,292718.000,45622,3,PI,1,100,171278
1742899349.825841,292758.000,45622,3,PI,1,100,171372
1742899349.865841,292798.000,45622,3,PI,1,100,171449
1742899349.905841,292838.000,45641,3,PI,1,100,171576
1742899349.945842,292878.000,45641,3,PI,1,100,171714
1742899349.985842,292918.000,45641,3,PI,1,100,171888
1742899350.025843,292958.000,45656,2,PI,1,100,172098
1742899350.065843,292998.000,45656,2,PI,1,100,172280
1742899350.105844,293038.000,45672,3,PI,1,100,172468
1742899350.145844,293078.000,45672,3,PI,1,100,172630
1742899350.185844,293118.000,45672,3,PI,1,100,172819
1742899350.225845,293158.000,45690,2,PI,1,100,172945
1742899350.265845,293198.000,45690,2,PI,1,100,172597
1742899350.305846,293238.000,45706,3,PI,1,100,171754
1742899350.345846,293278.000,45706,3,PI,1,100,171222
1742899350.385847,293318.000,45706,3,PI,1,100,171170
1742899350.425847,293358.000,45721,2,PI,1,100,171251
1742899350.465847,293398.000,45721,2,PI,1,100,171395
1742899350.505848,293438.000,45737,3,PI,1,100,171567
1742899350.545848,293478.000,45737,3,PI,1,100,171670
1742899350.585849,293518.000,45737,3,PI,1,100,171770
1742899350.625849,293558.000,45757,2,PI,1,100,171863
1742899350.665850,293598.000,45757,2,PI,1,100,172020
1742899350.705850,293638.000,45773,3,PI,1,100,172193
1742899350.745850,293678.000,45773,3,PI,1,100,172383
1742899350.785851,293718.000,45773,3,PI,1,100,172583
1742899350.825851,293758.000,45789,3,PI,1,100,172756
1742899350.865852,293798.000,45789,3,PI,1,100,172906
1742899350.905852,293838.000,45789,3,PI,1,100,173063
1742899350.945853,293878.000,45805,2,PI,1,100,173218
1742899350.985853,293918.000,45805,2,PI,1,100,173304
1742899351.025853,293958.000,45822,3,PI,1,100,172815
1742899351.065854,293998.000,45822,3,PI,1,100,172198
1742899351.105854,294038.000,45822,3,PI,1,100,172027
1742899351.145855,294078.000,45838,2,PI,1,100,172119
1742899351.185855,294118.000,45838,2,PI,1,100,172289
1742899351.225856,294158.000,45856,3,PI,1,100,172482
1742899351.265856,294198.000,45856,3,PI,1,100,172575
1742899351.305856,294238.000,45856,3,PI,1,100,172616
1742899351.345857,294278.000,45872,2,PI,1,100,172709
1742899351.385857,294318.000,45872,2,PI,1,100,172825
1742899351.425858,294358.000,45889,3,PI,1,100,172956
1742899351.465858,294398.000,45889,3,PI,1,100,173124
1742899351.505859,294438.000,45889,3,PI,1,100,173275
1742899351.545859,294478.000,45906,2,PI,1,100,173414
1742899351.585859,294518.000,45906,2,PI,1,100,173538
1742899351.625860,294558.000,45923,3,PI,1,100,173692
1742899351.665860,294598.000,45923,3,PI,1,100,173791
1742899351.705861,294638.000,45923,3,PI,1,100,173712
1742899351.745861,294678.000,45937,2,PI,1,100,173244
1742899351.785861,294718.000,45937,2,PI,1,100,172799
1742899351.825862,294758.000,45954,3,PI,1,100,172670
1742899351.865862,294798.000,45954,3,PI,1,100,172776
1742899351.905863,294838.000,45954,3,PI,1,100,173042
1742899351.945863,294878.000,45971,2,PI,1,100,173201
1742899351.985864,294918.000,45971,2,PI,1,100,173330
1742899352.025864,294958.000,45990,3,PI,1,100,173344
1742899352.065865,294998.000,45990,3,PI,1,100,173386
1742899352.105865,295038.000,45990,3,PI,1,100,173428
1742899352.145865,295078.000,46004,3,PI,1,100,173510
1742899352.185866,295118.000,46004,3,PI,1,100,173679
1742899352.225866,295158.000,46004,3,PI,1,100,173899
1742899352.265867,295198.000,46022,2,PI,1,100,174130
1742899352.305867,295238.000,46022,2,PI,1,100,174293
1742899352.345868,295278.000,46043,5,PI,1,100,174431
1742899352.385868,295318.000,46043,5,PI,1,100,174438
1742899352.425868,295358.000,46043,5,PI,1,100,173881
1742899352.465869,295398.000,46043,5,PI,1,100,173530
1742899352.505869,295438.000,46043,5,PI,1,100,173535
1742899352.545870,295478.000,46062,3,PI,1,100,173657
1742899352.585870,295518.000,46062,3,PI,1,100,173744
1742899352.625870,295558.000,46062,3,PI,1,100,173857
1742899352.665871,295598.000,46081,2,PI,1,100,173975
1742899352.705871,295638.000,46081,2,PI,1,100,174030
1742899352.745872,295678.000,46099,3,PI,1,100,174083
1742899352.785872,295718.000,46099,3,PI,1,100,174178
1742899352.825873,295758.000,46099,3,PI,1,100,174307
1742899352.865873,295798.000,46116,2,PI,1,100,174430
1742899352.905874,295838.000,46116,2,PI,1,100,174597
1742899352.945874,295878.000,46131,3,PI,1,100,174700
1742899352.985874,295918.000,46131,3,PI,1,100,174760
1742899353.025875,295958.000,46131,3,PI,1,100,174884
1742899353.065875,295998.000,46148,2,PI,1,100,174904
1742899353.105876,296038.000,46148,2,PI,1,100,174360
1742899353.145876,296078.000,46164,3,PI,1,100,173823
1742899353.185877,296118.000,46164,3,PI,1,100,173688
1742899353.225877,296158.000,46164,3,PI,1,100,173728
1742899353.265877,296198.000,46182,2,PI,1,100,173781
1742899353.305878,296238.000,46182,2,PI,1,100,173920
1742899353.345878,296278.000,46201,3,PI,1,100,174079
1742899353.385879,296318.000,46201,3,PI,1,100,174166
1742899353.425879,296358.000,46201,3,PI,1,100,174151
1742899353.465879,296398.000,46217,2,PI,1,100,174231
1742899353.505880,296438.000,46217,2,PI,1,100,174316
1742899353.545880,296478.000,46234,3,PI,1,100,174412
1742899353.585881,296518.000,46234,3,PI,1,100,174551
1742899353.625881,296558.000,46234,3,PI,1,100,174652
1742899353.665882,296598.000,46251,2,PI,1,100,174803
1742899353.705882,296638.000,46251,2,PI,1,100,174890
1742899353.745883,296678.000,46268,3,PI,1,100,174930
1742899353.785883,296718.000,46268,3,PI,1,100,174771
1742899353.825883,296758.000,46268,3,PI,1,100,174106
1742899353.865884,296798.000,46285,3,PI,1,100,173710
1742899353.905884,296838.000,46285,3,PI,1,100,173713
1742899353.945885,296878.000,46285,3,PI,1,100,173802
1742899353.985885,296918.000,46301,2,PI,1,100,173937
1742899354.025886,296958.000,46301,2,PI,1,100,174029
1742899354.065886,296998.000,46320,3,PI,1,100,174081
1742899354.105886,297038.000,46320,3,PI,1,100,174126
1742899354.145887,297078.000,46320,3,PI,1,100,174146
1742899354.185887,297118.000,46336,2,PI,1,100,174254
1742899354.225888,297158.000,46336,2,PI,1,100,174334
1742899354.265888,297198.000,46352,3,PI,1,100,174446
1742899354.305888,297238.000,46352,3,PI,1,100,174532
1742899354.345889,297278.000,46352,3,PI,1,100,174635
1742899354.385889,297318.000,46368,2,PI,1,100,174743
1742899354.425890,297358.000,46368,2,PI,1,100,174847
1742899354.465890,297398.000,46385,3,PI,1,100,174906
1742899354.505891,297438.000,46385,3,PI,1,100,174516
1742899354.545891,297478.000,46385,3,PI,1,100,173999
1742899354.585891,297518.000,46402,2,PI,1,100,173821
1742899354.625892,297558.000,46402,2,PI,1,100,173909
1742899354.665892,297598.000,46417,3,PI,1,100,174036
