LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1742899281.217607,224150.500,34434,2,EL,1,100,-18371.199219
1742899281.284108,224217.000,34434,2,EL,1,100,-18370.000000
1742899281.351109,224284.000,34450,1,EL,1,100,-18370.000000
1742899281.417610,224350.500,34469,2,EL,1,100,-18369.800781
1742899281.484110,224417.000,34469,2,EL,1,100,-18369.000000
1742899281.551111,224484.000,34485,1,EL,1,100,-18369.000000
1742899281.617612,224550.500,34502,2,EL,1,100,-18368.800781
1742899281.684113,224617.000,34502,2,EL,1,100,-18368.800781
1742899281.750613,224683.500,34517,2,EL,1,100,-18368.800781
1742899281.817114,224750.000,34517,2,EL,1,100,-18368.000000
1742899281.884115,224817.000,34534,1,EL,1,100,-18367.599609
1742899281.950615,224883.500,34551,2,EL,1,100,-18367.199219
1742899282.017116,224950.000,34551,2,EL,1,100,-18366.199219
1742899282.084117,225017.000,34568,1,EL,1,100,-18365.400391
1742899282.150618,225083.500,34584,2,EL,1,100,-18365.000000
1742899282.217118,225150.000,34584,2,EL,1,100,-18364.599609
1742899282.284119,225217.000,34602,1,EL,1,100,-18363.599609
1742899282.350620,225283.500,34618,2,EL,1,100,-18363.199219
1742899282.417120,225350.000,34618,2,EL,1,100,-18362.599609
1742899282.484121,225417.000,34635,1,EL,1,100,-18362.000000
1742899282.550622,225483.500,34650,2,EL,1,100,-18362.000000
1742899282.617123,225550.000,34650,2,EL,1,100,-18361.199219
1742899282.684123,225617.000,34667,1,EL,1,100,-18360.400391
1742899282.750624,225683.500,34683,2,EL,1,100,-18360.000000
1742899282.817125,225750.000,34683,2,EL,1,100,-18360.000000
1742899282.884125,225817.000,34702,1,EL,1,100,-18359.199219
