LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1742899331.613146,274545.500,42630,2,EL,1,100,-18520.800781
1742899331.679647,274612.000,42630,2,EL,1,100,-18508.400391
1742899331.746647,274679.000,42647,1,EL,1,100,-18496.199219
1742899331.813148,274745.500,42663,2,EL,1,100,-18484.199219
1742899331.879649,274812.000,42663,2,EL,1,100,-18472.000000
1742899331.946150,274878.500,42688,2,EL,1,100,-18461.199219
1742899332.012650,274945.000,42688,2,EL,1,100,-18453.599609
1742899332.079651,275012.000,42704,2,EL,1,100,-18445.599609
1742899332.146652,275079.000,42704,2,EL,1,100,-18442.000000
1742899332.212652,275145.000,42721,1,EL,1,100,-18439.599609
1742899332.279153,275211.500,42736,2,EL,1,100,-18433.199219
1742899332.345654,275278.000,42736,2,EL,1,100,-18426.800781
1742899332.412655,275345.000,42753,1,EL,1,100,-18420.199219
1742899332.479155,275411.500,42769,2,EL,1,100,-18416.599609
1742899332.545656,275478.000,42769,2,EL,1,100,-18416.599609
1742899332.612657,275545.000,42787,1,EL,1,100,-18412.000000
1742899332.679157,275611.500,42803,2,EL,1,100,-18405.000000
1742899332.745658,275678.000,42803,2,EL,1,100,-18398.199219
1742899332.812659,275745.000,42820,1,EL,1,100,-18394.000000
1742899332.879159,275811.500,42837,2,EL,1,100,-18392.199219
1742899332.945660,275878.000,42837,2,EL,1,100,-18384.400391
1742899333.012661,275945.000,42854,1,EL,1,100,-18374.000000
1742899333.079162,276011.500,42868,2,EL,1,100,-18364.400391
1742899333.145662,276078.000,42868,2,EL,1,100,-18353.199219
1742899333.212663,276145.000,42885,1,EL,1,100,-18346.599609
1742899333.279164,276211.500,42906,2,EL,1,100,-18344.400391
1742899333.345665,276278.000,42906,2,EL,1,100,-18340.199219
1742899333.412665,276345.000,42923,1,EL,1,100,-18335.599609
1742899333.479166,276411.500,42938,2,EL,1,100,-18335.199219
1742899333.545667,276478.000,42938,2,EL,1,100,-18333.599609
1742899333.612667,276545.000,42955,1,EL,1,100,-18332.599609
1742899333.679168,276611.500,42971,2,EL,1,100,-18346.000000
1742899333.745669,276678.000,42971,2,EL,1,100,-18354.800781
1742899333.812670,276745.000,42988,2,EL,1,100,-18356.199219
1742899333.879670,276812.000,42988,2,EL,1,100,-18360.400391
1742899333.945671,276878.000,43005,1,EL,1,100,-18362.000000
1742899334.012672,276945.000,43020,2,EL,1,100,-18363.599609
1742899334.079672,277012.000,43020,2,EL,1,100,-18372.400391
1742899334.145673,277078.000,43038,1,EL,1,100,-18381.400391
1742899334.212674,277145.000,43056,2,EL,1,100,-18389.400391
1742899334.279675,277212.000,43056,2,EL,1,100,-18397.599609
1742899334.345675,277278.000,43072,1,EL,1,100,-18398.199219
1742899334.412676,277345.000,43087,2,EL,1,100,-18395.599609
1742899334.479677,277412.000,43087,2,EL,1,100,-18400.199219
1742899334.545677,277478.000,43103,1,EL,1,100,-18410.800781
1742899334.612678,277545.000,43121,2,EL,1,100,-18425.199219
1742899334.679679,277612.000,43121,2,EL,1,100,-18436.800781
1742899334.745679,277678.000,43137,1,EL,1,100,-18434.599609
1742899334.812680,277745.000,43156,2,EL,1,100,-18430.800781
1742899334.879681,277812.000,43156,2,EL,1,100,-18438.800781
1742899334.945682,277878.000,43173,1,EL,1,100,-18455.599609
1742899335.012682,277945.000,43190,2,EL,1,100,-18465.599609
1742899335.079683,278012.000,43190,2,EL,1,100,-18470.000000
1742899335.145684,278078.000,43206,1,EL,1,100,-18474.599609
1742899335.212684,278145.000,43222,2,EL,1,100,-18482.000000
1742899335.279685,278212.000,43222,2,EL,1,100,-18494.599609
1742899335.345686,278278.000,43238,1,EL,1,100,-18501.800781
1742899335.412687,278345.000,43257,2,EL,1,100,-18505.400391
1742899335.479687,278412.000,43257,2,EL,1,100,-18510.599609
1742899335.545688,278478.000,43273,1,EL,1,100,-18516.800781
1742899335.612689,278545.000,43292,2,EL,1,100,-18518.599609
1742899335.679689,278612.000,43292,2,EL,1,100,-18520.599609
1742899335.746190,278678.500,43307,2,EL,1,100,-18525.400391
1742899335.812691,278745.000,43307,2,EL,1,100,-18529.599609
1742899335.879692,278812.000,43324,1,EL,1,100,-18533.000000
1742899335.946192,278878.500,43342,2,EL,1,100,-18536.400391
1742899336.012693,278945.000,43342,2,EL,1,100,-18544.400391
1742899336.078694,279011.000,43361,1,EL,1,100,-18549.400391
1742899336.145694,279078.000,43375,2,EL,1,100,-18555.199219
1742899336.212695,279145.000,43375,2,EL,1,100,-18559.599609
1742899336.279696,279212.000,43395,1,EL,1,100,-18562.000000
1742899336.346197,279278.500,43413,2,EL,1,100,-18565.199219
1742899336.412697,279345.000,43413,2,EL,1,100,-18568.800781
1742899336.478698,279411.000,43430,1,EL,1,100,-18575.800781
1742899336.545699,279478.000,43445,2,EL,1,100,-18584.599609
1742899336.612700,279545.000,43445,2,EL,1,100,-18591.199219
1742899336.678700,279611.000,43462,1,EL,1,100,-18596.599609
1742899336.745701,279678.000,43480,2,EL,1,100,-18603.800781
1742899336.812701,279745.000,43480,2,EL,1,100,-18611.599609
1742899336.878702,279811.000,43497,1,EL,1,100,-18621.599609
1742899336.945703,279878.000,43512,2,EL,1,100,-18628.000000
1742899337.012704,279945.000,43512,2,EL,1,100,-18631.400391
1742899337.079204,280011.500,43536,2,EL,1,100,-18635.400391
1742899337.145705,280078.000,43536,2,EL,1,100,-18641.400391
1742899337.212706,280145.000,43552,1,EL,1,100,-18646.800781
1742899337.279207,280211.500,43572,2,EL,1,100,-18651.000000
1742899337.345707,280278.000,43572,2,EL,1,100,-18653.800781
1742899337.412208,280344.500,43588,2,EL,1,100,-18657.800781
1742899337.478709,280411.000,43588,2,EL,1,100,-18662.800781
1742899337.545709,280478.000,43605,1,EL,1,100,-18670.400391
1742899337.612210,280544.500,43624,2,EL,1,100,-18674.199219
1742899337.678711,280611.000,43624,2,EL,1,100,-18676.400391
1742899337.745712,280678.000,43641,1,EL,1,100,-18680.400391
1742899337.812212,280744.500,43657,2,EL,1,100,-18683.800781
1742899337.878713,280811.000,43657,2,EL,1,100,-18688.199219
