LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1742899282.378120,225311.000,34629,3,MZ,1,100,228
1742899282.418120,225351.000,34629,3,MZ,1,100,227
1742899282.458121,225391.000,34644,2,MZ,1,100,227
1742899282.498121,225431.000,34644,2,MZ,1,100,227
1742899282.538455,225471.333,34661,3,MZ,1,100,227
1742899282.578789,225511.667,34661,3,MZ,1,100,227
1742899282.619123,225552.000,34661,3,MZ,1,100,226
1742899282.658623,225591.500,34678,2,MZ,1,100,226
1742899282.698123,225631.000,34678,2,MZ,1,100,226
1742899282.733457,225666.333,34694,3,MZ,1,100,227
1742899282.768791,225701.667,34694,3,MZ,1,100,227
1742899282.804125,225737.000,34694,3,MZ,1,100,227
1742899282.844458,225777.333,34711,3,MZ,1,100,228
1742899282.884792,225817.667,34711,3,MZ,1,100,227
1742899282.925126,225858.000,34711,3,MZ,1,100,226
1742899282.964626,225897.500,34728,2,MZ,1,100,227
1742899283.004127,225937.000,34728,2,MZ,1,100,227
1742899283.044461,225977.333,34745,3,MZ,1,100,226
1742899283.084794,226017.667,34745,3,MZ,1,100,226
1742899283.125128,226058.000,34745,3,MZ,1,100,228
1742899283.164629,226097.500,34761,2,MZ,1,100,226
1742899283.204129,226137.000,34761,2,MZ,1,100,229
1742899283.244129,226177.000,34777,3,MZ,1,100,227
1742899283.284130,226217.000,34777,3,MZ,1,100,227
1742899283.324130,226257.000,34777,3,MZ,1,100,227
1742899283.364130,226297.000,34795,2,MZ,1,100,226
1742899283.404131,226337.000,34795,2,MZ,1,100,228
1742899283.444131,226377.000,34812,3,MZ,1,100,226
1742899283.484132,226417.000,34812,3,MZ,1,100,227
1742899283.524132,226457.000,34812,3,MZ,1,100,228
1742899283.564466,226497.333,34831,3,MZ,1,100,228
1742899283.604800,226537.667,34831,3,MZ,1,100,228
1742899283.645133,226578.000,34831,3,MZ,1,100,226
1742899283.684634,226617.500,34847,2,MZ,1,100,227
1742899283.724134,226657.000,34847,2,MZ,1,100,227
1742899283.764135,226697.000,34862,3,MZ,1,100,227
1742899283.804135,226737.000,34862,3,MZ,1,100,227
1742899283.844136,226777.000,34862,3,MZ,1,100,227
1742899283.879803,226812.667,34880,3,MZ,1,100,227
1742899283.915470,226848.333,34880,3,MZ,1,100,227
1742899283.951137,226884.000,34880,3,MZ,1,100,225
1742899283.991137,226924.000,34896,2,MZ,1,100,226
1742899284.031138,226964.000,34896,2,MZ,1,100,227
1742899284.071138,227004.000,34913,3,MZ,1,100,227
1742899284.111139,227044.000,34913,3,MZ,1,100,228
1742899284.151139,227084.000,34913,3,MZ,1,100,227
1742899284.191139,227124.000,34927,2,MZ,1,100,228
1742899284.231140,227164.000,34927,2,MZ,1,100,227
1742899284.271140,227204.000,34945,3,MZ,1,100,226
1742899284.311141,227244.000,34945,3,MZ,1,100,227
1742899284.351141,227284.000,34945,3,MZ,1,100,227
1742899284.391141,227324.000,34963,2,MZ,1,100,227
1742899284.431142,227364.000,34963,2,MZ,1,100,227
1742899284.471142,227404.000,34980,3,MZ,1,100,227
1742899284.511143,227444.000,34980,3,MZ,1,100,226
1742899284.551143,227484.000,34980,3,MZ,1,100,227
1742899284.591144,227524.000,34995,2,MZ,1,100,226
1742899284.631144,227564.000,34995,2,MZ,1,100,227
1742899284.671144,227604.000,35012,3,MZ,1,100,226
1742899284.711145,227644.000,35012,3,MZ,1,100,228
1742899284.751145,227684.000,35012,3,MZ,1,100,226
1742899284.791146,227724.000,35028,3,MZ,1,100,226
1742899284.831146,227764.000,35028,3,MZ,1,100,227
1742899284.871147,227804.000,35028,3,MZ,1,100,227
1742899284.911147,227844.000,35046,2,MZ,1,100,227
1742899284.951148,227884.000,35046,2,MZ,1,100,227
1742899284.986814,227919.667,35060,3,MZ,1,100,227
1742899285.022482,227955.333,35060,3,MZ,1,100,225
1742899285.058149,227991.000,35060,3,MZ,1,100,227
1742899285.098149,228031.000,35079,2,MZ,1,100,226
1742899285.138149,228071.000,35079,2,MZ,1,100,226
1742899285.178150,228111.000,35095,3,MZ,1,100,227
1742899285.218150,228151.000,35095,3,MZ,1,100,227
1742899285.258151,228191.000,35095,3,MZ,1,100,227
1742899285.298151,228231.000,35113,3,MZ,1,100,227
1742899285.338152,228271.000,35113,3,MZ,1,100,227
1742899285.378152,228311.000,35113,3,MZ,1,100,227
1742899285.418153,228351.000,35128,2,MZ,1,100,227
1742899285.458153,228391.000,35128,2,MZ,1,100,227
1742899285.498153,228431.000,35144,3,MZ,1,100,226
1742899285.538154,228471.000,35144,3,MZ,1,100,226
1742899285.578154,228511.000,35144,3,MZ,1,100,227
1742899285.618155,228551.000,35161,2,MZ,1,100,227
1742899285.658155,228591.000,35161,2,MZ,1,100,227
1742899285.698155,228631.000,35178,3,MZ,1,100,226
1742899285.738156,228671.000,35178,3,MZ,1,100,226
1742899285.778156,228711.000,35178,3,MZ,1,100,227
1742899285.818157,228751.000,35194,2,MZ,1,100,227
1742899285.858157,228791.000,35194,2,MZ,1,100,229
1742899285.898158,228831.000,35217,4,MZ,1,100,227
1742899285.938158,228871.000,35217,4,MZ,1,100,226
1742899285.978158,228911.000,35217,4,MZ,1,100,227
1742899286.018159,228951.000,35217,4,MZ,1,100,227
1742899286.058159,228991.000,35231,2,MZ,1,100,227
1742899286.098160,229031.000,35231,2,MZ,1,100,226
1742899286.133493,229066.333,35248,3,MZ,1,100,226
1742899286.168827,229101.667,35248,3,MZ,1,100,226
1742899286.204161,229137.000,35248,3,MZ,1,100,227
1742899286.244161,229177.000,35265,3,MZ,1,100,227
1742899286.284162,229217.000,35265,3,MZ,1,100,227
1742899286.324162,229257.000,35265,3,MZ,1,100,228
1742899286.364163,229297.000,35282,2,MZ,1,100,227
1742899286.404163,229337.000,35282,2,MZ,1,100,227
1742899286.444164,229377.000,35296,3,MZ,1,100,227
1742899286.484164,229417.000,35296,3,MZ,1,100,226
1742899286.524164,229457.000,35296,3,MZ,1,100,227
1742899286.564165,229497.000,35316,2,MZ,1,100,227
1742899286.604165,229537.000,35316,2,MZ,1,100,226
1742899286.644166,229577.000,35332,3,MZ,1,100,227
1742899286.684166,229617.000,35332,3,MZ,1,100,227
1742899286.724166,229657.000,35332,3,MZ,1,100,227
1742899286.764167,229697.000,35349,3,MZ,1,100,227
1742899286.804167,229737.000,35349,3,MZ,1,100,227
1742899286.844168,229777.000,35349,3,MZ,1,100,226
1742899286.884168,229817.000,35364,2,MZ,1,100,225
1742899286.924169,229857.000,35364,2,MZ,1,100,226
1742899286.964169,229897.000,35381,3,MZ,1,100,226
1742899287.004169,229937.000,35381,3,MZ,1,100,225
1742899287.044170,229977.000,35381,3,MZ,1,100,226
1742899287.084170,230017.000,35397,2,MZ,1,100,227
1742899287.124171,230057.000,35397,2,MZ,1,100,226
1742899287.164171,230097.000,35414,3,MZ,1,100,227
1742899287.204172,230137.000,35414,3,MZ,1,100,226
1742899287.244172,230177.000,35414,3,MZ,1,100,228
1742899287.279839,230212.667,35433,3,MZ,1,100,228
1742899287.315506,230248.333,35433,3,MZ,1,100,227
1742899287.351173,230284.000,35433,3,MZ,1,100,227
1742899287.391174,230324.000,35448,2,MZ,1,100,227
1742899287.431174,230364.000,35448,2,MZ,1,100,226
1742899287.471174,230404.000,35464,3,MZ,1,100,227
1742899287.511175,230444.000,35464,3,MZ,1,100,226
1742899287.551175,230484.000,35464,3,MZ,1,100,227
1742899287.591176,230524.000,35482,2,MZ,1,100,227
1742899287.631176,230564.000,35482,2,MZ,1,100,226
1742899287.671176,230604.000,35498,3,MZ,1,100,228
1742899287.711177,230644.000,35498,3,MZ,1,100,227
1742899287.751177,230684.000,35498,3,MZ,1,100,227
1742899287.791178,230724.000,35513,2,MZ,1,100,227
1742899287.831178,230764.000,35513,2,MZ,1,100,228
1742899287.871179,230804.000,35530,3,MZ,1,100,227
1742899287.911179,230844.000,35530,3,MZ,1,100,226
1742899287.951180,230884.000,35530,3,MZ,1,100,226
1742899287.991180,230924.000,35549,2,MZ,1,100,226
1742899288.031180,230964.000,35549,2,MZ,1,100,227
1742899288.071181,231004.000,35565,3,MZ,1,100,227
1742899288.111181,231044.000,35565,3,MZ,1,100,227
1742899288.151182,231084.000,35565,3,MZ,1,100,227
1742899288.191182,231124.000,35580,2,MZ,1,100,226
1742899288.231183,231164.000,35580,2,MZ,1,100,226
1742899288.266850,231199.667,35599,3,MZ,1,100,227
1742899288.302517,231235.333,35599,3,MZ,1,100,227
1742899288.338184,231271.000,35599,3,MZ,1,100,227
1742899288.378184,231311.000,35616,3,MZ,1,100,227
1742899288.418185,231351.000,35616,3,MZ,1,100,227
1742899288.458185,231391.000,35616,3,MZ,1,100,226
1742899288.498185,231431.000,35632,2,MZ,1,100,226
1742899288.538186,231471.000,35632,2,MZ,1,100,227
1742899288.578186,231511.000,35648,3,MZ,1,100,227
1742899288.618187,231551.000,35648,3,MZ,1,100,226
1742899288.658187,231591.000,35648,3,MZ,1,100,227
1742899288.698188,231631.000,35666,2,MZ,1,100,227
1742899288.738188,231671.000,35666,2,MZ,1,100,227
1742899288.778188,231711.000,35683,3,MZ,1,100,227
1742899288.818189,231751.000,35683,3,MZ,1,100,226
1742899288.858189,231791.000,35683,3,MZ,1,100,226
1742899288.898190,231831.000,35700,2,MZ,1,100,226
1742899288.938190,231871.000,35700,2,MZ,1,100,227
1742899288.978190,231911.000,35715,3,MZ,1,100,228
1742899289.018191,231951.000,35715,3,MZ,1,100,226
1742899289.058191,231991.000,35715,3,MZ,1,100,227
1742899289.098192,232031.000,35731,2,MZ,1,100,227
1742899289.138192,232071.000,35731,2,MZ,1,100,226
1742899289.178193,232111.000,35748,3,MZ,1,100,227
1742899289.218193,232151.000,35748,3,MZ,1,100,227
1742899289.258193,232191.000,35748,3,MZ,1,100,226
1742899289.298194,232231.000,35765,3,MZ,1,100,227
1742899289.338194,232271.000,35765,3,MZ,1,100,227
1742899289.378195,232311.000,35765,3,MZ,1,100,227
1742899289.418195,232351.000,35783,2,MZ,1,100,226
1742899289.458196,232391.000,35783,2,MZ,1,100,227
1742899289.493529,232426.333,35798,3,MZ,1,100,226
1742899289.528863,232461.667,35798,3,MZ,1,100,227
1742899289.564197,232497.000,35798,3,MZ,1,100,227
1742899289.604197,232537.000,35816,3,MZ,1,100,227
1742899289.644198,232577.000,35816,3,MZ,1,100,228
1742899289.684198,232617.000,35816,3,MZ,1,100,226
1742899289.724199,232657.000,35832,2,MZ,1,100,226
1742899289.764199,232697.000,35832,2,MZ,1,100,227
1742899289.804199,232737.000,35849,3,MZ,1,100,227
1742899289.844200,232777.000,35849,3,MZ,1,100,228
1742899289.884200,232817.000,35849,3,MZ,1,100,227
1742899289.924201,232857.000,35864,2,MZ,1,100,226
1742899289.964201,232897.000,35864,2,MZ,1,100,227
1742899290.004201,232937.000,35881,3,MZ,1,100,227
1742899290.044202,232977.000,35881,3,MZ,1,100,227
1742899290.084202,233017.000,35881,3,MZ,1,100,227
1742899290.124203,233057.000,35899,2,MZ,1,100,228
1742899290.164203,233097.000,35899,2,MZ,1,100,227
1742899290.204204,233137.000,35917,3,MZ,1,100,228
1742899290.244204,233177.000,35917,3,MZ,1,100,226
1742899290.284204,233217.000,35917,3,MZ,1,100,225
1742899290.324205,233257.000,35931,2,MZ,1,100,226
1742899290.364205,233297.000,35931,2,MZ,1,100,226
1742899290.404206,233337.000,35948,3,MZ,1,100,226
1742899290.444206,233377.000,35948,3,MZ,1,100,227
1742899290.484207,233417.000,35948,3,MZ,1,100,226
1742899290.524207,233457.000,35964,2,MZ,1,100,227
1742899290.564208,233497.000,35964,2,MZ,1,100,226
1742899290.599541,233532.333,35982,3,MZ,1,100,227
1742899290.634875,233567.667,35982,3,MZ,1,100,226
1742899290.670209,233603.000,35982,3,MZ,1,100,227
1742899290.710209,233643.000,35996,3,MZ,1,100,227
1742899290.750209,233683.000,35996,3,MZ,1,100,227
1742899290.790210,233723.000,35996,3,MZ,1,100,227
1742899290.830210,233763.000,36015,2,MZ,1,100,227
1742899290.870211,233803.000,36015,2,MZ,1,100,227
1742899290.910211,233843.000,36032,3,MZ,1,100,226
1742899290.950212,233883.000,36032,3,MZ,1,100,227
1742899290.990212,233923.000,36032,3,MZ,1,100,227
1742899291.030212,233963.000,36052,3,MZ,1,100,229
1742899291.070213,234003.000,36052,3,MZ,1,100,226
1742899291.110213,234043.000,36052,3,MZ,1,100,227
1742899291.150214,234083.000,36068,3,MZ,1,100,227
1742899291.190214,234123.000,36068,3,MZ,1,100,226
1742899291.230215,234163.000,36068,3,MZ,1,100,227
1742899291.270215,234203.000,36085,2,MZ,1,100,227
1742899291.310215,234243.000,36085,2,MZ,1,100,226
1742899291.350216,234283.000,36100,3,MZ,1,100,227
1742899291.390216,234323.000,36100,3,MZ,1,100,226
1742899291.430217,234363.000,36100,3,MZ,1,100,227
1742899291.470217,234403.000,36119,3,MZ,1,100,227
1742899291.510218,234443.000,36119,3,MZ,1,100,226
1742899291.550218,234483.000,36119,3,MZ,1,100,227
1742899291.590218,234523.000,36136,2,MZ,1,100,227
1742899291.630219,234563.000,36136,2,MZ,1,100,226
1742899291.666219,234599.000,36153,3,MZ,1,100,227
1742899291.702220,234635.000,36153,3,MZ,1,100,227
1742899291.738220,234671.000,36153,3,MZ,1,100,227
1742899291.778220,234711.000,36167,2,MZ,1,100,227
1742899291.818221,234751.000,36167,2,MZ,1,100,227
1742899291.857888,234790.667,36185,3,MZ,1,100,226
1742899291.897555,234830.333,36185,3,MZ,1,100,226
1742899291.937222,234870.000,36185,3,MZ,1,100,227
1742899291.977723,234910.500,36201,2,MZ,1,100,226
1742899292.018223,234951.000,36201,2,MZ,1,100,226
1742899292.057890,234990.667,36218,3,MZ,1,100,227
1742899292.097557,235030.333,36218,3,MZ,1,100,226
1742899292.137224,235070.000,36218,3,MZ,1,100,227
1742899292.177558,235110.333,36234,3,MZ,1,100,227
1742899292.217892,235150.667,36234,3,MZ,1,100,226
1742899292.258225,235191.000,36234,3,MZ,1,100,226
1742899292.297726,235230.500,36252,2,MZ,1,100,227
1742899292.337226,235270.000,36252,2,MZ,1,100,226
1742899292.377227,235310.000,36268,3,MZ,1,100,227
1742899292.417227,235350.000,36268,3,MZ,1,100,227
1742899292.457228,235390.000,36268,3,MZ,1,100,226
1742899292.497228,235430.000,36285,2,MZ,1,100,226
1742899292.537229,235470.000,36285,2,MZ,1,100,228
1742899292.577562,235510.333,36300,3,MZ,1,100,227
1742899292.617896,235550.667,36300,3,MZ,1,100,226
1742899292.658230,235591.000,36300,3,MZ,1,100,226
1742899292.697730,235630.500,36317,2,MZ,1,100,226
1742899292.737231,235670.000,36317,2,MZ,1,100,227
1742899292.772564,235705.333,36333,3,MZ,1,100,228
1742899292.807898,235740.667,36333,3,MZ,1,100,227
1742899292.843232,235776.000,36333,3,MZ,1,100,226
1742899292.883232,235816.000,36353,3,MZ,1,100,227
1742899292.923233,235856.000,36353,3,MZ,1,100,226
1742899292.963233,235896.000,36353,3,MZ,1,100,227
1742899293.003233,235936.000,36367,2,MZ,1,100,227
1742899293.043234,235976.000,36367,2,MZ,1,100,227
1742899293.083234,236016.000,36384,3,MZ,1,100,227
1742899293.123235,236056.000,36384,3,MZ,1,100,228
1742899293.163235,236096.000,36384,3,MZ,1,100,227
1742899293.203236,236136.000,36400,2,MZ,1,100,226
1742899293.243236,236176.000,36400,2,MZ,1,100,226
1742899293.283237,236216.000,36420,3,MZ,1,100,227
1742899293.323237,236256.000,36420,3,MZ,1,100,228
1742899293.363237,236296.000,36420,3,MZ,1,100,228
1742899293.403238,236336.000,36435,2,MZ,1,100,227
1742899293.443238,236376.000,36435,2,MZ,1,100,227
1742899293.483239,236416.000,36451,3,MZ,1,100,227
1742899293.523239,236456.000,36451,3,MZ,1,100,227
1742899293.563240,236496.000,36451,3,MZ,1,100,226
1742899293.603240,236536.000,36470,2,MZ,1,100,227
1742899293.643240,236576.000,36470,2,MZ,1,100,226
1742899293.683241,236616.000,36487,3,MZ,1,100,227
1742899293.723241,236656.000,36487,3,MZ,1,100,227
1742899293.763242,236696.000,36487,3,MZ,1,100,226
1742899293.803242,236736.000,36502,2,MZ,1,100,227
1742899293.843242,236776.000,36502,2,MZ,1,100,226
1742899293.883576,236816.333,36519,3,MZ,1,100,226
1742899293.923910,236856.667,36519,3,MZ,1,100,227
1742899293.964244,236897.000,36519,3,MZ,1,100,226
1742899293.999578,236932.333,36535,3,MZ,1,100,227
