LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1742899322.854553,265787.000,41259,3,MZ,1,100,239
1742899322.894553,265827.000,41259,3,MZ,1,100,238
1742899322.934553,265867.000,41259,3,MZ,1,100,239
1742899322.970220,265902.667,41276,3,MZ,1,100,238
1742899323.005888,265938.333,41276,3,MZ,1,100,239
1742899323.041554,265974.000,41276,3,MZ,1,100,238
1742899323.081555,266014.000,41292,2,MZ,1,100,238
1742899323.121555,266054.000,41292,2,MZ,1,100,239
1742899323.161556,266094.000,41309,3,MZ,1,100,238
1742899323.201556,266134.000,41309,3,MZ,1,100,238
1742899323.241557,266174.000,41309,3,MZ,1,100,239
1742899323.281557,266214.000,41328,2,MZ,1,100,239
1742899323.321558,266254.000,41328,2,MZ,1,100,239
1742899323.361558,266294.000,41343,3,MZ,1,100,239
1742899323.401558,266334.000,41343,3,MZ,1,100,239
1742899323.441559,266374.000,41343,3,MZ,1,100,240
1742899323.481559,266414.000,41359,2,MZ,1,100,239
1742899323.521559,266454.000,41359,2,MZ,1,100,239
1742899323.561560,266494.000,41377,3,MZ,1,100,238
1742899323.601560,266534.000,41377,3,MZ,1,100,240
1742899323.641561,266574.000,41377,3,MZ,1,100,239
1742899323.681561,266614.000,41395,3,MZ,1,100,239
1742899323.721562,266654.000,41395,3,MZ,1,100,239
1742899323.761562,266694.000,41395,3,MZ,1,100,239
1742899323.801563,266734.000,41412,3,MZ,1,100,239
1742899323.841563,266774.000,41412,3,MZ,1,100,239
1742899323.881563,266814.000,41412,3,MZ,1,100,238
1742899323.921564,266854.000,41429,2,MZ,1,100,239
1742899323.961564,266894.000,41429,2,MZ,1,100,239
1742899324.001565,266934.000,41446,3,MZ,1,100,239
1742899324.041565,266974.000,41446,3,MZ,1,100,240
1742899324.081566,267014.000,41446,3,MZ,1,100,239
1742899324.121566,267054.000,41462,2,MZ,1,100,238
1742899324.161566,267094.000,41462,2,MZ,1,100,239
1742899324.196900,267129.333,41480,3,MZ,1,100,240
1742899324.232234,267164.667,41480,3,MZ,1,100,239
1742899324.267568,267200.000,41480,3,MZ,1,100,239
1742899324.307568,267240.000,41496,3,MZ,1,100,239
1742899324.347569,267280.000,41496,3,MZ,1,100,240
1742899324.387569,267320.000,41496,3,MZ,1,100,240
1742899324.427569,267360.000,41513,2,MZ,1,100,238
1742899324.467570,267400.000,41513,2,MZ,1,100,238
1742899324.507570,267440.000,41529,3,MZ,1,100,239
1742899324.547570,267480.000,41529,3,MZ,1,100,239
1742899324.587571,267520.000,41529,3,MZ,1,100,238
1742899324.627571,267560.000,41547,2,MZ,1,100,239
1742899324.667572,267600.000,41547,2,MZ,1,100,239
1742899324.707572,267640.000,41562,3,MZ,1,100,238
1742899324.747573,267680.000,41562,3,MZ,1,100,240
1742899324.787573,267720.000,41562,3,MZ,1,100,238
1742899324.827574,267760.000,41578,3,MZ,1,100,237
1742899324.867574,267800.000,41578,3,MZ,1,100,239
1742899324.907574,267840.000,41578,3,MZ,1,100,239
1742899324.947575,267880.000,41595,2,MZ,1,100,238
1742899324.987575,267920.000,41595,2,MZ,1,100,238
1742899325.027576,267960.000,41614,3,MZ,1,100,238
1742899325.067576,268000.000,41614,3,MZ,1,100,238
1742899325.107577,268040.000,41614,3,MZ,1,100,237
1742899325.147577,268080.000,41630,2,MZ,1,100,237
1742899325.187577,268120.000,41630,2,MZ,1,100,238
1742899325.227578,268160.000,41646,3,MZ,1,100,238
1742899325.267578,268200.000,41646,3,MZ,1,100,238
1742899325.307579,268240.000,41646,3,MZ,1,100,237
1742899325.343246,268275.667,41662,3,MZ,1,100,238
1742899325.378913,268311.333,41662,3,MZ,1,100,238
1742899325.414580,268347.000,41662,3,MZ,1,100,237
1742899325.454580,268387.000,41679,2,MZ,1,100,237
1742899325.494581,268427.000,41679,2,MZ,1,100,239
1742899325.534581,268467.000,41696,3,MZ,1,100,237
1742899325.574582,268507.000,41696,3,MZ,1,100,239
1742899325.614582,268547.000,41696,3,MZ,1,100,237
1742899325.654582,268587.000,41711,2,MZ,1,100,238
1742899325.694583,268627.000,41711,2,MZ,1,100,238
1742899325.734250,268666.667,41729,3,MZ,1,100,239
1742899325.773917,268706.333,41729,3,MZ,1,100,239
1742899325.813584,268746.000,41729,3,MZ,1,100,239
1742899325.853585,268786.000,41747,3,MZ,1,100,239
1742899325.893585,268826.000,41747,3,MZ,1,100,238
1742899325.933585,268866.000,41747,3,MZ,1,100,237
1742899325.973586,268906.000,41763,3,MZ,1,100,237
1742899326.013586,268946.000,41763,3,MZ,1,100,238
1742899326.053587,268986.000,41763,3,MZ,1,100,239
1742899326.094087,269026.500,41780,2,MZ,1,100,238
1742899326.134588,269067.000,41780,2,MZ,1,100,238
1742899326.174588,269107.000,41794,3,MZ,1,100,239
1742899326.214588,269147.000,41794,3,MZ,1,100,239
1742899326.254589,269187.000,41794,3,MZ,1,100,240
1742899326.294089,269226.500,41812,2,MZ,1,100,238
1742899326.333590,269266.000,41812,2,MZ,1,100,238
1742899326.369590,269302.000,41830,3,MZ,1,100,238
1742899326.405590,269338.000,41830,3,MZ,1,100,238
1742899326.441591,269374.000,41830,3,MZ,1,100,237
1742899326.481591,269414.000,41847,3,MZ,1,100,236
1742899326.521592,269454.000,41847,3,MZ,1,100,237
1742899326.561592,269494.000,41847,3,MZ,1,100,237
1742899326.601593,269534.000,41862,2,MZ,1,100,237
1742899326.641593,269574.000,41862,2,MZ,1,100,234
1742899326.681593,269614.000,41879,3,MZ,1,100,237
1742899326.721594,269654.000,41879,3,MZ,1,100,236
1742899326.761594,269694.000,41879,3,MZ,1,100,235
1742899326.801595,269734.000,41898,4,MZ,1,100,236
1742899326.841595,269774.000,41898,4,MZ,1,100,234
1742899326.881595,269814.000,41898,4,MZ,1,100,235
1742899326.921596,269854.000,41898,4,MZ,1,100,234
1742899326.961596,269894.000,41916,2,MZ,1,100,234
1742899327.001597,269934.000,41916,2,MZ,1,100,233
1742899327.041597,269974.000,41934,3,MZ,1,100,235
1742899327.081598,270014.000,41934,3,MZ,1,100,235
1742899327.121598,270054.000,41934,3,MZ,1,100,236
1742899327.161598,270094.000,41951,3,MZ,1,100,235
1742899327.201599,270134.000,41951,3,MZ,1,100,237
1742899327.241599,270174.000,41951,3,MZ,1,100,237
1742899327.281600,270214.000,41967,2,MZ,1,100,236
1742899327.321600,270254.000,41967,2,MZ,1,100,235
1742899327.361601,270294.000,41983,3,MZ,1,100,237
1742899327.401601,270334.000,41983,3,MZ,1,100,236
1742899327.441602,270374.000,41983,3,MZ,1,100,237
1742899327.481602,270414.000,41999,2,MZ,1,100,236
1742899327.521602,270454.000,41999,2,MZ,1,100,237
1742899327.556936,270489.333,42017,3,MZ,1,100,235
1742899327.592270,270524.667,42017,3,MZ,1,100,236
1742899327.627604,270560.000,42017,3,MZ,1,100,236
1742899327.667604,270600.000,42035,3,MZ,1,100,236
1742899327.707604,270640.000,42035,3,MZ,1,100,235
1742899327.747605,270680.000,42035,3,MZ,1,100,234
1742899327.787605,270720.000,42050,2,MZ,1,100,235
1742899327.827605,270760.000,42050,2,MZ,1,100,235
1742899327.867606,270800.000,42067,3,MZ,1,100,235
1742899327.907606,270840.000,42067,3,MZ,1,100,235
1742899327.947607,270880.000,42067,3,MZ,1,100,234
1742899327.987607,270920.000,42084,2,MZ,1,100,234
1742899328.027608,270960.000,42084,2,MZ,1,100,234
1742899328.067608,271000.000,42100,3,MZ,1,100,233
1742899328.107609,271040.000,42100,3,MZ,1,100,233
1742899328.147609,271080.000,42100,3,MZ,1,100,232
1742899328.187609,271120.000,42120,7,MZ,1,100,231
1742899328.227610,271160.000,42120,7,MZ,1,100,229
1742899328.267610,271200.000,42120,7,MZ,1,100,227
1742899328.307611,271240.000,42120,7,MZ,1,100,227
1742899328.347611,271280.000,42120,7,MZ,1,100,227
1742899328.387612,271320.000,42120,7,MZ,1,100,225
1742899328.427612,271360.000,42120,7,MZ,1,100,225
1742899328.467613,271400.000,42139,4,MZ,1,100,225
1742899328.507613,271440.000,42139,4,MZ,1,100,225
1742899328.547613,271480.000,42139,4,MZ,1,100,223
1742899328.587614,271520.000,42139,4,MZ,1,100,224
1742899328.624114,271556.500,42156,4,MZ,1,100,223
1742899328.660614,271593.000,42156,4,MZ,1,100,223
1742899328.697115,271629.500,42156,4,MZ,1,100,222
1742899328.733615,271666.000,42156,4,MZ,1,100,223
1742899328.773616,271706.000,42172,2,MZ,1,100,222
1742899328.813616,271746.000,42172,2,MZ,1,100,222
1742899328.853616,271786.000,42188,3,MZ,1,100,222
1742899328.893617,271826.000,42188,3,MZ,1,100,220
1742899328.933617,271866.000,42188,3,MZ,1,100,222
1742899328.973618,271906.000,42206,2,MZ,1,100,220
1742899329.013618,271946.000,42206,2,MZ,1,100,219
1742899329.053619,271986.000,42223,3,MZ,1,100,219
1742899329.093619,272026.000,42223,3,MZ,1,100,218
1742899329.133620,272066.000,42223,3,MZ,1,100,217
1742899329.173620,272106.000,42239,2,MZ,1,100,217
1742899329.213620,272146.000,42239,2,MZ,1,100,218
1742899329.253621,272186.000,42257,3,MZ,1,100,220
1742899329.293621,272226.000,42257,3,MZ,1,100,220
1742899329.333622,272266.000,42257,3,MZ,1,100,219
1742899329.373622,272306.000,42271,2,MZ,1,100,218
1742899329.413623,272346.000,42271,2,MZ,1,100,215
1742899329.453623,272386.000,42288,3,MZ,1,100,214
1742899329.493623,272426.000,42288,3,MZ,1,100,212
1742899329.533624,272466.000,42288,3,MZ,1,100,212
1742899329.573624,272506.000,42307,3,MZ,1,100,212
1742899329.613625,272546.000,42307,3,MZ,1,100,212
1742899329.653625,272586.000,42307,3,MZ,1,100,211
1742899329.693625,272626.000,42324,2,MZ,1,100,211
1742899329.733626,272666.000,42324,2,MZ,1,100,209
1742899329.769293,272701.667,42338,3,MZ,1,100,209
1742899329.804960,272737.333,42338,3,MZ,1,100,209
1742899329.840627,272773.000,42338,3,MZ,1,100,209
1742899329.880628,272813.000,42356,3,MZ,1,100,209
1742899329.920628,272853.000,42356,3,MZ,1,100,209
1742899329.960628,272893.000,42356,3,MZ,1,100,207
1742899330.000629,272933.000,42372,2,MZ,1,100,208
1742899330.040629,272973.000,42372,2,MZ,1,100,207
1742899330.080630,273013.000,42391,3,MZ,1,100,206
1742899330.120630,273053.000,42391,3,MZ,1,100,206
1742899330.160630,273093.000,42391,3,MZ,1,100,206
1742899330.200631,273133.000,42405,2,MZ,1,100,204
1742899330.240631,273173.000,42405,2,MZ,1,100,203
1742899330.280632,273213.000,42423,3,MZ,1,100,201
1742899330.320632,273253.000,42423,3,MZ,1,100,202
1742899330.360633,273293.000,42423,3,MZ,1,100,200
1742899330.400633,273333.000,42439,2,MZ,1,100,201
1742899330.440634,273373.000,42439,2,MZ,1,100,200
1742899330.480634,273413.000,42456,3,MZ,1,100,200
1742899330.520634,273453.000,42456,3,MZ,1,100,198
1742899330.560635,273493.000,42456,3,MZ,1,100,197
1742899330.600635,273533.000,42471,2,MZ,1,100,196
1742899330.640636,273573.000,42471,2,MZ,1,100,192
1742899330.680636,273613.000,42490,3,MZ,1,100,191
1742899330.720637,273653.000,42490,3,MZ,1,100,191
1742899330.760637,273693.000,42490,3,MZ,1,100,190
1742899330.800637,273733.000,42508,2,MZ,1,100,192
1742899330.840638,273773.000,42508,2,MZ,1,100,193
1742899330.875972,273808.333,42526,3,MZ,1,100,193
1742899330.911305,273843.667,42526,3,MZ,1,100,192
1742899330.946639,273879.000,42526,3,MZ,1,100,192
1742899330.986639,273919.000,42541,3,MZ,1,100,190
1742899331.026640,273959.000,42541,3,MZ,1,100,189
1742899331.066640,273999.000,42541,3,MZ,1,100,190
1742899331.106641,274039.000,42557,2,MZ,1,100,188
1742899331.146641,274079.000,42557,2,MZ,1,100,188
1742899331.186641,274119.000,42574,3,MZ,1,100,187
1742899331.226642,274159.000,42574,3,MZ,1,100,186
1742899331.266642,274199.000,42574,3,MZ,1,100,186
1742899331.306643,274239.000,42591,2,MZ,1,100,186
1742899331.346643,274279.000,42591,2,MZ,1,100,186
1742899331.386644,274319.000,42609,3,MZ,1,100,187
1742899331.426644,274359.000,42609,3,MZ,1,100,187
1742899331.466645,274399.000,42609,3,MZ,1,100,187
1742899331.506645,274439.000,42624,2,MZ,1,100,187
1742899331.546645,274479.000,42624,2,MZ,1,100,187
1742899331.586646,274519.000,42641,3,MZ,1,100,188
1742899331.626646,274559.000,42641,3,MZ,1,100,187
1742899331.666646,274599.000,42641,3,MZ,1,100,189
1742899331.706647,274639.000,42658,3,MZ,1,100,188
1742899331.746647,274679.000,42658,3,MZ,1,100,188
1742899331.786648,274719.000,42658,3,MZ,1,100,190
1742899331.826648,274759.000,42674,2,MZ,1,100,189
1742899331.866649,274799.000,42674,2,MZ,1,100,190
1742899331.906649,274839.000,42699,4,MZ,1,100,189
1742899331.946650,274879.000,42699,4,MZ,1,100,190
1742899331.986650,274919.000,42699,4,MZ,1,100,190
1742899332.026650,274959.000,42699,4,MZ,1,100,190
1742899332.062317,274994.667,42715,3,MZ,1,100,190
1742899332.097985,275030.333,42715,3,MZ,1,100,188
1742899332.133651,275066.000,42715,3,MZ,1,100,190
1742899332.173652,275106.000,42730,3,MZ,1,100,190
1742899332.213652,275146.000,42730,3,MZ,1,100,191
1742899332.253653,275186.000,42730,3,MZ,1,100,190
1742899332.293653,275226.000,42747,2,MZ,1,100,191
1742899332.333654,275266.000,42747,2,MZ,1,100,191
1742899332.373654,275306.000,42764,3,MZ,1,100,191
1742899332.413655,275346.000,42764,3,MZ,1,100,191
1742899332.453655,275386.000,42764,3,MZ,1,100,191
1742899332.493655,275426.000,42780,2,MZ,1,100,192
1742899332.533656,275466.000,42780,2,MZ,1,100,192
1742899332.573656,275506.000,42796,3,MZ,1,100,192
1742899332.613657,275546.000,42796,3,MZ,1,100,192
1742899332.653657,275586.000,42796,3,MZ,1,100,192
1742899332.693658,275626.000,42814,2,MZ,1,100,192
1742899332.733658,275666.000,42814,2,MZ,1,100,192
1742899332.773659,275706.000,42831,3,MZ,1,100,194
1742899332.813659,275746.000,42831,3,MZ,1,100,193
1742899332.853659,275786.000,42831,3,MZ,1,100,193
1742899332.893660,275826.000,42848,2,MZ,1,100,192
1742899332.933660,275866.000,42848,2,MZ,1,100,192
1742899332.973660,275906.000,42863,3,MZ,1,100,194
1742899333.013661,275946.000,42863,3,MZ,1,100,194
1742899333.053661,275986.000,42863,3,MZ,1,100,193
1742899333.089329,276021.667,42879,3,MZ,1,100,193
1742899333.124995,276057.333,42879,3,MZ,1,100,194
1742899333.160663,276093.000,42879,3,MZ,1,100,194
1742899333.200663,276133.000,42896,2,MZ,1,100,194
1742899333.240664,276173.000,42896,2,MZ,1,100,193
1742899333.280664,276213.000,42917,3,MZ,1,100,194
1742899333.320664,276253.000,42917,3,MZ,1,100,194
1742899333.360665,276293.000,42917,3,MZ,1,100,194
1742899333.400665,276333.000,42933,2,MZ,1,100,195
1742899333.440665,276373.000,42933,2,MZ,1,100,195
1742899333.480666,276413.000,42948,3,MZ,1,100,196
1742899333.520666,276453.000,42948,3,MZ,1,100,196
1742899333.560667,276493.000,42948,3,MZ,1,100,196
1742899333.600667,276533.000,42966,3,MZ,1,100,196
1742899333.640668,276573.000,42966,3,MZ,1,100,197
1742899333.680668,276613.000,42966,3,MZ,1,100,196
1742899333.720669,276653.000,42982,2,MZ,1,100,196
1742899333.760669,276693.000,42982,2,MZ,1,100,199
1742899333.800669,276733.000,42999,3,MZ,1,100,199
1742899333.840670,276773.000,42999,3,MZ,1,100,198
1742899333.880670,276813.000,42999,3,MZ,1,100,198
1742899333.920671,276853.000,43014,2,MZ,1,100,198
1742899333.960671,276893.000,43014,2,MZ,1,100,199
1742899334.000672,276933.000,43031,3,MZ,1,100,200
1742899334.040672,276973.000,43031,3,MZ,1,100,201
1742899334.080673,277013.000,43031,3,MZ,1,100,202
1742899334.120673,277053.000,43049,2,MZ,1,100,202
1742899334.160673,277093.000,43049,2,MZ,1,100,202
1742899334.200674,277133.000,43067,3,MZ,1,100,203
1742899334.240674,277173.000,43067,3,MZ,1,100,202
1742899334.280674,277213.000,43067,3,MZ,1,100,201
1742899334.316008,277248.333,43081,3,MZ,1,100,198
1742899334.351342,277283.667,43081,3,MZ,1,100,196
1742899334.386676,277319.000,43081,3,MZ,1,100,192
1742899334.426676,277359.000,43098,2,MZ,1,100,190
1742899334.466676,277399.000,43098,2,MZ,1,100,188
1742899334.506677,277439.000,43114,3,MZ,1,100,187
1742899334.546677,277479.000,43114,3,MZ,1,100,186
1742899334.586678,277519.000,43114,3,MZ,1,100,186
1742899334.626678,277559.000,43132,2,MZ,1,100,182
1742899334.666679,277599.000,43132,2,MZ,1,100,182
1742899334.706679,277639.000,43146,3,MZ,1,100,184
1742899334.746680,277679.000,43146,3,MZ,1,100,182
1742899334.786680,277719.000,43146,3,MZ,1,100,184
1742899334.826680,277759.000,43167,2,MZ,1,100,187
1742899334.866681,277799.000,43167,2,MZ,1,100,193
1742899334.906681,277839.000,43184,3,MZ,1,100,194
1742899334.946682,277879.000,43184,3,MZ,1,100,194
1742899334.986682,277919.000,43184,3,MZ,1,100,193
1742899335.026682,277959.000,43201,2,MZ,1,100,192
1742899335.066683,277999.000,43201,2,MZ,1,100,193
1742899335.106683,278039.000,43215,3,MZ,1,100,191
1742899335.146684,278079.000,43215,3,MZ,1,100,190
1742899335.186684,278119.000,43215,3,MZ,1,100,190
1742899335.226685,278159.000,43233,3,MZ,1,100,191
1742899335.266685,278199.000,43233,3,MZ,1,100,192
1742899335.306685,278239.000,43233,3,MZ,1,100,191
1742899335.346686,278279.000,43249,2,MZ,1,100,191
1742899335.386686,278319.000,43249,2,MZ,1,100,190
1742899335.422020,278354.333,43268,3,MZ,1,100,191
1742899335.457354,278389.667,43268,3,MZ,1,100,192
1742899335.492687,278425.000,43268,3,MZ,1,100,192
1742899335.532688,278465.000,43283,2,MZ,1,100,192
1742899335.572688,278505.000,43283,2,MZ,1,100,191
1742899335.613022,278545.333,43302,3,MZ,1,100,191
1742899335.653356,278585.667,43302,3,MZ,1,100,191
1742899335.693690,278626.000,43302,3,MZ,1,100,191
1742899335.733690,278666.000,43318,3,MZ,1,100,190
1742899335.773690,278706.000,43318,3,MZ,1,100,188
1742899335.813691,278746.000,43318,3,MZ,1,100,190
1742899335.853691,278786.000,43335,2,MZ,1,100,188
1742899335.893692,278826.000,43335,2,MZ,1,100,188
1742899335.933359,278865.667,43353,3,MZ,1,100,187
1742899335.973026,278905.333,43353,3,MZ,1,100,187
1742899336.012693,278945.000,43353,3,MZ,1,100,187
1742899336.052693,278985.000,43370,2,MZ,1,100,187
1742899336.092694,279025.000,43370,2,MZ,1,100,188
1742899336.132694,279065.000,43386,3,MZ,1,100,188
1742899336.172695,279105.000,43386,3,MZ,1,100,187
1742899336.212695,279145.000,43386,3,MZ,1,100,188
1742899336.252696,279185.000,43406,2,MZ,1,100,187
1742899336.292696,279225.000,43406,2,MZ,1,100,188
1742899336.332696,279265.000,43424,3,MZ,1,100,188
1742899336.372697,279305.000,43424,3,MZ,1,100,187
1742899336.412697,279345.000,43424,3,MZ,1,100,188
1742899336.452698,279385.000,43439,2,MZ,1,100,188
1742899336.492698,279425.000,43439,2,MZ,1,100,188
1742899336.528365,279460.667,43456,3,MZ,1,100,188
1742899336.564032,279496.333,43456,3,MZ,1,100,188
1742899336.599699,279532.000,43456,3,MZ,1,100,188
1742899336.639700,279572.000,43473,3,MZ,1,100,188
1742899336.679700,279612.000,43473,3,MZ,1,100,188
1742899336.719701,279652.000,43473,3,MZ,1,100,189
1742899336.759701,279692.000,43491,2,MZ,1,100,188
1742899336.799701,279732.000,43491,2,MZ,1,100,190
1742899336.839702,279772.000,43506,3,MZ,1,100,189
1742899336.879702,279812.000,43506,3,MZ,1,100,190
1742899336.919703,279852.000,43506,3,MZ,1,100,189
1742899336.959703,279892.000,43523,2,MZ,1,100,189
1742899336.999704,279932.000,43523,2,MZ,1,100,190
1742899337.039704,279972.000,43547,4,MZ,1,100,189
1742899337.079705,280012.000,43547,4,MZ,1,100,190
1742899337.119705,280052.000,43547,4,MZ,1,100,190
1742899337.159705,280092.000,43547,4,MZ,1,100,190
1742899337.199706,280132.000,43563,2,MZ,1,100,190
1742899337.239706,280172.000,43563,2,MZ,1,100,189
1742899337.279706,280212.000,43583,3,MZ,1,100,190
1742899337.319707,280252.000,43583,3,MZ,1,100,190
1742899337.359707,280292.000,43583,3,MZ,1,100,191
1742899337.399708,280332.000,43599,3,MZ,1,100,190
1742899337.439708,280372.000,43599,3,MZ,1,100,191
1742899337.479709,280412.000,43599,3,MZ,1,100,191
1742899337.519709,280452.000,43614,2,MZ,1,100,189
1742899337.559710,280492.000,43614,2,MZ,1,100,191
1742899337.595376,280527.667,43635,3,MZ,1,100,192
1742899337.631044,280563.333,43635,3,MZ,1,100,192
1742899337.666711,280599.000,43635,3,MZ,1,100,192
1742899337.706711,280639.000,43652,3,MZ,1,100,192
1742899337.746711,280679.000,43652,3,MZ,1,100,192
1742899337.786712,280719.000,43652,3,MZ,1,100,192
1742899337.826712,280759.000,43668,2,MZ,1,100,192
1742899337.866713,280799.000,43668,2,MZ,1,100,191
1742899337.906713,280839.000,43684,3,MZ,1,100,191
1742899337.946714,280879.000,43684,3,MZ,1,100,190
1742899337.986714,280919.000,43684,3,MZ,1,100,192
1742899338.026715,280959.000,43700,2,MZ,1,100,190
1742899338.066715,280999.000,43700,2,MZ,1,100,190
1742899338.106715,281039.000,43717,3,MZ,1,100,190
1742899338.146716,281079.000,43717,3,MZ,1,100,191
1742899338.186716,281119.000,43717,3,MZ,1,100,190
1742899338.226717,281159.000,43736,2,MZ,1,100,190
1742899338.266717,281199.000,43736,2,MZ,1,100,190
1742899338.306718,281239.000,43753,3,MZ,1,100,190
1742899338.346718,281279.000,43753,3,MZ,1,100,190
1742899338.386718,281319.000,43753,3,MZ,1,100,191
1742899338.426719,281359.000,43769,2,MZ,1,100,190
1742899338.466719,281399.000,43769,2,MZ,1,100,190
1742899338.506720,281439.000,43786,3,MZ,1,100,190
1742899338.546720,281479.000,43786,3,MZ,1,100,191
1742899338.586720,281519.000,43786,3,MZ,1,100,191
1742899338.626721,281559.000,43803,2,MZ,1,100,190
1742899338.666721,281599.000,43803,2,MZ,1,100,190
1742899338.706722,281639.000,43818,3,MZ,1,100,191
1742899338.746722,281679.000,43818,3,MZ,1,100,190
1742899338.786723,281719.000,43818,3,MZ,1,100,188
1742899338.822056,281754.333,43834,3,MZ,1,100,190
1742899338.857390,281789.667,43834,3,MZ,1,100,190
1742899338.892724,281825.000,43834,3,MZ,1,100,190
1742899338.932724,281865.000,43854,2,MZ,1,100,190
1742899338.972725,281905.000,43854,2,MZ,1,100,190
1742899339.012725,281945.000,43870,3,MZ,1,100,190
1742899339.052726,281985.000,43870,3,MZ,1,100,189
1742899339.092726,282025.000,43870,3,MZ,1,100,190
1742899339.132726,282065.000,43886,2,MZ,1,100,190
1742899339.172727,282105.000,43886,2,MZ,1,100,189
1742899339.212727,282145.000,43902,3,MZ,1,100,189
1742899339.252728,282185.000,43902,3,MZ,1,100,189
1742899339.292728,282225.000,43902,3,MZ,1,100,190
1742899339.332728,282265.000,43919,3,MZ,1,100,190
1742899339.372729,282305.000,43919,3,MZ,1,100,190
1742899339.412729,282345.000,43919,3,MZ,1,100,189
1742899339.452730,282385.000,43937,2,MZ,1,100,190
1742899339.492730,282425.000,43937,2,MZ,1,100,191
1742899339.532731,282465.000,43957,3,MZ,1,100,189
1742899339.572731,282505.000,43957,3,MZ,1,100,189
1742899339.612731,282545.000,43957,3,MZ,1,100,189
1742899339.652732,282585.000,43971,2,MZ,1,100,190
1742899339.692732,282625.000,43971,2,MZ,1,100,191
1742899339.732733,282665.000,43988,3,MZ,1,100,191
1742899339.772733,282705.000,43988,3,MZ,1,100,190
1742899339.812734,282745.000,43988,3,MZ,1,100,191
1742899339.848401,282780.667,44004,3,MZ,1,100,192
1742899339.884068,282816.333,44004,3,MZ,1,100,191
1742899339.919735,282852.000,44004,3,MZ,1,100,192
1742899339.959735,282892.000,44022,2,MZ,1,100,192
1742899339.999736,282932.000,44022,2,MZ,1,100,191
1742899340.039736,282972.000,44038,3,MZ,1,100,191
1742899340.079736,283012.000,44038,3,MZ,1,100,193
1742899340.119737,283052.000,44038,3,MZ,1,100,192
1742899340.159737,283092.000,44055,2,MZ,1,100,192
1742899340.199738,283132.000,44055,2,MZ,1,100,193
1742899340.239738,283172.000,44072,3,MZ,1,100,192
1742899340.279739,283212.000,44072,3,MZ,1,100,193
1742899340.319739,283252.000,44072,3,MZ,1,100,193
1742899340.359740,283292.000,44089,2,MZ,1,100,191
1742899340.399740,283332.000,44089,2,MZ,1,100,191
1742899340.439740,283372.000,44103,3,MZ,1,100,193
1742899340.479741,283412.000,44103,3,MZ,1,100,192
1742899340.519741,283452.000,44103,3,MZ,1,100,191
1742899340.559741,283492.000,44121,2,MZ,1,100,191
1742899340.599742,283532.000,44121,2,MZ,1,100,192
1742899340.639742,283572.000,44137,3,MZ,1,100,192
1742899340.679743,283612.000,44137,3,MZ,1,100,191
1742899340.719743,283652.000,44137,3,MZ,1,100,192
1742899340.759744,283692.000,44154,2,MZ,1,100,191
1742899340.799744,283732.000,44154,2,MZ,1,100,190
1742899340.839745,283772.000,44170,3,MZ,1,100,191
1742899340.879745,283812.000,44170,3,MZ,1,100,192
1742899340.919745,283852.000,44170,3,MZ,1,100,191
1742899340.955412,283887.667,44188,3,MZ,1,100,191
1742899340.991080,283923.333,44188,3,MZ,1,100,191
1742899341.026747,283959.000,44188,3,MZ,1,100,191
1742899341.066747,283999.000,44204,2,MZ,1,100,192
1742899341.106747,284039.000,44204,2,MZ,1,100,191
1742899341.146748,284079.000,44221,3,MZ,1,100,191
1742899341.186748,284119.000,44221,3,MZ,1,100,191
1742899341.226749,284159.000,44221,3,MZ,1,100,192
1742899341.266749,284199.000,44237,2,MZ,1,100,191
1742899341.306750,284239.000,44237,2,MZ,1,100,191
1742899341.346750,284279.000,44253,3,MZ,1,100,191
1742899341.386750,284319.000,44253,3,MZ,1,100,192
1742899341.426751,284359.000,44253,3,MZ,1,100,191
1742899341.466751,284399.000,44271,2,MZ,1,100,191
1742899341.506752,284439.000,44271,2,MZ,1,100,191
1742899341.546752,284479.000,44289,3,MZ,1,100,191
1742899341.586753,284519.000,44289,3,MZ,1,100,193
1742899341.626753,284559.000,44289,3,MZ,1,100,193
1742899341.666754,284599.000,44304,2,MZ,1,100,191
1742899341.706754,284639.000,44304,2,MZ,1,100,191
1742899341.746754,284679.000,44320,3,MZ,1,100,193
1742899341.786755,284719.000,44320,3,MZ,1,100,191
1742899341.826755,284759.000,44320,3,MZ,1,100,192
1742899341.866755,284799.000,44337,3,MZ,1,100,191
1742899341.906756,284839.000,44337,3,MZ,1,100,191
1742899341.946756,284879.000,44337,3,MZ,1,100,191
1742899341.986757,284919.000,44354,2,MZ,1,100,191
1742899342.026757,284959.000,44354,2,MZ,1,100,193
1742899342.066758,284999.000,44370,3,MZ,1,100,191
1742899342.106758,285039.000,44370,3,MZ,1,100,192
1742899342.146759,285079.000,44370,3,MZ,1,100,192
1742899342.183259,285115.500,44395,4,MZ,1,100,190
1742899342.219759,285152.000,44395,4,MZ,1,100,191
1742899342.256260,285188.500,44395,4,MZ,1,100,192
1742899342.292760,285225.000,44395,4,MZ,1,100,190
1742899342.332761,285265.000,44409,2,MZ,1,100,191
1742899342.372761,285305.000,44409,2,MZ,1,100,193
1742899342.412761,285345.000,44426,3,MZ,1,100,193
1742899342.452762,285385.000,44426,3,MZ,1,100,191
