LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1742899338.005714,280938.000,43690,1,T1,1,100,32.573
1742899338.138716,281071.000,43707,1,T1,1,100,32.638
1742899338.271717,281204.000,43726,1,T1,1,100,32.631
1742899338.405719,281338.000,43759,1,T1,1,100,32.556
1742899338.538720,281471.000,43776,1,T1,1,100,32.524
1742899338.671721,281604.000,43793,1,T1,1,100,32.581
1742899338.805723,281738.000,43824,1,T1,1,100,32.642
1742899338.938724,281871.000,43844,1,T1,1,100,32.561
1742899339.071726,282004.000,43860,1,T1,1,100,32.668
1742899339.205727,282138.000,43877,1,T1,1,100,32.573
1742899339.338729,282271.000,43909,1,T1,1,100,32.567
1742899339.471730,282404.000,43927,1,T1,1,100,32.635
1742899339.605731,282538.000,43947,1,T1,1,100,32.559
1742899339.738733,282671.000,43978,1,T1,1,100,32.490
1742899339.871734,282804.000,43994,1,T1,1,100,32.708
1742899340.004736,282937.000,44012,1,T1,1,100,32.697
1742899340.138737,283071.000,44045,1,T1,1,100,32.656
1742899340.271739,283204.000,44062,1,T1,1,100,32.780
1742899340.405740,283338.000,44079,1,T1,1,100,32.692
1742899340.538741,283471.000,44111,1,T1,1,100,32.725
1742899340.671743,283604.000,44127,1,T1,1,100,32.562
1742899340.804744,283737.000,44144,1,T1,1,100,32.669
1742899340.938746,283871.000,44178,1,T1,1,100,32.679
1742899341.071747,284004.000,44194,1,T1,1,100,32.578
1742899341.204748,284137.000,44211,1,T1,1,100,32.640
1742899341.338750,284271.000,44228,1,T1,1,100,32.667
1742899341.471751,284404.000,44261,1,T1,1,100,32.537
1742899341.604753,284537.000,44279,1,T1,1,100,32.622
1742899341.738754,284671.000,44295,1,T1,1,100,32.659
1742899341.871756,284804.000,44327,1,T1,1,100,32.604
1742899342.004757,284937.000,44344,1,T1,1,100,32.687
1742899342.138758,285071.000,44360,1,T1,1,100,32.652
1742899342.271760,285204.000,44385,1,T1,1,100,32.601
1742899342.404761,285337.000,44416,1,T1,1,100,32.615
1742899342.538763,285471.000,44432,1,T1,1,100,32.550
1742899342.671764,285604.000,44450,1,T1,1,100,32.663
1742899342.804766,285737.000,44481,1,T1,1,100,32.677
1742899342.938767,285871.000,44500,1,T1,1,100,32.648
1742899343.071769,286004.000,44517,1,T1,1,100,32.777
1742899343.204770,286137.000,44533,1,T1,1,100,32.832
1742899343.338771,286271.000,44567,1,T1,1,100,32.644
1742899343.471773,286404.000,44584,1,T1,1,100,32.704
1742899343.604774,286537.000,44601,1,T1,1,100,32.730
1742899343.738775,286671.000,44634,1,T1,1,100,32.600
1742899343.871777,286804.000,44651,1,T1,1,100,32.649
1742899344.004778,286937.000,44668,1,T1,1,100,32.671
1742899344.137780,287070.000,44699,1,T1,1,100,32.574
1742899344.271781,287204.000,44717,1,T1,1,100,32.603
1742899344.404783,287337.000,44735,1,T1,1,100,32.686
1742899344.537784,287470.000,44767,1,T1,1,100,32.652
1742899344.671786,287604.000,44784,1,T1,1,100,32.707
1742899344.804787,287737.000,44800,1,T1,1,100,32.767
1742899344.937788,287870.000,44832,1,T1,1,100,32.651
1742899345.071790,288004.000,44851,1,T1,1,100,32.707
1742899345.204791,288137.000,44867,1,T1,1,100,32.696
1742899345.337793,288270.000,44885,1,T1,1,100,32.656
1742899345.471794,288404.000,44916,1,T1,1,100,32.638
1742899345.604795,288537.000,44933,1,T1,1,100,32.702
1742899345.737797,288670.000,44952,1,T1,1,100,32.694
1742899345.871798,288804.000,44984,1,T1,1,100,32.761
1742899346.004800,288937.000,45000,1,T1,1,100,32.790
1742899346.137801,289070.000,45017,1,T1,1,100,32.661
1742899346.271803,289204.000,45049,1,T1,1,100,32.676
1742899346.404804,289337.000,45065,1,T1,1,100,32.647
1742899346.537806,289470.000,45084,1,T1,1,100,32.741
1742899346.670807,289603.000,45116,1,T1,1,100,32.782
1742899346.804808,289737.000,45132,1,T1,1,100,32.693
1742899346.937810,289870.000,45150,1,T1,1,100,32.654
1742899347.071811,290004.000,45183,1,T1,1,100,32.709
1742899347.204813,290137.000,45201,1,T1,1,100,32.768
1742899347.337814,290270.000,45224,1,T1,1,100,32.651
1742899347.470815,290403.000,45240,1,T1,1,100,32.743
1742899347.604817,290537.000,45257,1,T1,1,100,32.676
1742899347.737818,290670.000,45289,1,T1,1,100,32.647
1742899347.870820,290803.000,45305,1,T1,1,100,32.705
1742899348.004821,290937.000,45325,1,T1,1,100,32.660
1742899348.137823,291070.000,45343,1,T1,1,100,32.711
1742899348.270824,291203.000,45377,1,T1,1,100,32.662
1742899348.404825,291337.000,45394,1,T1,1,100,32.606
1742899348.537827,291470.000,45412,1,T1,1,100,32.581
1742899348.670828,291603.000,45444,1,T1,1,100,32.641
1742899348.804830,291737.000,45461,1,T1,1,100,32.703
1742899348.937831,291870.000,45478,1,T1,1,100,32.623
1742899349.070832,292003.000,45495,1,T1,1,100,32.695
1742899349.204834,292137.000,45528,1,T1,1,100,32.797
1742899349.337835,292270.000,45545,1,T1,1,100,32.700
1742899349.470837,292403.000,45562,1,T1,1,100,32.693
1742899349.604838,292537.000,45594,1,T1,1,100,32.796
1742899349.737840,292670.000,45610,1,T1,1,100,32.734
1742899349.870841,292803.000,45627,1,T1,1,100,32.743
1742899350.003843,292936.000,45661,1,T1,1,100,32.853
1742899350.137844,293070.000,45677,1,T1,1,100,32.759
1742899350.270845,293203.000,45695,1,T1,1,100,32.754
1742899350.404847,293337.000,45726,1,T1,1,100,32.752
1742899350.537848,293470.000,45742,1,T1,1,100,32.680
1742899350.670850,293603.000,45762,1,T1,1,100,32.826
1742899350.804851,293737.000,45778,1,T1,1,100,32.889
1742899350.937852,293870.000,45810,1,T1,1,100,32.846
1742899351.070854,294003.000,45827,1,T1,1,100,32.720
1742899351.203855,294136.000,45843,1,T1,1,100,32.702
1742899351.337857,294270.000,45877,1,T1,1,100,32.658
1742899351.470858,294403.000,45894,1,T1,1,100,32.675
1742899351.603860,294536.000,45911,1,T1,1,100,32.753
1742899351.737861,294670.000,45942,1,T1,1,100,32.680
1742899351.870862,294803.000,45959,1,T1,1,100,32.684
1742899352.003864,294936.000,45976,1,T1,1,100,32.793
1742899352.137865,295070.000,46009,1,T1,1,100,32.697
1742899352.270867,295203.000,46027,1,T1,1,100,32.763
1742899352.403868,295336.000,46048,1,T1,1,100,32.756
1742899352.537870,295470.000,46067,1,T1,1,100,32.681
1742899352.670871,295603.000,46086,1,T1,1,100,32.756
1742899352.803872,295736.000,46104,1,T1,1,100,32.823
1742899352.937874,295870.000,46136,1,T1,1,100,32.746
1742899353.070875,296003.000,46153,1,T1,1,100,32.748
1742899353.203877,296136.000,46169,1,T1,1,100,32.749
1742899353.337878,296270.000,46187,1,T1,1,100,32.750
1742899353.470880,296403.000,46222,1,T1,1,100,32.750
1742899353.603881,296536.000,46239,1,T1,1,100,32.856
1742899353.737882,296670.000,46256,1,T1,1,100,32.796
1742899353.870884,296803.000,46290,1,T1,1,100,32.876
1742899354.003885,296936.000,46306,1,T1,1,100,32.876
1742899354.137887,297070.000,46325,1,T1,1,100,32.769
1742899354.270888,297203.000,46357,1,T1,1,100,32.794
1742899354.403889,297336.000,46373,1,T1,1,100,32.769
1742899354.536891,297469.000,46390,1,T1,1,100,32.758
1742899354.670892,297603.000,46422,1,T1,1,100,32.824
1742899354.803894,297736.000,46440,1,T1,1,100,32.853
1742899354.936895,297869.000,46458,1,T1,1,100,32.759
1742899355.070897,298003.000,46489,1,T1,1,100,32.754
1742899355.203898,298136.000,46505,1,T1,1,100,32.823
1742899355.336900,298269.000,46523,1,T1,1,100,32.746
1742899355.470901,298403.000,46556,1,T1,1,100,32.855
1742899355.603902,298536.000,46573,1,T1,1,100,32.831
1742899355.736904,298669.000,46590,1,T1,1,100,32.785
1742899355.870905,298803.000,46606,1,T1,1,100,32.801
1742899356.003907,298936.000,46638,1,T1,1,100,32.843
1742899356.136908,299069.000,46655,1,T1,1,100,32.826
1742899356.270910,299203.000,46674,1,T1,1,100,32.889
1742899356.403911,299336.000,46705,1,T1,1,100,33.023
1742899356.536912,299469.000,46722,1,T1,1,100,32.762
1742899356.669914,299602.000,46739,1,T1,1,100,32.755
1742899356.803915,299736.000,46770,1,T1,1,100,32.788
1742899356.936917,299869.000,46790,1,T1,1,100,32.802
1742899357.069918,300002.000,46806,1,T1,1,100,32.843
1742899357.203919,300136.000,46838,1,T1,1,100,32.861
1742899357.336921,300269.000,46855,1,T1,1,100,32.798
1742899357.469922,300402.000,46871,1,T1,1,100,32.771
1742899357.603924,300536.000,46896,1,T1,1,100,32.901
1742899357.736925,300669.000,46914,1,T1,1,100,32.815
1742899357.869926,300802.000,46946,1,T1,1,100,32.885
1742899358.003928,300936.000,46963,1,T1,1,100,32.986
1742899358.136930,301069.000,46979,1,T1,1,100,32.852
1742899358.269931,301202.000,47015,1,T1,1,100,32.794
1742899358.403932,301336.000,47032,1,T1,1,100,32.875
1742899358.536934,301469.000,47048,1,T1,1,100,32.840
1742899358.669935,301602.000,47080,1,T1,1,100,32.824
1742899358.803936,301736.000,47097,1,T1,1,100,32.924
1742899358.936938,301869.000,47114,1,T1,1,100,32.861
1742899359.069939,302002.000,47147,1,T1,1,100,32.798
1742899359.203941,302136.000,47164,1,T1,1,100,32.842
1742899359.336942,302269.000,47183,1,T1,1,100,32.790
1742899359.469944,302402.000,47200,1,T1,1,100,32.767
1742899359.603945,302536.000,47232,1,T1,1,100,32.899
1742899359.736947,302669.000,47250,1,T1,1,100,32.744
1742899359.869948,302802.000,47267,1,T1,1,100,32.854
1742899360.003949,302936.000,47299,1,T1,1,100,32.901
1742899360.136951,303069.000,47315,1,T1,1,100,32.922
1742899360.269952,303202.000,47333,1,T1,1,100,32.860
1742899360.403954,303336.000,47366,1,T1,1,100,32.939
1742899360.536955,303469.000,47382,1,T1,1,100,32.796
1742899360.669956,303602.000,47400,1,T1,1,100,32.876
1742899360.802958,303735.000,47431,1,T1,1,100,32.911
1742899360.936959,303869.000,47448,1,T1,1,100,32.891
1742899361.069961,304002.000,47467,1,T1,1,100,32.953
1742899361.202962,304135.000,47499,1,T1,1,100,32.838
1742899361.336964,304269.000,47515,1,T1,1,100,32.788
1742899361.469965,304402.000,47532,1,T1,1,100,32.802
1742899361.602967,304535.000,47564,1,T1,1,100,32.772
1742899361.736968,304669.000,47582,1,T1,1,100,32.724
1742899361.869969,304802.000,47599,1,T1,1,100,32.810
1742899362.002971,304935.000,47616,1,T1,1,100,32.847
1742899362.136972,305069.000,47647,1,T1,1,100,32.863
1742899362.269974,305202.000,47665,1,T1,1,100,32.834
1742899362.402975,305335.000,47681,1,T1,1,100,32.822
1742899362.536976,305469.000,47715,1,T1,1,100,32.781
1742899362.669978,305602.000,47737,1,T1,1,100,32.799
1742899362.802979,305735.000,47753,1,T1,1,100,32.878
1742899362.936981,305869.000,47771,1,T1,1,100,32.841
1742899363.069982,306002.000,47804,1,T1,1,100,32.825
1742899363.202984,306135.000,47820,1,T1,1,100,32.853
1742899363.335985,306268.000,47840,1,T1,1,100,32.795
1742899363.469986,306402.000,47871,1,T1,1,100,32.805
1742899363.602988,306535.000,47890,1,T1,1,100,32.880
1742899363.735989,306668.000,47907,1,T1,1,100,32.806
1742899363.869991,306802.000,47923,1,T1,1,100,32.987
1742899364.002992,306935.000,47955,1,T1,1,100,32.994
1742899364.135993,307068.000,47972,1,T1,1,100,32.962
1742899364.269995,307202.000,47989,1,T1,1,100,32.842
1742899364.402996,307335.000,48022,1,T1,1,100,32.861
1742899364.535998,307468.000,48039,1,T1,1,100,32.869
1742899364.669999,307602.000,48056,1,T1,1,100,32.943
1742899364.803001,307735.000,48087,1,T1,1,100,32.869
1742899364.936002,307868.000,48107,1,T1,1,100,32.837
1742899365.070004,308002.000,48123,1,T1,1,100,32.894
1742899365.203005,308135.000,48155,1,T1,1,100,32.848
1742899365.336006,308268.000,48172,1,T1,1,100,32.899
1742899365.470008,308402.000,48188,1,T1,1,100,32.850
1742899365.603009,308535.000,48222,1,T1,1,100,32.970
1742899365.736011,308668.000,48239,1,T1,1,100,32.881
1742899365.870012,308802.000,48255,1,T1,1,100,32.842
1742899366.003013,308935.000,48273,1,T1,1,100,32.896
1742899366.136015,309068.000,48304,1,T1,1,100,32.813
1742899366.270016,309202.000,48323,1,T1,1,100,32.813
1742899366.403018,309335.000,48340,1,T1,1,100,32.884
1742899366.536019,309468.000,48372,1,T1,1,100,32.808
1742899366.669021,309601.000,48388,1,T1,1,100,32.917
1742899366.803022,309735.000,48405,1,T1,1,100,32.893
1742899366.936023,309868.000,48439,1,T1,1,100,32.883
1742899367.069025,310001.000,48455,1,T1,1,100,32.843
1742899367.203026,310135.000,48472,1,T1,1,100,32.826
1742899367.336028,310268.000,48504,1,T1,1,100,32.854
1742899367.469029,310401.000,48520,1,T1,1,100,32.901
1742899367.603030,310535.000,48538,1,T1,1,100,32.957
1742899367.736032,310668.000,48576,2,T1,1,100,32.875
1742899367.869033,310801.000,48576,2,T1,1,100,32.946
1742899368.003035,310935.000,48608,1,T1,1,100,32.835
1742899368.136036,311068.000,48624,1,T1,1,100,32.858
1742899368.269038,311201.000,48642,1,T1,1,100,32.832
1742899368.403039,311335.000,48677,1,T1,1,100,32.892
1742899368.536041,311468.000,48693,1,T1,1,100,32.811
1742899368.669042,311601.000,48711,1,T1,1,100,32.883
1742899368.803043,311735.000,48742,1,T1,1,100,32.914
1742899368.936045,311868.000,48759,1,T1,1,100,32.856
1742899369.069046,312001.000,48778,1,T1,1,100,32.902
1742899369.203048,312135.000,48810,1,T1,1,100,32.887
1742899369.336049,312268.000,48826,1,T1,1,100,32.916
1742899369.469050,312401.000,48843,1,T1,1,100,32.893
1742899369.603052,312535.000,48859,1,T1,1,100,32.954
1742899369.736053,312668.000,48893,1,T1,1,100,32.909
1742899369.869055,312801.000,48910,1,T1,1,100,32.961
1742899370.002056,312934.000,48927,1,T1,1,100,32.912
1742899370.136058,313068.000,48958,1,T1,1,100,32.962
1742899370.269059,313201.000,48976,1,T1,1,100,33.019
1742899370.402061,313334.000,48992,1,T1,1,100,32.973
1742899370.536062,313468.000,49026,1,T1,1,100,32.917
1742899370.669063,313601.000,49043,1,T1,1,100,32.964
1742899370.802065,313734.000,49059,1,T1,1,100,32.949
1742899370.936066,313868.000,49091,1,T1,1,100,32.943
1742899371.069067,314001.000,49108,1,T1,1,100,32.940
1742899371.202069,314134.000,49126,1,T1,1,100,33.009
1742899371.336071,314268.000,49158,1,T1,1,100,32.969
1742899371.469072,314401.000,49175,1,T1,1,100,32.880
1742899371.602073,314534.000,49192,1,T1,1,100,32.948
1742899371.736075,314668.000,49223,1,T1,1,100,32.836
1742899371.869076,314801.000,49242,1,T1,1,100,32.823
1742899372.002078,314934.000,49259,1,T1,1,100,32.888
1742899372.136079,315068.000,49276,1,T1,1,100,33.022
1742899372.269080,315201.000,49308,1,T1,1,100,32.974
1742899372.402082,315334.000,49324,1,T1,1,100,32.989
1742899372.536083,315468.000,49341,1,T1,1,100,32.960
1742899372.669085,315601.000,49375,1,T1,1,100,33.018
1742899372.802086,315734.000,49391,1,T1,1,100,32.937
1742899372.935087,315867.000,49414,1,T1,1,100,32.937
1742899373.069089,316001.000,49430,1,T1,1,100,32.902
1742899373.202090,316134.000,49464,1,T1,1,100,33.028
1742899373.336092,316268.000,49483,1,T1,1,100,32.977
1742899373.469093,316401.000,49499,1,T1,1,100,32.955
1742899373.602095,316534.000,49531,1,T1,1,100,33.051
1742899373.735096,316667.000,49548,1,T1,1,100,32.987
1742899373.869097,316801.000,49564,1,T1,1,100,33.030
1742899374.002099,316934.000,49598,1,T1,1,100,33.084
1742899374.135100,317067.000,49615,1,T1,1,100,32.965
1742899374.269102,317201.000,49632,1,T1,1,100,33.020
1742899374.402103,317334.000,49649,1,T1,1,100,33.009
1742899374.535105,317467.000,49680,1,T1,1,100,33.004
1742899374.669106,317601.000,49697,1,T1,1,100,32.966
1742899374.802107,317734.000,49716,1,T1,1,100,32.985
1742899374.935109,317867.000,49748,1,T1,1,100,32.958
1742899375.069110,318001.000,49764,1,T1,1,100,33.017
1742899375.202112,318134.000,49781,1,T1,1,100,32.901
1742899375.335113,318267.000,49815,1,T1,1,100,32.922
1742899375.469115,318401.000,49831,1,T1,1,100,33.037
1742899375.602116,318534.000,49852,1,T1,1,100,32.874
1742899375.735117,318667.000,49883,1,T1,1,100,32.946
1742899375.869119,318801.000,49899,1,T1,1,100,33.047
1742899376.002120,318934.000,49917,1,T1,1,100,32.985
1742899376.135122,319067.000,49950,1,T1,1,100,32.923
1742899376.269123,319201.000,49968,1,T1,1,100,33.002
1742899376.402125,319334.000,49987,1,T1,1,100,32.965
1742899376.535126,319467.000,50003,1,T1,1,100,33.056
1742899376.669127,319601.000,50037,1,T1,1,100,33.095
1742899376.802129,319734.000,50054,1,T1,1,100,32.970
1742899376.935130,319867.000,50071,1,T1,1,100,32.916
1742899377.068132,320000.000,50102,1,T1,1,100,32.928
1742899377.202133,320134.000,50119,1,T1,1,100,32.969
1742899377.335135,320267.000,50136,1,T1,1,100,32.951
1742899377.468136,320400.000,50169,1,T1,1,100,33.121
1742899377.602137,320534.000,50187,1,T1,1,100,33.123
1742899377.735139,320667.000,50203,1,T1,1,100,33.124
1742899377.868140,320800.000,50235,1,T1,1,100,33.018
1742899378.002142,320934.000,50257,1,T1,1,100,32.902
1742899378.135143,321067.000,50275,1,T1,1,100,33.028
1742899378.268144,321200.000,50293,1,T1,1,100,32.941
1742899378.402146,321334.000,50326,1,T1,1,100,32.939
1742899378.535147,321467.000,50342,1,T1,1,100,32.974
1742899378.668149,321600.000,50360,1,T1,1,100,33.130
1742899378.802150,321734.000,50376,1,T1,1,100,33.092
1742899378.935152,321867.000,50410,1,T1,1,100,33.111
1742899379.068153,322000.000,50427,1,T1,1,100,33.083
1742899379.202154,322134.000,50443,1,T1,1,100,32.965
1742899379.335156,322267.000,50475,1,T1,1,100,33.056
1742899379.468157,322400.000,50492,1,T1,1,100,32.989
1742899379.602159,322534.000,50511,1,T1,1,100,33.101
1742899379.735160,322667.000,50542,1,T1,1,100,33.044
1742899379.868162,322800.000,50561,1,T1,1,100,33.125
1742899380.002163,322934.000,50578,1,T1,1,100,33.054
1742899380.135164,323067.000,50609,1,T1,1,100,33.165
1742899380.268166,323200.000,50627,1,T1,1,100,33.107
1742899380.401167,323333.000,50645,1,T1,1,100,33.011
1742899380.535169,323467.000,50677,1,T1,1,100,33.005
1742899380.668170,323600.000,50694,1,T1,1,100,33.037
1742899380.801172,323733.000,50710,1,T1,1,100,33.016
1742899380.935173,323867.000,50744,1,T1,1,100,33.042
1742899381.068174,324000.000,50761,1,T1,1,100,33.160
1742899381.201176,324133.000,50777,1,T1,1,100,33.105
1742899381.335177,324267.000,50795,1,T1,1,100,32.939
1742899381.468179,324400.000,50826,1,T1,1,100,33.045
1742899381.601180,324533.000,50843,1,T1,1,100,32.984
1742899381.735182,324667.000,50860,1,T1,1,100,33.064
1742899381.868183,324800.000,50894,1,T1,1,100,33.063
1742899382.001184,324933.000,50910,1,T1,1,100,33.098
1742899382.135186,325067.000,50927,1,T1,1,100,33.078
1742899382.268187,325200.000,50959,1,T1,1,100,33.105
1742899382.401189,325333.000,50977,1,T1,1,100,33.045
1742899382.535190,325467.000,50994,1,T1,1,100,33.055
1742899382.668191,325600.000,51011,1,T1,1,100,33.130
1742899382.801193,325733.000,51042,1,T1,1,100,33.092
1742899382.935194,325867.000,51060,1,T1,1,100,33.040
1742899383.068196,326000.000,51076,1,T1,1,100,33.053
1742899383.201197,326133.000,51100,1,T1,1,100,33.058
1742899383.335199,326267.000,51134,1,T1,1,100,33.096
1742899383.468200,326400.000,51150,1,T1,1,100,33.183
1742899383.601202,326533.000,51168,1,T1,1,100,32.973
1742899383.735203,326667.000,51184,1,T1,1,100,33.130
1742899383.868204,326800.000,51217,1,T1,1,100,33.198
1742899384.001206,326933.000,51235,1,T1,1,100,33.121
1742899384.134207,327066.000,51251,1,T1,1,100,33.194
1742899384.268209,327200.000,51283,1,T1,1,100,33.226
1742899384.401210,327333.000,51300,1,T1,1,100,33.240
1742899384.534211,327466.000,51316,1,T1,1,100,33.175
1742899384.668213,327600.000,51350,1,T1,1,100,33.217
1742899384.801214,327733.000,51367,1,T1,1,100,33.059
1742899384.934216,327866.000,51384,1,T1,1,100,33.025
1742899385.068217,328000.000,51415,1,T1,1,100,33.046
1742899385.201219,328133.000,51432,1,T1,1,100,33.020
1742899385.334220,328266.000,51449,1,T1,1,100,33.115
1742899385.468221,328400.000,51482,1,T1,1,100,33.156
1742899385.601223,328533.000,51500,1,T1,1,100,33.068
1742899385.734224,328666.000,51516,1,T1,1,100,33.171
1742899385.868226,328800.000,51533,1,T1,1,100,33.039
1742899386.001227,328933.000,51567,1,T1,1,100,33.088
1742899386.134228,329066.000,51583,1,T1,1,100,33.144
1742899386.268230,329200.000,51601,1,T1,1,100,33.204
1742899386.401231,329333.000,51632,1,T1,1,100,33.124
1742899386.534233,329466.000,51648,1,T1,1,100,33.160
1742899386.667234,329599.000,51666,1,T1,1,100,33.140
1742899386.801236,329733.000,51699,1,T1,1,100,33.061
1742899386.934237,329866.000,51716,1,T1,1,100,32.955
1742899387.067239,329999.000,51733,1,T1,1,100,32.945
1742899387.201240,330133.000,51765,1,T1,1,100,33.118
1742899387.334241,330266.000,51781,1,T1,1,100,33.122
1742899387.467243,330399.000,51800,1,T1,1,100,33.124
1742899387.601244,330533.000,51832,1,T1,1,100,33.195
1742899387.734246,330666.000,51848,1,T1,1,100,33.191
1742899387.867247,330799.000,51865,1,T1,1,100,33.189
1742899388.001248,330933.000,51882,1,T1,1,100,33.188
1742899388.134250,331066.000,51915,1,T1,1,100,33.152
1742899388.267251,331199.000,51938,1,T1,1,100,33.172
1742899388.401253,331333.000,51956,1,T1,1,100,33.181
1742899388.534254,331466.000,51973,1,T1,1,100,33.078
1742899388.667256,331599.000,52005,1,T1,1,100,33.069
1742899388.801257,331733.000,52021,1,T1,1,100,33.065
1742899388.934258,331866.000,52041,1,T1,1,100,32.993
1742899389.067260,331999.000,52072,1,T1,1,100,33.068
1742899389.201261,332133.000,52088,1,T1,1,100,33.065
1742899389.334263,332266.000,52106,1,T1,1,100,33.063
1742899389.467264,332399.000,52137,1,T1,1,100,33.098
1742899389.601266,332533.000,52156,1,T1,1,100,33.149
1742899389.734267,332666.000,52173,1,T1,1,100,33.206
1742899389.867268,332799.000,52205,1,T1,1,100,33.196
1742899390.000270,332932.000,52221,1,T1,1,100,33.191
1742899390.134271,333066.000,52238,1,T1,1,100,33.154
1742899390.267273,333199.000,52255,1,T1,1,100,33.173
1742899390.401274,333333.000,52288,1,T1,1,100,33.075
1742899390.534276,333466.000,52305,1,T1,1,100,33.139
1742899390.667277,333599.000,52322,1,T1,1,100,33.166
1742899390.800278,333732.000,52353,1,T1,1,100,33.072
1742899390.934280,333866.000,52371,1,T1,1,100,33.102
1742899391.067281,333999.000,52387,1,T1,1,100,33.221
1742899391.200283,334132.000,52421,1,T1,1,100,33.238
1742899391.334284,334266.000,52438,1,T1,1,100,33.138
1742899391.467285,334399.000,52454,1,T1,1,100,33.202
1742899391.600287,334532.000,52486,1,T1,1,100,33.016
1742899391.734288,334666.000,52503,1,T1,1,100,33.113
1742899391.867290,334799.000,52521,1,T1,1,100,33.155
1742899392.000291,334932.000,52553,1,T1,1,100,33.174
1742899392.134293,335066.000,52570,1,T1,1,100,33.146
1742899392.267294,335199.000,52587,1,T1,1,100,33.240
1742899392.400295,335332.000,52604,1,T1,1,100,33.140
1742899392.534297,335466.000,52635,1,T1,1,100,33.202
1742899392.667298,335599.000,52654,1,T1,1,100,33.158
1742899392.800300,335732.000,52671,1,T1,1,100,33.210
1742899392.934301,335866.000,52703,1,T1,1,100,33.268
1742899393.067303,335999.000,52719,1,T1,1,100,33.258
1742899393.200304,336132.000,52736,1,T1,1,100,33.253
1742899393.334306,336266.000,52777,1,T1,1,100,33.287
1742899393.467307,336399.000,52793,1,T1,1,100,33.301
1742899393.600308,336532.000,52811,1,T1,1,100,33.201
1742899393.733310,336665.000,52827,1,T1,1,100,33.193
1742899393.867311,336799.000,52844,1,T1,1,100,33.296
1742899394.000313,336932.000,52876,1,T1,1,100,33.128
1742899394.133314,337065.000,52892,1,T1,1,100,33.233
1742899394.267315,337199.000,52911,1,T1,1,100,33.207
1742899394.400317,337332.000,52943,1,T1,1,100,33.125
1742899394.533318,337465.000,52959,1,T1,1,100,33.125
1742899394.667320,337599.000,52977,1,T1,1,100,33.196
1742899394.800321,337732.000,53008,1,T1,1,100,33.156
1742899394.933322,337865.000,53027,1,T1,1,100,33.245
1742899395.067324,337999.000,53044,1,T1,1,100,33.141
1742899395.200325,338132.000,53076,1,T1,1,100,33.132
1742899395.333327,338265.000,53092,1,T1,1,100,33.234
1742899395.467328,338399.000,53109,1,T1,1,100,33.279
1742899395.600330,338532.000,53143,1,T1,1,100,33.227
1742899395.733331,338665.000,53159,1,T1,1,100,33.275
1742899395.867332,338799.000,53176,1,T1,1,100,33.261
1742899396.000334,338932.000,53208,1,T1,1,100,33.255
1742899396.133335,339065.000,53224,1,T1,1,100,33.288
1742899396.267337,339199.000,53242,1,T1,1,100,33.266
1742899396.400338,339332.000,53260,1,T1,1,100,33.151
1742899396.533340,339465.000,53291,1,T1,1,100,33.172
1742899396.666341,339598.000,53309,1,T1,1,100,33.252
1742899396.800343,339732.000,53325,1,T1,1,100,33.180
1742899396.933344,339865.000,53357,1,T1,1,100,33.220
1742899397.066345,339998.000,53376,1,T1,1,100,33.308
1742899397.200347,340132.000,53392,1,T1,1,100,33.240
1742899397.333348,340265.000,53424,1,T1,1,100,33.175
1742899397.466350,340398.000,53441,1,T1,1,100,33.253
1742899397.600351,340532.000,53458,1,T1,1,100,33.287
1742899397.733352,340665.000,53491,1,T1,1,100,33.337
1742899397.866354,340798.000,53508,1,T1,1,100,33.288
1742899398.000355,340932.000,53525,1,T1,1,100,33.231
1742899398.133357,341065.000,53556,1,T1,1,100,33.348
1742899398.266358,341198.000,53574,1,T1,1,100,33.328
1742899398.400360,341332.000,53592,1,T1,1,100,33.213
1742899398.533361,341465.000,53614,1,T1,1,100,33.198
1742899398.666363,341598.000,53631,1,T1,1,100,33.263
1742899398.800364,341732.000,53662,1,T1,1,100,33.220
1742899398.933365,341865.000,53680,1,T1,1,100,33.202
1742899399.066367,341998.000,53696,1,T1,1,100,33.229
1742899399.200368,342132.000,53730,1,T1,1,100,33.170
1742899399.333369,342265.000,53747,1,T1,1,100,33.180
1742899399.466371,342398.000,53763,1,T1,1,100,33.291
1742899399.600372,342532.000,53795,1,T1,1,100,33.232
1742899399.733374,342665.000,53812,1,T1,1,100,33.242
1742899399.866375,342798.000,53828,1,T1,1,100,33.318
1742899400.000377,342932.000,53862,1,T1,1,100,33.279
1742899400.133378,343065.000,53880,1,T1,1,100,33.369
1742899400.266380,343198.000,53897,1,T1,1,100,33.231
1742899400.400381,343332.000,53916,1,T1,1,100,33.277
1742899400.533382,343465.000,53947,1,T1,1,100,33.297
1742899400.666384,343598.000,53966,1,T1,1,100,33.270
1742899400.800385,343732.000,53983,1,T1,1,100,33.294
1742899400.933387,343865.000,54016,1,T1,1,100,33.340
1742899401.066388,343998.000,54032,1,T1,1,100,33.324
1742899401.199389,344131.000,54051,1,T1,1,100,33.176
1742899401.333391,344265.000,54085,1,T1,1,100,33.253
1742899401.466392,344398.000,54101,1,T1,1,100,33.287
1742899401.599394,344531.000,54119,1,T1,1,100,33.301
1742899401.733395,344665.000,54150,1,T1,1,100,33.272
1742899401.866397,344798.000,54166,1,T1,1,100,33.295
