LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1742899292.676230,235609.000,36307,1,T1,1,100,32.109
1742899292.809232,235742.000,36323,1,T1,1,100,32.012
1742899292.943233,235876.000,36343,1,T1,1,100,32.076
1742899293.076234,236009.000,36374,1,T1,1,100,32.068
1742899293.209236,236142.000,36390,1,T1,1,100,32.030
1742899293.342237,236275.000,36410,1,T1,1,100,32.084
1742899293.476238,236409.000,36426,1,T1,1,100,32.214
1742899293.609240,236542.000,36460,1,T1,1,100,31.986
1742899293.742241,236675.000,36477,1,T1,1,100,32.065
1742899293.876243,236809.000,36493,1,T1,1,100,31.993
1742899294.009244,236942.000,36525,1,T1,1,100,31.926
1742899294.142246,237075.000,36542,1,T1,1,100,32.039
1742899294.276247,237209.000,36559,1,T1,1,100,32.052
1742899294.409249,237342.000,36592,1,T1,1,100,31.987
1742899294.542250,237475.000,36609,1,T1,1,100,31.994
1742899294.676251,237609.000,36626,1,T1,1,100,32.033
1742899294.809253,237742.000,36657,1,T1,1,100,32.014
1742899294.942254,237875.000,36675,1,T1,1,100,32.006
1742899295.076256,238009.000,36693,1,T1,1,100,31.967
1742899295.209257,238142.000,36725,1,T1,1,100,31.915
1742899295.342258,238275.000,36742,1,T1,1,100,32.034
1742899295.476260,238409.000,36758,1,T1,1,100,32.015
1742899295.609261,238542.000,36790,1,T1,1,100,31.935
1742899295.742263,238675.000,36809,1,T1,1,100,32.114
1742899295.876264,238809.000,36825,1,T1,1,100,32.156
1742899296.009266,238942.000,36843,1,T1,1,100,32.067
1742899296.142267,239075.000,36879,1,T1,1,100,32.100
1742899296.276268,239209.000,36896,1,T1,1,100,32.114
1742899296.409270,239342.000,36915,1,T1,1,100,32.120
1742899296.542271,239475.000,36931,1,T1,1,100,32.123
1742899296.676273,239609.000,36963,1,T1,1,100,32.089
1742899296.809274,239742.000,36980,1,T1,1,100,32.074
1742899296.942276,239875.000,36997,1,T1,1,100,32.103
1742899297.076277,240009.000,37014,1,T1,1,100,32.151
1742899297.209278,240142.000,37047,1,T1,1,100,32.243
1742899297.342280,240275.000,37064,1,T1,1,100,32.140
1742899297.476281,240409.000,37081,1,T1,1,100,32.203
1742899297.609283,240542.000,37113,1,T1,1,100,32.229
1742899297.742284,240675.000,37129,1,T1,1,100,32.099
1742899297.876286,240809.000,37146,1,T1,1,100,32.220
1742899298.009287,240942.000,37180,1,T1,1,100,32.131
1742899298.142288,241075.000,37196,1,T1,1,100,32.057
1742899298.275290,241208.000,37214,1,T1,1,100,32.166
1742899298.409291,241342.000,37247,1,T1,1,100,32.107
1742899298.542293,241475.000,37265,1,T1,1,100,32.117
1742899298.675294,241608.000,37283,1,T1,1,100,32.086
1742899298.809296,241742.000,37314,1,T1,1,100,32.037
1742899298.942297,241875.000,37331,1,T1,1,100,32.052
1742899299.075298,242008.000,37348,1,T1,1,100,32.058
1742899299.209300,242142.000,37366,1,T1,1,100,32.060
1742899299.342301,242275.000,37398,1,T1,1,100,32.097
1742899299.475303,242408.000,37415,1,T1,1,100,32.077
1742899299.609304,242542.000,37431,1,T1,1,100,32.069
1742899299.742306,242675.000,37465,1,T1,1,100,32.172
1742899299.875307,242808.000,37482,1,T1,1,100,32.110
1742899300.008308,242941.000,37499,1,T1,1,100,32.047
1742899300.142310,243075.000,37530,1,T1,1,100,32.162
1742899300.275311,243208.000,37548,1,T1,1,100,32.141
1742899300.409313,243342.000,37564,1,T1,1,100,32.203
1742899300.542314,243475.000,37598,1,T1,1,100,32.336
1742899300.675315,243608.000,37615,1,T1,1,100,32.039
1742899300.808317,243741.000,37631,1,T1,1,100,32.230
1742899300.942318,243875.000,37663,1,T1,1,100,32.206
1742899301.075320,244008.000,37682,1,T1,1,100,32.124
1742899301.208321,244141.000,37698,1,T1,1,100,32.160
1742899301.342323,244275.000,37721,1,T1,1,100,32.211
1742899301.475324,244408.000,37739,1,T1,1,100,32.127
1742899301.608325,244541.000,37771,1,T1,1,100,32.161
1742899301.742327,244675.000,37788,1,T1,1,100,32.247
1742899301.875328,244808.000,37806,1,T1,1,100,32.178
1742899302.008330,244941.000,37838,1,T1,1,100,32.254
1742899302.142331,245075.000,37855,1,T1,1,100,32.216
1742899302.275333,245208.000,37872,1,T1,1,100,32.165
1742899302.408334,245341.000,37905,1,T1,1,100,32.142
1742899302.542336,245475.000,37922,1,T1,1,100,32.239
1742899302.675337,245608.000,37939,1,T1,1,100,32.103
1742899302.808338,245741.000,37970,1,T1,1,100,32.080
1742899302.942340,245875.000,37990,1,T1,1,100,32.070
1742899303.075341,246008.000,38006,1,T1,1,100,32.101
1742899303.208343,246141.000,38023,1,T1,1,100,32.150
1742899303.341344,246274.000,38057,1,T1,1,100,32.030
1742899303.475345,246408.000,38073,1,T1,1,100,32.084
1742899303.608347,246541.000,38093,1,T1,1,100,32.213
1742899303.741348,246674.000,38126,1,T1,1,100,32.163
1742899303.875350,246808.000,38142,1,T1,1,100,32.212
1742899304.008351,246941.000,38160,1,T1,1,100,32.092
1742899304.142353,247075.000,38191,1,T1,1,100,32.253
1742899304.275354,247208.000,38210,1,T1,1,100,32.145
1742899304.408355,247341.000,38227,1,T1,1,100,32.204
1742899304.541357,247474.000,38259,1,T1,1,100,32.230
1742899304.675358,247608.000,38275,1,T1,1,100,32.241
1742899304.808360,247741.000,38294,1,T1,1,100,32.282
1742899304.941361,247874.000,38326,1,T1,1,100,32.228
1742899305.075362,248008.000,38342,1,T1,1,100,32.205
1742899305.208364,248141.000,38359,1,T1,1,100,32.195
1742899305.341365,248274.000,38391,1,T1,1,100,32.191
1742899305.475367,248408.000,38407,1,T1,1,100,32.118
1742899305.608368,248541.000,38427,1,T1,1,100,32.016
1742899305.741370,248674.000,38443,1,T1,1,100,32.149
1742899305.875371,248808.000,38475,1,T1,1,100,32.206
1742899306.008373,248941.000,38492,1,T1,1,100,32.266
1742899306.141374,249074.000,38512,1,T1,1,100,32.293
1742899306.275375,249208.000,38544,1,T1,1,100,32.233
1742899306.408377,249341.000,38566,1,T1,1,100,32.278
1742899306.541378,249474.000,38582,1,T1,1,100,32.369
1742899306.674380,249607.000,38600,1,T1,1,100,32.266
1742899306.808381,249741.000,38633,1,T1,1,100,32.328
1742899306.941382,249874.000,38650,1,T1,1,100,32.284
1742899307.074384,250007.000,38667,1,T1,1,100,32.335
1742899307.208385,250141.000,38699,1,T1,1,100,32.358
1742899307.341387,250274.000,38717,1,T1,1,100,32.439
1742899307.474388,250407.000,38734,1,T1,1,100,32.296
1742899307.608390,250541.000,38750,1,T1,1,100,32.447
1742899307.741391,250674.000,38782,1,T1,1,100,32.406
1742899307.874393,250807.000,38799,1,T1,1,100,32.247
1742899308.008394,250941.000,38816,1,T1,1,100,32.284
1742899308.141395,251074.000,38849,1,T1,1,100,32.371
1742899308.274397,251207.000,38867,1,T1,1,100,32.267
1742899308.408398,251341.000,38885,1,T1,1,100,32.186
1742899308.541399,251474.000,38917,1,T1,1,100,32.329
1742899308.674401,251607.000,38936,1,T1,1,100,32.320
1742899308.808402,251741.000,38952,1,T1,1,100,32.386
1742899308.941404,251874.000,38984,1,T1,1,100,32.345
1742899309.074405,252007.000,39001,1,T1,1,100,32.326
1742899309.208407,252141.000,39017,1,T1,1,100,32.389
1742899309.341408,252274.000,39051,1,T1,1,100,32.346
1742899309.474410,252407.000,39068,1,T1,1,100,32.221
1742899309.608411,252541.000,39085,1,T1,1,100,32.273
1742899309.741412,252674.000,39116,1,T1,1,100,32.366
1742899309.874414,252807.000,39133,1,T1,1,100,32.194
1742899310.008415,252941.000,39152,1,T1,1,100,32.332
1742899310.141417,253074.000,39169,1,T1,1,100,32.321
1742899310.274418,253207.000,39201,1,T1,1,100,32.174
1742899310.407419,253340.000,39217,1,T1,1,100,32.253
1742899310.541421,253474.000,39234,1,T1,1,100,32.251
1742899310.674422,253607.000,39268,1,T1,1,100,32.180
1742899310.807424,253740.000,39284,1,T1,1,100,32.184
1742899310.941425,253874.000,39302,1,T1,1,100,32.257
1742899311.074427,254007.000,39333,1,T1,1,100,32.288
1742899311.207428,254140.000,39351,1,T1,1,100,32.408
1742899311.341429,254274.000,39369,1,T1,1,100,32.283
1742899311.474431,254407.000,39403,1,T1,1,100,32.193
1742899311.607432,254540.000,39420,1,T1,1,100,32.119
1742899311.741434,254674.000,39437,1,T1,1,100,32.229
1742899311.874435,254807.000,39455,1,T1,1,100,32.205
1742899312.007437,254940.000,39473,1,T1,1,100,32.302
1742899312.141438,255074.000,39504,1,T1,1,100,32.308
1742899312.274439,255207.000,39521,1,T1,1,100,32.240
1742899312.407441,255340.000,39538,1,T1,1,100,32.175
1742899312.541442,255474.000,39570,1,T1,1,100,32.324
1742899312.674444,255607.000,39590,1,T1,1,100,32.246
1742899312.807445,255740.000,39607,1,T1,1,100,32.213
1742899312.941447,255874.000,39624,1,T1,1,100,32.234
1742899313.074448,256007.000,39641,1,T1,1,100,32.208
1742899313.207449,256140.000,39659,1,T1,1,100,32.267
1742899313.341451,256274.000,39693,1,T1,1,100,32.328
1742899313.474452,256407.000,39710,1,T1,1,100,32.213
1742899313.607454,256540.000,39726,1,T1,1,100,32.234
1742899313.740455,256673.000,39760,1,T1,1,100,32.243
1742899313.874456,256807.000,39779,1,T1,1,100,32.282
1742899314.007458,256940.000,39796,1,T1,1,100,32.229
1742899314.140459,257073.000,39827,1,T1,1,100,32.312
1742899314.274461,257207.000,39845,1,T1,1,100,32.312
1742899314.407462,257340.000,39861,1,T1,1,100,32.312
1742899314.540464,257473.000,39895,1,T1,1,100,32.277
1742899314.674465,257607.000,39912,1,T1,1,100,32.297
1742899314.807467,257740.000,39928,1,T1,1,100,32.306
1742899314.940468,257873.000,39960,1,T1,1,100,32.487
1742899315.074469,258007.000,39979,1,T1,1,100,32.353
1742899315.207471,258140.000,39995,1,T1,1,100,32.365
1742899315.340472,258273.000,40013,1,T1,1,100,32.335
1742899315.474474,258407.000,40046,1,T1,1,100,32.322
1742899315.607475,258540.000,40063,1,T1,1,100,32.281
1742899315.740476,258673.000,40080,1,T1,1,100,32.228
1742899315.874478,258807.000,40114,1,T1,1,100,32.205
1742899316.007479,258940.000,40130,1,T1,1,100,32.337
1742899316.140481,259073.000,40147,1,T1,1,100,32.429
1742899316.274482,259207.000,40163,1,T1,1,100,32.434
1742899316.407484,259340.000,40195,1,T1,1,100,32.365
1742899316.540485,259473.000,40214,1,T1,1,100,32.335
1742899316.674486,259607.000,40239,1,T1,1,100,32.322
1742899316.807488,259740.000,40255,1,T1,1,100,32.317
1742899316.940489,259873.000,40287,1,T1,1,100,32.421
1742899317.073491,260006.000,40306,1,T1,1,100,32.359
1742899317.207492,260140.000,40322,1,T1,1,100,32.404
1742899317.340493,260273.000,40340,1,T1,1,100,32.352
1742899317.473495,260406.000,40371,1,T1,1,100,32.330
1742899317.607497,260540.000,40388,1,T1,1,100,32.320
1742899317.740498,260673.000,40407,1,T1,1,100,32.280
1742899317.873499,260806.000,40441,1,T1,1,100,32.299
1742899318.007501,260940.000,40457,1,T1,1,100,32.271
1742899318.140502,261073.000,40474,1,T1,1,100,32.330
1742899318.273504,261206.000,40510,1,T1,1,100,32.356
1742899318.407505,261340.000,40526,1,T1,1,100,32.402
1742899318.540506,261473.000,40543,1,T1,1,100,32.351
1742899318.673508,261606.000,40560,1,T1,1,100,32.329
1742899318.807509,261740.000,40591,1,T1,1,100,32.320
1742899318.940511,261873.000,40609,1,T1,1,100,32.387
1742899319.073512,262006.000,40627,1,T1,1,100,32.415
1742899319.207514,262140.000,40659,1,T1,1,100,32.322
1742899319.340515,262273.000,40676,1,T1,1,100,32.352
1742899319.473516,262406.000,40692,1,T1,1,100,32.330
1742899319.607518,262540.000,40711,1,T1,1,100,32.284
1742899319.740519,262673.000,40743,1,T1,1,100,32.336
1742899319.873521,262806.000,40759,1,T1,1,100,32.323
1742899320.007522,262940.000,40777,1,T1,1,100,32.317
1742899320.140523,263073.000,40808,1,T1,1,100,32.527
1742899320.273525,263206.000,40827,1,T1,1,100,32.405
1742899320.406526,263339.000,40844,1,T1,1,100,32.317
1742899320.540528,263473.000,40876,1,T1,1,100,32.492
1742899320.673529,263606.000,40892,1,T1,1,100,32.355
1742899320.806530,263739.000,40909,1,T1,1,100,32.366
1742899320.940532,263873.000,40943,1,T1,1,100,32.442
1742899321.073534,264006.000,40959,1,T1,1,100,32.404
1742899321.206535,264139.000,40976,1,T1,1,100,32.352
1742899321.340536,264273.000,41008,1,T1,1,100,32.365
1742899321.473538,264406.000,41024,1,T1,1,100,32.371
1742899321.606539,264539.000,41042,1,T1,1,100,32.409
1742899321.740541,264673.000,41066,1,T1,1,100,32.354
1742899321.873542,264806.000,41082,1,T1,1,100,32.401
1742899322.006543,264939.000,41100,1,T1,1,100,32.280
1742899322.140545,265073.000,41131,1,T1,1,100,32.440
1742899322.273546,265206.000,41148,1,T1,1,100,32.332
1742899322.406548,265339.000,41167,1,T1,1,100,32.427
1742899322.540549,265473.000,41183,1,T1,1,100,32.504
1742899322.673551,265606.000,41215,1,T1,1,100,32.395
1742899322.806552,265739.000,41232,1,T1,1,100,32.384
1742899322.940553,265873.000,41249,1,T1,1,100,32.414
1742899323.073555,266006.000,41282,1,T1,1,100,32.427
1742899323.206556,266139.000,41299,1,T1,1,100,32.469
1742899323.340558,266273.000,41318,1,T1,1,100,32.593
1742899323.473559,266406.000,41349,1,T1,1,100,32.469
1742899323.606560,266539.000,41367,1,T1,1,100,32.451
1742899323.739562,266672.000,41385,1,T1,1,100,32.373
1742899323.873563,266806.000,41402,1,T1,1,100,32.409
1742899324.006565,266939.000,41436,1,T1,1,100,32.461
1742899324.139566,267072.000,41452,1,T1,1,100,32.448
1742899324.273568,267206.000,41470,1,T1,1,100,32.371
1742899324.406569,267339.000,41503,1,T1,1,100,32.480
1742899324.539570,267472.000,41519,1,T1,1,100,32.456
1742899324.673572,267606.000,41537,1,T1,1,100,32.374
1742899324.806573,267739.000,41553,1,T1,1,100,32.410
1742899324.939575,267872.000,41585,1,T1,1,100,32.390
1742899325.073576,268006.000,41604,1,T1,1,100,32.453
1742899325.206578,268139.000,41620,1,T1,1,100,32.338
1742899325.339579,268272.000,41652,1,T1,1,100,32.394
1742899325.473580,268406.000,41669,1,T1,1,100,32.312
1742899325.606582,268539.000,41686,1,T1,1,100,32.454
1742899325.739583,268672.000,41719,1,T1,1,100,32.409
1742899325.873585,268806.000,41737,1,T1,1,100,32.425
1742899326.006586,268939.000,41753,1,T1,1,100,32.503
1742899326.139588,269072.000,41770,1,T1,1,100,32.466
1742899326.273589,269206.000,41802,1,T1,1,100,32.414
1742899326.406590,269339.000,41820,1,T1,1,100,32.463
1742899326.539592,269472.000,41837,1,T1,1,100,32.484
1742899326.673593,269606.000,41869,1,T1,1,100,32.493
1742899326.806595,269739.000,41888,1,T1,1,100,32.462
1742899326.939596,269872.000,41906,1,T1,1,100,32.519
1742899327.072598,270005.000,41924,1,T1,1,100,32.508
1742899327.206599,270139.000,41941,1,T1,1,100,32.468
1742899327.339600,270272.000,41958,1,T1,1,100,32.522
1742899327.472602,270405.000,41989,1,T1,1,100,32.509
1742899327.606603,270539.000,42007,1,T1,1,100,32.398
1742899327.739605,270672.000,42025,1,T1,1,100,32.456
1742899327.873606,270806.000,42057,1,T1,1,100,32.410
1742899328.006608,270939.000,42074,1,T1,1,100,32.532
1742899328.139609,271072.000,42090,1,T1,1,100,32.620
1742899328.273110,271205.500,42110,2,T1,1,100,32.339
1742899328.406612,271339.000,42110,2,T1,1,100,32.466
1742899328.539613,271472.000,42129,1,T1,1,100,32.485
1742899328.672615,271605.000,42146,1,T1,1,100,32.565
1742899328.806616,271739.000,42162,1,T1,1,100,32.457
1742899328.939617,271872.000,42179,1,T1,1,100,32.517
1742899329.072619,272005.000,42213,1,T1,1,100,32.401
1742899329.206620,272139.000,42229,1,T1,1,100,32.599
1742899329.339622,272272.000,42247,1,T1,1,100,32.578
1742899329.472623,272405.000,42278,1,T1,1,100,32.569
1742899329.606625,272539.000,42297,1,T1,1,100,32.530
1742899329.739626,272672.000,42314,1,T1,1,100,32.513
1742899329.872627,272805.000,42346,1,T1,1,100,32.435
1742899330.006629,272939.000,42362,1,T1,1,100,32.507
1742899330.139630,273072.000,42381,1,T1,1,100,32.574
1742899330.272632,273205.000,42413,1,T1,1,100,32.532
1742899330.406633,273339.000,42429,1,T1,1,100,32.514
1742899330.539634,273472.000,42446,1,T1,1,100,32.612
1742899330.672636,273605.000,42480,1,T1,1,100,32.584
1742899330.805637,273738.000,42498,1,T1,1,100,32.643
1742899330.939639,273872.000,42516,1,T1,1,100,32.491
1742899331.072640,274005.000,42532,1,T1,1,100,32.425
1742899331.205642,274138.000,42564,1,T1,1,100,32.503
1742899331.339643,274272.000,42581,1,T1,1,100,32.501
1742899331.472645,274405.000,42599,1,T1,1,100,32.430
1742899331.605646,274538.000,42631,1,T1,1,100,32.470
1742899331.739647,274672.000,42648,1,T1,1,100,32.558
1742899331.872649,274805.000,42664,1,T1,1,100,32.525
1742899332.005650,274938.000,42689,1,T1,1,100,32.546
1742899332.139652,275072.000,42705,1,T1,1,100,32.555
1742899332.272653,275205.000,42737,1,T1,1,100,32.524
1742899332.405654,275338.000,42754,1,T1,1,100,32.404
1742899332.539656,275472.000,42770,1,T1,1,100,32.565
1742899332.672657,275605.000,42804,1,T1,1,100,32.599
1742899332.805659,275738.000,42821,1,T1,1,100,32.472
1742899332.939660,275872.000,42838,1,T1,1,100,32.559
1742899333.072662,276005.000,42869,1,T1,1,100,32.596
1742899333.205663,276138.000,42886,1,T1,1,100,32.435
1742899333.338665,276271.000,42907,1,T1,1,100,32.578
1742899333.472666,276405.000,42924,1,T1,1,100,32.569
1742899333.605667,276538.000,42956,1,T1,1,100,32.565
1742899333.738669,276671.000,42972,1,T1,1,100,32.564
1742899333.872670,276805.000,42989,1,T1,1,100,32.492
1742899334.005672,276938.000,43021,1,T1,1,100,32.497
1742899334.138673,277071.000,43039,1,T1,1,100,32.569
1742899334.272674,277205.000,43057,1,T1,1,100,32.530
1742899334.405676,277338.000,43088,1,T1,1,100,32.442
1742899334.538677,277471.000,43104,1,T1,1,100,32.475
1742899334.672679,277605.000,43122,1,T1,1,100,32.454
1742899334.805680,277738.000,43157,1,T1,1,100,32.480
1742899334.938682,277871.000,43174,1,T1,1,100,32.633
1742899335.072683,278005.000,43191,1,T1,1,100,32.522
1742899335.205684,278138.000,43223,1,T1,1,100,32.510
1742899335.338686,278271.000,43239,1,T1,1,100,32.646
1742899335.472687,278405.000,43258,1,T1,1,100,32.563
1742899335.605689,278538.000,43274,1,T1,1,100,32.598
1742899335.738690,278671.000,43308,1,T1,1,100,32.543
1742899335.872692,278805.000,43325,1,T1,1,100,32.412
1742899336.005693,278938.000,43343,1,T1,1,100,32.568
1742899336.138694,279071.000,43376,1,T1,1,100,32.530
1742899336.272696,279205.000,43396,1,T1,1,100,32.584
1742899336.405697,279338.000,43414,1,T1,1,100,32.536
1742899336.538699,279471.000,43446,1,T1,1,100,32.480
1742899336.672700,279605.000,43463,1,T1,1,100,32.527
1742899336.805701,279738.000,43481,1,T1,1,100,32.583
1742899336.938703,279871.000,43513,1,T1,1,100,32.500
1742899337.071704,280004.000,43537,1,T1,1,100,32.429
1742899337.205706,280138.000,43553,1,T1,1,100,32.611
1742899337.338707,280271.000,43573,1,T1,1,100,32.442
1742899337.471709,280404.000,43589,1,T1,1,100,32.581
1742899337.605710,280538.000,43625,1,T1,1,100,32.606
1742899337.738711,280671.000,43642,1,T1,1,100,32.510
1742899337.871713,280804.000,43658,1,T1,1,100,32.505
