LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1742899330.946639,273879.000,42514,2,EA,1,100,1.466243
1742899331.012640,273945.000,42530,1,EA,1,100,1.446424
1742899331.079640,274012.000,42546,2,EA,1,100,1.423628
1742899331.146641,274079.000,42546,2,EA,1,100,1.401258
1742899331.213142,274145.500,42562,2,EA,1,100,1.381498
1742899331.279642,274212.000,42562,2,EA,1,100,1.356177
1742899331.346643,274279.000,42579,1,EA,1,100,1.332535
1742899331.413144,274345.500,42597,2,EA,1,100,1.313907
1742899331.479645,274412.000,42597,2,EA,1,100,1.302589
1742899331.546645,274479.000,42614,1,EA,1,100,1.291462
1742899331.613146,274545.500,42629,2,EA,1,100,1.277469
1742899331.679647,274612.000,42629,2,EA,1,100,1.263086
1742899331.746647,274679.000,42646,1,EA,1,100,1.249246
1742899331.813148,274745.500,42662,2,EA,1,100,1.235927
1742899331.879649,274812.000,42662,2,EA,1,100,1.222675
1742899331.946150,274878.500,42687,2,EA,1,100,1.211178
1742899332.012650,274945.000,42687,2,EA,1,100,1.203216
1742899332.079651,275012.000,42703,2,EA,1,100,1.194948
1742899332.146652,275079.000,42703,2,EA,1,100,1.191264
1742899332.212652,275145.000,42720,1,EA,1,100,1.188821
1742899332.279153,275211.500,42735,2,EA,1,100,1.182354
1742899332.345654,275278.000,42735,2,EA,1,100,1.175958
1742899332.412655,275345.000,42752,1,EA,1,100,1.169432
1742899332.479155,275411.500,42768,2,EA,1,100,1.165904
1742899332.545656,275478.000,42768,2,EA,1,100,1.165904
1742899332.612657,275545.000,42786,1,EA,1,100,1.161427
1742899332.679157,275611.500,42802,2,EA,1,100,1.154679
1742899332.745658,275678.000,42802,2,EA,1,100,1.148197
1742899332.812659,275745.000,42819,1,EA,1,100,1.144231
1742899332.879159,275811.500,42836,2,EA,1,100,1.142539
1742899332.945660,275878.000,42836,2,EA,1,100,1.135267
1742899333.012661,275945.000,42853,1,EA,1,100,1.125713
1742899333.079162,276011.500,42867,2,EA,1,100,1.117035
1742899333.145662,276078.000,42867,2,EA,1,100,1.107078
1742899333.212663,276145.000,42884,1,EA,1,100,1.101293
1742899333.279164,276211.500,42905,2,EA,1,100,1.099379
1742899333.345665,276278.000,42905,2,EA,1,100,1.095741
1742899333.412665,276345.000,42922,1,EA,1,100,1.091786
1742899333.479166,276411.500,42937,2,EA,1,100,1.091443
1742899333.545667,276478.000,42937,2,EA,1,100,1.090075
1742899333.612667,276545.000,42954,1,EA,1,100,1.089221
1742899333.679168,276611.500,42970,2,EA,1,100,1.100771
1742899333.745669,276678.000,42970,2,EA,1,100,1.108490
1742899333.812670,276745.000,42987,2,EA,1,100,1.109727
1742899333.879670,276812.000,42987,2,EA,1,100,1.113459
1742899333.945671,276878.000,43004,1,EA,1,100,1.114886
1742899334.012672,276945.000,43019,2,EA,1,100,1.116317
1742899334.079672,277012.000,43019,2,EA,1,100,1.124257
1742899334.145673,277078.000,43037,1,EA,1,100,1.132494
1742899334.212674,277145.000,43055,2,EA,1,100,1.139919
1742899334.279675,277212.000,43055,2,EA,1,100,1.147629
1742899334.345675,277278.000,43071,1,EA,1,100,1.148197
1742899334.412676,277345.000,43086,2,EA,1,100,1.145739
1742899334.479677,277412.000,43086,2,EA,1,100,1.150096
1742899334.545677,277478.000,43102,1,EA,1,100,1.160265
1742899334.612678,277545.000,43120,2,EA,1,100,1.174369
1742899334.679679,277612.000,43120,2,EA,1,100,1.185984
1742899334.745679,277678.000,43136,1,EA,1,100,1.183763
1742899334.812680,277745.000,43155,2,EA,1,100,1.179948
1742899334.879681,277812.000,43155,2,EA,1,100,1.188010
1742899334.945682,277878.000,43172,1,EA,1,100,1.205301
1742899335.012682,277945.000,43189,2,EA,1,100,1.215836
1742899335.079683,278012.000,43189,2,EA,1,100,1.220530
1742899335.145684,278078.000,43205,1,EA,1,100,1.225475
1742899335.212684,278145.000,43221,2,EA,1,100,1.233517
1742899335.279685,278212.000,43221,2,EA,1,100,1.247454
1742899335.345686,278278.000,43237,1,EA,1,100,1.255562
1742899335.412687,278345.000,43256,2,EA,1,100,1.259654
1742899335.479687,278412.000,43256,2,EA,1,100,1.265613
1742899335.545688,278478.000,43272,1,EA,1,100,1.272794
1742899335.612689,278545.000,43291,2,EA,1,100,1.274892
1742899335.679689,278612.000,43291,2,EA,1,100,1.277233
1742899335.746190,278678.500,43306,2,EA,1,100,1.282888
1742899335.812691,278745.000,43306,2,EA,1,100,1.287875
1742899335.879692,278812.000,43323,1,EA,1,100,1.291942
1742899335.946192,278878.500,43341,2,EA,1,100,1.296035
1742899336.012693,278945.000,43341,2,EA,1,100,1.305767
1742899336.078694,279011.000,43360,1,EA,1,100,1.311925
1742899336.145694,279078.000,43374,2,EA,1,100,1.319139
1742899336.212695,279145.000,43374,2,EA,1,100,1.324666
1742899336.279696,279212.000,43394,1,EA,1,100,1.327701
1742899336.346197,279278.500,43412,2,EA,1,100,1.331767
1742899336.412697,279345.000,43412,2,EA,1,100,1.336375
1742899336.478698,279411.000,43429,1,EA,1,100,1.345423
1742899336.545699,279478.000,43444,2,EA,1,100,1.356970
1742899336.612700,279545.000,43444,2,EA,1,100,1.365763
1742899336.678700,279611.000,43461,1,EA,1,100,1.373043
1742899336.745701,279678.000,43479,2,EA,1,100,1.382872
1742899336.812701,279745.000,43479,2,EA,1,100,1.393676
1742899336.878702,279811.000,43496,1,EA,1,100,1.407780
1742899336.945703,279878.000,43511,2,EA,1,100,1.416958
1742899337.012704,279945.000,43511,2,EA,1,100,1.421883
1742899337.079204,280011.500,43535,2,EA,1,100,1.427720
1742899337.145705,280078.000,43535,2,EA,1,100,1.436566
1742899337.212706,280145.000,43551,1,EA,1,100,1.444623
1742899337.279207,280211.500,43571,2,EA,1,100,1.450950
1742899337.345707,280278.000,43571,2,EA,1,100,1.455201
1742899337.412208,280344.500,43587,2,EA,1,100,1.461316
1742899337.478709,280411.000,43587,2,EA,1,100,1.469032
1742899337.545709,280478.000,43604,1,EA,1,100,1.480917
1742899337.612210,280544.500,43623,2,EA,1,100,1.486930
1742899337.678711,280611.000,43623,2,EA,1,100,1.490437
1742899337.745712,280678.000,43640,1,EA,1,100,1.496851
1742899337.812212,280744.500,43656,2,EA,1,100,1.502348
1742899337.878713,280811.000,43656,2,EA,1,100,1.509519
1742899337.945714,280878.000,43674,1,EA,1,100,1.514121
1742899338.012214,280944.500,43688,2,EA,1,100,1.514449
1742899338.078715,281011.000,43688,2,EA,1,100,1.516099
1742899338.145716,281078.000,43705,1,EA,1,100,1.523741
1742899338.212217,281144.500,43724,2,EA,1,100,1.527755
1742899338.278717,281211.000,43724,2,EA,1,100,1.529099
1742899338.345718,281278.000,43743,1,EA,1,100,1.530782
1742899338.412219,281344.500,43757,2,EA,1,100,1.534836
1742899338.478719,281411.000,43757,2,EA,1,100,1.538569
1742899338.545720,281478.000,43774,1,EA,1,100,1.543691
1742899338.612221,281544.500,43791,2,EA,1,100,1.551266
1742899338.678721,281611.000,43791,2,EA,1,100,1.560665
1742899338.745722,281678.000,43808,1,EA,1,100,1.569469
1742899338.812223,281744.500,43822,2,EA,1,100,1.579447
1742899338.878724,281811.000,43822,2,EA,1,100,1.588826
1742899338.945724,281878.000,43842,1,EA,1,100,1.599057
1742899339.012225,281944.500,43858,2,EA,1,100,1.609787
1742899339.078726,282011.000,43858,2,EA,1,100,1.619910
1742899339.145726,282078.000,43875,1,EA,1,100,1.628254
1742899339.212227,282144.500,43891,2,EA,1,100,1.636684
1742899339.278728,282211.000,43891,2,EA,1,100,1.643645
1742899339.345729,282278.000,43907,1,EA,1,100,1.649098
1742899339.412229,282344.500,43925,2,EA,1,100,1.656169
1742899339.478730,282411.000,43925,2,EA,1,100,1.660912
1742899339.545231,282477.500,43945,2,EA,1,100,1.664887
1742899339.611732,282544.000,43945,2,EA,1,100,1.669684
1742899339.678732,282611.000,43961,1,EA,1,100,1.674107
1742899339.745233,282677.500,43976,2,EA,1,100,1.677739
1742899339.811734,282744.000,43976,2,EA,1,100,1.682205
1742899339.878734,282811.000,43992,1,EA,1,100,1.685054
1742899339.945235,282877.500,44010,2,EA,1,100,1.687098
1742899340.011736,282944.000,44010,2,EA,1,100,1.690381
1742899340.078737,283011.000,44028,1,EA,1,100,1.692024
1742899340.145237,283077.500,44043,2,EA,1,100,1.692438
1742899340.211738,283144.000,44043,2,EA,1,100,1.691614
1742899340.278738,283211.000,44060,1,EA,1,100,1.687917
1742899340.345239,283277.500,44077,2,EA,1,100,1.685054
1742899340.411740,283344.000,44077,2,EA,1,100,1.683425
1742899340.478741,283411.000,44093,1,EA,1,100,1.680173
1742899340.545241,283477.500,44109,2,EA,1,100,1.676124
1742899340.611742,283544.000,44109,2,EA,1,100,1.670487
1742899340.678743,283611.000,44125,1,EA,1,100,1.664094
1742899340.745244,283677.500,44142,2,EA,1,100,1.657746
1742899340.811744,283744.000,44142,2,EA,1,100,1.652235
1742899340.878745,283811.000,44160,1,EA,1,100,1.645977
1742899340.945246,283877.500,44176,2,EA,1,100,1.640544
1742899341.011746,283944.000,44176,2,EA,1,100,1.635143
1742899341.078747,284011.000,44192,1,EA,1,100,1.632841
1742899341.145248,284077.500,44209,2,EA,1,100,1.632074
1742899341.211749,284144.000,44209,2,EA,1,100,1.632456
1742899341.278749,284211.000,44226,1,EA,1,100,1.631308
1742899341.345250,284277.500,44242,2,EA,1,100,1.630543
1742899341.411751,284344.000,44242,2,EA,1,100,1.630927
1742899341.478751,284411.000,44259,1,EA,1,100,1.633223
1742899341.545252,284477.500,44277,2,EA,1,100,1.633223
1742899341.611753,284544.000,44277,2,EA,1,100,1.632841
1742899341.678754,284611.000,44293,1,EA,1,100,1.632074
1742899341.745254,284677.500,44309,2,EA,1,100,1.629397
1742899341.811755,284744.000,44309,2,EA,1,100,1.624451
1742899341.878256,284810.500,44325,2,EA,1,100,1.622176
1742899341.944757,284877.000,44325,2,EA,1,100,1.619535
1742899342.011757,284944.000,44342,1,EA,1,100,1.617273
1742899342.078258,285010.500,44358,2,EA,1,100,1.616146
1742899342.144758,285077.000,44358,2,EA,1,100,1.615772
1742899342.211759,285144.000,44383,2,EA,1,100,1.615772
1742899342.278760,285211.000,44383,2,EA,1,100,1.617651
1742899342.345761,285278.000,44399,1,EA,1,100,1.617651
1742899342.412261,285344.500,44414,2,EA,1,100,1.618401
1742899342.478762,285411.000,44414,2,EA,1,100,1.620286
1742899342.544763,285477.000,44430,1,EA,1,100,1.621042
1742899342.611763,285544.000,44448,2,EA,1,100,1.622556
1742899342.678764,285611.000,44448,2,EA,1,100,1.623314
1742899342.744765,285677.000,44464,1,EA,1,100,1.624829
1742899342.811766,285744.000,44479,2,EA,1,100,1.627491
1742899342.878766,285811.000,44479,2,EA,1,100,1.629397
1742899342.944767,285877.000,44498,1,EA,1,100,1.630543
1742899343.011768,285944.000,44515,2,EA,1,100,1.632074
1742899343.078768,286011.000,44515,2,EA,1,100,1.635143
1742899343.145269,286077.500,44531,2,EA,1,100,1.635913
1742899343.211770,286144.000,44531,2,EA,1,100,1.636684
1742899343.278771,286211.000,44549,1,EA,1,100,1.638223
1742899343.345271,286277.500,44565,2,EA,1,100,1.637067
1742899343.411772,286344.000,44565,2,EA,1,100,1.636684
1742899343.478773,286411.000,44582,1,EA,1,100,1.636684
1742899343.545274,286477.500,44599,2,EA,1,100,1.637839
1742899343.611774,286544.000,44599,2,EA,1,100,1.640544
1742899343.678775,286611.000,44618,1,EA,1,100,1.641705
1742899343.745276,286677.500,44632,2,EA,1,100,1.643254
1742899343.811776,286744.000,44632,2,EA,1,100,1.644422
1742899343.878777,286811.000,44649,1,EA,1,100,1.644422
1742899343.945278,286877.500,44666,2,EA,1,100,1.644810
1742899344.011779,286944.000,44666,2,EA,1,100,1.644810
1742899344.078779,287011.000,44683,1,EA,1,100,1.643645
1742899344.145280,287077.500,44697,2,EA,1,100,1.642481
1742899344.211781,287144.000,44697,2,EA,1,100,1.641705
1742899344.278781,287211.000,44715,1,EA,1,100,1.639770
1742899344.345282,287277.500,44733,2,EA,1,100,1.640155
1742899344.411783,287344.000,44733,2,EA,1,100,1.638611
1742899344.478783,287411.000,44750,1,EA,1,100,1.636684
1742899344.545284,287477.500,44765,2,EA,1,100,1.635913
1742899344.611785,287544.000,44765,2,EA,1,100,1.635143
1742899344.677786,287610.000,44782,1,EA,1,100,1.633605
1742899344.744786,287677.000,44798,2,EA,1,100,1.632841
1742899344.811787,287744.000,44798,2,EA,1,100,1.631308
1742899344.878788,287811.000,44815,1,EA,1,100,1.629397
1742899344.945288,287877.500,44830,2,EA,1,100,1.629397
1742899345.011789,287944.000,44830,2,EA,1,100,1.629017
1742899345.078790,288011.000,44849,1,EA,1,100,1.627870
1742899345.145291,288077.500,44865,2,EA,1,100,1.627491
1742899345.211791,288144.000,44865,2,EA,1,100,1.626729
1742899345.278792,288211.000,44883,1,EA,1,100,1.626729
1742899345.345293,288277.500,44898,2,EA,1,100,1.626729
1742899345.411793,288344.000,44898,2,EA,1,100,1.624829
1742899345.478794,288411.000,44914,1,EA,1,100,1.622933
1742899345.545295,288477.500,44931,2,EA,1,100,1.623314
1742899345.611796,288544.000,44931,2,EA,1,100,1.622556
1742899345.678296,288610.500,44950,2,EA,1,100,1.622176
1742899345.744797,288677.000,44950,2,EA,1,100,1.621799
1742899345.811798,288744.000,44966,1,EA,1,100,1.621042
1742899345.878299,288810.500,44982,2,EA,1,100,1.619535
1742899345.944799,288877.000,44982,2,EA,1,100,1.619910
1742899346.011800,288944.000,44998,1,EA,1,100,1.619535
1742899346.078300,289010.500,45015,2,EA,1,100,1.617651
1742899346.144801,289077.000,45015,2,EA,1,100,1.616899
1742899346.211802,289144.000,45031,1,EA,1,100,1.617273
1742899346.278303,289210.500,45047,2,EA,1,100,1.619910
1742899346.344803,289277.000,45047,2,EA,1,100,1.625211
1742899346.411804,289344.000,45063,1,EA,1,100,1.631308
1742899346.478305,289410.500,45082,2,EA,1,100,1.635913
1742899346.544806,289477.000,45082,2,EA,1,100,1.640929
1742899346.611806,289544.000,45099,1,EA,1,100,1.647145
1742899346.678307,289610.500,45114,2,EA,1,100,1.651450
1742899346.744808,289677.000,45114,2,EA,1,100,1.653804
1742899346.811808,289744.000,45130,1,EA,1,100,1.656169
1742899346.878309,289810.500,45148,2,EA,1,100,1.658537
1742899346.944810,289877.000,45148,2,EA,1,100,1.659724
1742899347.011811,289944.000,45164,1,EA,1,100,1.661311
1742899347.078311,290010.500,45181,2,EA,1,100,1.662897
1742899347.144812,290077.000,45181,2,EA,1,100,1.662897
1742899347.211813,290144.000,45199,1,EA,1,100,1.663693
1742899347.278313,290210.500,45222,2,EA,1,100,1.664094
1742899347.344814,290277.000,45222,2,EA,1,100,1.664094
1742899347.411315,290343.500,45238,2,EA,1,100,1.665288
1742899347.477816,290410.000,45238,2,EA,1,100,1.665288
1742899347.544816,290477.000,45255,1,EA,1,100,1.663297
1742899347.611317,290543.500,45271,2,EA,1,100,1.661706
1742899347.677818,290610.000,45271,2,EA,1,100,1.662105
1742899347.744818,290677.000,45287,1,EA,1,100,1.661706
1742899347.811319,290743.500,45303,2,EA,1,100,1.669285
1742899347.877820,290810.000,45303,2,EA,1,100,1.683016
1742899347.944820,290877.000,45323,2,EA,1,100,1.698637
1742899348.011821,290944.000,45323,2,EA,1,100,1.705299
1742899348.078322,291010.500,45341,2,EA,1,100,1.702377
1742899348.144823,291077.000,45341,2,EA,1,100,1.693258
1742899348.211823,291144.000,45358,1,EA,1,100,1.687510
1742899348.278324,291210.500,45375,2,EA,1,100,1.683831
1742899348.344825,291277.000,45375,2,EA,1,100,1.681795
1742899348.411825,291344.000,45392,1,EA,1,100,1.679765
1742899348.478326,291410.500,45410,2,EA,1,100,1.678549
1742899348.544827,291477.000,45410,2,EA,1,100,1.677739
1742899348.610828,291543.000,45428,1,EA,1,100,1.676929
1742899348.677828,291610.000,45442,2,EA,1,100,1.676124
1742899348.744829,291677.000,45442,2,EA,1,100,1.674508
1742899348.810830,291743.000,45459,1,EA,1,100,1.673301
1742899348.877831,291810.000,45476,2,EA,1,100,1.672495
1742899348.944831,291877.000,45476,2,EA,1,100,1.670487
1742899349.010832,291943.000,45493,1,EA,1,100,1.670487
1742899349.077833,292010.000,45508,2,EA,1,100,1.670087
1742899349.144833,292077.000,45508,2,EA,1,100,1.668882
1742899349.210834,292143.000,45526,1,EA,1,100,1.669684
1742899349.277835,292210.000,45543,2,EA,1,100,1.670887
1742899349.344836,292277.000,45543,2,EA,1,100,1.671690
1742899349.411336,292343.500,45560,2,EA,1,100,1.672095
1742899349.477837,292410.000,45560,2,EA,1,100,1.672896
1742899349.544838,292477.000,45576,1,EA,1,100,1.676124
1742899349.611338,292543.500,45592,2,EA,1,100,1.679765
1742899349.677839,292610.000,45592,2,EA,1,100,1.680982
1742899349.744840,292677.000,45608,1,EA,1,100,1.682610
1742899349.811341,292743.500,45625,2,EA,1,100,1.684241
1742899349.877841,292810.000,45625,2,EA,1,100,1.685054
1742899349.944842,292877.000,45644,1,EA,1,100,1.686690
1742899350.011343,292943.500,45659,2,EA,1,100,1.687098
1742899350.077843,293010.000,45659,2,EA,1,100,1.688738
1742899350.144844,293077.000,45675,1,EA,1,100,1.690381
1742899350.211345,293143.500,45693,2,EA,1,100,1.691614
1742899350.277845,293210.000,45693,2,EA,1,100,1.692848
1742899350.344846,293277.000,45709,1,EA,1,100,1.690790
1742899350.411347,293343.500,45724,2,EA,1,100,1.690790
1742899350.477848,293410.000,45724,2,EA,1,100,1.690381
1742899350.544848,293477.000,45740,1,EA,1,100,1.690381
1742899350.611349,293543.500,45760,2,EA,1,100,1.689559
1742899350.677850,293610.000,45760,2,EA,1,100,1.690790
1742899350.744850,293677.000,45776,1,EA,1,100,1.689968
1742899350.811351,293743.500,45792,2,EA,1,100,1.690381
1742899350.877852,293810.000,45792,2,EA,1,100,1.690790
1742899350.944853,293877.000,45808,1,EA,1,100,1.690381
1742899351.011353,293943.500,45825,2,EA,1,100,1.689968
1742899351.077854,294010.000,45825,2,EA,1,100,1.688738
1742899351.144855,294077.000,45841,1,EA,1,100,1.687917
1742899351.211355,294143.500,45859,2,EA,1,100,1.686690
1742899351.277856,294210.000,45859,2,EA,1,100,1.686283
1742899351.344357,294276.500,45875,2,EA,1,100,1.686690
1742899351.410857,294343.000,45875,2,EA,1,100,1.688738
1742899351.477858,294410.000,45892,1,EA,1,100,1.688738
1742899351.544359,294476.500,45909,2,EA,1,100,1.689146
1742899351.610860,294543.000,45909,2,EA,1,100,1.688329
1742899351.677860,294610.000,45926,1,EA,1,100,1.687510
1742899351.744361,294676.500,45940,2,EA,1,100,1.686690
1742899351.810862,294743.000,45940,2,EA,1,100,1.685872
1742899351.877862,294810.000,45957,1,EA,1,100,1.685872
1742899351.944363,294876.500,45974,2,EA,1,100,1.688329
1742899352.010864,294943.000,45974,2,EA,1,100,1.692024
1742899352.077865,295010.000,45993,1,EA,1,100,1.695322
1742899352.144365,295076.500,46007,2,EA,1,100,1.701543
1742899352.210866,295143.000,46007,2,EA,1,100,1.709490
1742899352.277867,295210.000,46025,1,EA,1,100,1.715816
1742899352.344534,295276.667,46046,3,EA,1,100,1.720059
1742899352.411201,295343.333,46046,3,EA,1,100,1.723468
1742899352.477869,295410.000,46046,3,EA,1,100,1.725179
1742899352.544370,295476.500,46065,2,EA,1,100,1.723898
1742899352.610870,295543.000,46065,2,EA,1,100,1.724323
1742899352.677871,295610.000,46084,1,EA,1,100,1.723898
1742899352.744372,295676.500,46102,2,EA,1,100,1.723898
1742899352.810873,295743.000,46102,2,EA,1,100,1.725606
1742899352.877873,295810.000,46119,1,EA,1,100,1.726890
1742899352.944374,295876.500,46134,2,EA,1,100,1.729469
1742899353.010875,295943.000,46134,2,EA,1,100,1.732485
1742899353.077875,296010.000,46151,1,EA,1,100,1.735944
1742899353.144376,296076.500,46167,2,EA,1,100,1.742902
1742899353.210877,296143.000,46167,2,EA,1,100,1.750798
1742899353.277878,296210.000,46185,1,EA,1,100,1.759213
1742899353.344378,296276.500,46204,2,EA,1,100,1.765466
1742899353.410879,296343.000,46204,2,EA,1,100,1.771310
1742899353.477880,296410.000,46220,1,EA,1,100,1.777645
1742899353.544380,296476.500,46237,2,EA,1,100,1.781291
1742899353.610881,296543.000,46237,2,EA,1,100,1.784030
1742899353.677882,296610.000,46254,1,EA,1,100,1.787698
1742899353.744382,296676.500,46271,2,EA,1,100,1.787698
1742899353.810883,296743.000,46271,2,EA,1,100,1.784030
1742899353.877384,296809.500,46288,2,EA,1,100,1.785403
1742899353.943885,296876.000,46288,2,EA,1,100,1.788618
1742899354.010885,296943.000,46304,1,EA,1,100,1.788618
1742899354.077386,297009.500,46323,2,EA,1,100,1.790920
1742899354.143887,297076.000,46323,2,EA,1,100,1.790920
1742899354.210887,297143.000,46339,1,EA,1,100,1.791844
1742899354.277388,297209.500,46355,2,EA,1,100,1.793229
1742899354.343889,297276.000,46355,2,EA,1,100,1.793229
1742899354.410890,297343.000,46371,1,EA,1,100,1.789998
1742899354.477390,297409.500,46388,2,EA,1,100,1.784947
1742899354.543891,297476.000,46388,2,EA,1,100,1.784947
1742899354.610892,297543.000,46405,1,EA,1,100,1.785403
1742899354.677392,297609.500,46420,2,EA,1,100,1.784486
1742899354.743893,297676.000,46420,2,EA,1,100,1.784030
1742899354.810894,297743.000,46438,1,EA,1,100,1.782200
1742899354.877395,297809.500,46456,2,EA,1,100,1.784486
1742899354.943895,297876.000,46456,2,EA,1,100,1.784030
1742899355.010896,297943.000,46472,1,EA,1,100,1.785864
1742899355.077397,298009.500,46487,2,EA,1,100,1.786321
1742899355.143898,298076.000,46487,2,EA,1,100,1.785864
1742899355.210898,298143.000,46503,1,EA,1,100,1.787698
1742899355.277399,298209.500,46521,2,EA,1,100,1.786778
1742899355.343899,298276.000,46521,2,EA,1,100,1.786778
1742899355.410900,298343.000,46537,1,EA,1,100,1.788160
1742899355.477401,298409.500,46554,2,EA,1,100,1.788160
1742899355.543902,298476.000,46554,2,EA,1,100,1.787240
1742899355.610902,298543.000,46571,1,EA,1,100,1.788618
1742899355.677403,298609.500,46588,2,EA,1,100,1.787240
1742899355.743904,298676.000,46588,2,EA,1,100,1.787240
1742899355.810905,298743.000,46604,1,EA,1,100,1.788618
1742899355.877405,298809.500,46621,2,EA,1,100,1.788618
1742899355.943906,298876.000,46621,2,EA,1,100,1.788160
1742899356.010907,298943.000,46636,1,EA,1,100,1.788618
1742899356.077407,299009.500,46653,2,EA,1,100,1.789076
1742899356.143908,299076.000,46653,2,EA,1,100,1.788618
1742899356.210409,299142.500,46672,2,EA,1,100,1.789076
1742899356.276910,299209.000,46672,2,EA,1,100,1.789539
1742899356.343910,299276.000,46689,1,EA,1,100,1.788618
1742899356.410411,299342.500,46703,2,EA,1,100,1.790461
1742899356.476912,299409.000,46703,2,EA,1,100,1.790920
1742899356.543912,299476.000,46720,1,EA,1,100,1.791844
1742899356.610413,299542.500,46737,2,EA,1,100,1.793229
1742899356.676914,299609.000,46737,2,EA,1,100,1.793229
1742899356.743915,299676.000,46754,1,EA,1,100,1.795082
1742899356.810415,299742.500,46768,2,EA,1,100,1.797402
1742899356.876916,299809.000,46768,2,EA,1,100,1.796934
1742899356.943917,299876.000,46788,1,EA,1,100,1.797864
1742899357.010417,299942.500,46804,2,EA,1,100,1.799259
1742899357.076918,300009.000,46804,2,EA,1,100,1.800191
1742899357.143919,300076.000,46821,1,EA,1,100,1.800191
1742899357.210419,300142.500,46836,2,EA,1,100,1.802989
1742899357.276920,300209.000,46836,2,EA,1,100,1.802989
1742899357.343921,300276.000,46853,1,EA,1,100,1.804396
1742899357.410422,300342.500,46869,2,EA,1,100,1.805329
1742899357.476922,300409.000,46869,2,EA,1,100,1.806267
1742899357.543923,300476.000,46894,2,EA,1,100,1.807207
1742899357.610924,300543.000,46894,2,EA,1,100,1.809089
1742899357.677424,300609.500,46912,2,EA,1,100,1.809089
1742899357.743925,300676.000,46912,2,EA,1,100,1.809558
1742899357.810926,300743.000,46929,1,EA,1,100,1.810970
1742899357.877427,300809.500,46944,2,EA,1,100,1.811915
1742899357.943927,300876.000,46944,2,EA,1,100,1.814278
1742899358.010928,300943.000,46961,1,EA,1,100,1.816647
1742899358.077429,301009.500,46977,2,EA,1,100,1.815698
1742899358.143929,301076.000,46977,2,EA,1,100,1.816647
1742899358.210930,301143.000,46994,1,EA,1,100,1.816175
1742899358.277431,301209.500,47013,2,EA,1,100,1.816647
1742899358.343932,301276.000,47013,2,EA,1,100,1.816647
1742899358.410932,301343.000,47030,1,EA,1,100,1.817120
1742899358.477433,301409.500,47046,2,EA,1,100,1.819023
1742899358.543934,301476.000,47046,2,EA,1,100,1.819023
1742899358.609935,301542.000,47064,1,EA,1,100,1.819497
1742899358.676935,301609.000,47078,2,EA,1,100,1.819497
1742899358.743936,301676.000,47078,2,EA,1,100,1.819497
1742899358.810937,301743.000,47095,1,EA,1,100,1.819975
1742899358.877437,301809.500,47112,2,EA,1,100,1.821404
1742899358.943938,301876.000,47112,2,EA,1,100,1.824269
1742899359.009939,301942.000,47131,1,EA,1,100,1.831474
1742899359.076939,302009.000,47145,2,EA,1,100,1.839710
1742899359.143940,302076.000,47145,2,EA,1,100,1.843610
1742899359.209941,302142.000,47162,1,EA,1,100,1.845081
1742899359.276942,302209.000,47181,2,EA,1,100,1.845081
1742899359.343942,302276.000,47181,2,EA,1,100,1.842146
1742899359.410943,302343.000,47198,1,EA,1,100,1.836797
1742899359.477444,302409.500,47213,2,EA,1,100,1.833407
1742899359.543944,302476.000,47213,2,EA,1,100,1.830994
1742899359.609945,302542.000,47230,1,EA,1,100,1.830514
1742899359.676946,302609.000,47248,2,EA,1,100,1.828587
1742899359.743947,302676.000,47248,2,EA,1,100,1.821404
1742899359.810447,302742.500,47265,2,EA,1,100,1.820450
1742899359.876948,302809.000,47265,2,EA,1,100,1.819023
1742899359.943949,302876.000,47282,1,EA,1,100,1.818549
1742899360.010449,302942.500,47297,2,EA,1,100,1.815698
1742899360.076950,303009.000,47297,2,EA,1,100,1.812860
1742899360.143951,303076.000,47313,1,EA,1,100,1.811445
1742899360.210452,303142.500,47331,2,EA,1,100,1.809558
1742899360.276952,303209.000,47331,2,EA,1,100,1.808147
1742899360.343953,303276.000,47349,1,EA,1,100,1.809558
1742899360.410454,303342.500,47364,2,EA,1,100,1.808147
1742899360.476954,303409.000,47364,2,EA,1,100,1.805329
1742899360.543955,303476.000,47380,1,EA,1,100,1.802989
1742899360.610456,303542.500,47398,2,EA,1,100,1.800191
1742899360.676957,303609.000,47398,2,EA,1,100,1.797402
1742899360.743957,303676.000,47414,1,EA,1,100,1.795544
1742899360.810458,303742.500,47429,2,EA,1,100,1.793690
1742899360.876959,303809.000,47429,2,EA,1,100,1.792769
1742899360.943959,303876.000,47446,1,EA,1,100,1.793229
1742899361.010460,303942.500,47465,2,EA,1,100,1.791844
1742899361.076961,304009.000,47465,2,EA,1,100,1.792769
1742899361.143961,304076.000,47481,1,EA,1,100,1.794155
1742899361.210462,304142.500,47497,2,EA,1,100,1.795544
1742899361.276963,304209.000,47497,2,EA,1,100,1.793229
1742899361.343964,304276.000,47513,1,EA,1,100,1.793229
1742899361.410464,304342.500,47530,2,EA,1,100,1.792769
1742899361.476965,304409.000,47530,2,EA,1,100,1.791844
1742899361.543966,304476.000,47546,1,EA,1,100,1.790920
1742899361.610466,304542.500,47562,2,EA,1,100,1.791844
1742899361.676967,304609.000,47562,2,EA,1,100,1.792769
1742899361.743968,304676.000,47580,1,EA,1,100,1.795544
1742899361.810469,304742.500,47597,2,EA,1,100,1.794155
