LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1742899292.682730,235615.500,36305,2,EA,1,100,1.069789
1742899292.749231,235682.000,36305,2,EA,1,100,1.068967
1742899292.816231,235749.000,36321,1,EA,1,100,1.068638
1742899292.882732,235815.500,36341,2,EA,1,100,1.068309
1742899292.949233,235882.000,36341,2,EA,1,100,1.067818
1742899293.016234,235949.000,36357,1,EA,1,100,1.067818
1742899293.082734,236015.500,36372,2,EA,1,100,1.067818
1742899293.149235,236082.000,36372,2,EA,1,100,1.067162
1742899293.216236,236149.000,36388,1,EA,1,100,1.067162
1742899293.282737,236215.500,36408,2,EA,1,100,1.066998
1742899293.349237,236282.000,36408,2,EA,1,100,1.066344
1742899293.416238,236349.000,36424,1,EA,1,100,1.065527
1742899293.482739,236415.500,36440,2,EA,1,100,1.065364
1742899293.549239,236482.000,36440,2,EA,1,100,1.064711
1742899293.616240,236549.000,36458,1,EA,1,100,1.064549
1742899293.682741,236615.500,36475,2,EA,1,100,1.064387
1742899293.749242,236682.000,36475,2,EA,1,100,1.064061
1742899293.816242,236749.000,36491,1,EA,1,100,1.063735
1742899293.882743,236815.500,36508,2,EA,1,100,1.063735
1742899293.949244,236882.000,36508,2,EA,1,100,1.063573
1742899294.016244,236949.000,36523,2,EA,1,100,1.062922
1742899294.083245,237016.000,36523,2,EA,1,100,1.062435
1742899294.149246,237082.000,36540,1,EA,1,100,1.062111
1742899294.216246,237149.000,36557,2,EA,1,100,1.061949
1742899294.283247,237216.000,36557,2,EA,1,100,1.061462
1742899294.349248,237282.000,36576,1,EA,1,100,1.061462
1742899294.416249,237349.000,36590,2,EA,1,100,1.060976
1742899294.483249,237416.000,36590,2,EA,1,100,1.060815
1742899294.549250,237482.000,36607,1,EA,1,100,1.060652
1742899294.616251,237549.000,36624,2,EA,1,100,1.060652
1742899294.683251,237616.000,36624,2,EA,1,100,1.060491
1742899294.749252,237682.000,36641,1,EA,1,100,1.060491
1742899294.816253,237749.000,36655,2,EA,1,100,1.060168
1742899294.883254,237816.000,36655,2,EA,1,100,1.059683
1742899294.949254,237882.000,36673,1,EA,1,100,1.059844
1742899295.016255,237949.000,36691,2,EA,1,100,1.059683
1742899295.083256,238016.000,36691,2,EA,1,100,1.059683
1742899295.149256,238082.000,36708,1,EA,1,100,1.060168
1742899295.216257,238149.000,36723,2,EA,1,100,1.060330
1742899295.283258,238216.000,36723,2,EA,1,100,1.060491
1742899295.349259,238282.000,36740,1,EA,1,100,1.060491
1742899295.415759,238348.500,36756,2,EA,1,100,1.060652
1742899295.482260,238415.000,36756,2,EA,1,100,1.060491
1742899295.549261,238482.000,36773,1,EA,1,100,1.059683
1742899295.615762,238548.500,36788,2,EA,1,100,1.059523
1742899295.682262,238615.000,36788,2,EA,1,100,1.059037
1742899295.749263,238682.000,36807,1,EA,1,100,1.059360
1742899295.815763,238748.500,36823,2,EA,1,100,1.058232
1742899295.882264,238815.000,36823,2,EA,1,100,1.059037
1742899295.949265,238882.000,36841,1,EA,1,100,1.059200
1742899296.015766,238948.500,36856,2,EA,1,100,1.059037
1742899296.082266,239015.000,36856,2,EA,1,100,1.058877
1742899296.149267,239082.000,36877,2,EA,1,100,1.058716
1742899296.216268,239149.000,36877,2,EA,1,100,1.058071
1742899296.282768,239215.500,36894,2,EA,1,100,1.057589
1742899296.349269,239282.000,36894,2,EA,1,100,1.057107
1742899296.416270,239349.000,36913,1,EA,1,100,1.056624
1742899296.482771,239415.500,36929,2,EA,1,100,1.056464
1742899296.549271,239482.000,36929,2,EA,1,100,1.056304
1742899296.616272,239549.000,36947,1,EA,1,100,1.055342
1742899296.682773,239615.500,36961,2,EA,1,100,1.055342
1742899296.749274,239682.000,36961,2,EA,1,100,1.054862
1742899296.816274,239749.000,36978,1,EA,1,100,1.054703
1742899296.882775,239815.500,36995,2,EA,1,100,1.053743
1742899296.949276,239882.000,36995,2,EA,1,100,1.053424
1742899297.016276,239949.000,37012,1,EA,1,100,1.053265
1742899297.082777,240015.500,37029,2,EA,1,100,1.053265
1742899297.149278,240082.000,37029,2,EA,1,100,1.052626
1742899297.216279,240149.000,37045,1,EA,1,100,1.052468
1742899297.282779,240215.500,37062,2,EA,1,100,1.052149
1742899297.349280,240282.000,37062,2,EA,1,100,1.051672
1742899297.415781,240348.500,37079,2,EA,1,100,1.051514
1742899297.482281,240415.000,37079,2,EA,1,100,1.050560
1742899297.549282,240482.000,37095,1,EA,1,100,1.050560
1742899297.615783,240548.500,37111,2,EA,1,100,1.050084
1742899297.682283,240615.000,37111,2,EA,1,100,1.049927
1742899297.749284,240682.000,37127,1,EA,1,100,1.049135
1742899297.815785,240748.500,37144,2,EA,1,100,1.048976
1742899297.882286,240815.000,37144,2,EA,1,100,1.048818
1742899297.949286,240882.000,37163,1,EA,1,100,1.048501
1742899298.015787,240948.500,37178,2,EA,1,100,1.048501
1742899298.082288,241015.000,37178,2,EA,1,100,1.048185
1742899298.149288,241082.000,37194,1,EA,1,100,1.047869
1742899298.215789,241148.500,37212,2,EA,1,100,1.046923
1742899298.282290,241215.000,37212,2,EA,1,100,1.046451
1742899298.349291,241282.000,37230,1,EA,1,100,1.046136
1742899298.415791,241348.500,37245,2,EA,1,100,1.045506
1742899298.482292,241415.000,37245,2,EA,1,100,1.045193
1742899298.549293,241482.000,37263,1,EA,1,100,1.044879
1742899298.615793,241548.500,37281,2,EA,1,100,1.045035
1742899298.682294,241615.000,37281,2,EA,1,100,1.045035
1742899298.749295,241682.000,37297,1,EA,1,100,1.045350
1742899298.815796,241748.500,37312,2,EA,1,100,1.045821
1742899298.882296,241815.000,37312,2,EA,1,100,1.045506
1742899298.949297,241882.000,37329,1,EA,1,100,1.044879
1742899299.015798,241948.500,37346,2,EA,1,100,1.044409
1742899299.082299,242015.000,37346,2,EA,1,100,1.043468
1742899299.149299,242082.000,37364,1,EA,1,100,1.043154
1742899299.215800,242148.500,37381,2,EA,1,100,1.042999
1742899299.282301,242215.000,37381,2,EA,1,100,1.042373
1742899299.349301,242282.000,37396,1,EA,1,100,1.041905
1742899299.415802,242348.500,37413,2,EA,1,100,1.041592
1742899299.482303,242415.000,37413,2,EA,1,100,1.041592
1742899299.549304,242482.000,37429,1,EA,1,100,1.041592
1742899299.615804,242548.500,37446,2,EA,1,100,1.041437
1742899299.682305,242615.000,37446,2,EA,1,100,1.042530
1742899299.748806,242681.500,37463,2,EA,1,100,1.045506
1742899299.815306,242748.000,37463,2,EA,1,100,1.047869
1742899299.882307,242815.000,37480,1,EA,1,100,1.048659
1742899299.948808,242881.500,37497,2,EA,1,100,1.049292
1742899300.015308,242948.000,37497,2,EA,1,100,1.050402
1742899300.082309,243015.000,37514,1,EA,1,100,1.051991
1742899300.148810,243081.500,37528,2,EA,1,100,1.052626
1742899300.215311,243148.000,37528,2,EA,1,100,1.054222
1742899300.282311,243215.000,37546,1,EA,1,100,1.055342
1742899300.348812,243281.500,37562,2,EA,1,100,1.055822
1742899300.415313,243348.000,37562,2,EA,1,100,1.056304
1742899300.482313,243415.000,37581,1,EA,1,100,1.057589
1742899300.548814,243481.500,37596,2,EA,1,100,1.059523
1742899300.615315,243548.000,37596,2,EA,1,100,1.063409
1742899300.682316,243615.000,37613,1,EA,1,100,1.068474
1742899300.748816,243681.500,37629,2,EA,1,100,1.073751
1742899300.815317,243748.000,37629,2,EA,1,100,1.078915
1742899300.882318,243815.000,37646,1,EA,1,100,1.084974
1742899300.948818,243881.500,37661,2,EA,1,100,1.088540
1742899301.015319,243948.000,37661,2,EA,1,100,1.092300
1742899301.082320,244015.000,37680,1,EA,1,100,1.097298
1742899301.148821,244081.500,37696,2,EA,1,100,1.102166
1742899301.215321,244148.000,37696,2,EA,1,100,1.107959
1742899301.282322,244215.000,37719,2,EA,1,100,1.112212
1742899301.349323,244282.000,37719,2,EA,1,100,1.114708
1742899301.415823,244348.500,37737,2,EA,1,100,1.116855
1742899301.482324,244415.000,37737,2,EA,1,100,1.117573
1742899301.549325,244482.000,37754,1,EA,1,100,1.117573
1742899301.615826,244548.500,37769,2,EA,1,100,1.117573
1742899301.682326,244615.000,37769,2,EA,1,100,1.117035
1742899301.749327,244682.000,37786,1,EA,1,100,1.117035
1742899301.815828,244748.500,37804,2,EA,1,100,1.117214
1742899301.882328,244815.000,37804,2,EA,1,100,1.117035
1742899301.949329,244882.000,37822,1,EA,1,100,1.117573
1742899302.015830,244948.500,37836,2,EA,1,100,1.117394
1742899302.082330,245015.000,37836,2,EA,1,100,1.118472
1742899302.149331,245082.000,37853,1,EA,1,100,1.118651
1742899302.215832,245148.500,37870,2,EA,1,100,1.119551
1742899302.282333,245215.000,37870,2,EA,1,100,1.121538
1742899302.348333,245281.000,37889,1,EA,1,100,1.121538
1742899302.415334,245348.000,37903,2,EA,1,100,1.119732
1742899302.482335,245415.000,37903,2,EA,1,100,1.119372
1742899302.548336,245481.000,37920,1,EA,1,100,1.119192
1742899302.615336,245548.000,37937,2,EA,1,100,1.119011
1742899302.682337,245615.000,37937,2,EA,1,100,1.118472
1742899302.748338,245681.000,37954,1,EA,1,100,1.117394
1742899302.815338,245748.000,37968,2,EA,1,100,1.116855
1742899302.882339,245815.000,37968,2,EA,1,100,1.117214
1742899302.948340,245881.000,37988,1,EA,1,100,1.117573
1742899303.015341,245948.000,38004,2,EA,1,100,1.118472
1742899303.082341,246015.000,38004,2,EA,1,100,1.119732
1742899303.148342,246081.000,38021,1,EA,1,100,1.120814
1742899303.215343,246148.000,38037,2,EA,1,100,1.122080
1742899303.282343,246215.000,38037,2,EA,1,100,1.123349
1742899303.348844,246281.500,38055,2,EA,1,100,1.124438
1742899303.415345,246348.000,38055,2,EA,1,100,1.124983
1742899303.482346,246415.000,38071,1,EA,1,100,1.126442
1742899303.548846,246481.500,38091,2,EA,1,100,1.128270
1742899303.615347,246548.000,38091,2,EA,1,100,1.130103
1742899303.682348,246615.000,38107,1,EA,1,100,1.132494
1742899303.748848,246681.500,38124,2,EA,1,100,1.133232
1742899303.815349,246748.000,38124,2,EA,1,100,1.132309
1742899303.882350,246815.000,38140,1,EA,1,100,1.132125
1742899303.948850,246881.500,38158,2,EA,1,100,1.131205
1742899304.015351,246948.000,38158,2,EA,1,100,1.130103
1742899304.082352,247015.000,38174,1,EA,1,100,1.128270
1742899304.148853,247081.500,38189,2,EA,1,100,1.126624
1742899304.215353,247148.000,38189,2,EA,1,100,1.125713
1742899304.282354,247215.000,38208,1,EA,1,100,1.125348
1742899304.348855,247281.500,38225,2,EA,1,100,1.125348
1742899304.415355,247348.000,38225,2,EA,1,100,1.130103
1742899304.482356,247415.000,38241,1,EA,1,100,1.136194
1742899304.548857,247481.500,38257,2,EA,1,100,1.137681
1742899304.615358,247548.000,38257,2,EA,1,100,1.136751
1742899304.682358,247615.000,38273,1,EA,1,100,1.136379
1742899304.748859,247681.500,38292,2,EA,1,100,1.135081
1742899304.815360,247748.000,38292,2,EA,1,100,1.135638
1742899304.882360,247815.000,38308,1,EA,1,100,1.135638
1742899304.948861,247881.500,38324,2,EA,1,100,1.136008
1742899305.015362,247948.000,38324,2,EA,1,100,1.138053
1742899305.082363,248015.000,38340,1,EA,1,100,1.141228
1742899305.148863,248081.500,38357,2,EA,1,100,1.142915
